",,,,,
Province/Territoire,"Volet du programme",Employeur,Adresse,"Profession ","Postes Approuvés"
Colombie-Britannique,"     Haut salaire","S. Brothers Construction Ltd.","SURREY, BC V3W 1T2","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",1
Colombie-Britannique,"     Haut salaire","S. P.S Truck Repairs Ltd","Burnaby, BC V5J 1X5","7237-Soudeurs et opérateurs de machines à souder et à braser",1
Colombie-Britannique,"     Haut salaire","S.B. Ovation Transport Ltd.","Surrey, BC V3W 4Y8","1221-Agents d'administration",1
Colombie-Britannique,"     Haut salaire","S.D.L Restaurants Ltd.","Burnaby, BC V5H 4P1","0631-Directeurs de la restauration et des services alimentaires",1
Colombie-Britannique,"     Haut salaire","Saab Framing Ltd.","Surrey, BC V3W 3S8",7271-Charpentiers-menuisiers,2
Colombie-Britannique,"     Haut salaire","Sabai Thai Spa Inc.","Port Coquitlam, BC V3B 1A8","3232-Praticiens des médecines douces",1
Colombie-Britannique,"     Haut salaire","Safa Rehabilitation Center Ltd.","New Westminster, BC V3M 1A8","0014-Cadres supérieurs - santé, enseignement, services sociaux et communautaires et associations mutuelles",1
Colombie-Britannique,"     Haut salaire","Sage Logistics Ltd.","Abbotsford, BC V2S 4A1","7511-Conducteurs de camions de transport",2
Colombie-Britannique,"     Haut salaire","Sager Education Inc.","West Vancouver, BC V7V 1A7","0111-Directeurs financiers",1
Colombie-Britannique,"     Haut salaire","Sahaai Homes Inc.","Whistler, BC V0N 1B1",7271-Charpentiers-menuisiers,1
Colombie-Britannique,"     Haut salaire","Sahil Express Line Ltd.","Delta, BC V4E 2E3","7511-Conducteurs de camions de transport",2
Colombie-Britannique,"     Haut salaire","Saiish Enterprises Inc DBA Husky","Campbell River, BC V9W 2G1","1311-Techniciens en comptabilité et teneurs de livres",1
Colombie-Britannique,"     Haut salaire","Saltire Enterprises Ltd","Richmond, BC V7A 0A4","0651-Directeurs du service à la clientèle et des services personnels, n.c.a.",1
Colombie-Britannique,"     Haut salaire","Saman Bakery LTD.","North Vancouver, BC V7P 1R4","6211-Superviseurs des ventes - commerce de détail",1
Colombie-Britannique,"     Haut salaire","Sameer Enterprises Ltd","SURREY, BC V3W 2P2","7246-Installateurs et réparateurs de matériel de télécommunications",1
Colombie-Britannique,"     Haut salaire","Samra Bros Framing Ltd.","Surrey, BC V3V 7A5","7611-Aides de soutien des métiers et manoeuvres en construction",2
Colombie-Britannique,"     Haut salaire","Samyoh Honcan Painting Ltd","Surrey, BC V4N 0N3","7294-Peintres et décorateurs (sauf décorateurs d'intérieur)",2
Colombie-Britannique,"     Haut salaire","San Contracting and Excavating Ltd.","Delta, BC V4K 4Y7","7302-Entrepreneurs et contremaîtres des équipes d'opérateurs d'équipement lourd",1
Colombie-Britannique,"     Haut salaire","San Zhong Window & Door Ltd.","Burnaby, BC V5E 1B6","0911-Directeurs de la fabrication",1
Colombie-Britannique,"     Haut salaire","Sanchez Construction Ltd","Surrey, BC V3R 4H8","7282-Finisseurs de béton",4
Colombie-Britannique,"     Haut salaire","Sangdo Shipping Ltd","Port Coquitlam, BC V3C 6N9","1241-Adjoints administratifs",1
Colombie-Britannique,"     Haut salaire","Sangha Construction Ltd.","Delta, BC V4C 2C6",7271-Charpentiers-menuisiers,1
Colombie-Britannique,"     Haut salaire","Sangha Insulated Doors Ltd","Surrey, BC V3S 7A4","1311-Techniciens en comptabilité et teneurs de livres",1
Colombie-Britannique,"     Haut salaire","Sangha Insulated Doors Ltd","Surrey, BC V3S 7A4","7231-Machinistes et vérificateurs d'usinage et d'outillage",1
Colombie-Britannique,"     Haut salaire","Sangha Insulated Doors Ltd","Surrey, BC V3S 7A4",7452-Manutentionnaires,1
Colombie-Britannique,"     Haut salaire","SARTAJ TRUCKING LTD.","Surrey, BC V3W 1R1","7511-Conducteurs de camions de transport",4
Colombie-Britannique,"     Haut salaire","Satdeol Framing Ltd","Abbotsford, BC V2T 6V1",7271-Charpentiers-menuisiers,2
Colombie-Britannique,"     Haut salaire","School District 33, Chilliwack","Chilliwack, BC V2P 7K4","4031-Enseignants au niveau secondaire",1
Colombie-Britannique,"     Haut salaire","Semi Tech Lube & Repair Ltd","Abbotsford, BC V2T 6X4","7312-Mécaniciens d'équipement lourd",3
Colombie-Britannique,"     Haut salaire","Series System Solutions Ltd.","Vancouver, BC V6C 3T4","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",1
Colombie-Britannique,"     Haut salaire","SEVEN HILLS GROUP TECHNOLOGIES INC.","Burnaby, BC V5H 0E7","2173-Ingénieurs et concepteurs en logiciel",1
Colombie-Britannique,"     Haut salaire","Shawn Transport Ltd.","Surrey, BC V3S 0T9","7511-Conducteurs de camions de transport",8
Colombie-Britannique,"     Haut salaire","Shin Grand Food Trading Ltd.","Richmond, BC V6V 1J7","0113-Directeurs des achats",1
Colombie-Britannique,"     Haut salaire","Shogun Productions Canada Inc.","NORTH VANCOUVER, BC V7J 3S5","4411-Gardiens d'enfants en milieu familial",1
Colombie-Britannique,"     Haut salaire","Siber Manufacturing Group Inc.","Kamloops, BC V2B 3C8","2233-Technologues et techniciens en génie industriel et en génie de fabrication",1
Colombie-Britannique,"     Haut salaire","Sidhu Bros Excavating Ltd.","SURREY, BC V3Z 1B7","7511-Conducteurs de camions de transport",2
Colombie-Britannique,"     Haut salaire","Sidhu Great Construction Group Ltd.","Surrey, BC V3X 3N1","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",1
Colombie-Britannique,"     Haut salaire","Sigcee Holdings Ltd.","Richmond, BC V6V 1Z1","0621-Directeurs - commerce de détail et de gros",1
Colombie-Britannique,"     Haut salaire","Sightline Technology Ltd.","Richmond, BC V6V 1Z1","2173-Ingénieurs et concepteurs en logiciel",1
Colombie-Britannique,"     Haut salaire","Silver Icing Inc","Surrey, BC V3Z 3S6","5241-Designers graphiques et illustrateurs",1
Colombie-Britannique,"     Haut salaire","Silver Springs Medical Spa Inc","Vancouver, BC V6G 1C2","0651-Directeurs du service à la clientèle et des services personnels, n.c.a.",1
Colombie-Britannique,"     Haut salaire","Simon Transportation Ltd","ALDERGROVE, BC V4W 3R6","1241-Adjoints administratifs",1
Colombie-Britannique,"     Haut salaire","Simon Transportation Ltd","ALDERGROVE, BC V4W 3R6","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",2
Colombie-Britannique,"     Haut salaire","SINCUBATOR INC","RICHMOND, BC V7B 1A3","1111-Vérificateurs et comptables",1
Colombie-Britannique,"     Haut salaire","SINGH EXCAVATING BC LTD.","SURREY, BC V3W 7K2","7521-Conducteurs d'équipement lourd (sauf les grues)",1
Colombie-Britannique,"     Haut salaire","Sistemos Global Ltd.","Richmond, BC V6Y 1E1","6222-Acheteurs des commerces de détail et de gros",1
Colombie-Britannique,"     Haut salaire","Siu's & Sons International Trading Corporation","Richmond, BC V6V 1N2","0113-Directeurs des achats",1
Colombie-Britannique,"     Haut salaire","SK Excavating Ltd","Surrey, BC V3S 0L2","7302-Entrepreneurs et contremaîtres des équipes d'opérateurs d'équipement lourd",1
Colombie-Britannique,"     Haut salaire","Sky form Construction Ltd","Surrey, BC V3S 6V4",7271-Charpentiers-menuisiers,1
Colombie-Britannique,"     Haut salaire","SKY PRO PAINTING LTD.","Surrey, BC V3S 2A9","7294-Peintres et décorateurs (sauf décorateurs d'intérieur)",2
Colombie-Britannique,"     Haut salaire","Skyline Drywall Ltd.","Surrey, BC V3W 6H6","0711-Directeurs de la construction",1
Colombie-Britannique,"     Haut salaire","Skyline Projects Ltd","Surrey, BC V3W 0K3","7294-Peintres et décorateurs (sauf décorateurs d'intérieur)",3
Colombie-Britannique,"     Haut salaire","Skyscraper Construction and Cement Finishing Ltd.","New Westminster, BC V3L 3C5","7282-Finisseurs de béton",1
Colombie-Britannique,"     Haut salaire","Skyway Brands Ventures, INC.","Richmond, BC V7B 1Y7","0631-Directeurs de la restauration et des services alimentaires",1
Colombie-Britannique,"     Haut salaire","Skywood Framing Ltd","surrey, BC V3W 8A4",7271-Charpentiers-menuisiers,2
Colombie-Britannique,"     Haut salaire","skyyj construction ltd","surrey, BC V3R 8V1","7291-Couvreurs et poseurs de bardeaux",2
Colombie-Britannique,"     Haut salaire","Slate Upper Mainland Inc.","Prince Rupert, BC V8J 1L6","1223-Agents des ressources humaines et de recrutement",1
Colombie-Britannique,"     Haut salaire","SLICC Professional Services Ltd.","Vancouver, BC V5M 1A4","6315-Surveillants des services de nettoyage",1
Colombie-Britannique,"     Haut salaire","Smart Klosets Inc","Port Coquitlam, BC V3C 6P6",7272-Ébénistes,1
Colombie-Britannique,"     Haut salaire","SMARTSPACE FRAMING LTD.","VANCOUVER, BC V6G 1W3",7271-Charpentiers-menuisiers,2
Colombie-Britannique,"     Haut salaire","SME NETWORK GROUP LTD","VANCOUVER, BC V5W 3A3","0015-Cadres supérieurs - commerce, radiotélédiffusion et autres services, n.c.a.",1
Colombie-Britannique,"     Haut salaire","Snackshot Enterprise Ltd.","Vancouver, BC V6P 4Z2","0631-Directeurs de la restauration et des services alimentaires",1
Colombie-Britannique,"     Haut salaire","Socla trucking Inc","Burnaby, BC V5H 4C8","7305-Surveillants du transport routier et du transport en commun",1
Colombie-Britannique,"     Haut salaire","SONA K STUCCO LTD","Delta, BC V4K 3N3","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",2
Colombie-Britannique,"     Haut salaire","SONA K STUCCO LTD","Delta, BC V4K 3N3","7611-Aides de soutien des métiers et manoeuvres en construction",1
Colombie-Britannique,"     Haut salaire","Sonali Hirender Enterprises Limited","KAMLOOPS, BC V1S 1L8","0621-Directeurs - commerce de détail et de gros",1
Colombie-Britannique,"     Haut salaire","SOO Management Inc.","Vancouver, BC V5L 4R7",6321-Chefs,1
Colombie-Britannique,"     Haut salaire","Source Concrete Pumping and Placing Ltd.","SURREY, BC V3Z 1B7","7282-Finisseurs de béton",3
Colombie-Britannique,"     Haut salaire","SOV Construction Inc.","Coquitlam, BC V3B 5X9","7291-Couvreurs et poseurs de bardeaux",5
Colombie-Britannique,"     Haut salaire","SPARK INTERNATIONAL TRADING LTD.","Burnaby, BC V5E 1C4","0015-Cadres supérieurs - commerce, radiotélédiffusion et autres services, n.c.a.",1
Colombie-Britannique,"     Haut salaire","Splashes Wash Lodge Inc.","Surrey, BC V4P 1A2","7322-Débosseleurs et réparateurs de carrosserie",1
Colombie-Britannique,"     Haut salaire","SPS FRAMING LTD.","Surrey, BC V3T 3E4",7271-Charpentiers-menuisiers,1
Colombie-Britannique,"     Haut salaire","Squamish Montessori Society","Squamish, BC V8B 0Y7","4214-Éducateurs et aides-éducateurs de la petite enfance",1
Colombie-Britannique,"     Haut salaire","SSB Enterprises Ltd.","Surrey, BC V4N 0X8","7611-Aides de soutien des métiers et manoeuvres en construction",3
Colombie-Britannique,"     Haut salaire","SSD CONTRACTING LTD.","Surrey, BC V3X 2E1","7511-Conducteurs de camions de transport",4
Colombie-Britannique,"     Haut salaire","SSK Construction Ltd.","Kelowna, BC V1X 2E2",7271-Charpentiers-menuisiers,1
Colombie-Britannique,"     Haut salaire","SSR Roof Supply Ltd.","SURREY, BC V3W 3J6","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
Colombie-Britannique,"     Haut salaire","SSR Roof Supply Ltd.","SURREY, BC V3W 3J6",7452-Manutentionnaires,2
Colombie-Britannique,"     Haut salaire","Standard Fasteners Ltd.","Surrey, BC V3W 0L6",7232-Outilleurs-ajusteurs,1
Colombie-Britannique,"     Haut salaire","Star Cabinet Doors Ltd.","Surrey, BC V3W 3A4","7231-Machinistes et vérificateurs d'usinage et d'outillage",2
Colombie-Britannique,"     Haut salaire","STAR EDUCATION TECHNOLOGY INC.","BURNABY, BC V5H 4G1","1123-Professionnels en publicité, en marketing et en relations publiques",1
Colombie-Britannique,"     Haut salaire","Starlink Enterprises Ltd.","Surrey, BC V3X 6V9","7511-Conducteurs de camions de transport",4
Colombie-Britannique,"     Haut salaire","Steelcrest Construction Inc.","Langley, BC V3A 1H6","7611-Aides de soutien des métiers et manoeuvres en construction",2
Colombie-Britannique,"     Haut salaire","Stone Age Marble Ltd.","Victoria, BC V8T 1T2",7283-Carreleurs,2
Colombie-Britannique,"     Haut salaire","Structural Shotcrete Ltd.","Surrey, BC V3S 9B3","7282-Finisseurs de béton",4
Colombie-Britannique,"     Haut salaire","StructureCraft Builders Inc.","Abbotsford, BC V2T 6B1",7271-Charpentiers-menuisiers,1
Colombie-Britannique,"     Haut salaire","SUNSHINE VANCOUVER HEALTHCARE LTD.","Victoria, BC V8W 1G9","1243-Adjoints administratifs médicaux",1
Colombie-Britannique,"     Haut salaire","Super Choice Enterprises Ltd","Abbottsford, BC V2T 5B3","2225-Techniciens et spécialistes de l'aménagement paysager et de l'horticulture",3
Colombie-Britannique,"     Haut salaire","Super Starr Cleaning Services Ltd","Panorama, BC V0A 1T0","6315-Surveillants des services de nettoyage",1
Colombie-Britannique,"     Haut salaire","Superb Electric Ltd","North Vancouver, BC V7M 0E4","7241-Électriciens (sauf électriciens industriels et de réseaux électriques)",1
Colombie-Britannique,"     Haut salaire","Superdeal Furniture & Mattress Warehouse Ltd.","Surrey, BC V3W 4G1","1241-Adjoints administratifs",1
Colombie-Britannique,"     Haut salaire","Supreme Glass and Shower Doors Ltd.","Surrey, BC V3W 3H8","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
Colombie-Britannique,"     Haut salaire","Supreme Paving Ltd","Langley, BC V1M 3N4","7302-Entrepreneurs et contremaîtres des équipes d'opérateurs d'équipement lourd",1
Colombie-Britannique,"     Haut salaire","Surecare Cleaning Services Ltd.","New Westminster, BC V3M 4K6","6315-Surveillants des services de nettoyage",2
Colombie-Britannique,"     Haut salaire","Surecare Industrial Tech Ltd.","New Westminster, BC V3M 4K6","6315-Surveillants des services de nettoyage",2
Colombie-Britannique,"     Haut salaire","sushi avenue restaurant LTD","langley, BC V2Y 2B9","0631-Directeurs de la restauration et des services alimentaires",1
Colombie-Britannique,"     Haut salaire","Sushi Kiwami Enterprise Inc","Richmond, BC V6X 1R7","0631-Directeurs de la restauration et des services alimentaires",1
Colombie-Britannique,"     Haut salaire","Sushi Kiwami Enterprise Inc","Richmond, BC V6X 1R7","6311-Superviseurs des services alimentaires",1
Colombie-Britannique,"     Haut salaire","Sushi Sama","Maple Ridge, BC V2X 3K4","0631-Directeurs de la restauration et des services alimentaires",1
Colombie-Britannique,"     Haut salaire","SWIFT CLEARANCE AND FORWARDING CORP.","Surrey, BC V3T 4H4","0731-Directeurs des transports",1
Colombie-Britannique,"     Haut salaire","SZ Trucking Ltd.","Richmond, BC V6X 3M1","0016-Cadres supérieurs - construction, transport, production et services d'utilité publique",1
Colombie-Britannique,"     Haut salaire","T Brothers Food & Trading Ltd","Coquitlam, BC V3K 6Z6","2242-Électroniciens d'entretien (biens domestiques et commerciaux)",1
Colombie-Britannique,"     Haut salaire","T L Roofing & Services Ltd.","Surrey - BC, BC V3S 2T1","7291-Couvreurs et poseurs de bardeaux",1
Colombie-Britannique,"     Haut salaire","T&J Rise Up Enterprise Ltd.","Langley, BC V1M 2N9","0631-Directeurs de la restauration et des services alimentaires",1
Colombie-Britannique,"     Haut salaire","T&J Rise Up Enterprise Ltd.","Langley, BC V1M 2N9",6322-Cuisiniers,1
Colombie-Britannique,"     Haut salaire","T&T Supermarket Inc.","Richmond, BC V6W 1J2","0621-Directeurs - commerce de détail et de gros",1
Colombie-Britannique,"     Haut salaire","T. & F. IRON WORKS LTD.","North Vancouver, BC V7P 1B3","1241-Adjoints administratifs",1
Colombie-Britannique,"     Haut salaire","Tajpur Investments Ltd.","Langley City, BC V2Y 1N7","1221-Agents d'administration",1
Colombie-Britannique,"     Haut salaire","Tanago Enterprises Inc","Burnaby, BC V5C 3T8","7294-Peintres et décorateurs (sauf décorateurs d'intérieur)",3
Colombie-Britannique,"     Haut salaire","Tandoori Palace Restaurant Ltd.","Vancouver, BC V5L 3X8","0631-Directeurs de la restauration et des services alimentaires",1
Colombie-Britannique,"     Haut salaire","Tandoori Palace Restaurant Ltd.","Vancouver, BC V5L 3X8",6322-Cuisiniers,2
Colombie-Britannique,"     Haut salaire","Tang Jun Enterprises Ltd.","Richmond, BC V6X 3A6","0631-Directeurs de la restauration et des services alimentaires",1
Colombie-Britannique,"     Haut salaire","Tangerine Traffic Control Ltd","Surrey, BC V3V 3J6","1221-Agents d'administration",1
Colombie-Britannique,"     Haut salaire","Tantalus Floors Ltd.","Whistler, BC V0N 1B4","7295-Poseurs de revêtements d'intérieur",1
Colombie-Britannique,"     Haut salaire","Tarek Equipment Supplies Ltd.","Vancouver, BC V5X 3T5","0015-Cadres supérieurs - commerce, radiotélédiffusion et autres services, n.c.a.",1
Colombie-Britannique,"     Haut salaire","Taste of Lahore Restaurant & Sweets Ltd.","Surrey, BC V3V 4C1","6331-Bouchers, coupeurs de viande et poissonniers - commerce de gros et de détail",1
Colombie-Britannique,"     Haut salaire","TB Food Services Inc","Merritt, BC V1K 1M5","0631-Directeurs de la restauration et des services alimentaires",1
Colombie-Britannique,"     Haut salaire","Technic Roofing Ltd","Surrey, BC V3V 5E3","7205-Entrepreneurs et contremaîtres des autres métiers de la construction et des services de réparation et d'installation",1
Colombie-Britannique,"     Haut salaire","Technic Roofing Ltd","Surrey, BC V3V 5E3","7291-Couvreurs et poseurs de bardeaux",2
Colombie-Britannique,"     Haut salaire","Ten Four Trucking Ltd","Surrey, BC V3W 3E8","7305-Surveillants du transport routier et du transport en commun",3
Colombie-Britannique,"     Haut salaire","THE BEAST CONSTRUCTION LTD","Abbotsford, BC V2T 5E9",7271-Charpentiers-menuisiers,2
Colombie-Britannique,"     Haut salaire","The Boatshed Hospitality Group Pty ltd","West Vancouver, BC V7W 1C1","0631-Directeurs de la restauration et des services alimentaires",1
Colombie-Britannique,"     Haut salaire","The Bubblegum Group Ventures Inc.","Vancouver, BC V6C 2G8","0015-Cadres supérieurs - commerce, radiotélédiffusion et autres services, n.c.a.",1
Colombie-Britannique,"     Haut salaire","The Ellis Bar and Restaurant Ltd.","Vancouver, BC V6K 1C6","0631-Directeurs de la restauration et des services alimentaires",1
Colombie-Britannique,"     Haut salaire","The Janitor Room Supply House Ltd.","Surrey, BC V3W 0H5","0621-Directeurs - commerce de détail et de gros",1
Colombie-Britannique,"     Haut salaire","The Old Bavaria Haus Restaurant Inc.","New Westminster, BC V3L 3A5","0631-Directeurs de la restauration et des services alimentaires",1
Colombie-Britannique,"     Haut salaire","The Prudent Logistics Company Ltd.","New Westminster, BC V3M 1A8","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",1
Colombie-Britannique,"     Haut salaire","The Wet Paint Company Ltd.","Abbotsford, BC V3G 3B3","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",1
Colombie-Britannique,"     Haut salaire","Theepan Food Industry Ltd","Vancouver, BC V5N 4G1","0631-Directeurs de la restauration et des services alimentaires",1
Colombie-Britannique,"     Haut salaire","Thinkific Labs Inc.","Vancouver, BC V6A 4C4","2147-Ingénieurs informaticiens (sauf ingénieurs et concepteurs en logiciel)",1
Colombie-Britannique,"     Haut salaire","Thinkific Labs Inc.","Vancouver, BC V6A 4C4","2174-Programmeurs et développeurs en médias interactifs",1
Colombie-Britannique,"     Haut salaire","Tie Up Construction Ltd","Surrey, BC V3T 3Y7","7611-Aides de soutien des métiers et manoeuvres en construction",1
Colombie-Britannique,"     Haut salaire","Timberlake Sales Inc.","Surrey, BC V3W 0R7",7271-Charpentiers-menuisiers,2
Colombie-Britannique,"     Haut salaire","Tip Top Kitchen Cabinets Ltd","Surrey, BC V3W 1B3",7271-Charpentiers-menuisiers,2
Colombie-Britannique,"     Haut salaire","Tiras Construction Group Inc.","Maple Ridge, BC V2X 2W6",7271-Charpentiers-menuisiers,4
Colombie-Britannique,"     Haut salaire","Top Quality Lumber Ltd.","Surrey, BC V3V 3X6","0124-Directeurs de la publicité, du marketing et des relations publiques",1
Colombie-Britannique,"     Haut salaire","Top Quality Lumber Ltd.","Surrey, BC V3V 3X6","9437-Opérateurs de machines à travailler le bois",2
Colombie-Britannique,"     Haut salaire","Topstar Autoworks Corp","Richmond, BC V6X 2P8","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1
Colombie-Britannique,"     Haut salaire","Tower Power Group Painting Co. Ltd.","Surrey, BC V3S 9G9","7294-Peintres et décorateurs (sauf décorateurs d'intérieur)",10
Colombie-Britannique,"     Haut salaire","Township 7 Vineyard & Winery Ltd","Penticton, BC V2A 8T4","0124-Directeurs de la publicité, du marketing et des relations publiques",1
Colombie-Britannique,"     Haut salaire","Trans Q Trucking Ltd","Surrey, BC V3W 0L2","0731-Directeurs des transports",1
Colombie-Britannique,"     Haut salaire","Trans Q Trucking Ltd","Surrey, BC V3W 0L2","7511-Conducteurs de camions de transport",5
Colombie-Britannique,"     Haut salaire","Transource Freightways Ltd.","Delta, BC V4G 1B5","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",4
Colombie-Britannique,"     Haut salaire","Transtar Sanitation Supply LTD","Victoria, BC V8T 4Y4","1221-Agents d'administration",1
Colombie-Britannique,"     Haut salaire","Transworld Xpress Inc.","Delta, BC V4C 6P5","7511-Conducteurs de camions de transport",6
Colombie-Britannique,"     Haut salaire","Tras BC Freight Ltd.","New Westminster, BC V3M 5B2","0731-Directeurs des transports",1
Colombie-Britannique,"     Haut salaire","Treo Interior Constractors Inc","Delta, BC V4C 4C9",7271-Charpentiers-menuisiers,1
Colombie-Britannique,"     Haut salaire","Tri-Force Freightways Inc.","ABBOTSFORD, BC V2T 6T4","7511-Conducteurs de camions de transport",8
Colombie-Britannique,"     Haut salaire","Triple Eight Transport Inc.","Abbotsford, BC V2T 6J7","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",3
Colombie-Britannique,"     Haut salaire","TRIPLE S TRUCK TIRES & TRAILER REPAIR LTD.","DELTA, BC V4G 1E4","7237-Soudeurs et opérateurs de machines à souder et à braser",2
Colombie-Britannique,"     Haut salaire","TRIPLE S TRUCK TIRES & TRAILER REPAIR LTD.","DELTA, BC V4G 1E4","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",2
Colombie-Britannique,"     Haut salaire","Tristeel Construction Ltd","Surrey, BC V3W 1J2",7271-Charpentiers-menuisiers,3
Colombie-Britannique,"     Haut salaire","TRUCKBOT SOLUTIONS INC.","Abbotsford, BC V2T 0C6","7511-Conducteurs de camions de transport",3
Colombie-Britannique,"     Haut salaire","True North Labour Inc.","Burnaby, BC V5C 6N3","1121-Professionnels en ressources humaines",1
Colombie-Britannique,"     Haut salaire","True North Labour Inc.","Burnaby, BC V5C 6N3","1123-Professionnels en publicité, en marketing et en relations publiques",1
Colombie-Britannique,"     Haut salaire","Tucuvan Construction Ltd.","Port Coquitlam, BC V3B 6W5",7271-Charpentiers-menuisiers,1
Colombie-Britannique,"     Haut salaire","Turmeric Restaurant Victoria Ltd.","Victoria, BC V9B 2X4",6322-Cuisiniers,1
Colombie-Britannique,"     Haut salaire","U Choice Manufacturing Inc.","Surrey, BC V3S 2A7","1211-Superviseurs de commis de bureau et du personnel de soutien administratif",1
Colombie-Britannique,"     Haut salaire","UCC Group Inc.","Vancouver, BC V6H 1A6",7271-Charpentiers-menuisiers,1
Colombie-Britannique,"     Haut salaire","UCW Labs Ltd.","VANCOUVER, BC V6B 3M1","0213-Gestionnaires des systèmes informatiques",1
Colombie-Britannique,"     Haut salaire","Uguys Construction Inc","Port Moody, BC V3H 1P6",7271-Charpentiers-menuisiers,2
Colombie-Britannique,"     Haut salaire","UI Technologies Inc","Delta, BC V4C 3M3","7245-Monteurs de lignes et de câbles de télécommunications",2
Colombie-Britannique,"     Haut salaire","Ultra Forming Inc","Surrey, BC V3V 3R5",7271-Charpentiers-menuisiers,1
Colombie-Britannique,"     Haut salaire","Union Allied Capital Corporation","Richmond, BC V6X 0S7","1221-Agents d'administration",1
Colombie-Britannique,"     Haut salaire","UNIPRO SPA LTD.","Richmond, BC V6X 3L7","0651-Directeurs du service à la clientèle et des services personnels, n.c.a.",1
Colombie-Britannique,"     Haut salaire","Universal Electrical Services Ltd","Surrey, BC V3W 7G6","7241-Électriciens (sauf électriciens industriels et de réseaux électriques)",1
Colombie-Britannique,"     Haut salaire","University All In One Enterprises Inc.","Vancouver, BC V5R 5H6","6315-Surveillants des services de nettoyage",1
Colombie-Britannique,"     Haut salaire","University of British Columbia, Faculty Relations","Vancouver, BC V6T 1Z3","4011-Professeurs et chargés de cours au niveau universitaire",8
Colombie-Britannique,"     Haut salaire","University of British Columbia, Faculty Relations","Vancouver, BC V6T 1Z3","4012-Assistants d'enseignement et de recherche au niveau postsecondaire",1
Colombie-Britannique,"     Haut salaire","Unruh Group Construction Ltd","Aldergrove, BC V4W 3W5",7271-Charpentiers-menuisiers,2
Colombie-Britannique,"     Haut salaire","Upgrade learning Academy Inc","Richmond, BC V6X 3A7","4163-Agents de développement économique, recherchistes et experts-conseils en marketing",1
Colombie-Britannique,"     Haut salaire","Uppal Enterprises Ltd.","Delta, BC V4C 2M3","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",1
Colombie-Britannique,"     Haut salaire","Uppal Enterprises Ltd.","Delta, BC V4C 2M3","7611-Aides de soutien des métiers et manoeuvres en construction",1
Colombie-Britannique,"     Haut salaire","Upper Valley Aviation Ltd","Chilliwack, BC V2P 8A7",6345-Tapissiers-garnisseurs,1
Colombie-Britannique,"     Haut salaire","Urban Coast Development Ltd","Surrey, BC V3W 3J7","1221-Agents d'administration",1
Colombie-Britannique,"     Haut salaire","Urban Coast Development Ltd","Surrey, BC V3W 3J7","7204-Entrepreneurs et contremaîtres en charpenterie",1
Colombie-Britannique,"     Haut salaire","USEABC INTERNATIONAL EDUCATION CORPORATION","Richmond, BC V6X 3L7","1221-Agents d'administration",1
Colombie-Britannique,"     Haut salaire","Vagaira Siding Ltd.","Surrey, BC V4N 6T6",7271-Charpentiers-menuisiers,1
Colombie-Britannique,"     Haut salaire","Vana Building Supplies Ltd","Vancouver, BC V5X 2X9","0621-Directeurs - commerce de détail et de gros",1
Colombie-Britannique,"     Haut salaire","Vancity Autobody Ltd.","Vancouver, BC V5V 3C2","7322-Débosseleurs et réparateurs de carrosserie",1
Colombie-Britannique,"     Haut salaire","Vancity Concrete LTD","Vancouver, BC V6Z 2X2","7282-Finisseurs de béton",1
Colombie-Britannique,"     Haut salaire","Vancouver Northern Food Inc","Richmond, BC V6V 1W1","2134-Ingénieurs chimistes",1
Colombie-Britannique,"     Haut salaire","Vancouver Patrolling Security Ltd","Surrey, BC V3W 3M8","1241-Adjoints administratifs",1
Colombie-Britannique,"     Haut salaire","Vancouver Truck Terminal Inc","Richmond, BC V6V 1K4","1121-Professionnels en ressources humaines",1
Colombie-Britannique,"     Haut salaire","VANGATE MANUFACTURING AND AUTOMATION INC.","Richmond, BC V6V 2H1","4163-Agents de développement économique, recherchistes et experts-conseils en marketing",1
Colombie-Britannique,"     Haut salaire","Varo Global Cafe Enterprise Inc.","Vancouver, BC V6C 2C2","0621-Directeurs - commerce de détail et de gros",1
Colombie-Britannique,"     Haut salaire","VE Stone Ltd","Surrey, BC V4N 3S2","4163-Agents de développement économique, recherchistes et experts-conseils en marketing",1
Colombie-Britannique,"     Haut salaire","Veera Development Inc.","Golden, BC V0A 1H2","6315-Surveillants des services de nettoyage",1
Colombie-Britannique,"     Haut salaire","VENCO PRODUCTS LTD.","DELTA, BC V4G 1A5","9214-Surveillants dans la fabrication de produits en caoutchouc et en plastique",1
