Province/Territoire,Volet,Employeur,Adresse,Profession sous CNP 2011,Postes Approuvés 
,,gForm Enterprises Ltd.,"Richmond, BC V7E 1R1",7282-Finisseurs de béton,1
,,Gill & Sons Exterior Textures Ltd,"Surrey, BC V3T 3C3","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",1
,,Gillson Trucking Mission (BC) Ltd.,"Abbotsford, BC V2T 6Y6",7511-Conducteurs de camions de transport,2
,,GL Stone Ltd.,"Richmond, BC V6V 2M3",7283-Carreleurs,2
,,GMT Logistics Ltd.,"Abbotsford, BC V2T 6G7",7511-Conducteurs de camions de transport,5
,,Go-Ebisu Enterprise Ltd.,"Abbotsford, BC V3G 1C2",6322-Cuisiniers,1
,,Goh Ballet Inc.,"Vancouver, BC V5T 3C9","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,Golden Trading BC Ltd.,"Surrey, BC V3W 7J1",1221-Agents d'administration,1
,,Good Luck Siding and Roofing Ltd,"Surrey, BC V3S 0W5",7611-Aides de soutien des métiers et manoeuvres en construction,1
,,Good Luck Truck & Trailer Repair Ltd.,"Abbotsford, BC V4X 1L1",7237-Soudeurs et opérateurs de machines à souder et à braser,1
,,Grandvilla Construction Ltd.,"Surrey, BC V3T 1S9",7271-Charpentiers-menuisiers,4
,,Gulzar Transport Inc,"Delta, BC V4G 1B5",7371-Grutiers,1
,,Guru Ram Das Construction Ltd.,"Surrey, BC V3W 3H7",7237-Soudeurs et opérateurs de machines à souder et à braser,1
,,,,7241-Électriciens (sauf électriciens industriels et de réseaux électriques),3
,,Ha Seafood Trading Company,"Vancouver, BC V5S 1H9",8441-Matelots de pont sur les bateaux de pêche,1
,,Handi Cuisine Ltd.,"West Vancouver, BC V7A 1A6",6322-Cuisiniers,1
,,Hannam Supermarket Inc.,"Burnaby, BC V3N 4R7",6321-Chefs,1
,,Hans Demolition & Excavating Ltd.,"Surrey, BC V3X 3S9",7521-Conducteurs d'équipement lourd (sauf les grues),2
,,Harji Exterior Finishing Ltd.,"Surrey, BC V3X 2N3","7441-Personnel d'installation, d'entretien et de réparation d'équipement résidentiel et commercial",1
,,Haven Apparel Inc.,"Vancouver, BC V6A 1K2",5241-Designers graphiques et illustrateurs,1
,,HC Cold Storage Inc.,"Richmond, BC V6W 1J5","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
,,HDD Developments Ltd.,"Vernon, BC V1T 9T7",0711-Directeurs de la construction,1
,,Heartland Transport Ltd.,"Aldergrove, BC V4W 0A6",0731-Directeurs des transports,1
,,,,"7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",2
,,,,7511-Conducteurs de camions de transport,8
,,Hi End Drywall Services Ltd.,"Surrey, BC V3W 1R1","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",4
,,Hi-Tech Forming Ltd.,"Abbotsford, BC V3G 2Y1",7271-Charpentiers-menuisiers,1
,,HiTech Service Group Ltd.,"Vancouver, BC V5P 2R6",1225-Agents aux achats,1
,,,,2175-Concepteurs et développeurs Web,1
,,Hollyburn Family Services Ltd.,"North Vancouver, BC V7M 1A5",4212-Travailleurs des services sociaux et communautaires,1
,,Horizon Aromatherapy & Spa Ltd.,"North Vancouver, BC V7L 1C2",3232-Praticiens des médecines douces,1
,,HSBC Bank Canada,"Vancouver, BC V5M 0B2","0122-Directeurs de banque, du crédit et d'autres services de placements",1
,,,,"5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,Hummer Freightways Ltd,"Surrey, BC V4N 4L7",7511-Conducteurs de camions de transport,10
,,Icon Creative Studio Inc.,"Vancouver, BC V6B 1B8",5241-Designers graphiques et illustrateurs,1
,,Ideal Canopy Tent & Structure Ltd,"Surrey, BC V3W 9Y6",1221-Agents d'administration,1
,,Ideal Drywall Ltd.,"Surrey, BC V3X 1V4","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",3
,,IGI Communications Inc.,"Port Coquitlam, BC V3C 6K5","5122-Réviseurs, rédacteurs-réviseurs et chefs du service des nouvelles",1
,,IM Concrete Finishing Services Ltd.,"North Vancouver, BC V7P 1T4",7282-Finisseurs de béton,2
,,Image Engine Design Inc.,"Vancouver, BC V5Y 1H4","0512-Directeurs - édition, cinéma, radiotélédiffusion et arts de la scène",1
,,Imperial Transport Ltd.,"Surrey, BC V4N 0H2",7511-Conducteurs de camions de transport,2
,,Indo Canadian Framing Ltd,"Surrey, BC V3W 4Z9",7611-Aides de soutien des métiers et manoeuvres en construction,2
,,Industrial Light & Magic (Vancouver) Inc.,"Vancouver, BC V6B 1A1",5241-Designers graphiques et illustrateurs,2
,,Island Tan Franchise Corp,"Surrey, BC V3R 5P3","0651-Directeurs du service à la clientèle et des services personnels, n.c.a.",1
,,James Walkus Fishing Co Ltd.,"Port Hardy, BC V0N 2P0",7271-Charpentiers-menuisiers,1
,,Japan Advertising Ltd,"Vancouver, BC V6E 2R1",1221-Agents d'administration,1
,,Jayveer Enterprise Ltd.,"Surrey, BC V3R 1E6",2264-Inspecteurs en construction,1
,,JDH Eco-Service Ltd.,"Vancouver, BC V5Y 1E9","0015-Cadres supérieurs - commerce, radiotélédiffusion et autres services, n.c.a.",1
,,JDW International Development Inc.,"Victoria, BC V8N 1A4",0631-Directeurs de la restauration et des services alimentaires,1
,,Jet Speed Transport Ltd,"Richmond, BC V6V 3C6",7511-Conducteurs de camions de transport,6
,,Jettysoft Ltd.,"Vancouver, BC V5X 1S9",2174-Programmeurs et développeurs en médias interactifs,1
,,Jiya Construction Ltd,"Surrey, BC V3W 6B5",7271-Charpentiers-menuisiers,1
,,J-Link Transportation Ltd.,"Richmond, BC V7C 4V4","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
,,Jordan Sushi Ltd.,"North Vancouver, BC V7M 2J3",6321-Chefs,1
,,Joy of Learning International Inc.,"Langley, BC V1M 2Y5",4033-Conseillers en information scolaire,1
,,K & M Construction Ltd,"Surrey, BC V3V 7B6",7611-Aides de soutien des métiers et manoeuvres en construction,2
,,K Basran Pharmacy Ltd Shoppers Drug Mart #246,"Burnaby, BC V5H 2A1",0621-Directeurs - commerce de détail et de gros,1
,,Kal Inspection & Truck Repair Ltd.,"Surrey, BC V3V 3X5",1241-Adjoints administratifs,1
,,,,1311-Techniciens en comptabilité et teneurs de livres,1
,,Kamyab Electric Ltd.,"Port Moody, BC V3H 0H6","0016-Cadres supérieurs - construction, transport, production et services d'utilité publique",1
,,Kang and Kang Consulting Group Ltd,"Vancouver, BC V6E 4A6",5242-Designers d'intérieur et décorateurs d'intérieur,1
,,Keltek Concrete Ltd.,"Vancouver, BC V6B 2W9",7271-Charpentiers-menuisiers,4
,,Key West Roofing Ltd,"Surrey, BC V3W 5P2",7291-Couvreurs et poseurs de bardeaux,1
,,Khai Productions Inc.,"Lions Bay, BC V0N 2E0","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,Khams Holdings Ltd.,"Golden, BC V0A 1H0",0632-Directeurs des services d'hébergement,1
,,King Alignment & Truck Repair Ltd.,"Surrey, BC V3W 0K8",7237-Soudeurs et opérateurs de machines à souder et à braser,1
,,Kochhar Enterprises Inc.,"Delta, BC V4C 6R4",0621-Directeurs - commerce de détail et de gros,1
,,Kooner Enterprises Limited,"Surrey, BC V3V 3B7",7271-Charpentiers-menuisiers,1
,,KV Pacific Painting & Decorating,"Burnaby, BC V5C 2T5",7294-Peintres et décorateurs (sauf décorateurs d'intérieur),1
,,Kyocharo NTV Enterprises Ltd.,"Burnaby, BC V3N 4R7","0124-Directeurs de la publicité, du marketing et des relations publiques",1
,,Lahori Sweets and Restaurant Ltd.,"Surrey, BC V3W 0H7",6321-Chefs,2
,,Lalli Bros Express Ltd.,"Surrey, BC V3W 4J5",7511-Conducteurs de camions de transport,10
,,Learning Zone Childcare Ltd,"Surrey, BC V3S 1B3",1221-Agents d'administration,1
,,Lee's Autopride Collision Ltd,"Vancouver, BC V5Y 1C6",7322-Débosseleurs et réparateurs de carrosserie,1
,,Leko Precast Ltd,"Vernon, BC V1T 2B6",7282-Finisseurs de béton,1
,,Lewis Vancouver Construction Ltd.,"Burnaby, BC V5C 6P7",0711-Directeurs de la construction,1
,,Lex Moulding and Tile Ltd.,"Burnaby, BC V5E 1C5",7283-Carreleurs,1
,,LHJH Holdings Ltd o/a Umai Sushi,"Nanaimo, BC V9T 0G6",6321-Chefs,1
,,Limpark Investments Ltd.,"Burnaby, BC V3N 4N3","0651-Directeurs du service à la clientèle et des services personnels, n.c.a.",1
,,,,6316-Surveillants des autres services,1
,,Lo-Bar Log Transport Co. Ltd.,"Prince George, BC V2K 3B8",8241-Conducteurs de machines d'abattage d'arbres,1
,,Lubbee Holding Inc,"Maple Ridge, BC V2X 3E1","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",2
,,lululemon athletica Canada Inc.,"Vancouver, BC V6J 1C7","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",1
,,,,"0016-Cadres supérieurs - construction, transport, production et services d'utilité publique",1
,,,,2121-Biologistes et personnel scientifique assimilé,1
,,Luso Concrete (2007) Ltd.,"Maple Ridge, BC V2X 9J8",7282-Finisseurs de béton,2
,,,,7521-Conducteurs d'équipement lourd (sauf les grues),2
,,M & S Sushi Ltd.,"Kamloops, BC V2E 2R7",6322-Cuisiniers,1
,,M Jeet Transport Ltd.,"Surrey, BC V3W 5S2",1221-Agents d'administration,1
,,"Main Mast Productions-Can, Inc.","Vancouver, BC V6B 3W2",1111-Vérificateurs et comptables,1
,,,,4031-Enseignants au niveau secondaire,1
,,Mainland Damp Proofing and Rebar Ltd.,"Surrey, BC V4N 1A1",7282-Finisseurs de béton,2
,,Mander Bros. Enterprises Ltd.,"Delta, BC V4C 6P6",7511-Conducteurs de camions de transport,6
,,Manvirro's Indian Grill,"Courtenay, BC V9N 7R6",6322-Cuisiniers,4
,,Maple Fun Tours Ltd,"Vancouver, BC V6B 3M1","6313-Superviseurs des services d'hébergement, de voyages, de tourisme et des services connexes",1
,,Marine Seafood Inc.,"Delta, BC V4G 0A2","9213-Surveillants dans la transformation des aliments, des boissons et des produits connexes",1
,,Marshall Plumbing Ltd.,"Nanaimo, BC V9S 4N4","0016-Cadres supérieurs - construction, transport, production et services d'utilité publique",1
,,Matthew Lee Autoz Ltd.,"Coquitlam, BC V3H 1W4","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1
,,Mercedes Lane Fashions & Furniture Ltd.,"Comox, BC V9M 1K1",0621-Directeurs - commerce de détail et de gros,1
,,Metro Pizza Factory Ltd,"Coquitlam, BC V3J 3X4",6311-Superviseurs des services alimentaires,1
,,Metro Standard Insulation Ltd,"Surrey, BC V3W 5S2",7293-Calorifugeurs,3
,,Metro Transport Ltd,"Surrey, BC V3W 3G1",1221-Agents d'administration,1
,,Metroline Construction Ltd.,"Vancouver, BC V6B 1H7",7271-Charpentiers-menuisiers,3
,,Mike's Custom Framing Ltd,"Angel Falls, BC V0G 1J0",7271-Charpentiers-menuisiers,1
,,Milani Plumbing Drainage & Heating Ltd,"Burnaby, BC V5H 2G2",7251-Plombiers,6
,,Mitsubishi Canada Ltd.,"Vancouver, BC V6C 1G6",2133-Ingénieurs électriciens et électroniciens,1
,,Modular Mining Systems Canada Ltd,"Port Coquitlam, BC V3C 6N2",2281-Techniciens de réseau informatique,1
,,Mortise Construction Ltd.,"Surrey, BC V3W 3A6",0112-Directeurs des ressources humaines,1
,,Mountainview Health & Wellness Centre Ltd.,"New Westminster, BC V3L 3W4","0014-Cadres supérieurs - santé, enseignement, services sociaux et communautaires et associations mutuelles",1
,,Mr. Sushi Lonsdale Inc.,"North Vancouver, BC V7M 2E7",0631-Directeurs de la restauration et des services alimentaires,1
,,Mukja Golmok Restaurant Ltd.,"Vancouver, BC V6K 2H5",6322-Cuisiniers,1
,,Mustard Seed Children's Centre Inc.,"Richmond, BC V6X 2H8","1123-Professionnels en publicité, en marketing et en relations publiques",1
,,Nas Enterprise Ltd,"Port Coquitlam, BC V3C 6C1",3219-Autres technologues et techniciens des sciences de la santé (sauf soins dentaires),1
,,Natt Enterprises Ltd,"Surrey, BC V3V 4S4","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1
,,Navigator Enterprises Ltd,"Surrey, BC V3V 5G2",7511-Conducteurs de camions de transport,6
,,NavStar Geomatics Ltd,"Kelowna, BC V1X 7X6",2282-Agents de soutien aux utilisateurs,1
,,Newton Sweetshop & Restaurant Ltd,"Surrey, BC V3W 2P2",1311-Techniciens en comptabilité et teneurs de livres,1
,,,,6322-Cuisiniers,1
,,Nickels Custom Cabinets Ltd.,"Richmond, BC V6W 1J1",9224-Surveillants dans la fabrication de meubles et d'accessoires,1
,,Nicola Inn Ltd.,"Merritt, BC V1K 1K1",6322-Cuisiniers,1
,,Noor Painting Ltd.,"Surrey, BC V3W 2K0",7205-Entrepreneurs et contremaîtres des autres métiers de la construction et des services de réparation et d'installation,1
,,Nori Enterprise Ltd,"Nanaimo, BC V9V 1S3",6322-Cuisiniers,1
,,Number 101 Holdings Lts.,"Dawson Creek, BC V1G 2A5",7322-Débosseleurs et réparateurs de carrosserie,1
,,Oak Maritime (Canada) Inc.,"Vancouver, BC V6E 4M3",2132-Ingénieurs mécaniciens,1
,,Olaf II Productions Inc,"Vancouver, BC V5X 2V3","5226-Autre personnel technique et personnel de coordination du cinéma, de la radiotélédiffusion et des arts de la scène",1
,,Omni Drywall Ltd.,"Surrey, BC V3S 1H9",1221-Agents d'administration,1
,,Onikon Creative Inc.,"Surrey, BC V3R 4G8",5241-Designers graphiques et illustrateurs,2
,,P & M Masonry & Construction Ltd.,"Surrey, BC V3V 2C9",7281-Briqueteurs-maçons,2
,,P.C. Motors Inc.,"Dawson Creek, BC V1G 3G9","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1
,,Pacific Flying Club,"Delta, BC V4K 0A6","2271-Pilotes, navigateurs et instructeurs de pilotage du transport aérien",1
,,Pacific Western Brewery Company Ltd.,"Burnaby, BC V5G 4T9",0911-Directeurs de la fabrication,1
,,Pandher Painting Co.,"Surrey, BC V3X 3R1",7294-Peintres et décorateurs (sauf décorateurs d'intérieur),3
,,Panorama Mountain Village Inc.,"Panorama, BC V0A 1T0","5254-Animateurs et responsables de programmes de sports, de loisirs et de conditionnement physique",1
,,Paradise Trading Corporation,"Egmont, BC V0N 1N0",1122-Professionnels des services-conseils en gestion aux entreprises,1
,,Payless Tire Inc.,"Coquitlam, BC V3K 1C7","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1
,,Penfolds Residential Roofing Inc.,"Vancouver, BC V6A 4C9",7291-Couvreurs et poseurs de bardeaux,10
,,Percy John Flooring Ltd.,"Burnaby, BC V5A 3H4","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
,,,,1524-Commis aux achats et au contrôle de l'inventaire,1
,,ph5 architecture inc,"Vancouver, BC V6B 1E5",2253-Technologues et techniciens en dessin,1
,,Pilgrim Bros. Ventures Ltd,"Wonowon, BC V0C 2N0","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",3
,,Piranha Games Inc.,"Vancouver, BC V6B 6N9",5241-Designers graphiques et illustrateurs,1
,,Piston Transport Ltd,"Abbotsford, BC V2T 6C7",1221-Agents d'administration,1
,,Plan B Contractors Inc.,"Kelowna, BC V1X 6G4",7205-Entrepreneurs et contremaîtres des autres métiers de la construction et des services de réparation et d'installation,2
,,Platinum Professional Claim Services Ltd.,"Richmond, BC V6V 2E4",7204-Entrepreneurs et contremaîtres en charpenterie,1
,,Plus Transport Ltd,"Abbotsford, BC V2T 0A4",7511-Conducteurs de camions de transport,6
,,Primetals Technologies Limited,"Vancouver, BC V6C 3S7",2132-Ingénieurs mécaniciens,1
,,,,2241-Technologues et techniciens en génie électronique et électrique,1
,,Primetals Technologies Poland Sp. z.o.o.,"Vancouver, BC V6C 3S7",2241-Technologues et techniciens en génie électronique et électrique,1
,,Pro Max Trucking Ltd.,"Surrey, BC V3V 1J8",7511-Conducteurs de camions de transport,10
,,Proco Global Executive Search Inc.,"Vancouver, BC V6C 2G8",1223-Agents des ressources humaines et de recrutement,1
,,Protec Dental Laboratories Ltd,"Vancouver, BC V5T 1A1",3223-Technologues et techniciens dentaires et auxiliaires dans les laboratoires dentaires,1
,,Prudential Transportation Ltd.,"Surrey, BC V3W 1R1",7511-Conducteurs de camions de transport,7
,,PTRS Painting Ltd,"Port Coquitlam, BC V3C 2X2",7294-Peintres et décorateurs (sauf décorateurs d'intérieur),2
,,Punia Homes Ltd.,"Burnaby, BC V2N 3M4",7204-Entrepreneurs et contremaîtres en charpenterie,1
,,Purcell Helicopter Skiing Ltd.,"Golden, BC V0A 1H0","5254-Animateurs et responsables de programmes de sports, de loisirs et de conditionnement physique",1
,,Quality Garden & Pet Holdings Ltd.,"Gibsons, BC V0N 1V4",1221-Agents d'administration,1
,,R Uppal Trucking Ltd,"Surrey, BC V3W 9Z8",7511-Conducteurs de camions de transport,4
,,R. R. Plett Trucking Ltd.,"Langley, BC V1M 2X5",7511-Conducteurs de camions de transport,8
,,Rahelu Plumbing & Heating Ltd,"Surrey, BC V3W 0A6",1311-Techniciens en comptabilité et teneurs de livres,1
,,Rai Roofing Ltd.,"Surrey, BC V3V 6W5",7291-Couvreurs et poseurs de bardeaux,3
,,Rainscreen Stucco Ltd.,"Surrey, BC V3W 1P6","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",3
,,Rajdeep Randhawa Notary Inc,"Surrey, BC V3W 3A8",1221-Agents d'administration,1
,,Ramen Marketing Corp. o/a Ramen Raijin,"Vancouver, BC V5R 5L5",6321-Chefs,1
,,RBI Forming Ltd.,"Surrey, BC V3R 1J7",7282-Finisseurs de béton,2
,,Reachers Hospitality Corp,"Vancouver, BC V5Z 1J9",0631-Directeurs de la restauration et des services alimentaires,1
,,Real Lighting & Fireplaces Ltd.,"Surrey, BC V3W 8E7",0621-Directeurs - commerce de détail et de gros,1
,,,,1241-Adjoints administratifs,1
,,Red Leaf Architectural Products Inc.,"Vancouver, BC V5X 4S6",7281-Briqueteurs-maçons,1
,,Rethink Communications Inc.,"Vancouver, BC V6C 1V5","5243-Ensembliers de théâtre, dessinateurs de mode, concepteurs d'expositions et autres concepteurs artistiques",2
,,RG Restaurant Ltd,"Surrey, BC V3W 4Z3",6311-Superviseurs des services alimentaires,1
,,Ritchie Bros. Auctioneers (Canada) Ltd,"Burnaby, BC V5J 0C6","0015-Cadres supérieurs - commerce, radiotélédiffusion et autres services, n.c.a.",1
,,RJ Granite Countertops Ltd.,"Surrey, BC V3W 4Y8",1221-Agents d'administration,1
,,RJJ Stucco Co. Ltd.,"Vancouver, BC V5X 4C9","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",2
,,RJN Floors Ltd,"Surrey, BC V3R 4J1",7295-Poseurs de revêtements d'intérieur,1
,,Royal Academy of Bahngra Society,"Surrey, BC V3W 4G1",5134-Danseurs,1
,,Royal Emerald Motors Ltd,"Surrey, BC V3X 3J4",1311-Techniciens en comptabilité et teneurs de livres,1
,,,,6315-Surveillants des services de nettoyage,2
,,,,"7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1
,,S&A Insulation Ltd,"Surrey, BC V3S 5G6",7293-Calorifugeurs,1
,,Sangam Auto Body Ltd.,"Surrey, BC V3W 0A6",7231-Machinistes et vérificateurs d'usinage et d'outillage,1
,,Sangdo Shipping Ltd.,"Port Coquitlam, BC V3C 6N9","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
,,Save More Lighting Ltd.,"Surrey, BC V3W 3A6",6211-Superviseurs des ventes - commerce de détail,2
,,SB Trucking Ltd.,"Surrey, BC V3V 3X9",7511-Conducteurs de camions de transport,7
,,Scanline VFX Inc.,"Vancouver, BC V6B 2W2",5241-Designers graphiques et illustrateurs,9
,,Scott Town Autobody Ltd,"Surrey, BC V3V 3V5",1524-Commis aux achats et au contrôle de l'inventaire,1
,,Seoul Bros. Holdings Inc.,"Richmond, BC V6X 1J8",6321-Chefs,1
,,Seven Horses Transport Ltd.,"Langley, BC V3S 6M3",7511-Conducteurs de camions de transport,8
,,Sevenoaks Trucking Ltd.,"Abbotsford, BC V2T 2A3",7511-Conducteurs de camions de transport,1
,,Shore Side Workforce Inc,"Richmond, BC V3V 2H1",1311-Techniciens en comptabilité et teneurs de livres,1
,,Sicom Industries Ltd,"Langley, BC V4W 3Z8",2233-Technologues et techniciens en génie industriel et en génie de fabrication,1
,,Silver Star Ski Resort Ltd.,"Silver Star Mountain, BC V1B 3M1","5254-Animateurs et responsables de programmes de sports, de loisirs et de conditionnement physique",6
,,Sion Apparel Canada Inc,"Burnaby, BC V5B 3Y7","0016-Cadres supérieurs - construction, transport, production et services d'utilité publique",1
,,SIS Canada School Inc.,"Coombs, BC V0R 1M0",4033-Conseillers en information scolaire,1
,,Six 2 North Productions Inc.,"Burnaby, BC V5A 4X5","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,Sky Height Developments Ltd.,"Surrey, BC V4N 0X1",7205-Entrepreneurs et contremaîtres des autres métiers de la construction et des services de réparation et d'installation,1
,,,,"7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",3
,,Skyline Projects Ltd,"Surrey, BC V3W 0K3",7294-Peintres et décorateurs (sauf décorateurs d'intérieur),2
,,Skynet Wireless Inc.,"Surrey, BC V3R 1V9",2175-Concepteurs et développeurs Web,1
,,Slizek Investments Inc.,"Kelowna, BC V1Y 2E6",3233-Infirmiers auxiliaires,1
,,SMG Advisor Inc.,"Burnaby, BC V5H 1Z5","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",1
,,Sony Pictures Imageworks Canada Inc.,"Vancouver, BC V7Y 1K4",5241-Designers graphiques et illustrateurs,3
,,Soul Healing Intuitive Arts Ltd,"Gabriola Island, BC V0R 1X1",0621-Directeurs - commerce de détail et de gros,1
,,Spady Transport Ltd.,"Surrey, BC V3Z 9S1",7511-Conducteurs de camions de transport,10
,,"Specialty Polymer Coatings, Inc.","Langley, BC V3A 8R4",7237-Soudeurs et opérateurs de machines à souder et à braser,1
,,Spring Travels (P) Ltd.,"Surrey, BC V3W 0E6",1211-Superviseurs de commis de bureau et du personnel de soutien administratif,1
,,SSM Global Education Consulting Ltd,"Vancouver, BC V6N 3E6",1221-Agents d'administration,1
,,,,4216-Autres instructeurs,1
,,Stamp Holding Co. Ltd.,"Vancouver, BC V6H 2M5",3114-Vétérinaires,1
,,Standard Plumbing & Heating Ltd.,"Surrey, BC V3W 0K5",1241-Adjoints administratifs,1
,,,,7611-Aides de soutien des métiers et manoeuvres en construction,5
,,Star Tile Co. Ltd.,"Vancouver, BC V5L 1V2",7283-Carreleurs,1
,,Starmax Transport Ltd.,"Surrey, BC V3S 7Y8",7511-Conducteurs de camions de transport,2
,,Steeples Veterinary Clinic Ltd.,"Cranbrook, BC V1C 7B7",3114-Vétérinaires,1
,,Stitches Creation Inc.,"Burnaby, BC V5J 5K4","1123-Professionnels en publicité, en marketing et en relations publiques",1
,,Studio 99 & Production Services Ltd,"Abbotsford, BC V2S 8A8","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,Sukhmani Development Inc.,"Surrey, BC V3W 3A8",1221-Agents d'administration,1
,,Sumandeep Singh Law Corporation,"Surrey, BC V3W 1R1",1311-Techniciens en comptabilité et teneurs de livres,1
,,Sun Stone Electric Ltd,"Surrey, BC V3S 4Y6",7241-Électriciens (sauf électriciens industriels et de réseaux électriques),1
,,Sunshine Plumbing Ltd.,"Surrey, BC V3V 6W4",7251-Plombiers,2
,,Superior Tile Contracting Inc.,"Coquitlam, BC V3B 6E8",7205-Entrepreneurs et contremaîtres des autres métiers de la construction et des services de réparation et d'installation,1
,,Supersonic Transport Ltd,"Surrey, BC V3W 3E9",7511-Conducteurs de camions de transport,5
,,Sura BBQ Ltd,"Vancouver, BC V6G 1C2",6322-Cuisiniers,1
,,Sura Holdings Inc.,"Victoria, BC V8W 2G6",6322-Cuisiniers,1
,,Surrey Gold Jewellers Ltd,"Surrey, BC V3W 0E6","6344-Bijoutiers, réparateurs de bijoux, horlogers-rhabilleurs et personnel assimilé",2
,,Sushi Giwa Ltd.,"Burnaby, BC V5B 1R4",0631-Directeurs de la restauration et des services alimentaires,1
,,Sushi Moon Ltd.,"Vancouver, BC V5X 3T3",6322-Cuisiniers,1
,,Sushi Town Restaurant (North Van) Ltd.,"North Vancouver, BC V7P 1T3",0631-Directeurs de la restauration et des services alimentaires,1
,,Sushiyama Restaurant Ltd.,"Vancouver, BC V5T 1W5",0631-Directeurs de la restauration et des services alimentaires,1
,,,,6321-Chefs,1
,,,,6322-Cuisiniers,1
,,Synergy Trucking Ltd.,"Surrey, BC V3W 0M6",7511-Conducteurs de camions de transport,20
,,Tajveer Transport Ltd.,"Surrey, BC V3R 9K2",7511-Conducteurs de camions de transport,4
,,TapSnap Ventures Inc.,"North Vancouver, BC V7P 3N4",5222-Cadreurs de films et cadreurs vidéo,1
,,Target Clean Plus Ltd.,"Port Coquitlam, BC V3C 3L7",6315-Surveillants des services de nettoyage,1
,,TCF Vancouver Productions Ltd.,"Burnaby, BC V5A 3C5",1111-Vérificateurs et comptables,1
,,,,1241-Adjoints administratifs,2
,,Team Wood Kitchen Cabinets (2009) Ltd,"Surrey, BC V3W 4Y8",2253-Technologues et techniciens en dessin,1
,,Ten Four Trucking Ltd.,"Surrey, BC V3W 5X7",7511-Conducteurs de camions de transport,15
,,Tevatia Holdings Ltd.,"Vancouver, BC V5N 4A9",0631-Directeurs de la restauration et des services alimentaires,1
,,The Board of Education of School District No. 60 (Peace River North),"Fort St. John, BC V1J 4S4",4032-Enseignants aux niveaux primaire et préscolaire,1
,,The Bombay Sweets 2009 Ltd,"Port Coquitlam, BC V3C 3H1",6322-Cuisiniers,1
,,The Boulders Climbing Gym Society,"Victoria, BC V8W 1Y2",6532-Guides d'activités récréatives et sportives de plein air,1
,,The Fine Sushi Inc.,"Coquitlam, BC V3B 5R5",6322-Cuisiniers,1
,,The Padda Auto Sales Ltd,"Abbotsford, BC V2T 1V2",0621-Directeurs - commerce de détail et de gros,1
,,The Rec Room Kid's Club Child Care Learning Centre,"Coquitlam, BC V3K 4W6",1221-Agents d'administration,2
,,The Seo Sushi Ltd,"Surrey, BC V3T 2W5",6321-Chefs,1
,,Tire King Truck & Trailer Repair (2) Ltd.,"Abbotsford, BC V2T 6J4","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1
,,Titan Industries Ltd.,"Surrey, BC V3V 4T9",1311-Techniciens en comptabilité et teneurs de livres,1
,,TMG Logistics Inc.,"Surrey, BC V3W 3B2","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1
,,Top Line Flooring Ltd.,"Surrey, BC V3W 3B2","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
,,Tophay Agri-Industries Inc.,"Vanderhoof, BC V0J 3A0","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
,,Trafa Pharmaceutical Supplies Inc,"Richmond, BC V6V 2Z4",0601-Directeurs des ventes corporatives,1
,,Trans Can Trucking Ltd.,"Surrey, BC V3W 3S7",7511-Conducteurs de camions de transport,6
,,Transline Logistics Inc.,"Abbotsford, BC V2T 6W5",7511-Conducteurs de camions de transport,4
,,Transource Freightways Ltd.,"Delta, BC V3M 6S7",7511-Conducteurs de camions de transport,12
