Province/Territoire,Volet,Employeur,Adresse,Profession sous CNP 2011,Postes demandes
,,Mahapreet Blueberry Farm Ltd.,"SURREY, BC V3X 3M8","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",2
,,,,8431-Ouvriers agricoles,21
,,Mountain View Vineyards Inc.,"Osoyoos, BC V0H 1V4",8431-Ouvriers agricoles,1
,,Nirvair&Litt Farm Ltd,"CHILLIWACK, BC V2R 0M7","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",2
,,,,8431-Ouvriers agricoles,30
,,Peace Arch Farms Ltd.,"SURREY, BC V3Z 9M6","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",4
,,Richberry Farms Ltd,"Richmond, BC V6V 3A2",8431-Ouvriers agricoles,1
,,S S Lally Landscaping Ltd.,"ABBOTSFORD, BC V2T 5B5",8431-Ouvriers agricoles,7
,,Sandhu Greenhouses & Nursery Ltd,"Osoyoos, BC V0H 1V0","8255-Entrepreneurs et superviseurs des services de l'aménagement paysager, de l'entretien des terrains et de l'horticulture",2
,,Sapphire Farm,"Abbotsford, BC V2T 6Z5","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
,,,,8431-Ouvriers agricoles,9
,,Springbank Holsteins Ltd.,"CHILLIWACK, BC V4Z 0B3",8431-Ouvriers agricoles,2
,,Star Labour Supply Ltd.,"Vancouver, BC V5X 1Y1","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",10
,,,,8431-Ouvriers agricoles,50
,,Valley Agro Ltd,"Surrey, BC V3W 3N5","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",10
Yukon,   Bas salaire,New Nugget Restaurant Ltd,"Watson Lake, YT Y0A 1C0",6513-Serveurs d'aliments et de boissons,2
Territoires-du-Nord-Ouest,   Bas salaire,Dinku Tadesse Eline Baye ET EL,"YELLOWKNIFE, NT X1A 3R8",6322-Cuisiniers,1
,,Hay River Dental Group Inc.,"Hay River, NT X0E 1G2",3411-Assistants dentaires,1
,,Paul Bros Nextreme Inc,"Yellowknife, NT X1A 0G4",9612-Manoeuvres en métallurgie,1
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,    Haut salaire,AM Live LLC,"Los Angeles, 90038","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,Biscuit Filmworks,"Los Angeles, 90038","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",3
,,BOB Industries LLC o/a BOB Industries,"Santa Monica, 90401","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,Caviar,"Los Angeles, 90028","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,Eskimo LLC,"Los Angeles, 90012","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,"Furlined, Inc","Santa Monica, 90404","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,Harvest Films Inc.,"Santa Monica, 90404","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,Iconoclast Content Inc,"Culver City, 90232","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,Interrogate Films,"Los Angeles, 90045","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,Jojax LLC,"VENICE, 90219","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,Little Minx,"Santa Monica, 90404","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,Minted Content,"Santa Monica, 90405","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,"Morton Jankel Zander, Inc","Los Angeles, 90064","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,"Moxie Pictures, Inc.","LOS ANGELES, 90016","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,"Park Pictures, LLC","New York, 10010","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",3
,,R.C. Roll Grinding Inc.,"BRADENTON, 34280",2243-Techniciens et mécaniciens d'instruments industriels,1
,,Radical Media LLC,"Santa Monica, 90404","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,Rapp Bomek AS,"BODO, N8012",2232-Technologues et techniciens en génie mécanique,1
,,Raucous Content Inc,"Hollywood, 90028","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,"Reset Content, LLC dba Reset","Santa Monica, 90404","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,"Something Ideal, Inc / M SS NG P ECES","BROOKLYN, 11222","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",2
,,Stink Films,"Culver City, 90232","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,Texas Story Inc.,"CHICAGO, 60607","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,The Sweet Shop,"Hollywood, 90028","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,"The Workhouse Worldwide, LLC","Culver City, 90232","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,Tool of North America LLC,"Santa Monica, 90404","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,   Bas salaire,New World Friction Corp.,"RICHMOND, 23222","9619-Autres manoeuvres des services de transformation, de fabrication et d'utilité publique",10
,,Packer Expeditions Ltd.,"Skagway, 99840",6532-Guides d'activités récréatives et sportives de plein air,4
Notes:,,,,,
1. Tous les renseignements utilisés dans la présente publication proviennent du Système d'étude d'impact sur le marché du travail (SEIMT) d'Emploi et Développement social Canada.,,,,,
"2. Cette liste exclut tous les informations personnelles, tels que le nom des employeurs des fournisseurs de soins à domicile ou les noms d'entreprises qui incluent des noms personnels. Pour cette raison, cette liste est incomplète et ne contient pas tous les employeurs qui ont soumis ou obtenu une EIMT. Si un employeur souhaite communiquer avec EDSC concernant l'exactitude de leur information, prière de communiquer au NA-TFWP-PTET@hrsdc-rhdcc.gc.ca.  ",,,,,
3. Les noms des employeurs sont entrés manuellement dans le Système et peuvent faire l’objet d’erreurs dans la saisie de donnée.           ,,,,,
" 4. Le système de Classification nationale des professions (CNP) 2011, est utilisé depuis novembre 2016. Avant novembre 2016, les professions classifiées sous le CNP 2006 étaient converti selon les professions correspondantes sous le CNP 2011. Une concordance empirique développée par Statistique Canada a été utilisée pour identifier la classification équivalente.                                                                              ",,,,,
"5. En vigueur à partir de février 2018, toutes les EIMT en appui à la résidence permanente (RP) sont exclues des rapports statistiques du PTET, sauf lorsque distinguées séparément. Ceci pourrait affecter les statistiques rapportées au fil du temps.",,,,,
"6. Les données issues du SEIMT concernent le nombre de postes de TÉTs visés, et non le nombre de permis de travail délivrés. Pour obtenir des renseignements sur le nombre de permis de travail délivrés, consultez le document: Faits et chiffres d'Immigration, Réfugiés et Citoyenneté Canada (IRCC) : www.cic.gc.ca/francais/ressources/statistiques/menu-faits.asp",,,,,
"7. Les chiffres indiqués dans la présente publication peuvent différer légèrement de ceux contenus dans les versions précédentes des statistiques des EIMT, en raison des mises à jour des données qui ont eu lieu entre temps.",,,,,
