Newfoundland and Labrador,, 
Residential Solutions Construction Inc,"4144A 97th Street Northwest, Suite 229, Edmonton, AB  T6E 5Y6",1
Resourceful Petroleum Canada Ltd,"510 5th Street Southwest, Suite 1800, Calgary, AB  T2P 3S2",1
Restaurex Corporation o/a Subway,"2121 Premier Way, Suite 200, Sherwood Park, AB  T8H 0B8",13
Restaurex Partners Inc. o/a Starbucks,"2121 Premier Way, Suite 200, Sherwood Park, AB  T8H 0B8",1
RGR Canada Inc.,"2634 45th Avenue Southeast, Suite 149, Calgary, AB  T2B 3M1",2
Ricdenz Taste of Asia Ltd,"999 36th Street Northeast, Suite 642, Calgary, AB  T2A 7X6",1
Richards Farm Ltd,"RR 3, Red Deer, AB  T4N 5E3",1
Utopia Hair Studio & Esthetics,"4802 48th Street, Box 772, Sedgewick, AB  T0B 4C0",1
Richmond Park Developments Ltd,"1723 9th Street Southwest, Calgary, AB  T2T 3C1",1
Richmond Road Restaurants Ltd o/a Boston Pizza,"5255 Richmond Road Southwest, Suite 100, Calgary, AB  T3E 7C4",7
Rick Arsenault Enterprises Inc o/a Canadian Tire Store 419,"40 Hunterhorn Drive Northeast, Calgary, AB  T2K 6H2",2
RidgeCrest Developments Inc.,"1008 17th Avenue Southwest, Suite 212, Calgary, AB  T2T 0A6",7
Rig Logistics Inc,"10 Wrangler Place Southeast, Suite 4, Rockyview, AB  T1X 0L7",4
Rimbey Gas & Snacks,"PO Box 2069, Rimbey, AB  T0C 2J0",2
Rimrock Medical Clinic,"5201 50th Street, Suite 14, Leduc, AB  T9E 6T4",3
Rinos Affordable Home Remodelling Ltd.,"131 Bridlecrest Street Southwest, Calgary, AB  T2Y 5J1",2
Rio Frio Ranch Ltd,"Box 881, Okotoks, AB  T1S 1A9",1
Ripe Tomato Pizzeria Corp o/a Ripe Tomato Pizza Bar,"751 3rd Street Southwest, Unit 429, Calgary, AB  T2P 4K8",2
Ripple Affect Solutions Inc,"PO Box 64023, RPO Thorncliffe, Calgary, AB  T2K 6J1",1
Risktec Solutions (Canada) Limited,"144 4th Avenue Southwest, Suite 2600, Calgary, AB  T2P 3N4",1
Rite-Way Fencing (2000) Inc.,"7710 40th Street Southeast, Calgary, AB  T2C 3S4",4
Riteway Moving & Services Ltd o/a Riteway Movers,"5921 168A Avenue Northwest, Edmonton, AB  T6Y 0M8",2
River Rock Apiaries Ltd,"18178 Township 582A, Box 446, Smoky Lake, AB  T0A 3C0",12
Riverbend Gardens,"3830 195th Avenue Northeast, Edmonton, AB  T5Y 6M3",4
Riverbend Investments Inc. o/a Boston Pizza (Bulyea Rd),"379 Bulyea Road, Edmonton, AB  T6R 2B3",2
Riverbend Restaurant Ltd. o/a  Boston Pizza,"10456 Southport Road Southwest, Calgary, AB  T2W 3M5",3
Riverside Packers (1985) Ltd,"Box 2080, Drumheller, AB  T0J 0Y0",1
Riverstone Formworks Ltd o/a Riverstone Formworks & Flatworks,"PO Box 977, STN Main, Okotoks, AB  T1S 1B1",1
Rivervalley Produce Inc,"54218 Range Road 161, Yellowhead County, AB  T7E 3H6",8
Riyaz Investments Ltd. o/a Deerpoint Liquor Store,"14921 Deer Ridge Drive Southeast, Calgary, AB  T2J 4K3",3
RJ Hoffman Holdings Ltd.,"Box 12069, Lloydminster, AB  T9V 3C3",4
RK's Bar and Grill,"5114 50th Street, Hardisty, AB  T0B 1V0",1
RL Murphy Livestock Ltd.,"PO Box 7383, Bonnyville, AB  T9N 2H7",1
RMSI-JTAC Equipment Holdings Ltd o/a Ski Marmot Basin,"Box 1300, Jasper, AB  T0E 1E0",1
RNR Portable Machine & Welding Ltd,"17508 105th Avenue, Edmonton, AB  T5S 1G4",1
Road Gear Sportswear,"2005 91st Avenue, Edmonton, AB  T6P 1L1",1
Roadbridge Services Ltd,"8603 77th Street, Edmonton, AB  T6C 2L9",1
Roadhouse Restaurant Ltd. o/a Roadhouse Restaurant & Lounge,"510K Highway 1, Strathmore, AB  T1P 1M6",9
Robert Hatch Retail Inc o/a Canadian Tire #493,"55 Quarry Street East, Cochrane, AB  T4C 0W6",6
"Robert Hrycun, Garry Hrycun o/a Hrycun Cattle Company","Box 194, Newbrook, AB  T0A 2P0",1
Robert Martin Clarke Jones Professional Corp o/a Peter Pond Dental Clinic,"9713 Hardin Street, Suite 218, Fort McMurray, AB  T9H 1L2",1
Robin Peterson Holdings Ltd. o/a Magenta Progreen Landscape Maintenance,"7751 16th Street Northwest, Edmonton, AB  T6P 1M1",1
Rockies Hogroast & Barbecue Inc. o/a Rockies Hogroast & Barbecue,"PO Box 2783, Banff, AB  T1L 1C4",1
Rockway Enterprises Inc o/a Ashoka Indian Bistro Bar,"220 Lakeland Drive, Suite 370, Sherwood Park, AB  T8H 0N6",2
Rocky Hotel Service,"5607 57th Avenue, Suite 102, Rocky Mountain House, AB  T4T 1R5",1
Rocky Johnson Contracting Inc.,"8715 109th Street, Suite 107, Grande Prairie, AB  T8V 8H7",4
Rocky Mountain Dodge Chrysler Jeep Ltd. o/a Rocky Mountain Dodge & R.V.,"4415 42nd Avenue, Box 2220, Rocky Mountain House, AB  T4T 1B6",3
Rocky Mountain Equipment Canada Ltd,"3345 8th Street Southeast, Suite 301, Calgary, AB  T2G 3A4",1
Rocky Mountain Equipment Canada Ltd o/a Rocky Mountain Equipment,"3345 8th Street Southeast, Suite 301, Calgary, AB  T2H 2G4",9
Rocky Mountain Show Jumping Ltd.,"250 Shawville Boulevard Southeast, Suite 231, Calgary, AB  T2Y 2Z7",3
Rocky Star Enterprises Ltd o/a Husky Gas Station,"9208 Jasper Avenue, Edmonton, AB  T5H 3T4",1
Rodeo Ford Sales Ltd. Fix Auto Medicine Hat,"PO Box 1236, Medicine Hat, AB  T1A 7M9",1
Rohit Management Inc.,"550 91st Street Southwest, Edmonton, AB  T6X 0V1",4
Rolling Acres Greenhouses Ltd,"Box 1252, Redcliff, AB  T0J 2P0",24
Roloh Investments Ltd o/a Best Western Plus Port O'Call  Hotel,"1935 McKnight Boulevard Northeast, Calgary, AB  T2E 6V4",4
Roma Catering Services Ltd o/a Roma Catering,"2626 23rd Street Northeast, Calgary, AB  T2E 8L2",1
Roman Homes Ltd,"1610 37th Street Southwest, PO Box 34107, Calgary, AB  T3C 3P1",1
Romcan Heating Solutions Ltd,"11037 Oakfield Drive Southwest, Calgary, AB  T2W 3H3",1
Rosco Enterprises Inc,"20750 96A Avenue Northwest, Edmonton, AB  T5T 4N2",1
Rose and Crown Pub Ltd,"10235 101st Street, Suite 195, Edmonton, AB  T5J 3G1",2
Rosen Canada Ltd,"5020 12A Street Southeast, Calgary, AB  T2G 5K9",1
Rossdrey Ltd o/a Canadian Tire #642,"201 Southridge Drive, Suite 100, Okotoks, AB  T1S 2C9",6
Royal Auto Body & Paint Ltd o/a Royal Auto Body,"16831 107th Avenue, Edmonton, AB  T5P 0Y8",2
Royal Concrete Construction Ltd,"255 Elgin Way Southeast, Calgary, AB  T2Z 4A9",3
Royal Ganesha Ltd o/a Royal Ganesha Eat Drink Lounge,"507 10th Street Southwest, Calgary, AB  T2P 2B8",1
Royal India Cuisine of India,"112 4th Avenue Southwest, Suite 150, Calgary, AB  T2P 0H3",4
Royal Quality Catering Ltd.,"2616 36th Street Southeast, Calgary, AB  T2B 0Y3",1
RPC-2 Productions Ltd (Burnaby),"250007 Mountain View Trail, Calgary, AB  T3Z 3S3",35
RRAA Holdings Inc. o/a Wok Box,"4339 28A Street, Edmonton, AB  T6T 1G6",1
RTA Millwork Systems Inc,"54025 Range Road 262, Suite 2, Sturgeon County, AB  T8T 0Z2",1
Ruben Greenhouses Ltd,"Box 540, Redcliff, AB  T0J 2P0",50
Rubydale Asphalt Works 2006 Ltd o/a Rubydale Asphalt Works,"724 East Lake Road Northeast, Airdrie, AB  T4A 2J5",6
Rueon Thai Restaurant Ltd,"6751 52nd Avenue, Suite 104, Red Deer, AB  T4N 4K8",1
Rulam Contracting Ltd,"11826 160th Street, Edmonton, AB  T5V 1C9",32
Rundlestone Resorts Inc o/a Rundlestone Lodge,"537 Banff Avenue, PO Box 489, Banff, AB  T1L 1A6",1
Rundlestone Resorts Inc. o/a Irwin's Mountain Inn,"429 Banff Avenue, Box 1198, Banff, AB  T1L 1B2",2
Rush Management Ltd.,"6722 75th Street, Edmonton, AB  T6E 6T9",3
Rush Roofing & Contracting Corp o/a Rush Roofing Shake Pro,"Site 7, Box 70, RR 1, Dewinton, AB  T0L 0X0",8
Rush Roofing Ltd.,"Site 7, Box 70, RR 1, Dewinton, AB  T0L 0X0",4
Severson Honey Farm,"RR 2, Camrose, AB  T4V 2N1",2
Rylie's Cattle Barn Cookhouse & Saloon,"200 Southridge Drive, Suite 263, Okotoks, AB  T1S 0B2",3
Rysco Corrosion Services Inc,"Site 1, Box 94, RR 5, Lacombe, AB  T4L 2N5",2
Ryusei Enterprises Corporation o/a Mikado Restaurant,"1903 98th Street, Edmonton, AB  T6N 1L5",5
S & A Holdings Ltd. o/a Hiroba,"4401 University Drive West, Lethbridge, AB  T1K 3M4",1
S Malik Investments Ltd o/a Petro Canada,"8338 18th Street Southeast, Suite 432, Calgary, AB  T2C 4E4",1
S&J Laurion Ltd o/a Canadian Tire,"5402 Discovery Way, Leduc, AB  T9E 8L9",4
S. Garcha Woodworks Inc,"5106 Eaglemont Street, Beaumont, AB  T4X 0H9",1
S.i. Systems Inc.,"1015 4th Street Southwest, Suite 330, Calgary, AB  T2R 1J4",1
S.M. Bokhari Corporation o/a Michael Charles Salon Spa,"1128 91st Street Southwest, Edmonton, AB  T6X 0P2",2
S.Ram Incorporated o/a Nottingham Esso,"642 Wye Road, Sherwood Park, AB  T8A 6G3",1
Saber Merchandising Limited o/a Canadian Tire,"1 Hospital Street, Fort McMurray, AB  T9H 5C1",4
Sable Electrical Services Ltd,"7895 49th Avenue, Suite 17, Red Deer, AB  T4P 2B4",1
Sabre Concrete Construction Inc. o/a Sabre Concrete,"6430 37B Avenue Northwest, Edmonton, AB  T6L 1R2",6
Sadiq Holdings Inc o/a Burger King,"106 Harvest Oak Crescent Northeast, Calgary, AB  T3K 4C9",26
SAF Inc. o/a Coaldale Dairy Queen,"1212 19A Avenue, Coaldale, AB  T1M 1N6",2
Safire Sales Inc o/a Custom T's,"8104 182nd Street, Suite 114, Edmonton, AB  T5T 1X3",2
Safway Services Canada Inc.,"11237 87th Avenue, Fort Saskatchewan, AB  T8L 2S3",4
Saggi Holdings Inc o/a New Asian Village Restaurant,"81A Liberton Drive, St. Albert, AB  T8N 5J1",3
Sahara Sandblasting & Painting Ltd.,"6028 30th Street, Edmonton, AB  T6P 1J7",2
Sahi's Enterprises Ltd. o/a Subway,"82 Sherwood Hill Northwest, Calgary, AB  T3R 1P8",1
Sai Maa Ventures Inc o/a Domino's Pizza,"1017 14th Avenue, Wainwright, AB  T9W 1K5",1
Saigon Cuisine Ltd,"221 Chippewa Road, Sherwood Park, AB  T8A 4E6",2
Sailens Optics Inc o/a Smith & Wight Opticians,"2731 Hewes Way, Suite 102, Edmonton, AB  T6L 6W6",1
Sal's Flatbread Inc o/a Sal's Flatbread,"4825 Mount Royal Gate Southwest, Suite 120, Calgary, AB  T3E 6K6",1
Salt Creek Pretzel Co Ltd. o/a Canyon Meadows Subway,"11625 Elbow Drive Southwest, Suite 3, Calgary, AB  T2W 1G8",1
San Automation,"655 Tamarack Road Northwest, Suite 21, Edmonton, AB  T6T 0N4",1
San Dong Ban Jeom Corp o/a San Dong Banjeom,"3803 26th Avenue Southwest, Suite 14, Calgary, AB  T3E 6V7",4
San Teodoro APC Holdings Ltd. o/a Extreme Pita,"11327 104th Avenue, Edmonton, AB  T5K 2S1",1
Sand Bar Construction Inc.,"131 Hidden Spring Mews Northwest, Calgary, AB  T3A 5N1",1
Sand Springs Ranch,"Box 115, Lac La Biche, AB  T0A 2C0",5
Sandhu Trucking Ltd,"230 Kulawy Drive, Edmonton, AB  T6L 7E5",4
Sandra Tiller Construction Corporation,"9520 174th Street, Suite 16, Edmonton, AB  T5T 5Z3",3
Sangha Operating Group Inc o/a McDonald's Restaurant,"11260 Groat Road Northwest, Edmonton, AB  T5M 3J8",3
Sangha Operating Group Inc. dba McDonald's Restaurant,"11260 Groat Road Northwest, Edmonton, AB  T5M 3J8",2
Santorini Greek Taverna Restaurant Ltd,"1502 Centre Street North, Calgary, AB  T2E 2R9",1
Santos Construction (1985) Ltd,"150 Broadway Crescent, Suite 132, Sherwood Park, AB  T8H 0V3",1
Sapporo Sushi Ltd. o/a Sapporo Sushi,"10923 101st Street, Edmonton, AB  T5H 2S7",2
Saratoga Restaurant (1999) Ltd,"2610 Calgary Trail South, Edmonton, AB  T6J 5K6",3
Sarens Canada Inc o/a Sarens Canada,"1901 5th Street, Nisku, AB  T9E 7V7",7
Sarr Foods Inc. o/a Little Caesars,"214 Edgepark Way Northwest, Calgary, AB  T3A 4S9",2
Saunders Construction Ltd.,"Site 1, Box 36, RR 6, Calgary, AB  T2M 4L5",8
Saunders Landscaping & Renovations Ltd,"283075 Township Road 240, Rocky View, AB  T1X 0M8",9
Savanna Energy Services Corp,"311 6th Avenue Southwest, Suite 800, Calgary, AB  T2P 3H2",1
Sawmill Prime Rib & steak House Grande Prairie,"4810 Calgary Trail South, Edmonton, AB  T6H 5H5",2
Sawmill Restaurant Group Ltd o/a The Sawmill Banquet & Catering Centre,"4810 Calgary Trail South, 2nd Floor, Edmonton, AB  T6H 5H5",1
Sawmill Restaurant Group Ltd o/a Tom Goodchild's Moose Factory Restaurant,"4810 Calgary Trail South, 2nd Floor, Edmonton, AB  T6H 5H5",4
Sawridge Management Corporation o/a Sawridge Inn & Conference Centre Jasper,"Box 2080, Jasper, AB  T0E 1E0",1
Sawridge Management Corporation o/a Sawridge Travel Centre,"Box 2290, Slave Lake, AB  T0G 2A0",4
"Saws ""N"" Ladders Ltd","16 Norwood Close, Wetaskiwin, AB  T9A 1K2",1
SCA Interactive Canada,"221 62nd Avenue Southeast, Suite 210, Calgary, AB  T2H 0R5",1
Scaffold Gold Inc.,"9606 40th Street Southeast, Calgary, AB  T2C 2P3",1
Scandia Honey Corporation,"Box 8, Scandia, AB  T0J 2Z0",5
Scenic Shell & Macs Convenience Store,"309 Mount Crandell Crescent West, Lethbridge, AB  T1K 6Z4",1
Schlumberger Canada Limited,"125 9th Avenue Southeast, Suite 200, Calgary, AB  T2G 0P6",2
Schutza Contracting Ltd. o/a Schutza Contracting,"15624 112th Avenue, Edmonton, AB  T5M 2W1",1
Scobey Oilfield Ltd,"Box 7, Nampa, AB  T0H 2R0",1
Scoop of the Day Inc o/a Marble Slab Creamery,"734 42nd Avenue Southeast, 2nd Floor, Calgary, AB  T2G 5N9",1
Scorpio Masonry (Northern) Inc,"20203 113th Avenue, Edmonton, AB  T5S 2W1",4
Scotcan Construction Ltd,"PO Box 913, Gibbons, AB  T0A 1N0",1
Scott Palmer Ranching Ltd,"Box 1630, Pincher Creek, AB  T0K 1W0",1
Scott Springfield Mfg Inc,"2234 Portland Street Southeast, Calgary, AB  T2G 4M6",1
Scottys Gas Bar Ltd o/a Scotty's Esso,"4717 20th Avenue, Drayton Valley, AB  T7A 1S9",2
Scouler Canada,"10201 Southport Road Southwest, Suite 1110, Calgary, AB  T2W 4X9",1
SDRC Holdings Ltd o/a Boston Pizza Vegreville,"6601 Highway 16A West, Vegreville, AB  T9C 0A3",3
Seasonal Impact Contracting Ltd,"22560 Wye Road, Suite 121, Sherwood Park, AB  T8A 4T6",1
Selenium Creative Limited,"Box 5187, Spruce Grove, AB  T7X 3A3",1
Semrok Apiaries Ltd,"PO Box 115, Perryvale, AB  T0G 1T0",11
Seniore's Pizza Ltd,"176 Bedford Drive Northeast, Suite 7, Calgary, AB  T3K 2M9",1
Sensorup Inc.,"84 Edgebyne Crescent Northwest, Calgary, AB  T3A 4B3",1
Seoul House Ltd. o/a Westlock Husky Tags,"10208 104th Avenue, Westlock, AB  T7P 2H6",1
"Sereca ,a Jensen Hughes Company","5855 9th Street Southeast, Suite 106, Calgary, AB  T2H 1Z9",1
Servall Data Systems Inc.,"5222 130th Avenue Southeast, Suite 309, Calgary, AB  T2Z 0G4",1
Servbond Clean Ltd.,"59 Applewood Way Southeast, Calgary, AB  T2A 7N1",3
Servus Credit Union Ltd,"151 Karl Clark Road Northwest, Edmonton, AB  T6N 1H5",1
Sethi Group of Companies Inc o/a G B Truck & Diesel,"16808 113th Avenue Northwest, Edmonton, AB  T5M 2X3",2
Setoguchi Farms Ltd,"4910 40th Street, Taber, AB  T1G 1C8",6
Seton Dental,"19489 Seton Crescent Southeast, Suite 510, Calgary, AB  T3M 1T4",1
Seven M Construction Ltd.,"16811 128A Avenue, Edmonton, AB  T5V 1K9",8
Sgro Foods Inc. o/a Tim Hortons,"2314 24th Street, Edmonton, AB  T6T 0G9",2
Shajachan Holdings Ltd. o/a Red Earth Store,"Box 170, Red Earth Creek, AB  T0G 1X0",1
Shakeel Meer Holdings Inc.o/a Taco Del Mar,"200 South Ridge Drive, Suite 241, Okotoks, AB  T1S 0B2",1
Shamar Pizza House Ltd o/a Boston Pizza,"9602 100th Street, Peace River, AB  T8S 1H5",4
Shamrock Building Services Ltd,"12673 125th Street, Edmonton, AB  T5L 0T6",1
Shanghai Grill Restaurant Ltd,"16336 111th Avenue, Edmonton, AB  T5M 4G3",1
Shar-Win Holdings Ltd o/a High Country Inn,"Box 700, Banff, AB  T1L 1A7",1
Shaw Cable Systems GP,"630 3rd Avenue Southwest, Suite 900, Calgary, AB  T2P 4L4",2
Shawcor CSI Services - A Shawcor Company,"1607 10th Street, Nisku, AB  T9E 0A7",1
Shawrma & Falafel City Corporation,"1245 Kensington Road Northwest, Calgary, AB  T2N 3P8",1
Shef's Fiery Kitchen Inc.,"7431 24th Street Southeast, Calgary, AB  T2C 0Y7",1
Sher E Punjab Transport Ltd,"107 Prairie Place, Rocky View, AB  T1X 0K2",4
Sherwood Chicken Food Inc o/a KFC,"18835 111th Avenue Northwest, Edmonton, AB  T5S 2X4",2
Sherwood Flooring Ltd,"130 Broadway Boulevard, Suite 70, Sherwood Park, AB  T8H 2A3",3
Sherwood Park Bottle Depot Ltd.,"2754 Ellwood Drive Southwest, Edmonton, AB  T6X 0A9",3
Sherwood Park Pizzeria Ltd o/a Famoso,"5041 Gateway Boulevard, Edmonton, AB  T6H 4R7",1
Shigatsu Restaurant Ltd,"3106B 4th Street Northwest, Calgary, AB  T2M 3A4",1
Shine & Company Ltd. o/a Edo Japan North Hill,"1632 14th Avenue Northwest, Suite 1805, Calgary, AB  T2N 1M7",1
Shine Technologies Inc. o/a ShineTech,"5925 3rd Avenue, Edson, AB  T7E 1R8",1
Shining Mountain Enterprises Ltd o/a Sushi Bar Zipang,"1010 1st Avenue Northeast, Calgary, AB  T2Z 7W7",2
Shiraz Persian Cuisine,"65 Rockhaven Green Northwest, Calgary, AB  T3G 0C5",1
Shirin Mahal Sweets and Restaurant Ltd o/a Maharaja Banquet Hall,"9257 34A Avenue, Edmonton, AB  T6E 5T6",1
Shiv Anpurna Inc. o/a A&W Niton Junction,"PO Box 134, Niton Junction, AB  T0E 1S0",3
Shiv Kishan Om Sai Corporation o/a Subway Sandwiches,"1607 Mayor Magrath Drive South, Lethbridge, AB  T1K 2R4",1
Shivay Productions Ltd,"223-917 85th Street Southwest, Unit 406, Calgary, AB  T3H 5Z9",17
Shivji Hinton Lube & Wash Ltd. o/a Outback Express Lube & Wash,"102 Joblin Street, Hinton, AB  T7V 1G7",1
Sho Inc. o/a Sho Sushi Bar & Kitchen,"7212 Macleod Trail Southeast, Calgary, AB  T2H 2G4",2
Shoemaker Drywall Supplies,"7012 8th Street Northeast, Calgary, AB  T2E 8L8",1
Shree Balaji Enterprises Ltd o/a Baadshah Royal East Indian Cuisine,"310 5th Street, Lethbridge, AB  T1J 2B5",2
Shree Investment Ltd o/a Mac's Convenience Store# 22573,"8226 175th Street, Edmonton, AB  T5T 1V1",1
Shriyas Trucking & Development Ltd,"152 Abberfield Place Northeast, Calgary, AB  T2A 6L4",1
Shukla Enterprises Inc. o/a Mac's Convenience Store,"1524 68th Street Southwest, Edmonton, AB  T6X 0G8",1
Shynax Painting Ltd,"5422 11A Avenue Northwest, Edmonton, AB  T6L 2A9",2
Siam Holdings Inc o/a Thai Charm Eatery,"121 Saddlecrest Park Northeast, Calgary, AB  T3J 5L5",4
Sidhu Bros Trucking,"727 65th Avenue Northwest, Edmonton, AB  T6P 1S1",3
Sierra Collision & Frame Ltd.,"PO Box 1797, Brooks, AB  T1R 1C5",2
Sierra Lane Construction Ltd,"5320 89th Street, Edmonton, AB  T6E 5P9",1
Signature Mushrooms Ltd.,"52557 Range Road 215, Ardrossan, AB  T6E 2H6",8
Signature Roof Tile Ltd,"10 Wrangler Place Southeast, Suite 3, Rockyview, AB  T1X 0L7",3
Signature Staircase Corp,"801 Laut Avenue, Box 1377, Crossfield, AB  T0M 0S0",1
Sign-Tech Media Inc.,"11854 160th Street, Edmonton, AB  T5V 1C9",1
Sikh Transport Ltd,"111 Whitehorn Road Northeast, Calgary, AB  T1Y 2A1",2
Silkstone & Granite Ltd.,"4720 1st Street Southeast, Calgary, AB  T2G 2L3",1
Silver Shamrock Investments Ltd o/a Comfort Inn and Suites,"5621 11th Street Northeast, Suite 104, Calgary, AB  T2E 6Z7",1
Silver Top Dairy Ltd,"PO Box 1900, Fort Macleod, AB  T0L 2Z0",3
Silverbrook Construction Inc.,"398 Cove Road, Chestermere, AB  T1X 1J6",1
Silverhill Motors Ltd o/a Silverhill Acura,"5728 Macleod Trail South, Calgary, AB  T2H 0J6",1
Simkao Corp o/a La Prep,"402 Tuscany Drive Northwest, Calgary, AB  T3L 3C8",1
Simon Bos Nurseries Ltd,"Box 1078, Coaldale, AB  T1M 1M9",2
Simon King Donair & Submarine Ltd o/a Simon King Donair,"9070 51st Avenue Northwest, Edmonton, AB  T6E 5X4",1
Simply Elegant Corporation,"3600 19th Street Northeast, Suite 6, Calgary, AB  T2E 6V2",1
Singh Builders Ltd,"3154 34B Avenue, Edmonton, AB  T6T 1T6",2
Sinil Restaurants Ltd o/a Dairy Queen,"20 Discovery Ridge Close Southwest, Suite 415, Calgary, AB  T3H 5X4",1
Siraj Holding Ltd. o/a Sammy's Family Restaurant,"5403 Plaza Avenue, Box 30, Swan Hills, AB  T0G 2C0",2
Siw-aten Apiary Ltd,"Site 2, Box 44, RR 1, Spirit River, AB  T0H 3G0",2
SK Trucking Ltd.,"Box 2170, Slave Lake, AB  T0G 2A0",1
SKD Investments Ltd o/a Mucho Burrito,"105 Evergreen Crescent Southwest, Calgary, AB  T2Y 3R2",3
Sky Hy Pizza & Donair Ltd.,"10404 99th Avenue, Unit 152, Fort Saskatchewan, AB  T8L 3W2",2
Skyhawk Transport Services Ltd.,"RR 1, PO Box 44069, RPO Garside, Edmonton, AB  T5V 1N6",3
Skylark Restaurant Inc O/A Skylark Restaurant,"5315 17th Avenue Southeast, Suite 15, Calgary, AB  T2A 0W2",1
Skylight Painting Ltd.,"13880 131B Avenue Northwest, Edmonton, AB  T5L 5A8",1
Skyline Drywall (2010) Ltd,"24 Marquis Meadows P1 Southeast, Calgary, AB  T3S 0A6",3
Skyline Furniture Ltd,"1817 54th Street Southeast, Calgary, AB  T2B 1N5",2
Sky-Tech Construction Ltd.,"64076 393rd Avenue East, Okotoks, AB  T1S 0L1",1
Skyview Growers Ltd,"808 4th Street Southeast, Redcliff, AB  T0J 2P0",22
Skyview Steakhouse Ltd o/a Outback Steakhouse,"5041 Gateway Boulevard, Edmonton, AB  T6H 4R7",1
Slave Lake Hotshot Services 1985 Ltd.,"Box 1404, Slave Lake, AB  T0G 2A0",2
SLM Spud Farms,"Box 4210, Taber, AB  T1G 2C7",8
SMA Exteriors Ltd,"1011 Graham Court, Edmonton, AB  T5T 6L5",4
Smart Home Solutions Ltd.o/a Smart Home Solutions,"211 Wahstao Road, Edmonton, AB  T5T 2X8",2
Smash Burger,"4016 MacTaggart Drive, Edmonton, AB  T6R 0J3",1
SMH Management Inc,"545 Highway 10 East, PO Box 2109, Drumheller, AB  T0J 0Y0",6
Smitty's,"1515 13th Avenue Southeast, Highriver, AB  T1V 2B1",2
Smitty's Family Restaurant,"5750 46th Avenue, Taber, AB  T1G 2B1",2
Smoky Dirt Farm Ltd,"Box 34, Tangent, AB  T0H 3J0",1
Smoky Lake Forest Nursery Ltd,"59162 Range Road 155A, Box 220, Smoky Lake, AB  T0A 3C0",34
SN9 Ltd,"3231 21st Avenue Northwest, Edmonton, AB  T6T 0K6",1
Snack Shack (Manning) Ltd o/a Snack Shack,"Box 545, Manning, AB  T0H 2M0",2
So Yang Market Gardens Ltd,"Box 5391, Leduc, AB  T9E 6L7",22
Soap Stories Inc,"5255 McCall Way Northeast, Suite 162, Calgary, AB  T2E 7J5",6
Sobha Investments Ltd o/a Comfort Inn & Suites,"5517 4th Avenue, Edson, AB  T7E 1L6",1
Sobha Investments Ltd o/a Sands Hotel,"12340 Fort Road, Edmonton, AB  T5B 4H5",1
Société cInéMAGINE de l'Alberta,"2104 6th Avenue South, Lethbridge, AB  T1J 1C3",1
Sodey Trucking Ltd,"2037 33B Street Northwest, Edmonton, AB  T6T 0L3",2
Solo Liquor (Bankview) Ltd o/a Solo Liquor Store,"2141 18th Avenue Northeast, Calgary, AB  T2E 1R7",1
Solo Liquor Store (Grande Prairie) Ltd,"2141 18th Avenue Northeast, Calgary, AB  T2E 1R7",1
Solo Liquor Store (Spruce Grove) Ltd o/a Solo Liquor Store,"2141 18th Avenue Northeast, Calgary, AB  T2E 1R7",1
Somang Christian Reformed Church,"11520 Elleslie Road Southwest, Edmonton, AB  T6W 0B7",1
Somerset Management Inc o/a Wye Gardens Dairy Queen,"192 Ordze Avenue, Sherwood Park, AB  T8B 1M6",2
Sonam Investment Group Inc. o/a Nisku Truck Stop,"8020 Sparrow Drive, Suite 201, Leduc, AB  T9E 7G3",1
Sonco Gaming Limited Partnership o/a The Grey Eagle Casino,"3777 Grey Eagle Drive, Calgary, AB  T3E 3X8",1
Song Suk You o/a VIP Cleaning Service,"57 Panmount Crescent Northwest, Calgary, AB  T3X 5L8",1
Soothing Harmony Healing Spa Inc.,"15711 66th Street Northwest, Edmonton, AB  T5Y 3A5",1
Source Can Solutions Inc. o/a Source Auto Auction,"12866 153rd Street, Edmonton, AB  T5V 1A9",6
South Edmonton Alliance Church,"6508 31st Avenue, Edmonton, AB  T6L 6P7",1
South Hill Holdings Inc o/a Boston Pizza,"3215 Gaetz Avenue, Red Deer, AB  T4N 3Y1",4
South Side Ornamental Iron Works (1979) Co. Ltd,"7515 104th Street Southwest, Edmonton, AB  T6E 4C1",3
South Wood Trucking Ltd.,"Box 922, STN Main, Grande Prairie, AB  T8V 3Y1",3
Southgate Audi LP,"1235 101st Street, Edmonton, AB  T6X 1A1",2
Southgate Foods Inc. o/a KFC/Pizza Hut,"18835 111th Avenue Northwest, Edmonton, AB  T5S 2X4",1
Southgate Kernels,"2421 Martell Crescent, Edmonton, AB  T6R 0C7",1
Southgate Volkswagen LP,"1223 101st Street Southwest, Edmonton, AB  T6X 1A1",1
Southland Technical Services Ltd,"5708 First Street Southeast, Unit 2, Calgary, AB  T2H 2W9",1
Southland Transportation Ltd,"823 Highfield Avenue Southeast, Calgary, AB  T2G 4C7",15
Southport Kitchen and Bath Inc,"4112A Calgary Trail Northwest, Edmonton, AB  T6J 6Y6",1
Sovereign Automotive Inc,"4523 68th Avenue, Edmonton, AB  T6B 2N2",1
Speak Volumes 2011 Promotional Corp,"7023 68th Avenue Northwest, Edmonton, AB  T6B 3E3",1
Special Metals Fabricating Ltd.,"15011 131st Avenue, Edmonton, AB  T5V 1S9",1
