Province/Territory,Volet,Employeur,Adresse,Profession sous CNP 2011,Postes Approuvés 
Colombie-Britannique,   Bas salaire,KOOK BBQ INC.,"Vancouver, BC V5M 4N8",6322-Cuisiniers,2
Colombie-Britannique,   Bas salaire,KOOTENAY TAMIL KITCHEN,"NELSON, BC V1L 4J4",6322-Cuisiniers,2
Colombie-Britannique,   Bas salaire,Koreana Enterprises Ltd.,"Burnaby, BC V5J 1E9","0651-Directeurs du service à la clientèle et des services personnels, n.c.a.",1
Colombie-Britannique,   Bas salaire,Kosoo Restaurant Ltd.,"Vancouver, BC V6G 2G5",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Kosoo Restaurant Ltd.,"Vancouver, BC V6G 2G5",6321-Chefs,1
Colombie-Britannique,   Bas salaire,Kosoo Restaurant Ltd.,"Vancouver, BC V6G 2G5",6322-Cuisiniers,2
Colombie-Britannique,   Bas salaire,KR Angel Construction LTD.,"Coquitlam, BC V3J 4H1",7295-Poseurs de revêtements d'intérieur,1
Colombie-Britannique,   Bas salaire,Krawchuk Enterprises Inc.,"Nanaimo, BC V8T 1M4",6311-Superviseurs des services alimentaires,2
Colombie-Britannique,   Bas salaire,KT Korean Restaurant Ltd.,"Kamloops, BC V2E 2J7",6322-Cuisiniers,2
Colombie-Britannique,   Bas salaire,Kuddles Early Infant Stimulation Centre Ltd.,"West Vancouver, BC V7S 1H3",4214-Éducateurs et aides-éducateurs de la petite enfance,2
Colombie-Britannique,   Bas salaire,Kukan Beauty Ltd.,"VANCOUVER, BC V6R 2B1",6341-Coiffeurs et barbiers,1
Colombie-Britannique,   Bas salaire,Kuma Restaurant Group Inc.,"Vancouver, BC V6B 0J5",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Kuma Restaurant Group Inc.,"Vancouver, BC V6B 0J5",6322-Cuisiniers,3
Colombie-Britannique,   Bas salaire,KUMAR ENTERPRISES LTD,"RICHMOND, BC V6X 1L5",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,KUSHI MURA JAPANESE RESTAURANT,"New Westminster, BC V3M 0C3",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,KUSHI MURA JAPANESE RESTAURANT,"New Westminster, BC V3M 0C3",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,L.A.H. BEAUTY LTD.,"Vancouver, BC V6G 1E4",6341-Coiffeurs et barbiers,1
Colombie-Britannique,   Bas salaire,L.J. Restaurant LTD.,"Abbotsford, BC V2S 1L4",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,La Baguette Catering ltd,"Revelstoke, BC V0E 2S0",6332-Boulangers-pâtissiers,4
Colombie-Britannique,   Bas salaire,La Casa Ouzeria Restaurant (1999) Ltd,"Penticton, BC V2A 5E5",6322-Cuisiniers,2
Colombie-Britannique,   Bas salaire,Lahori Sweets and Restaurant Ltd,"Surrey, BC V3W 4E9",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,LANDMARK BUILDING MAINTENANCE,"Delta, BC V4C 5T1",6315-Surveillants des services de nettoyage,2
Colombie-Britannique,   Bas salaire,Landmark Distributors Limited,"ALDERGROVE, BC V4W 3E4",7272-Ébénistes,1
Colombie-Britannique,   Bas salaire,Lara Ventures Ltd,"Penticton, BC V2A 1C1",6321-Chefs,1
Colombie-Britannique,   Bas salaire,Las Margaritas Restaurant 4th Ave Ltd.,"Vancouver, BC V6J 1M7",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Laser Glass Railing Inc,"Kelowna, BC V1X 7R8",7292-Vitriers,1
Colombie-Britannique,   Bas salaire,Laugh and Learn Children Centre Branch,"Chilliwack, BC V2R 3M4",4214-Éducateurs et aides-éducateurs de la petite enfance,1
Colombie-Britannique,   Bas salaire,LC-Hai Xia Enterprises Ltd.,"Surrey, BC V4P 1C4",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,LDB Enterprises Ltd.,"coquitlam, BC V3E 1K9",6311-Superviseurs des services alimentaires,3
Colombie-Britannique,   Bas salaire,LDP FOODS LIMITED,"CRANBROOK, BC V1C 3R5",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Lee & Seo Holdings Ltd.,"Surrey, BC V3W 1P6",0631-Directeurs de la restauration et des services alimentaires,1
Colombie-Britannique,   Bas salaire,Lee Wing Co. Ltd,"Burnaby, BC V5H 4P1",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,LE'S LOVELY NAIL & HAIR SPA,"PRINCE RUPERT, BC V8J 1M3","6562-Esthéticiens, électrolystes et personnel assimilé",2
Colombie-Britannique,   Bas salaire,Les Petits Artistes Montessori Preschool Inc.,"Vancouver, BC V5Z 3C9",4214-Éducateurs et aides-éducateurs de la petite enfance,1
Colombie-Britannique,   Bas salaire,Let's Go Travel & Tours Inc,"Surrey, BC V3W 1R1","6313-Superviseurs des services d'hébergement, de voyages, de tourisme et des services connexes",1
Colombie-Britannique,   Bas salaire,Lexi Nails & Spa - Nail Salon Richmond,"Richmond, BC V7A 1N6","0651-Directeurs du service à la clientèle et des services personnels, n.c.a.",1
Colombie-Britannique,   Bas salaire,Liberty Law Corporation,"Abbotsford, BC V2S 2B1",1242-Adjoints administratifs juridiques,1
Colombie-Britannique,   Bas salaire,Libra Envelope Investment Ltd.,"Port Coquitlam, BC V3C 2M8",6315-Surveillants des services de nettoyage,1
Colombie-Britannique,   Bas salaire,Lima Restaurants Ltd.,"Coquitlam, BC V3K 3P4",6311-Superviseurs des services alimentaires,3
Colombie-Britannique,   Bas salaire,LINDA HAIR SALON,"Coquitlam, BC V3K 3V9",6341-Coiffeurs et barbiers,1
Colombie-Britannique,   Bas salaire,Linis Maintenance Services Ltd.,"Burnaby, BC V5H 4N2","0651-Directeurs du service à la clientèle et des services personnels, n.c.a.",1
Colombie-Britannique,   Bas salaire,Lisa's Bridal Salon Ltd.,"New Westminster, BC V3M 1A8","6342-Tailleurs, couturiers, fourreurs et modistes",1
Colombie-Britannique,   Bas salaire,Little Hero Kid's Champ Ltd.,"Burnaby, BC V3J 7T9","5254-Animateurs et responsables de programmes de sports, de loisirs et de conditionnement physique",1
Colombie-Britannique,   Bas salaire,Little Munchkin Daycare Ltd.,"Vancouver, BC V6P 1L1",4214-Éducateurs et aides-éducateurs de la petite enfance,2
Colombie-Britannique,   Bas salaire,Little Steps Learning Centre Inc.,"Burnaby, BC V5C 3B5",4214-Éducateurs et aides-éducateurs de la petite enfance,1
Colombie-Britannique,   Bas salaire,Little Thai Place Inc.,"Victoria, BC V8T 3P5",0631-Directeurs de la restauration et des services alimentaires,1
Colombie-Britannique,   Bas salaire,LLH Eatery Inc.,"Vancouver, BC V6G 1C9",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,LLH Eatery Inc.,"Vancouver, BC V6L 3C1",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,London Cut-Inn Ltd,"Kelowna, BC V1Y 9V9",6341-Coiffeurs et barbiers,1
Colombie-Britannique,   Bas salaire,longia  enterprises ltd,"victoria, BC V8Z 1E4",6322-Cuisiniers,2
Colombie-Britannique,   Bas salaire,Lotus Desert Enterprises Ltd,"Merritt, BC V1K 1B8",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Lotus Terminals Ltd,"SURREY, BC V3S 8E5",6733-Concierges et surintendants d'immeubles,1
Colombie-Britannique,   Bas salaire,Love Meats Ltd.,"Surrey, BC V3W 5A5","6331-Bouchers, coupeurs de viande et poissonniers - commerce de gros et de détail",2
Colombie-Britannique,   Bas salaire,Lower Mainland Society for Community Living,"Vancouver, BC V5X 3E8",1311-Techniciens en comptabilité et teneurs de livres,1
Colombie-Britannique,   Bas salaire,Lower Mainland Society for Community Living,"Vancouver, BC V5X 3E8",4212-Travailleurs des services sociaux et communautaires,1
Colombie-Britannique,   Bas salaire,LUANN EARLY EDUCATION KELOWNA INC.,"Kelowna, BC V1Y 5A8",4214-Éducateurs et aides-éducateurs de la petite enfance,1
Colombie-Britannique,   Bas salaire,Luxor Hair Salon Ltd,"Vancouver, BC V6M 1Z6",6341-Coiffeurs et barbiers,1
Colombie-Britannique,   Bas salaire,M & S Sushi Ltd.,"Kamloops, BC V2C 3Z7",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,M.C.Y.L Enterprise Inc.,"Delta, BC V4L 2A6",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,M.J.C. Enterprises Ltd.,"Victoria, BC V8T 5E4",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Madras Maple Cafe,"Prince George, BC V2N 1W7",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Maehwa Beauty Canada Inc.,"Burnaby, BC V6X 3R8","0651-Directeurs du service à la clientèle et des services personnels, n.c.a.",1
Colombie-Britannique,   Bas salaire,Maharaja Catering Ltd.,"Surrey, BC V3W 1R1",6322-Cuisiniers,2
Colombie-Britannique,   Bas salaire,Main Bodega Inc.,"vancouver, BC V6A 2W1",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Malik Promotional Products Ltd.,"Surrey, BC V3W 3K3",6211-Superviseurs des ventes - commerce de détail,1
Colombie-Britannique,   Bas salaire,Malik Promotional Products Ltd.,"Surrey, BC V3W 3K3","6342-Tailleurs, couturiers, fourreurs et modistes",1
Colombie-Britannique,   Bas salaire,MALTWOOD VILLAGE ENTERPRISES LTD,"Victoria, BC V8Z 3G1",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,MANN TIRE SERVICES LTD.,"ABBOTSFORD, BC V2T 5Z8",6211-Superviseurs des ventes - commerce de détail,1
Colombie-Britannique,   Bas salaire,MANN TIRE SERVICES LTD.,"ABBOTSFORD, BC V2T 5Z8",7535-Autres préposés à la pose et à l'entretien des pièces mécaniques d'automobiles,2
Colombie-Britannique,   Bas salaire,Manna International Trading Ltd.,"Port Coquitlam, BC V3C 6N3",6222-Acheteurs des commerces de détail et de gros,1
Colombie-Britannique,   Bas salaire,Manna Sushi Japanese Restaurant Inc.,"Vancouver, BC V5T 1B1",6322-Cuisiniers,2
Colombie-Britannique,   Bas salaire,Manpower Enterprises Ltd.,"Surrey, BC V3W 1X8",7611-Aides de soutien des métiers et manoeuvres en construction,2
Colombie-Britannique,   Bas salaire,MANTAJ ENTERPRISES INC,"KELOWNA, BC V1X 1Y2",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Maplebridge 240 Enterprises Inc.,"Richmond, BC V6X 0B8",6311-Superviseurs des services alimentaires,11
Colombie-Britannique,   Bas salaire,Marutama Food Services Ltd.,"Vancouver, BC V6G 2J6",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Marutama Food Services Ltd.,"Vancouver, BC V6G 2J6",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,MASUDA HOLDINGS LTD.,"RICHMOND, BC V6X 3J9",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Mauritana Enterprises Ltd.,"Vancouver, BC V5Y 0E4",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Maxim's Bakery Ltd.,"Vancouver, BC V6A 1X6",6332-Boulangers-pâtissiers,2
Colombie-Britannique,   Bas salaire,MAYDA RESTAURANTS LTD.,"Vancouver, BC V6G 2J7",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,McT&T Foods LTD,"Kelowna, BC V1X 6B4",0631-Directeurs de la restauration et des services alimentaires,2
Colombie-Britannique,   Bas salaire,McT&T Foods LTD,"Kelowna, BC V1X 6B4",6311-Superviseurs des services alimentaires,7
Colombie-Britannique,   Bas salaire,MD Japanese Restaurant,"Delta, BC V4K 1W4",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Me Time Aesthetics Ltd.,"Vancouver, BC V5X 3H1","0651-Directeurs du service à la clientèle et des services personnels, n.c.a.",1
Colombie-Britannique,   Bas salaire,Meadow Sushi,"Pitt Meadows, BC V3Y 2E9",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Mega Japanese Restaurant Ltd.,"Richmond, BC V7E 2Y4",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,MERITAGE VITICULTURE SERVICES LTD,"Summerland, BC V0H 1Z7","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
Colombie-Britannique,   Bas salaire,Merritt Return-It Depot Inc.,"Merritt, BC V1K 1B8","0651-Directeurs du service à la clientèle et des services personnels, n.c.a.",1
Colombie-Britannique,   Bas salaire,MERY INVESTMENT LTD.,"Powell River, BC V8A 2L1",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Met Home Building Maintenance Co. Ltd.,"Langley, BC V1M 4G4",6315-Surveillants des services de nettoyage,1
Colombie-Britannique,   Bas salaire,METRO CONTRACTING LTD,"NEW  WESTMINSTER, BC V3M 5K9",7452-Manutentionnaires,1
Colombie-Britannique,   Bas salaire,METRO PIZZA FACTORY LTD.,"Coquitlam, BC V3J 3X4",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Metropolis Chicken Foods Inc.,"Burnaby, BC V5H 4P1",6311-Superviseurs des services alimentaires,2
Colombie-Britannique,   Bas salaire,MHI Holdings Corporation,"Agassiz, BC V0M 1A0",6311-Superviseurs des services alimentaires,2
Colombie-Britannique,   Bas salaire,Miku Restaurant Vancouver Ltd.,"Vancouver, BC V6B 1V8",6321-Chefs,1
Colombie-Britannique,   Bas salaire,Millstream Flour Mills(1991) Corporation,"Delta, BC V4G 1E4","9617-Manoeuvres dans la transformation des aliments, des boissons et des produits connexes",2
Colombie-Britannique,   Bas salaire,Minami Restaurant Ltd.,"Vancouver, BC V6B 2T9",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Mini Hoang Gia Grill Ltd,"kamloops, BC V2C 5R9",6322-Cuisiniers,2
Colombie-Britannique,   Bas salaire,Mirch Masala Restaurant Inc.,"Delta, BC V4C 6S3",6322-Cuisiniers,2
Colombie-Britannique,   Bas salaire,Mission City Pizza Ltd.,"Mission, BC V2V 2C3",0631-Directeurs de la restauration et des services alimentaires,1
Colombie-Britannique,   Bas salaire,MK Building Maintenance Ltd.,"Aldergrove, BC V4W 4A7",6731-Préposés à l'entretien ménager et au nettoyage - travaux légers,4
Colombie-Britannique,   Bas salaire,Modern Bakeshop Ltd,"Revelstoke, BC V0E 2S0",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Modern Handi Indian Cuisine,"Vancouver, BC V6G 2L7",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,MODONG E-TRADE LIMITED,"Nanaimo, BC V9R 3K9",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Momijian Japanese Cuisine Ltd.,"North Vancouver, BC V7G 1C3",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Momo Sushi Café Ltd.,"Kelowna, BC V1Y 6N6",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Momo Sushi Café Ltd.,"Kelowna, BC V1Y 6N6",6322-Cuisiniers,2
Colombie-Britannique,   Bas salaire,Moon Holdings #2 Ltd.,"Vancouver, BC V6Z 3G4",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Moon Holdings LTD,"Vancouver, BC V6B 1Y1",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,MPLUS TRADING & ENTERPRISE LTD,"Coquitlam, BC V3K 6G9",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Mr. Sushi Lonsdale Inc.,"North Vancouver, BC V7M 2E7",6322-Cuisiniers,3
Colombie-Britannique,   Bas salaire,MR.Bro Enterprise Ltd,"Richmond, BC V6X 4B3",6322-Cuisiniers,2
Colombie-Britannique,   Bas salaire,Mr.Red cafe inc,"Vancouver, BC V6K 2G3",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,MR.SHAWARMA CAFE LTD.,"VANCOUVER, BC V5L 1Z1",6322-Cuisiniers,2
Colombie-Britannique,   Bas salaire,Mr.Shims Sushi Restaurant,"Prince George, BC V2K 3A4",6322-Cuisiniers,2
Colombie-Britannique,   Bas salaire,Mughal Garden Restaurant Ltd,"Merrit, BC V1K 1B8",6513-Serveurs d'aliments et de boissons,1
Colombie-Britannique,   Bas salaire,Mustard seed children's centre Inc,"Richmond, BC V6X 2H8",4214-Éducateurs et aides-éducateurs de la petite enfance,1
Colombie-Britannique,   Bas salaire,My Little School Daycare(1991)Inc.,"North Vancouver, BC V7G 1S6",4214-Éducateurs et aides-éducateurs de la petite enfance,1
Colombie-Britannique,   Bas salaire,My-Chosen Cafe Ltd,"Victoria, BC V9C 3Z3",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Nagomi Project Ltd.,"Vancouver, BC V6Z 1V3",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Nam Han San Sung Korean Restaurant Ltd.,"North Vancouver, BC V7L 1C2",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,NANAIMO JOE'S ENTERPRISES LTD.,"NANAIMO, BC V9T 1W1",6322-Cuisiniers,2
Colombie-Britannique,   Bas salaire,Nanaimo Tomo Sushi Ltd,"Nanaimo, BC V9S 5W4",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Nao Sushi Enterprises Ltd.,"Burnaby, BC V5E 1E7",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Nasi B Investments Ltd.,"Surrey, BC V4A 5A4",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,NESTERS TACOS LA CANTINA INC.,"Whistler, BC V8E 0X1",6322-Cuisiniers,4
Colombie-Britannique,   Bas salaire,NEW DIAMOND STUCCO LTD.,"SURREY, BC V3X 1K7",7611-Aides de soutien des métiers et manoeuvres en construction,3
Colombie-Britannique,   Bas salaire,New Hourin Ramen Inc.,"Vancouver, BC V6E 1C2",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,New One Dining Ltd,"Vancouver, BC V6Z 2H1",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,New One Dining Ltd,"Vancouver, BC V6Z 2H1",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,New One Enterprise Ltd.,"Burnaby, BC V5H 4M1",6341-Coiffeurs et barbiers,2
Colombie-Britannique,   Bas salaire,New Tokyo Sushi,"Dawson Creek, BC V1G 1Z4",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,New Vision Immigration Consultants Co. Ltd.,"Surrey, BC V3W 0E6",1241-Adjoints administratifs,1
Colombie-Britannique,   Bas salaire,New York Painting and coating ltd.,"Surrey, BC V3S 2B9",7611-Aides de soutien des métiers et manoeuvres en construction,8
Colombie-Britannique,   Bas salaire,Newton Plumbing & Heating Ltd,"Surrey, BC V3W 8A6",7611-Aides de soutien des métiers et manoeuvres en construction,2
Colombie-Britannique,   Bas salaire,Nikolai Manufacturing Inc.,"New Westminster, BC V3M 6L5",7272-Ébénistes,1
Colombie-Britannique,   Bas salaire,Nina Bakery Ltd.,"Coquitlam, BC V3B 2P5",6332-Boulangers-pâtissiers,2
Colombie-Britannique,   Bas salaire,NO.1 NIFTY BEAUTY PARLOR LTD.,"Surrey, BC V3V 4C1",6341-Coiffeurs et barbiers,2
Colombie-Britannique,   Bas salaire,Nolex Enterprises Ltd.,"Port Coquitlam, BC V3B 5Y9",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Non stop pizza & Indian Cuisine,"Surrey, BC V3W 3N1",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Non Stop Pizza Inc,"Surrey, BC V3W 3N1",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Norius Building Maintenance Inc.,"Surrey, BC V3W 3N4",1311-Techniciens en comptabilité et teneurs de livres,1
Colombie-Britannique,   Bas salaire,North Fleetwood Montessori School,"Surrey, BC V4N 0V6",4214-Éducateurs et aides-éducateurs de la petite enfance,1
Colombie-Britannique,   Bas salaire,NORTH ROAD TRADING LTD.,"Richmond, BC V6X 4C4",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,North Vancouver Child Development Center LTD,"North Vancouver, BC V7H 1Y4",4214-Éducateurs et aides-éducateurs de la petite enfance,1
Colombie-Britannique,   Bas salaire,Northern Burger Corp,"BURNS LAKE, BC V0J 1E0",6311-Superviseurs des services alimentaires,4
Colombie-Britannique,   Bas salaire,Northland Properties Corporation,"Vancouver, BC V6J 4S5",6311-Superviseurs des services alimentaires,3
Colombie-Britannique,   Bas salaire,Northland Properties Corporation,"Vancouver, BC V6J 4S5",6322-Cuisiniers,12
Colombie-Britannique,   Bas salaire,Northland Properties Corporation Sandmans Inns,"Vancouver, BC V6J 4S5",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Northland Properties Corporation Sandmans Inns,"Vancouver, BC V6J 4S5",6322-Cuisiniers,3
Colombie-Britannique,   Bas salaire,NOVA CAD BC INC.,"Surrey, BC V3T 4H4",3223-Technologues et techniciens dentaires et auxiliaires dans les laboratoires dentaires,1
Colombie-Britannique,   Bas salaire,Nove-Four Foods Inc.,"Nanaimo, BC V9R 1P1",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,NUBA RESTAURANT GROUP,"VANCOUVER, BC V5T 1C8",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,NUBA RESTAURANT GROUP,"VANCOUVER, BC V5T 1C8",6322-Cuisiniers,2
Colombie-Britannique,   Bas salaire,Nubo Enterprise Ltd,"Victoria, BC V8W 1N9",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Oak and Fort Corp,"VANCOUVER, BC V6A 1A4",6341-Coiffeurs et barbiers,1
Colombie-Britannique,   Bas salaire,O-BOK Foods Ltd.,"Burnaby, BC V5J 1L8",6332-Boulangers-pâtissiers,1
Colombie-Britannique,   Bas salaire,Ocean Rain International Daycare Center Inc.,"Victoria, BC V8P 4J2",4214-Éducateurs et aides-éducateurs de la petite enfance,1
Colombie-Britannique,   Bas salaire,OCHK INTERNATIONAL TRADING CO LTD,"Richmond, BC V6V 0A8",1241-Adjoints administratifs,1
Colombie-Britannique,   Bas salaire,Octopus Academy Surrey Inc.,"Surrey, BC V3T 1W3",4214-Éducateurs et aides-éducateurs de la petite enfance,4
Colombie-Britannique,   Bas salaire,odyssey international Exports (2004) Ltd,"new westminster, BC V3L 5H4",6315-Surveillants des services de nettoyage,1
Colombie-Britannique,   Bas salaire,OH! ZZHU SAM KOREAN RESTAURANT,"Burnaby, BC V3J 1B4",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,OJ'S DUNCAN RESTAURANT INC.,"DUNCAN, BC V9L 3R5",0631-Directeurs de la restauration et des services alimentaires,1
Colombie-Britannique,   Bas salaire,Okanagan Good Food Inc.,"SUMMERLAND, BC V0H 1Z0",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Okanagan Hospitality LTD,"Vernon, BC V1T 7G7",6322-Cuisiniers,2
Colombie-Britannique,   Bas salaire,OKI Enterprises Inc.,"Vancouver, BC V6K 3E4",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Olive & Anchor Restaurant Ltd.,"West Vancouver, BC V7W 2H1",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Olive & Anchor Restaurant Ltd.,"West Vancouver, BC V7W 2H1",6321-Chefs,1
Colombie-Britannique,   Bas salaire,Olive Branch Childcare Ltd.,"West Vancouver, BC V7S 1N5",4214-Éducateurs et aides-éducateurs de la petite enfance,1
Colombie-Britannique,   Bas salaire,Olive Grove Childcare,"West Vancouver, BC V7S 1N5",4214-Éducateurs et aides-éducateurs de la petite enfance,1
Colombie-Britannique,   Bas salaire,On Stage Cleaning Inc.,"Burnaby, BC V5C 5W7",6315-Surveillants des services de nettoyage,1
Colombie-Britannique,   Bas salaire,One Two Buckle My Shoe Childcare Inc.,"Surrey, BC V3S 2V7",4214-Éducateurs et aides-éducateurs de la petite enfance,3
Colombie-Britannique,   Bas salaire,ONIKON Creative Inc.,"Surrey, BC V3R 4G8",5221-Photographes,1
Colombie-Britannique,   Bas salaire,Opa Sushi Limited,"Prince Rupert, BC V8J 1A5",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Original Pho Eatery Ltd,"Victoria, BC V9B 0A3",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,osaka sushi,"Courtenay, BC V9N 7R6",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,P A Foods Inc.,"NANAIMO, BC V9T  4B",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,P&B Enterprises Ltd.,"New Westminster, BC V3L 2B8",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,P.H.H. Construction Ltd.,"abbotsford, BC V2T 3K2",7611-Aides de soutien des métiers et manoeuvres en construction,1
Colombie-Britannique,   Bas salaire,P.R.G.CONSTRUCTION LTD.,"SURREY, BC V3W 5X6",7611-Aides de soutien des métiers et manoeuvres en construction,2
Colombie-Britannique,   Bas salaire,Pacific Link Retail Group Inc.,"Richmond, BC V7A 5J5",6311-Superviseurs des services alimentaires,6
Colombie-Britannique,   Bas salaire,Pama Holdings Ltd.,"Surrey, BC V3W 5A5",1311-Techniciens en comptabilité et teneurs de livres,1
Colombie-Britannique,   Bas salaire,Pama Holdings Ltd.,"Surrey, BC V3W 5A5",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Panoramic View Maintenance,"Coquitlam, BC V3E 2X7",6315-Surveillants des services de nettoyage,1
Colombie-Britannique,   Bas salaire,Park Place Daycare Ltd.,"North Vancouver, BC V7J 1J3",4214-Éducateurs et aides-éducateurs de la petite enfance,6
Colombie-Britannique,   Bas salaire,PARK VIEW HOMES LTD,"ABBOTSFORD, BC V2T 5G3",7611-Aides de soutien des métiers et manoeuvres en construction,1
Colombie-Britannique,   Bas salaire,Parkside Childcare Centre,"Port moody, BC V3H 4Z6",4214-Éducateurs et aides-éducateurs de la petite enfance,1
Colombie-Britannique,   Bas salaire,PDQ Holdings Ltd,"Radium Hot Springs, BC V0A 1M0",6211-Superviseurs des ventes - commerce de détail,1
Colombie-Britannique,   Bas salaire,Peachland Sushi,"Peachland, BC V0H 1X7",0631-Directeurs de la restauration et des services alimentaires,1
Colombie-Britannique,   Bas salaire,Pebble Studio Ltd,"Vancouver, BC V6H 1A7",5221-Photographes,2
Colombie-Britannique,   Bas salaire,Pebbles & Piaget Early Learning Kingsway Inc.,"Vancouver, BC V5R 5X4",4214-Éducateurs et aides-éducateurs de la petite enfance,1
Colombie-Britannique,   Bas salaire,Pet Pantry Pet Supplies Ltd.,"Vancouver, BC V5N 5P9",6211-Superviseurs des ventes - commerce de détail,1
Colombie-Britannique,   Bas salaire,Peter Harasymchuk Inc.,"Delta, BC V4C 1Y1",1311-Techniciens en comptabilité et teneurs de livres,1
Colombie-Britannique,   Bas salaire,PINAR ENTERPRISES LTD.,"Vancouver, BC V5L 3W9",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,PISHON ENTERPRISES LTD.,"Kimberley, BC V1A 3H5",6211-Superviseurs des ventes - commerce de détail,1
Colombie-Britannique,   Bas salaire,PNC Garnet Foods International Inc.,"Vancouver, BC V5R 5L7",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,PNY Enterprises Inc.,"Abbotsford, BC V4X 1G2",6211-Superviseurs des ventes - commerce de détail,2
Colombie-Britannique,   Bas salaire,Popular Fish House Ltd.,"Surrey, BC V3V 4C1",6311-Superviseurs des services alimentaires,1
