Province/Territory,"Program Stream","Employer ","Address ","Occupation ","Approved Positions"
"British Columbia","Low Wage","Boedl Food Ltd.","Bowen Island, BC V0N 1G0","5244-Artisans and craftspersons",1
"British Columbia","Low Wage","Boedl Food Ltd.","Bowen Island, BC V0N 1G0","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
"British Columbia","Low Wage","Bold Butchery & Grill","Victoria, BC V8W 2L1","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
"British Columbia","Low Wage","Breezy Beans Ltd","Chetwynd, BC V0C 1J0","6311-Food service supervisors",5
"British Columbia","Low Wage","Breka Downtown Bakery & Cafe","Vancouver, BC V6R 1P3","6311-Food service supervisors",1
"British Columbia","Low Wage","BrightStart Children's Academy Ltd.","Port Coquitlam, BC V3C 5Z2","4214-Early childhood educators and assistants",6
"British Columbia","Low Wage","BSP Bicycle Sports Pacific Inc.","Vancouver, BC V6Z 2K2","6211-Retail sales supervisors",1
"British Columbia","Low Wage","BUDGET FURNITURE LAND LTD","Surrey, BC V3W 6Y2","7452-Material handlers",1
"British Columbia","Low Wage","Bunkhouse Desi Junction Ltd.","Kelowna, BC V1W 4A5","6311-Food service supervisors",1
"British Columbia","Low Wage","Bunkhouse Desi Junction Ltd.","Kelowna, BC V1W 4A5",6322-Cooks,1
"British Columbia","Low Wage","Bunkhouse Desi Junction Ltd.","Kelowna, BC V1W 4A5","6513-Food and beverage servers",1
"British Columbia","Low Wage","Burns lake pub n  Tandoori grill","BURNS LAKE, BC V0J 1E0","6513-Food and beverage servers",2
"British Columbia","Low Wage","C & D HOSPITALITY INC","CRANBROOK, BC V1C 3R7","6312-Executive housekeepers",1
"British Columbia","Low Wage","Camarillo-Burnett Specialty Foods Ltd","Kelowna, BC V1Y 2A3",6322-Cooks,1
"British Columbia","Low Wage","Can-Kash Enterprises LTD.","West Vancouver, BC V7V 1A6",6332-Bakers,1
"British Columbia","Low Wage","Canyon Springs Academy Inc","Pitt Meadows, BC V3Y 1Z1","4214-Early childhood educators and assistants",1
"British Columbia","Low Wage","Captains Oven Pizza Inc","Surrey, BC V3V 0C6",6322-Cooks,1
"British Columbia","Low Wage","CARPENTER ENTERPRISES (B.C.) INC","VICTORIA, BC V9B 1H8","6311-Food service supervisors",12
"British Columbia","Low Wage","Cascade Inn Ltd","Quesnel, BC V2J 2C4","6312-Executive housekeepers",2
"British Columbia","Low Wage","CB Island Fisheries Ltd","Vancouver, BC V6G 2Z6","9463-Fish and seafood plant workers",1
"British Columbia","Low Wage","Cenfos Holdings Inc","Richmond, BC V6X 1A1","1241-Administrative assistants",1
"British Columbia","Low Wage","CHA CHA QUALITY SERVICE LTD","Surrey, BC V3T 1W7","1241-Administrative assistants",1
"British Columbia","Low Wage","Chada Thai Fine Cuisine ltd.","Coquitlam, BC V3B 6J6",6322-Cooks,1
"British Columbia","Low Wage","Chahal Mechanical Ltd.","Surrey, BC V3W 1G3","7611-Construction trades helpers and labourers",1
"British Columbia","Low Wage","Chan Mi Restaurant Ltd.","Vancouver, BC V5M 2E1",6322-Cooks,1
"British Columbia","Low Wage","CHELA TRANSPORT LTD","Surrey, BC V3W 3M8","7611-Construction trades helpers and labourers",2
"British Columbia","Low Wage","Chungdam Beauty Salon Burnaby Inc.","Burnaby, BC V3N 4R7","6341-Hairstylists and barbers",1
"British Columbia","Low Wage","Clever Quarters Inc.","Port Coquitlam, BC V3C 6M2","9532-Furniture and fixture assemblers and inspectors",1
"British Columbia","Low Wage","Cloverdale Pizza Company Ltd","Abbotsford, BC V4X 2G9",6322-Cooks,1
"British Columbia","Low Wage","Comex Food Production Inc.","North Vancouver, BC V7P 1B3",6322-Cooks,2
"British Columbia","Low Wage","Comfort Inn & Suites","Terrace, BC V8G 5S6","6313-Accommodation, travel, tourism and related services supervisors",2
"British Columbia","Low Wage","Cooper's Cove Oyster Farm ltd.","Sooke, BC V9Z 0S9","9618-Labourers in fish and seafood processing",3
"British Columbia","Low Wage","Coopertech Ltd.","Burnaby, BC V3N 4A3","7612-Other trades helpers and labourers",1
"British Columbia","Low Wage","Copper Resort Inc","Invermere, BC V0A 1K2","6312-Executive housekeepers",2
"British Columbia","Low Wage","Copper Resort Inc","Invermere, BC V0A 1K2",6321-Chefs,2
"British Columbia","Low Wage","Creme De La Crumb Bakeshop & Catering LTD.","Vancouver, BC V5L 3K6",6332-Bakers,1
"British Columbia","Low Wage","Crest Management Ltd","Prince Rupert, BC V8J 1A8","6316-Other services supervisors",1
"British Columbia","Low Wage","CT Forever Nails Ltd","White Rock, BC V4B 3E5","6562-Estheticians, electrologists and related occupations",1
"British Columbia","Low Wage","CYSP SUSHI ENTERPRISES LTD","Surrey, BC V4A 4N3","6311-Food service supervisors",1
"British Columbia","Low Wage","CYSP SUSHI ENTERPRISES LTD","Surrey, BC V4A 4N3",6322-Cooks,2
"British Columbia","Low Wage","D & N SEAFOOD LTD","Prince Rupert, BC V8J 1C8","9618-Labourers in fish and seafood processing",10
"British Columbia","Low Wage","Daebak Tavern Ltd.","Burnaby, BC V3N 1B5",6322-Cooks,1
"British Columbia","Low Wage","Daidokoro Enterprises Ltd","Port Moody, BC V3H 5B9",6322-Cooks,1
"British Columbia","Low Wage","DAKE SUSHI LTD.","Abbotsford, BC V2T 2X2",6322-Cooks,1
"British Columbia","Low Wage","DAMSO RESTAURANT LTD.","VANCOUVER, BC V6G 2L9",6322-Cooks,1
"British Columbia","Low Wage","Dasher Holdings Ltd.","Smithers, BC V0J 2N0","6311-Food service supervisors",4
"British Columbia","Low Wage","Deallight Security Ltd.","Abbotsford, BC V3G 0B2","7612-Other trades helpers and labourers",1
"British Columbia","Low Wage","Delhi 6 Indian Bistro Ltd.","Vancouver, BC V6J 4Z9",6322-Cooks,1
"British Columbia","Low Wage","Delhi 6 Indian Bistro Ltd.","Vancouver, BC V6J 4Z9","6513-Food and beverage servers",1
"British Columbia","Low Wage","Destiny Mechanicals Ltd.","Delta, BC V4C 4Z4","7611-Construction trades helpers and labourers",1
"British Columbia","Low Wage","Devgon Aluminum Railing and Gates Ltd.","Surrey, BC V3W 8J9","1241-Administrative assistants",1
"British Columbia","Low Wage","Dewett Enterprise Ltd","Victoria, BC V8R 1J8","6311-Food service supervisors",1
"British Columbia","Low Wage","Dinestcorp Holding Ltd","Richmond, BC V6X 3J9",6322-Cooks,2
"British Columbia","Low Wage","Dini Construction Ltd.","Surrey, BC V3S 8K6","7611-Construction trades helpers and labourers",1
"British Columbia","Low Wage","DIYUG INVESTMENTS INC.","FERNIE, BC V0B 1M1","6312-Executive housekeepers",1
"British Columbia","Low Wage","DJBC Holdings Ltd.","Chetwynd, BC V0C 1J0","6311-Food service supervisors",4
"British Columbia","Low Wage","DK DEVELOPMENTS LTD","Abbotsford, BC V2T 3A7","7611-Construction trades helpers and labourers",2
"British Columbia","Low Wage","Dockside Brewing Co. LTD","Vancouver, BC V6H 3R9",6322-Cooks,1
"British Columbia","Low Wage","Dolce Salani Bakery Ltd","Vancouver, BC V5L 3H8",6332-Bakers,1
"British Columbia","Low Wage","Dolphin Cleaning Services ltd","Richmond, BC V6V 1A2","6732-Specialized cleaners",1
"British Columbia","Low Wage","Dominion Masonry ltd","Burnaby, BC V5A 1V3","7294-Painters and decorators (except interior decorators)",1
"British Columbia","Low Wage","Doni's Sprayers & Power Washing Ltd.","Abbotsford, BC V2S 1X7","6732-Specialized cleaners",2
"British Columbia","Low Wage","Door Tek Construction & Renovations","Surrey, BC V3V 6W9","7441-Residential and commercial installers and servicers",1
"British Columbia","Low Wage","Doro Gelato e Caffé Ltd.","vancouver, BC V6E 1C1",6321-Chefs,1
"British Columbia","Low Wage","DOS HERMANOS MEXICAN RESTAURANT Ltd.","West Kelowna, BC V4T 1Z1",6322-Cooks,3
"British Columbia","Low Wage","Dosa Crepe Cafe","Kelowna, BC V1X 1W7",6322-Cooks,1
"British Columbia","Low Wage","Dosa Factory Restaurant Ltd.","Vancouver, BC V5V 3E3",6321-Chefs,1
"British Columbia","Low Wage","Downtown Squamish Pub Ltd","Squamish, BC V8B 0H2",6322-Cooks,3
"British Columbia","Low Wage","DR INSULATION LTD.","Surrey, BC V3W 8H4","7611-Construction trades helpers and labourers",2
"British Columbia","Low Wage","DreamKids Childcare Ltd.","COQUITLAM, BC V3E 1J7","4214-Early childhood educators and assistants",1
"British Columbia","Low Wage","Dreamland Freightway Ltd.","Surrey, BC V3Z 3S9","1241-Administrative assistants",1
"British Columbia","Low Wage","DUNNENZIES PIZZA CO. 4.0 INC.","KELOWNA, BC V1W 1X5",6322-Cooks,1
"British Columbia","Low Wage","Duzon Enterprises Ltd.","Vancouver, BC V6Z 3G7","1241-Administrative assistants",1
"British Columbia","Low Wage","E & A HOLDINGS LTD.","Victoria, BC V8X 1J8","6311-Food service supervisors",1
"British Columbia","Low Wage","EBCO Products Ltd","Duncan, BC V9L 3R5","6311-Food service supervisors",1
"British Columbia","Low Wage","EGG BOMB CAFE","Langley, BC V3A 4E6","6311-Food service supervisors",1
"British Columbia","Low Wage","EGG BOMB CAFE","Langley, BC V3A 4E6",6322-Cooks,1
"British Columbia","Low Wage","EGO Holdings Inc.","Burnaby, BC V3J 1N5","0651-Managers in customer and personal services, n.e.c.",1
"British Columbia","Low Wage","Ekjot Foods Ltd.","Surrey, BC V3R 3W7","6311-Food service supervisors",1
"British Columbia","Low Wage","Electra Fix Appliance Repair LTD","Coquitlam, BC V3K 6V2","7332-Appliance servicers and repairers",2
"British Columbia","Low Wage","Eleven 11 Ventures Inc.","North Vancouver, BC V7M 3K7",6322-Cooks,2
"British Columbia","Low Wage","Elisabeth's Chalet Restaurant Ltd.","Surrey, BC V3S 1E2",6322-Cooks,2
"British Columbia","Low Wage","Elite Exterior Designs Ltd","Surrey, BC V3V 1M2","1241-Administrative assistants",1
"British Columbia","Low Wage","Elite Exterior Designs Ltd","Surrey, BC V3V 1M2","7441-Residential and commercial installers and servicers",2
"British Columbia","Low Wage","EUN & JU SUSHI LTD.","Port Coquitlam, BC V3C 3B2",6322-Cooks,1
"British Columbia","Low Wage","Eun Sook Park Dosilak Sushi Bar","Mission, BC V2V 1A4",6322-Cooks,1
"British Columbia","Low Wage","Everest Indian & Nepaleas  Cuisine Ltd","West Kelowna, BC V4T 1Y9",6322-Cooks,2
"British Columbia","Low Wage","Ex Nihilo Vineyards Okanagan Valley Inc","Lake Country, BC V4V 1K1",6321-Chefs,1
"British Columbia","Low Wage","Exim Industrial Services Ltd","Delta, BC V4C 3B7","6211-Retail sales supervisors",1
"British Columbia","Low Wage","Factors Laboratories Ltd.","Kelowna, BC V4V 2L7","9421-Chemical plant machine operators",4
"British Columbia","Low Wage","FAST DRYWALL LTD","SURREY, BC V3W 2E7","7611-Construction trades helpers and labourers",1
"British Columbia","Low Wage","Fernie Pizza & Pasta","Fernie, BC V0B 1M0","6311-Food service supervisors",1
"British Columbia","Low Wage","Fifty Parallel Tap & Grill","Campbell River, BC V9W 1A5",6322-Cooks,1
"British Columbia","Low Wage","Fine Drywall Ltd.","Surrey, BC V3S 3C3","7611-Construction trades helpers and labourers",1
"British Columbia","Low Wage","First Choice Drywall Ltd.","Surrey, BC V3W 4J3","7611-Construction trades helpers and labourers",1
"British Columbia","Low Wage","Fix 4 Less Renovations Ltd","Surrey, BC V3S 6E7","7611-Construction trades helpers and labourers",1
"British Columbia","Low Wage","Flying Pig Holdings Ltd","Vancouver, BC V6B 2S2","6311-Food service supervisors",3
"British Columbia","Low Wage","Flying Pig Holdings Ltd","Vancouver, BC V6B 2S2",6321-Chefs,4
"British Columbia","Low Wage","Fornax Holdings Ltd","Vancouver, BC V6E 1N1",6332-Bakers,4
"British Columbia","Low Wage","Fort St John King Restaurant Co Ltd","Fort St John, BC V1J 0P2","6311-Food service supervisors",1
"British Columbia","Low Wage","Four Corner Roofing Ltd.","Surrey, BC V3W 5B6","7611-Construction trades helpers and labourers",3
"British Columbia","Low Wage","Fraser Foods Ltd","Surrey, BC V3W 1H8","9462-Industrial butchers and meat cutters, poultry preparers and related workers",2
"British Columbia","Low Wage","Fraser Montessori Daycare Inc","New Westminster, BC V3M 1Z5","1241-Administrative assistants",1
"British Columbia","Low Wage","Fusion Plus Cuisine Inc.","Vancouver, BC V6R 2B3","6311-Food service supervisors",1
"British Columbia","Low Wage","Fusion Plus Cuisine Inc.","Vancouver, BC V6R 2B3",6322-Cooks,1
"British Columbia","Low Wage","G & G Investment Ltd.","Abbotsford, BC V2T 5W3","7611-Construction trades helpers and labourers",1
"British Columbia","Low Wage","Ga Hyang Ru Restaurant Ltd.","North Vancouver, BC V7M 2H5","6311-Food service supervisors",1
"British Columbia","Low Wage","Galini Greek Kouzina and Grill Ltd.","Surrey, BC V3S 9A4",6322-Cooks,1
"British Columbia","Low Wage","GAMSA ENTERPRISES LTD.","Burnaby, BC V5H 4A5",6322-Cooks,2
"British Columbia","Low Wage","Garden City Poke Bar Ltd.","Richmond, BC V6X 0M5",6322-Cooks,1
"British Columbia","Low Wage","Garnet Store Ltd.","Fort St. John, BC V1J 2T1","6211-Retail sales supervisors",1
"British Columbia","Low Wage","Gasthaus on the Lake Ltd","Peachland, BC V0H 1X6","6311-Food service supervisors",1
"British Columbia","Low Wage","Gasthaus on the Lake Ltd","Peachland, BC V0H 1X6",6321-Chefs,1
"British Columbia","Low Wage","Gaya Holdings Ltd","Burnaby, BC V5A 2S8",6322-Cooks,1
"British Columbia","Low Wage","GBA DEMOLITION & EXCAVATING LTD.","Surrey, BC V3S 0Y8","7611-Construction trades helpers and labourers",1
"British Columbia","Low Wage","Gemini Food Services Ltd.","North Vancouver, BC V7K 2W1","6311-Food service supervisors",1
"British Columbia","Low Wage","ginzaichiban cuisine ltd","quesnel, BC V2J 4C1",6322-Cooks,1
"British Columbia","Low Wage","Glacier House Resort Ltd.","Revelstoke, BC V0E 2S0","6313-Accommodation, travel, tourism and related services supervisors",1
"British Columbia","Low Wage","Glowbal Georgia Restaurant Ltd","Vancouver, BC V6B 2A3",6322-Cooks,2
"British Columbia","Low Wage","Glowing Hearts Daycare Inc","Coquitlam, BC V3K 2G1","4214-Early childhood educators and assistants",1
"British Columbia","Low Wage","Gold Rush Pizza Inc.","PORT COQUITLAM, BC V3C 6N2","6311-Food service supervisors",1
"British Columbia","Low Wage","Gold Stop Shoes & Repair Ltd.","Vancouver, BC V6S 2C1","6343-Shoe repairers and shoemakers",1
"British Columbia","Low Wage","Golden Goose Holdings Ltd.","Whistler, BC V8E 1A6","6311-Food service supervisors",3
"British Columbia","Low Wage","Golden Star Daycare Inc","North Vancouver, BC V7L 2Z2","4214-Early childhood educators and assistants",1
"British Columbia","Low Wage","GOLDEN TRADING BC LTD.","SURREY, BC V3W 7J1",6332-Bakers,1
"British Columbia","Low Wage","Goodstar Building Maintenance Ltd","Abbotsford, BC V2S 5N6","6731-Light duty cleaners",1
"British Columbia","Low Wage","Grammas Marine Inn Ltd.","Gibsons, BC V0N 1V1","6311-Food service supervisors",2
"British Columbia","Low Wage","Grammas Marine Inn Ltd.","Gibsons, BC V0N 1V1",6322-Cooks,2
"British Columbia","Low Wage","Great Canadian Pizza Ltd.","Vancouver, BC V6B 2C9",6322-Cooks,1
"British Columbia","Low Wage","GRG Ventures Ltd","Vancouver, BC V6B 1B6",6322-Cooks,1
"British Columbia","Low Wage","GS McMillan Holdings Limited","Squamish, BC V8B 0H5","6211-Retail sales supervisors",3
"British Columbia","Low Wage","Gurbani Foods Inc","Victoria, BC V8W 1Z3",6322-Cooks,2
"British Columbia","Low Wage","GW & G Investments Inc","Port Coquitlam, BC V3B 0G9","6311-Food service supervisors",1
"British Columbia","Low Wage","H. P Roofing Ltd.","Abbotsford, BC V2S 3R2","7611-Construction trades helpers and labourers",1
"British Columbia","Low Wage","H.A.L.T. HOLDINGS LTD","Nanaimo, BC V9S 3A7","6211-Retail sales supervisors",3
"British Columbia","Low Wage","Habib Market Ltd","Surrey, BC V3T 4G1","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
"British Columbia","Low Wage","Hagensborg Supermarket LTD.","Hagensborg, BC V0T 1H0","6731-Light duty cleaners",1
"British Columbia","Low Wage","HANAMI RESTAURANTS VENTURES INC.","RICHMOND, BC V7B 0A5","6311-Food service supervisors",1
"British Columbia","Low Wage","HANAMI RESTAURANTS VENTURES INC.","RICHMOND, BC V7B 0A5",6322-Cooks,1
"British Columbia","Low Wage","Hanayuki Restaurant Inc.","Port Moody, BC V3H 4H2","6311-Food service supervisors",1
"British Columbia","Low Wage","Harbour Plaza Poke Bar Ltd","North Vancouver, BC V7J 3J7",6322-Cooks,1
"British Columbia","Low Wage","Haru fusion cuisine","Squamish, BC V8B 0H7",6322-Cooks,1
"British Columbia","Low Wage","Harvest Montessori Preschool & Daycare Ltd.","Richmond, BC V6M 1C4","4214-Early childhood educators and assistants",1
"British Columbia","Low Wage","HAYAT ELECTRICAL LTD.","Delta, BC V4C 4B8","7611-Construction trades helpers and labourers",1
"British Columbia","Low Wage","HD Foods Inc","NANAIMO, BC V9T 4T7","6311-Food service supervisors",2
"British Columbia","Low Wage","Hen Long Oriental Gifts & Food Co. Ltd.","Surrey, BC V3T 1Y1","6211-Retail sales supervisors",2
"British Columbia","Low Wage","Henil Food Inc","Surrey, BC V3S 7Y3","6311-Food service supervisors",2
"British Columbia","Low Wage","Hillcrest Bakery & Deli Ltd","WHITE ROCK, BC V4B 2K9","6421-Retail salespersons",1
"British Columbia","Low Wage","Hiraku Sushi Ltd.","Coquitlam, BC V3E 0J5","6311-Food service supervisors",1
"British Columbia","Low Wage","HK Holdings Ltd","Terrace, BC V8G 1P9",6321-Chefs,1
"British Columbia","Low Wage","Hobin Food Ltd.","Victoria, BC V8W 3M9",6322-Cooks,1
"British Columbia","Low Wage","HOMAN ROOFING LTD.","LANGLEY, BC V3A 3X7","7611-Construction trades helpers and labourers",1
"British Columbia","Low Wage","Home Trends Painting Ltd.","Surrey, BC V4N 2J4","7611-Construction trades helpers and labourers",1
"British Columbia","Low Wage","Hon's Wun-Tun House (2011) Ltd.","Vancouver, BC V6A 1C5","7445-Other repairers and servicers",1
"British Columbia","Low Wage","Hope Mountain Cafe Ltd.","Hope, BC V0X 1L0",6322-Cooks,1
"British Columbia","Low Wage","Huber Developments Ltd. Prestige Inn Golden","Golden, BC V0A 1H2","6211-Retail sales supervisors",1
"British Columbia","Low Wage","Hudson Brew Corp","Victoria, BC V8T 0C3",6321-Chefs,1
"British Columbia","Low Wage","Hudson Brew Corp","Victoria, BC V8T 0C3",6322-Cooks,2
"British Columbia","Low Wage","Hull Enterprises Ltd o/a Pizza Hut","Terrace, BC V8G 1S8","6311-Food service supervisors",1
"British Columbia","Low Wage","HY'S AMERICAN STEAKHOUSE LTD. GOTHAM STEAKHOUSE & COCKTAIL B","Vancouver, BC V6B 3K3",6322-Cooks,1
"British Columbia","Low Wage","HY'S OF CANADA LTD.","Vancouver, BC V6C 2G3",6322-Cooks,1
"British Columbia","Low Wage","I & N Janitorial Services Ltd.","Surrey, BC V3S 1E1","6733-Janitors, caretakers and building superintendents",3
"British Columbia","Low Wage","Indian Fusion Restaurant Ltd.","North Vancouver, BC V7M 2K4",6322-Cooks,1
"British Columbia","Low Wage","Indian Masala Restaurants Ltd.","Whistler, BC V8E 1B8",6322-Cooks,2
"British Columbia","Low Wage","Inter globe building supplies ltd","Surrey, BC V3W 7P8","7452-Material handlers",1
"British Columbia","Low Wage","Irene and Ian Food Inc.","VANCOUVER, BC V5Z 1A6","6311-Food service supervisors",1
"British Columbia","Low Wage","Irene and Ian Food Inc.","VANCOUVER, BC V5Z 1A6",6322-Cooks,1
"British Columbia","Low Wage","IRENES BAKERY LTD","VICTORIA, BC V8Z 4E2",6332-Bakers,1
"British Columbia","Low Wage","Island Burgers Inc","Vernon, BC V1T 5C6","6311-Food service supervisors",5
"British Columbia","Low Wage","ISTANBUL CUISINE LTD.","Burnaby, BC V5E 1G5",6322-Cooks,1
"British Columbia","Low Wage","J & S Insulation and Rebar Ltd","Surrey, BC V3W 6V3","7611-Construction trades helpers and labourers",2
"British Columbia","Low Wage","J & Y Sohn Enterprises Ltd.","Port Alberni, BC V9Y 8P2",6321-Chefs,1
"British Columbia","Low Wage","J.M.T Enterprises Inc.","Surrey, BC V3W 4E7","7612-Other trades helpers and labourers",1
"British Columbia","Low Wage","J.SUN FOOD CORPORATION","Surrey, BC V3S 6K7",6322-Cooks,1
"British Columbia","Low Wage","Jambo Grill and Goodmorning Paan Ltd","Vancouver, BC V5R 5K3",6322-Cooks,1
"British Columbia","Low Wage","Jaskiran Pizza Place Ltd.","Surrey, BC V3S 1E9",6322-Cooks,1
"British Columbia","Low Wage","Jass Rai Construction Ltd","SURREY, BC V3S 4R5","7611-Construction trades helpers and labourers",1
"British Columbia","Low Wage","Jay & Jen Foods Ltd.","Abbotsford, BC V2T 0H5",6322-Cooks,1
"British Columbia","Low Wage","JB Cafe Sweets & Beans Ltd.","Burnaby, BC V5H 2E8",6322-Cooks,1
"British Columbia","Low Wage","Jeet Framing & Construction Ltd.","Kelowna, BC V1X 6B6","7611-Construction trades helpers and labourers",1
"British Columbia","Low Wage","JEJUDO SEAFOOD INC","Burnaby, BC V3N 4R7",6322-Cooks,1
"British Columbia","Low Wage","Jetra Foods Inc.","Vancouver, BC V6E 1N1","6311-Food service supervisors",1
"British Columbia","Low Wage","JHL Contractors Ltd","Surrey, BC V3Z 0L2","1241-Administrative assistants",1
"British Columbia","Low Wage","JK 3 ENTERPRISES LTD","coquitlam, BC V3K 3V8","6311-Food service supervisors",1
"British Columbia","Low Wage","JK FAMCO INC.","Victoria, BC V8W 1J8","6341-Hairstylists and barbers",1
"British Columbia","Low Wage","JNK Enterprises Ltd.","Victoria, BC V8T 2A1","6311-Food service supervisors",1
"British Columbia","Low Wage","Joe Fortes Seafood & Chop House Ltd.","Vancouver, BC V6E 3V5",6322-Cooks,10
"British Columbia","Low Wage","John 3:16 Malaysian Delights Ltd","Richmond, BC V6Y 2C4",6322-Cooks,1
"British Columbia","Low Wage","Jolly Coachman Pub Company LTD","Pitt Meadows, BC V3Y 2B6","6211-Retail sales supervisors",1
"British Columbia","Low Wage","Jordan Sushi Ltd.","North Vancouver, BC V7M 2J3",6322-Cooks,1
"British Columbia","Low Wage","Judge trucking and imports inc","Surrey, BC V3R 1P2","1241-Administrative assistants",1
"British Columbia","Low Wage","Junction Bottle Depot Ltd.","Ladysmith, BC V9G 1A3","0651-Managers in customer and personal services, n.e.c.",1
"British Columbia","Low Wage","Junior Framing Ltd.","Surrey, BC V3W 0K2","7611-Construction trades helpers and labourers",2
"British Columbia","Low Wage","K RAWLINGS HOLDING INC","NORTH VANCOUVER, BC V7L 3V9",6322-Cooks,1
"British Columbia","Low Wage","K Sisters Salon Ltd","Chilliwack, BC V2P 4C5","6341-Hairstylists and barbers",1
"British Columbia","Low Wage","K&R Poultry Ltd","Abbotsford, BC V2T 6K6","9462-Industrial butchers and meat cutters, poultry preparers and related workers",1
"British Columbia","Low Wage","K&R Poultry Ltd","Abbotsford, BC V2T 6K6","9617-Labourers in food, beverage and associated products processing",4
"British Columbia","Low Wage","K.L.C. ENTERPRISES LTD.","Vancouver, BC V6H 1G7",6322-Cooks,1
"British Columbia","Low Wage","Kalvin's Restaurant Ltd","Vancouver, BC V5P 3V4",6322-Cooks,1
"British Columbia","Low Wage","Kim Hoang Restaurant (2017) Ltd.","Surrey, BC V3R 4G8",6322-Cooks,2
"British Columbia","Low Wage","Kingmik Sled Dog  Tours Ltd","Logan Lake, BC V0K 1W0","6313-Accommodation, travel, tourism and related services supervisors",1
"British Columbia","Low Wage","Kitimat Subs Ltd","Kitimat, BC V8C 2G3","6311-Food service supervisors",2
"British Columbia","Low Wage","Kizuna Enterprises Ltd.","Penticton, BC V2A 6G4",6322-Cooks,1
"British Columbia","Low Wage","KJH Langley sushimori Restaurant Ltd","Langley, BC V2Y 1A5",6322-Cooks,1
"British Columbia","Low Wage","Knowledge HVAC & Refrigeration Ltd.","Surrey, BC V3T 5X8","7612-Other trades helpers and labourers",1
"British Columbia","Low Wage","Koreana Enterprises Ltd.","Burnaby, BC V5J 1E9","6341-Hairstylists and barbers",1
"British Columbia","Low Wage","Kosoo Restaurant Ltd.","Vancouver, BC V6G 2G5",6322-Cooks,1
"British Columbia","Low Wage","Krawchuk Enterprises Inc.","Nanaimo, BC V8T 1M4","0631-Restaurant and food service managers",4
"British Columbia","Low Wage","Krawchuk Enterprises Inc.","Nanaimo, BC V8T 1M4","6311-Food service supervisors",2
"British Columbia","Low Wage","Krishmohan Holdings Ltd","Victoria, BC V8W 3M9","6311-Food service supervisors",1
"British Columbia","Low Wage","KSP Shahi Catering & Sweets LTD","Surrey, BC V3W 0K8","6513-Food and beverage servers",1
"British Columbia","Low Wage","Kuddles Early Infant Stimulation Centre Ltd.","West Vancouver, BC V7S 1H3","4214-Early childhood educators and assistants",2
"British Columbia","Low Wage","L & K Creative Innovation Ltd","Vancouver, BC V5T 1R9","6311-Food service supervisors",1
"British Columbia","Low Wage","Laksh Landscaping Ltd","Abbotsford, BC V2T 4E1","8612-Landscaping and grounds maintenance labourers",2
"British Columbia","Low Wage","Laserfit Laser Tag & Climbing Centre Ltd.","North Vancouver, BC V7H 0A2","6211-Retail sales supervisors",1
"British Columbia","Low Wage","Lazzez's Grill Ltd.","Coquitlam, BC V3B 1B9",6322-Cooks,1
"British Columbia","Low Wage","LC-Hai Xia Enterprises Ltd.","Surrey, BC V4P 1C4",6322-Cooks,1
"British Columbia","Low Wage","Lee & Seo Holdings Ltd.","Surrey, BC V3W 1P6",6322-Cooks,1
"British Columbia","Low Wage","Lee’s Korean Food Restaurant Ltd.","Coquitlam, BC V3K 3V9",6322-Cooks,1
"British Columbia","Low Wage","LHJH holdings LTD.","Nanaimo, BC V9T 6M8","6311-Food service supervisors",1
"British Columbia","Low Wage","Linked Investment Ltd.","Vancouver, BC V6K 3Y2",6322-Cooks,1
"British Columbia","Low Wage","Little Hands Child Care Inc.","Victoria, BC V8W 4A2","4214-Early childhood educators and assistants",1
"British Columbia","Low Wage","Little Koala Montessori Child Care LTD.","Richmond, BC V6Y 1K9","4214-Early childhood educators and assistants",2
"British Columbia","Low Wage","Little Munchkin Daycare Ltd.","Vancouver, BC V6P 1L1","4214-Early childhood educators and assistants",1
"British Columbia","Low Wage","LOUGHEED RETURN-IT DEPOT INC.","Coquitlam, BC V3K 6N5","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
"British Columbia","Low Wage","Lucete Beauty Inc.","Burnaby, BC V5C 0A4","6316-Other services supervisors",1
"British Columbia","Low Wage","Lucky Bhamra Holding Inc.","Cranbrook, BC V1C 3S7",6322-Cooks,1
"British Columbia","Low Wage","Luxor Hair Salon Ltd","Vancouver, BC V6M 1Z6","6341-Hairstylists and barbers",1
"British Columbia","Low Wage","M & S Sushi Ltd.","Kamloops, BC V2C 3Z7",6322-Cooks,1
"British Columbia","Low Wage","M&E Custom Kitchen and Millwork Ltd.","DELTA, BC V3M 5P8",7272-Cabinetmakers,3
"British Columbia","Low Wage","M.J.C. Enterprises Ltd.","Victoria, BC V8T 5E4","6311-Food service supervisors",1
"British Columbia","Low Wage","Maharaja Catering Ltd.","Surrey, BC V3W 1R1",6322-Cooks,1
"British Columbia","Low Wage","Main Bodega Inc.","Vancouver, BC V6A 2W1",6322-Cooks,1
"British Columbia","Low Wage","Main Stucco Ltd.","Vancouver, BC V5X 2C5","7611-Construction trades helpers and labourers",2
"British Columbia","Low Wage","Malerkotla Enterprises Inc","north vancouver, BC V7P 1T5","6563-Pet groomers and animal care workers",1
