Province/Territoire,Volet du programme,Employeur,Adresse,Profession ,Postes Approuvés 
Colombie-Britannique,   Bas salaire,OK TOUR COMPANY LTD,"Burnaby, V3J1N3","6313-Superviseurs des services d'hébergement, de voyages, de tourisme et des services connexes",1
Colombie-Britannique,   Bas salaire,Okanagan Hospitality LTD,"Vernon, V1T7G7",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Olive Branch Childcare Ltd.,"West Vancouver, V7S1N5",4214-Éducateurs et aides-éducateurs de la petite enfance,1
Colombie-Britannique,   Bas salaire,One Two Buckle My Shoe Childcare Inc.,"Surrey, V3S2V7",4214-Éducateurs et aides-éducateurs de la petite enfance,1
Colombie-Britannique,   Bas salaire,One Whistler Village Partners Company,"Whistler, V0N1B4",6731-Préposés à l'entretien ménager et au nettoyage - travaux légers,6
Colombie-Britannique,   Bas salaire,Ono's Sushi Ltd.,"Abbotsford, V2T0C5",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Ono's Sushi Ltd.,"Abbotsford, V2T0C5","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
Colombie-Britannique,   Bas salaire,Onsem Food Ltd.,"Campbell River, V9W2C5",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,onyx steakhouse restaurant ltd,"white rock, V4B3Y8",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,onyx steakhouse restaurant ltd,"white rock, V4B3Y8",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Opa Sushi Limited,"Prince Rupert, V8J1A5",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Opa Sushi Limited,"Prince Rupert, V8J1A5",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,osaka sushi,"Courtenay, V9N7R6",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,PACIFIC HOSPITALITY INC.,"SURREY, V3R1J7",6315-Surveillants des services de nettoyage,1
Colombie-Britannique,   Bas salaire,Pacific Sands Resorts (2007) Ltd.,"Tofino, V0R2Z0",6731-Préposés à l'entretien ménager et au nettoyage - travaux légers,1
Colombie-Britannique,   Bas salaire,PADDA ENTERPRISES LTD DBA GATEWAY PIZZA,"Surrey - BC, V3W1E6","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",2
Colombie-Britannique,   Bas salaire,PAMOLA BAKERY & DELI INC,"NEW WESTMINISTER, V3M6B9",6211-Superviseurs des ventes - commerce de détail,1
Colombie-Britannique,   Bas salaire,Park Place Daycare Ltd.,"North Vancouver, V7J1J3",4214-Éducateurs et aides-éducateurs de la petite enfance,4
Colombie-Britannique,   Bas salaire,Patsara Thai Restaurant Ltd.,"New Westminster, V3L1C4",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,PBR Enterprises Ltd.,"Fort St. John, V1J5T5",6311-Superviseurs des services alimentaires,4
Colombie-Britannique,   Bas salaire,PDQ Holdings Ltd,"Radium Hot Springs, V0A1M0",6211-Superviseurs des ventes - commerce de détail,1
Colombie-Britannique,   Bas salaire,Petunia Investments Ltd.,"Cache Creek, V0K1H0",6315-Surveillants des services de nettoyage,1
Colombie-Britannique,   Bas salaire,Pho Tan Vietnamese Restaurant,"Vancouver, V5V3R5",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Pholicious Restaurant,"Vancouver, V6B1L6",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Pieter Ciere Enterprises Inc.,"Surrey, V3W5A8",6211-Superviseurs des ventes - commerce de détail,5
Colombie-Britannique,   Bas salaire,Pizza Al Forno Inc.,"Victoria, V8T2W4",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Planet India Restaurant,"SURREY, V3W9Z1",6322-Cuisiniers,2
Colombie-Britannique,   Bas salaire,Plaza Ventures Ltd.,"Vernon, V1T9H6",6311-Superviseurs des services alimentaires,3
Colombie-Britannique,   Bas salaire,Portofino Bakery Ltd,"Victoria, V8M1Z9",6332-Boulangers-pâtissiers,1
Colombie-Britannique,   Bas salaire,Potter's Garden Korean Restaurant Ltd,"Burnaby, V5H2G3",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,PPMC GILL LTD.,"ABBOTSFORD, V2S4L5",1311-Techniciens en comptabilité et teneurs de livres,1
Colombie-Britannique,   Bas salaire,Premier Montessori Academy Ltd.,"Richmond, V6X1S1",4214-Éducateurs et aides-éducateurs de la petite enfance,4
Colombie-Britannique,   Bas salaire,Price Pride Marketing Inc.,"Surrey, V3R7A2",6211-Superviseurs des ventes - commerce de détail,1
Colombie-Britannique,   Bas salaire,Promontory Hummingbird Child Care Centre Inc.,"CHILLIWACK, V2R5W8",4214-Éducateurs et aides-éducateurs de la petite enfance,1
Colombie-Britannique,   Bas salaire,PS Restaurants inc.,"Port Coquitlam, V3C3Y9",0631-Directeurs de la restauration et des services alimentaires,1
Colombie-Britannique,   Bas salaire,PSI Sushi & Roll LTD.,"Surrey, V3T2W6",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,PUNJE SPICE RESTAURANT LTD.,"White Rock, V4B4A5",6322-Cuisiniers,2
Colombie-Britannique,   Bas salaire,Q.E. park Restaurant Inc.,"Vancouver, V5Y2M5",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Q's Restaurant Ltd,"Golden, V0A1H1",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Quark Consulting Group Ltd.,"Maple Ridge, V2X3K2",6211-Superviseurs des ventes - commerce de détail,1
Colombie-Britannique,   Bas salaire,R&C Asian Cuisine Ltd.,"Chilliwack, V2R0M5","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
Colombie-Britannique,   Bas salaire,R. Chopra & Associates Inc.,"Surrey, V3W3A6",1311-Techniciens en comptabilité et teneurs de livres,1
Colombie-Britannique,   Bas salaire,R.F. Hauser Shows Ltd.,"Chilliwack, V2R3Z9",6316-Surveillants des autres services,2
Colombie-Britannique,   Bas salaire,RAI & SANDHU INC. dba MAX'S BAKERY & DELI,"VANCOUVER, V6H2L2",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,RENAISSANCE JUICES LTD,"Burnaby, V5A1S6","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
Colombie-Britannique,   Bas salaire,Repko Fine Foods Ltd.,"Delta, V3M6W1",6513-Serveurs d'aliments et de boissons,1
Colombie-Britannique,   Bas salaire,Reynolds Ventures Ltd,"Lillooet, V0K1V0",6731-Préposés à l'entretien ménager et au nettoyage - travaux légers,1
Colombie-Britannique,   Bas salaire,Richvan Pavers Ltd.,"Surrey, V3W7K3",8612-Manoeuvres en aménagement paysager et en entretien des terrains,2
Colombie-Britannique,   Bas salaire,Rising Star Learning (Cambie) Ltd.,"Vancouver, V5X4V1",4214-Éducateurs et aides-éducateurs de la petite enfance,4
Colombie-Britannique,   Bas salaire,RMB Enterprises Ltd.,"Richmond, V7A4E7",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,RMJ Holdings Ltd.,"aldergrove, V4W3P8",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,RNC Enterprises Inc.,"Langley, V3A7T1",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Robson Education Group Inc.,"Vancouver, V6E2R1",1241-Adjoints administratifs,1
Colombie-Britannique,   Bas salaire,Rocky Mountain Restaurants Inc. o/a Tim Hortons,"North Vancouver, V7N2K3",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Romanos Pizza LTD.,"VANCOUVER, V6Z1L3",6332-Boulangers-pâtissiers,1
Colombie-Britannique,   Bas salaire,Romeo's Restaurant,"Victoria, V8T2C5",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,RON-EDUCATION LTD.,"Pitt Meadows, V3Y2W1",4214-Éducateurs et aides-éducateurs de la petite enfance,1
Colombie-Britannique,   Bas salaire,Rosha Hair Design Ltd.,"VANCOUVER, V6S2B8",6341-Coiffeurs et barbiers,2
Colombie-Britannique,   Bas salaire,Route 5 Coffee Inc,"Clearwater, V0E1N0",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Route 5 Coffee Inc,"Clearwater, V0E1N1",6332-Boulangers-pâtissiers,1
Colombie-Britannique,   Bas salaire,Royal Spice Indian Cuisine Ltd.,"Victoria, V8X5H9",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Royal Zayka Cuisine of India Ltd.,"CHILLIWACK, V2R0J2",6322-Cuisiniers,2
Colombie-Britannique,   Bas salaire,Roys Indian Restaurant Ltd.,"Delta, V4L2A2",6322-Cuisiniers,2
Colombie-Britannique,   Bas salaire,Russell Farms market And garden centre Ltd,"Chemainus, V0R1K4",6211-Superviseurs des ventes - commerce de détail,2
Colombie-Britannique,   Bas salaire,RV DRYWALL LTD,"Surrey, V3S4P7",7611-Aides de soutien des métiers et manoeuvres en construction,3
Colombie-Britannique,   Bas salaire,Ryan food service ltd,"Vancouver, V5R4H1","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",2
Colombie-Britannique,   Bas salaire,Ryo wellness clinic Ltd.,"Coquitlam, V3K3V8",1241-Adjoints administratifs,1
Colombie-Britannique,   Bas salaire,S E A R Enterprise Ltd.,"Vancouver, V6G2L6",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,S&H SUSHI BOX FOOD LTD,"Abbotsford, V2S8A3",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,S&L Kitchen and Bar Holdings (Abbotsford) Ltd.,"Surrey, V4N0V7",6322-Cuisiniers,2
Colombie-Britannique,   Bas salaire,S&L Kitchen and Bar Holdings (South Surrey) Ltd.,"Surrey, V4N0V7",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,S-8088 Holdings Ltd,"Richmond, V6X2B1",6732-Nettoyeurs spécialisés,1
Colombie-Britannique,   Bas salaire,Sabhai Thai Restaurant (Langford) Ltd.,"VICTORIA, V9B5A4",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Saginaw Enterprises Ltd.,"Surrey, V3Z3W6",6332-Boulangers-pâtissiers,1
Colombie-Britannique,   Bas salaire,Sakoon Indian Cuisine Ltd.,"Hope, V0X1L0",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Salathai Thai Restaurant (On Burrard) Ltd.,"Vancouver, V6Z1X9",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Salon de Jubilee Hair Ltd.,"Coquitlam, V3B0J5",6341-Coiffeurs et barbiers,1
Colombie-Britannique,   Bas salaire,Salon JK Hair Ltd.,"VANCOUVER, V6E1V8",6341-Coiffeurs et barbiers,2
Colombie-Britannique,   Bas salaire,Saltwater Foods Inc,"Vancouver, V6E4J6",6322-Cuisiniers,3
Colombie-Britannique,   Bas salaire,Sam Jin Enterprises Ltd,"Coquitlam, V3K3T4",1241-Adjoints administratifs,1
Colombie-Britannique,   Bas salaire,Samtal Wedding And Photography Ltd.,"Vancouver, V5V3M6",1311-Techniciens en comptabilité et teneurs de livres,1
Colombie-Britannique,   Bas salaire,Sanantone Hotel Ltd,"Abbotsford, V2S3S1",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Sandhar Trucking Ltd.,"Richmond, V6Y2V5",1241-Adjoints administratifs,1
Colombie-Britannique,   Bas salaire,Sandong Restaurant Ltd.,"Coquitlam, V3K3V8",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Sandong Restaurant Ltd.,"Coquitlam, V3K3V8",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Santo & Son's Service Solutions Inc.,"Tofino, V0R2Z0",6315-Surveillants des services de nettoyage,1
Colombie-Britannique,   Bas salaire,Sarvaasha Foods Ltd.,"Surrey, V3V4B9",6322-Cuisiniers,2
Colombie-Britannique,   Bas salaire,Sashimi Sushi,"Coquitlam, V3B5R5",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,SATISH ACCOUNTING SERVICES INC,"Surrey, V3W3A8",1311-Techniciens en comptabilité et teneurs de livres,3
Colombie-Britannique,   Bas salaire,SAUJANI ENTERPRISES Inc,"GOLDEN, V0A1H0",6311-Superviseurs des services alimentaires,5
Colombie-Britannique,   Bas salaire,Sciue' Pender Holdings Inc,"Vanvouver, V6C2V6",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,SE HAIR SALON LTD.,"Coquitlam, V3B8A9",6341-Coiffeurs et barbiers,1
Colombie-Britannique,   Bas salaire,Seaborn Enterprises Ltd,"Vancouver, V5X2X5",9463-Ouvriers dans les usines de transformation du poisson et de fruits de mer,1
Colombie-Britannique,   Bas salaire,Seasons Catering Ltd,"Vancouver, V5Y1C8",6322-Cuisiniers,2
Colombie-Britannique,   Bas salaire,Sechelt Saffron Restaurant Ltd.,"Sechelt, V0N3A0",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Securiplus Services Ltd,"Surrey, V3W4E8",1241-Adjoints administratifs,1
Colombie-Britannique,   Bas salaire,Seiken School of Martial Arts,"Surrey, V3S2G2","5254-Animateurs et responsables de programmes de sports, de loisirs et de conditionnement physique",2
Colombie-Britannique,   Bas salaire,Sejin 1975 Enterprises Ltd.,"West Vancouver, V7T2W4",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Select Pizza,"Surrey, V3W2P2",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Select Pizza,"Surrey, V3W2P2","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",2
Colombie-Britannique,   Bas salaire,Selkirk Cafe Ltd.,"Victoria, V8T5K2",0631-Directeurs de la restauration et des services alimentaires,1
Colombie-Britannique,   Bas salaire,Seoin Enterprises Ltd,"Vancouver, V5R5L6",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Seoul Bros. Holdings Inc.,"Richmond, V6X3Z9",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Seto Sushi Food Inc.,"Nanaimo, V9T5K7",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Shamin Enterprises Ltd.,"Kamloops, V2C3Z6",0631-Directeurs de la restauration et des services alimentaires,1
Colombie-Britannique,   Bas salaire,Shelbourne Sandwiches Ltd,"Victoria, V8P5N4",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Sherwood Industries Ltd.,"Victoria, V8M2A3","9537-Monteurs, finisseurs et contrôleurs de produits divers",5
Colombie-Britannique,   Bas salaire,SHIKI SUSHI LTD,"VICTORIA, V8W2H7",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Shinobi Sushi,"Maple Ridge, V2X6B1",6321-Chefs,1
Colombie-Britannique,   Bas salaire,Sikander Hairstyling Inc.,"Vancouver, V5X3T6",6341-Coiffeurs et barbiers,2
Colombie-Britannique,   Bas salaire,Simply Fun Childcare Centers Inc.,"Victoria, V8T3V7",4214-Éducateurs et aides-éducateurs de la petite enfance,1
Colombie-Britannique,   Bas salaire,Singletrack Sushi Inc.,"Whistler, V0N1B7",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Siyanda Barbershop Ltd.,"Vernon, V1T9V2",6341-Coiffeurs et barbiers,4
Colombie-Britannique,   Bas salaire,SIZZLING TANDOOR RESTAURANT LTD,"VICTORIA, V8Z0B9",0631-Directeurs de la restauration et des services alimentaires,2
Colombie-Britannique,   Bas salaire,SIZZLING TANDOOR RESTAURANT LTD,"VICTORIA, V8Z0B9",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,SKY ENTERPRISE INC.,"Abbotsford, V2T5P1","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
Colombie-Britannique,   Bas salaire,Sky Nails Spa,"Surrey, V3S9A5","6562-Esthéticiens, électrolystes et personnel assimilé",1
Colombie-Britannique,   Bas salaire,"Skyway Brands Ventures, INC.","richmond, V7B1Y7",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Skyway Brands YVR Inc.,"RICHMOND, V7B0A5",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,skyyj construction ltd,"surrey, V3R8V1",7611-Aides de soutien des métiers et manoeuvres en construction,2
Colombie-Britannique,   Bas salaire,SMHRAJ Enterprises Inc.,"Abbotsford, V2T6H5",1241-Adjoints administratifs,1
Colombie-Britannique,   Bas salaire,sna pizza ltd,"vancouver, V6B2E5",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Snowggle Distribution Group Inc.,"vancouver, V6C0C3",6211-Superviseurs des ventes - commerce de détail,1
Colombie-Britannique,   Bas salaire,Sohan Enterprises,"Saanichton, V8M2A6",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Sonu Hair Cut Ltd.,"Delta, V4C6R8",6341-Coiffeurs et barbiers,1
Colombie-Britannique,   Bas salaire,SOO Management Inc.,"Vancouver, V5L4R7",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Sopra Sotto Pizza Ltd.,"Vancouver, V5L3Y2",6322-Cuisiniers,2
Colombie-Britannique,   Bas salaire,SP Cafe Corp.,"Vancouver, V6H1B8",6311-Superviseurs des services alimentaires,2
Colombie-Britannique,   Bas salaire,SPEAKEASY ENTERPRISES LTD.,"VANCOUVER, V6Z1L3",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,SPY CASTLE FOOD SERVICES LTD.,"Surrey, V4N3R9",6513-Serveurs d'aliments et de boissons,2
Colombie-Britannique,   Bas salaire,Squamish sushi inc,"Squamish, V8B0G2",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,STACCATO FASHION INC.,"Vancouver, V6J1G5",1241-Adjoints administratifs,1
Colombie-Britannique,   Bas salaire,Stage 49 Ltd.,"BURNABY, V5A2X2","6742-Autre personnel de soutien en service, n.c.a.",1
Colombie-Britannique,   Bas salaire,Stajduhar holdings ltd,"kelowna, V1V1M6",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Stanley's sports bar and grill,"Richmond, V6W1B1",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Star Chef K Inc.,"Delta, V4E3G3",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Steamworks Restaurant Co,"Vancouver, V6B1G1",6322-Cuisiniers,3
Colombie-Britannique,   Bas salaire,Steve's Poke Bar,"Surrey, V3Z9N6",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Steve's Poke Bar,"Surrey, V3Z9N6","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",2
Colombie-Britannique,   Bas salaire,Steveston's Arts Connection LTD,"Richmond, V7E2G3",4214-Éducateurs et aides-éducateurs de la petite enfance,1
Colombie-Britannique,   Bas salaire,Stitch Town Alterations Ltd.,"Coquitlam, V3B5R5","6342-Tailleurs, couturiers, fourreurs et modistes",1
Colombie-Britannique,   Bas salaire,Strathcona Hotel of Victoria Ltd.,"Victoria, V8W2C2",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,SU&YOUNG FOODS LTD,"Burnaby, V5C0B8",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Sue Ah Enterprises Ltd.,"Vancouver, V5T1W5",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Suen Consulting Inc.,"Coquitlam, V3E0J5",4214-Éducateurs et aides-éducateurs de la petite enfance,1
Colombie-Britannique,   Bas salaire,Sultan Sweet Shop and Restaurant Ltd,"Vancouver, V5X3T5",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Sultan Sweet Shop and Restaurant Ltd.,"Vancouver, V5X3T5","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
Colombie-Britannique,   Bas salaire,Sunny Town Learn & Play Child Care Centre,"DELTA, V4M3B6",4214-Éducateurs et aides-éducateurs de la petite enfance,1
Colombie-Britannique,   Bas salaire,Sunrise Poultry Processors Ltd.,"Surrey, V3W1C9","9617-Manoeuvres dans la transformation des aliments, des boissons et des produits connexes",40
Colombie-Britannique,   Bas salaire,Sunshine Children's Centre,"Surrey, V3T2G2",4214-Éducateurs et aides-éducateurs de la petite enfance,1
Colombie-Britannique,   Bas salaire,SUNSHINE GAS STATION INC,"Sechelt, V0N3A0",6211-Superviseurs des ventes - commerce de détail,1
Colombie-Britannique,   Bas salaire,SUPIA ENTERPRISES LTD.,"Coquitlam, V3N4R7",6332-Boulangers-pâtissiers,1
Colombie-Britannique,   Bas salaire,Surecare Cleaning Services Ltd.,"New Westminster, V3M4K6",6315-Surveillants des services de nettoyage,1
Colombie-Britannique,   Bas salaire,surrey powder coating ltd,"Surrey, V3R7S2",7452-Manutentionnaires,1
Colombie-Britannique,   Bas salaire,Sushi Aria Richmond Ltd.,"Richmond, V6Y1K3",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Sushi Heaven Japanese Restaurant Ltd.,"Fort St. John, V1J1S3",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Sushi Heaven Japanese Restaurant Ltd.,"Fort St. John, V1J1S3",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Sushi Mura Entertainment,"Vancouver, V6M2W7",6322-Cuisiniers,3
Colombie-Britannique,   Bas salaire,Sushi Nara,"Abbotsford, V3G0C1",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Sushi ocean dream Japanese restaurant,"Grand Forks, V0H1H2",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Sushi Story Ltd.,"Victoria, V9A5S8",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Sushi Story Ltd.,"Victoria, V9A5S8",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Sushi To Go Whistler,"Whistler, V0N1B4",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Sushi Topia,"Surrey, V3X3K1",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Sushi Town Restaurant (North Van) Ltd.,"North Vancouver, V7P1T3",6322-Cuisiniers,2
Colombie-Britannique,   Bas salaire,Sushi Town Restaurant(Coquitlam) Ltd.,"Coquitlam, V3B1C2",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,SUSHIRYU JAPANESE  RESTAURANT,"Nanaimo, V9V1K8",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Sushiwood Food Ltd.,"Fernie, V0B1M0",6322-Cuisiniers,2
Colombie-Britannique,   Bas salaire,Sushiyama Restaurant Ltd.,"Vancouver, V5T1W5",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Sutha Holdings Ltd.,"Terrace, V8G1N8",6312-Gouvernants principaux,1
Colombie-Britannique,   Bas salaire,Sutha Holdings Ltd.,"Terrace, V8G1N8","6313-Superviseurs des services d'hébergement, de voyages, de tourisme et des services connexes",1
Colombie-Britannique,   Bas salaire,Swatch Restaurants Ltd.,"Chilliwack, V2R4G9","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
Colombie-Britannique,   Bas salaire,Sweet Obession Cakes & Pastries Ltd.,"VANCOUVER, V6T0B4",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,SYNERGY WEST HOLDINGS INC.,"COMOX, V9M0A2",6211-Superviseurs des ventes - commerce de détail,1
Colombie-Britannique,   Bas salaire,T K Tripple Enterprises Ltd,"Vancouver, V5W2Z9",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,T K Tripple Enterprises Ltd,"Vancouver, V5W2Z9","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",2
Colombie-Britannique,   Bas salaire,T.R. Sanford Enterprises Ltd.,"Richmond, V7A5J5",6211-Superviseurs des ventes - commerce de détail,3
Colombie-Britannique,   Bas salaire,T.R. Sanford Enterprises Ltd.,"Richmond, V7A5J5",7535-Autres préposés à la pose et à l'entretien des pièces mécaniques d'automobiles,1
Colombie-Britannique,   Bas salaire,TA BOM KOREAN CUISINE LTD,"Coquitlam, V3K3P3",6322-Cuisiniers,2
Colombie-Britannique,   Bas salaire,Tahaca Enterprises Ltd,"Kimberley, V1A2C5",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Tai Fang Noodle Ltd,"Burnaby, V5E1B6","9617-Manoeuvres dans la transformation des aliments, des boissons et des produits connexes",2
Colombie-Britannique,   Bas salaire,Takahashi Syouten Cafe Ltd.,"Vancouver, V6P3E7",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,TAKE R ENTERPRISE INC.,"Vancouver, V6B1A6",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Taman Sari Royal Heritage Canada Inc.,"Whistler, V0N1B4",6564-Autre personnel de services personnalisés,3
Colombie-Britannique,   Bas salaire,Tandoori Palace Restaurant Ltd.,"Vancouver, V5L3X8","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
Colombie-Britannique,   Bas salaire,TANG MARU KOREAN RESTAURANT,"Port Moody, V3H2C1",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Tao Coffee Corp,"Vancouver, V6B1A6",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Tap & Barrel Restaurant (Coal Harbour) Ltd.,"vancouver, V6C0C3","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
Colombie-Britannique,   Bas salaire,TargetCleanPlus LTD.,"PORT COQUITLAM, V3C3L7",6732-Nettoyeurs spécialisés,1
Colombie-Britannique,   Bas salaire,Tasty Sweets and Restaurant Ltd,"Delta, V4C6R1",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Tasty Sweets and Restaurant Ltd,"Delta, V4C6R1",6513-Serveurs d'aliments et de boissons,3
Colombie-Britannique,   Bas salaire,Tasty Tandoori Grill Restaurant Ltd.,"Vanderhoof, V0J3A0",6322-Cuisiniers,2
Colombie-Britannique,   Bas salaire,Tasty Tandoori Grill Restaurant Ltd.,"Vanderhoof, V0J3A0",6513-Serveurs d'aliments et de boissons,1
Colombie-Britannique,   Bas salaire,Tayhay Enterprises Ltd o/a Tim Hortons,"Victoria, V8X4H3",6311-Superviseurs des services alimentaires,9
Colombie-Britannique,   Bas salaire,TAYMAC ENTERPRISES INC,"VICTORIA, V9B3R5",6311-Superviseurs des services alimentaires,2
Colombie-Britannique,   Bas salaire,TED & REYNA ENTERPRISES LTD,"Harrison Hot Springs, V0M1K0",6322-Cuisiniers,2
Colombie-Britannique,   Bas salaire,Thai Hang 2 Vietnamese Restaurant Ltd.,"Vancouver, V5N2S9","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
Colombie-Britannique,   Bas salaire,The Experts Barbers and Grooming Services for Men Ltd,"Fort St. John, V1J5Z2",6341-Coiffeurs et barbiers,1
Colombie-Britannique,   Bas salaire,THE GOLDEN DRAGON RESTAURANT LTD.,"Port Alberni, V9Y5L6",6321-Chefs,1
Colombie-Britannique,   Bas salaire,The Hoke Poke Ltd.,"Vancouver, V6J1M3",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,The Kitchen & Commons Restaurant Ltd,"Victoria, V8W1A4",6322-Cuisiniers,6
Colombie-Britannique,   Bas salaire,The Royal King Palace & Convention Centre Ltd,"Surrey, V3W1R1",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,The Snug Cafe Limited.,"BOWEN ISLAND, V0N1G0",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,The Vancouver Club,"VANCOUVER, V6C1C6",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,The Vancouver Club,"VANCOUVER, V6C1C6",6322-Cuisiniers,1
