Province/Territory,"Program Stream","Employer ",Address,Occupation,"Approved Positions"
"British Columbia","   Low Wage","NORTH ROAD TRADING LTD.","Richmond, BC V6X 4C4",6322-Cooks,1
"British Columbia","   Low Wage","Northern Properties Apartments Ltd.","Chetwynd, BC V0C 1J0","6731-Light duty cleaners",1
"British Columbia","   Low Wage","Northern Rockies Lodge Ltd","Muncho Lake, BC V0C 1Z0",6322-Cooks,1
"British Columbia","   Low Wage","Northland Properties Corporation","VANCOUVER, BC V6J 4S5","6311-Food service supervisors",7
"British Columbia","   Low Wage","Northland Properties Corporation","VANCOUVER, BC V6J 4S5",6322-Cooks,19
"British Columbia","   Low Wage","NUBA RESTAURANT GROUP","Vancouver, BC V6B 1H7","6311-Food service supervisors",1
"British Columbia","   Low Wage","Nubo Eatery Ltd.","Victoria, BC V8W 0E3",6322-Cooks,1
"British Columbia","   Low Wage","Octopus Academy Surrey Inc.","Surrey, BC V3T 1W3","4214-Early childhood educators and assistants",1
"British Columbia","   Low Wage","OJ'S DUNCAN RESTAURANT INC.","DUNCAN, BC V9L 3R5",6322-Cooks,2
"British Columbia","   Low Wage","OKANAGAN FROZEN DOUGH ULC","ARMSTRONG, BC V0E 1B6","9617-Labourers in food, beverage and associated products processing",4
"British Columbia","   Low Wage","Okanagan Good Food Inc.","SUMMERLAND, BC V0H 1Z0","6311-Food service supervisors",3
"British Columbia","   Low Wage","Okanagan Valley Bottle & Recycling Ltd.","Penticton, BC V2A 3J4","0651-Managers in customer and personal services, n.e.c.",1
"British Columbia","   Low Wage","Olive & Anchor Restaurant Ltd.","West Vancouver, BC V7W 2H1",6322-Cooks,1
"British Columbia","   Low Wage","OM CONCRETE BREAKING & REMOVAL Ltd.","Surrey, BC V4N 6A8","7611-Construction trades helpers and labourers",3
"British Columbia","   Low Wage","OMID PJ19 FOODS LTD","west vancouver, BC V7W 2G9","6311-Food service supervisors",1
"British Columbia","   Low Wage","ON HUNT FRAMING LTD","Aldergrove, BC V4W 3J3","7611-Construction trades helpers and labourers",2
"British Columbia","   Low Wage","One Two Buckle My Shoe Childcare Inc.","Surrey, BC V3S 2V7","4214-Early childhood educators and assistants",1
"British Columbia","   Low Wage","ONIKON Creative Inc.","Surrey, BC V3R 4G8",5221-Photographers,1
"British Columbia","   Low Wage","Ono's Sushi Ltd.","Abbotsford, BC V2T 0C5",6322-Cooks,2
"British Columbia","   Low Wage","Ono's Sushi Ltd.","Abbotsford, BC V2T 0C5","6513-Food and beverage servers",1
"British Columbia","   Low Wage","Onyx Painting Ltd.","Surrey, BC V3W 1K6","7611-Construction trades helpers and labourers",2
"British Columbia","   Low Wage","Opa Sushi Limited","Prince Rupert, BC V8J 1A5","6311-Food service supervisors",1
"British Columbia","   Low Wage","Opa Sushi Limited","Prince Rupert, BC V8J 1A5",6322-Cooks,1
"British Columbia","   Low Wage","Opus Daycare Inc.","Burnaby, BC V5B 3H3","4214-Early childhood educators and assistants",1
"British Columbia","   Low Wage","OSW & JH Enterprise Ltd.","Kamloops, BC V2C 6H4",6322-Cooks,1
"British Columbia","   Low Wage","OV HAIR CUT LTD.","Surrey, BC V3W 1A3","6341-Hairstylists and barbers",3
"British Columbia","   Low Wage","OZ CHICKEN LTD.","Coquitlam, BC V3B 0J5",6322-Cooks,1
"British Columbia","   Low Wage","P & H Framing Ltd","Surrey, BC V3T 3P4","7441-Residential and commercial installers and servicers",2
"British Columbia","   Low Wage","P D J Framing Ltd.","Surrey, BC V3W 9X7","7611-Construction trades helpers and labourers",2
"British Columbia","   Low Wage","Pace Processing and product development ltd.","Surrey, BC V3S 8P7","1241-Administrative assistants",1
"British Columbia","   Low Wage","Pace Processing and product development ltd.","Surrey, BC V3S 8P7",6332-Bakers,2
"British Columbia","   Low Wage","Pace Processing and product development ltd.","Surrey, BC V3S 8P7","9617-Labourers in food, beverage and associated products processing",1
"British Columbia","   Low Wage","Pacific Link Retail Group Inc.","Richmond, BC V7A 5J5","6311-Food service supervisors",2
"British Columbia","   Low Wage","Pacific Link Retail Group Inc.","Richmond, BC V7A 5J5",6332-Bakers,1
"British Columbia","   Low Wage","Pacific Salmon Industries Inc","Surrey, BC V3W 4G1","9463-Fish and seafood plant workers",18
"British Columbia","   Low Wage","PALATE CAFE HASTINGS INC.","Vancouver, BC V6C 1C8","6211-Retail sales supervisors",1
"British Columbia","   Low Wage","Panorama Reggio & Montessori Centre Inc.","Surrey, BC V3W 2G9","4214-Early childhood educators and assistants",2
"British Columbia","   Low Wage","Papillon Eastern Imports Ltd.","Surrey, BC, BC V3W 4G2","1241-Administrative assistants",1
"British Columbia","   Low Wage","Park Place Daycare Ltd.","North Vancouver, BC V7J 1J3","4214-Early childhood educators and assistants",2
"British Columbia","   Low Wage","PARK SEONG BEA ENTERPRISE LTD.","Victoria, BC V8T 2C4",6322-Cooks,1
"British Columbia","   Low Wage","Parni Enterprises Ltd.","Chilliwack, BC V2R 3N5","6733-Janitors, caretakers and building superintendents",1
"British Columbia","   Low Wage","Paton and Martin Veterinary Services Ltd","aldergrove, BC V4W 2A5","3213-Animal health technologists and veterinary technicians",1
"British Columbia","   Low Wage","PDQ Holdings Ltd","Radium Hot Springs, BC V0A 1M0","6211-Retail sales supervisors",1
"British Columbia","   Low Wage","PEAK HOSPITALITY LTD.","Vancouver, BC V6H 3R5",6322-Cooks,3
"British Columbia","   Low Wage","Peaked Pies Inc.","Whistler, BC V0N 1B4",6322-Cooks,2
"British Columbia","   Low Wage","Pho Phu Thinh Restaurant Limited","Coquitlam, BC V3B 7K1","6513-Food and beverage servers",1
"British Columbia","   Low Wage","Pho Tan Vietnamese Restaurant","Vancouver, BC V5V 3R5","6311-Food service supervisors",1
"British Columbia","   Low Wage","Pietro Painting & Decorating Ltd.","Saanichton, BC V8M 1Y3","7294-Painters and decorators (except interior decorators)",1
"British Columbia","   Low Wage","Pizza Hut","North Vancouver, BC V7P 1R7","6311-Food service supervisors",2
"British Columbia","   Low Wage","PK Sullivan Food Inc","Surrey, BC V3W 1Z1","6311-Food service supervisors",1
"British Columbia","   Low Wage","PK Willowbrook Food Inc.","Langley, BC V2Y 1P3","6311-Food service supervisors",2
"British Columbia","   Low Wage","Planet India Restaurant","Surrey, BC V3W 9Z1","6311-Food service supervisors",1
"British Columbia","   Low Wage","Planted Meals Ltd","Vancouver, BC V6A 2P8",6322-Cooks,1
"British Columbia","   Low Wage","PNY Enterprises Inc.","Abbotsford, BC V4X 1G2","6211-Retail sales supervisors",1
"British Columbia","   Low Wage","Polat Cafe Ltd","New Westminster, BC V3L 3B1","6311-Food service supervisors",1
"British Columbia","   Low Wage","Portofino Bakery Ltd","Victoria, BC V8M 1Z9",6332-Bakers,3
"British Columbia","   Low Wage","Posi Nails & Spa Ltd","Vancouver, BC V6B 2Y5","6562-Estheticians, electrologists and related occupations",1
"British Columbia","   Low Wage","Potter's Garden Korean Restaurant Ltd","Burnaby, BC V5H 2G3",6322-Cooks,2
"British Columbia","   Low Wage","Powerful Home Constructions Ltd.","Surrey, BC V3W 1R1","7611-Construction trades helpers and labourers",2
"British Columbia","   Low Wage","Premier Montessori Academy Ltd.","Richmond, BC V6X 1S1","4214-Early childhood educators and assistants",1
"British Columbia","   Low Wage","Premium Sejong Salon Ltd","COQUITLAM, BC V3K 3V8","0651-Managers in customer and personal services, n.e.c.",1
"British Columbia","   Low Wage","Prestige Food & Beverage Ltd.","Sooke, BC V9Z 0V1","6311-Food service supervisors",1
"British Columbia","   Low Wage","Primero Cigar Imports Ltd","Vancouver, BC V6A 1S3","6222-Retail and wholesale buyers",1
"British Columbia","   Low Wage","Professional Quality Construction Services Ltd","surrey, BC V3S 3T3","6731-Light duty cleaners",1
"British Columbia","   Low Wage","PROJECT DOORS AND MOULDING (2019) LTD.","ABBOTSFORD, BC V4X 2N3","7452-Material handlers",2
"British Columbia","   Low Wage","Proship Logistics & Transport Inc","Vancouver, BC V5N 2P3","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
"British Columbia","   Low Wage","PS Restaurants inc.","Port Coquitlam, BC V3C 3Y9","6311-Food service supervisors",1
"British Columbia","   Low Wage","PSD VENTURES LTD.","Smithers, BC V0J 2N0","6311-Food service supervisors",13
"British Columbia","   Low Wage","PWN Enterprises Inc.","vancouver, BC V5X 3S5","6211-Retail sales supervisors",1
"British Columbia","   Low Wage","Pyramids Trade Corporation","NORTH VANCOUVER, BC V7R 2N7",6321-Chefs,1
"British Columbia","   Low Wage","Q.E. park Restaurant Inc.","Vancouver, BC V5Y 2M5",6322-Cooks,1
"British Columbia","   Low Wage","Q's Restaurant Ltd","Golden, BC V0A 1H1",6322-Cooks,1
"British Columbia","   Low Wage","Qualicum Quality Care Services Ltd","Qualicum Beach, BC V9K 2T8","6731-Light duty cleaners",5
"British Columbia","   Low Wage","Quattro Restaurant","Whistler, BC V0N 1B4","6311-Food service supervisors",1
"British Columbia","   Low Wage","R&H Foods Service Ltd.","Richmond, BC V6X 2X9",6322-Cooks,1
"British Columbia","   Low Wage","R.S.D.R ENTERPRISES LTD","Burnaby, BC V5H 1Z5",6322-Cooks,1
"British Columbia","   Low Wage","Rainscreen Stucco Ltd.","Surrey, BC V3W 0G2","7611-Construction trades helpers and labourers",2
"British Columbia","   Low Wage","Raku Rice and Noodle Ltd.","Vernon, BC V1T 2C3",6322-Cooks,1
"British Columbia","   Low Wage","Real Lighting & Fireplaces Ltd.","Surrey, BC V3W 8E7","7452-Material handlers",1
"British Columbia","   Low Wage","Red Fin Sushi Ltd.","Castlegar, BC V1N 2W8",6322-Cooks,2
"British Columbia","   Low Wage","RED ROSE RESTAURANT LTD.","SURREY, BC V4A 5A4",6322-Cooks,2
"British Columbia","   Low Wage","Red Tuna Japanese Restaurant Ltd.","Vancouver, BC V6N 3E6",6322-Cooks,1
"British Columbia","   Low Wage","Redford Motor Inn Ltd","Port Alberni, BC V9Y 3S3",6322-Cooks,1
"British Columbia","   Low Wage","REJUVENATING BODY SPA SERVICES INC.","North Vancouver, BC V7M 2J9","0651-Managers in customer and personal services, n.e.c.",1
"British Columbia","   Low Wage","RELIABLE EXTERIOR FINISHING LTD.","SURREY, BC V3S 7Y2","7611-Construction trades helpers and labourers",2
"British Columbia","   Low Wage","Renu Bio Health Ltd.","Vancouver, BC V5K 4Y3","6211-Retail sales supervisors",1
"British Columbia","   Low Wage","Rewind Coffee Company Inc.","Vancouver, BC V6K 2E5","6311-Food service supervisors",2
"British Columbia","   Low Wage","Richmond Star Education Ltd.","Richmond, BC V6Y 2R7","4214-Early childhood educators and assistants",1
"British Columbia","   Low Wage","Ride On Bikes Inc.","Vancouver, BC V6K 2E4","6211-Retail sales supervisors",2
"British Columbia","   Low Wage","Rin Esthetic Ltd","Vancouver, BC V6B 2L3","6316-Other services supervisors",1
"British Columbia","   Low Wage","RISER TECHNOLOGIES INC","Surrey, BC V3V 4B8","6221-Technical sales specialists - wholesale trade",1
"British Columbia","   Low Wage","Rising Star Enterprises LTD","Surrey, BC V3S 3T1","1241-Administrative assistants",2
"British Columbia","   Low Wage","Rising Star Learning (Cambie) Ltd.","Vancouver, BC V5X 4V1","4214-Early childhood educators and assistants",1
"British Columbia","   Low Wage","River City Countertops Ltd","Kamloops, BC V2C 4A8","9414-Concrete, clay and stone forming operators",1
"British Columbia","   Low Wage","RKG Holdings LTD.","Surrey, BC V3S 3K2",6332-Bakers,1
"British Columbia","   Low Wage","RMB Enterprises Ltd.","Richmond, BC V7A 4E7","6311-Food service supervisors",1
"British Columbia","   Low Wage","RMJ Holdings Ltd.","aldergrove, BC V4W 3P8","6311-Food service supervisors",1
"British Columbia","   Low Wage","RNC Enterprises Inc.","Langley, BC V3A 7T1","6311-Food service supervisors",1
"British Columbia","   Low Wage","Roadrun Truck Repairs Ltd.","Surrey, BC V3V 5R6","7612-Other trades helpers and labourers",1
"British Columbia","   Low Wage","Rob's Auto Care Ltd.","Burnaby, BC V5C 4L9","1241-Administrative assistants",1
"British Columbia","   Low Wage","Robson Nails & Spa LTD","Vancouver, BC V6G 1C7","1241-Administrative assistants",1
"British Columbia","   Low Wage","Rocky River Grill LTD","Invermere, BC V0A 1K2",6322-Cooks,1
"British Columbia","   Low Wage","Romeo's(Broadmead) Enterprises Ltd.","Victoria, BC V8X 4V1",6322-Cooks,2
"British Columbia","   Low Wage","Ross PreK Academics Inc","Vancouver, BC V5X 4C6","4214-Early childhood educators and assistants",1
"British Columbia","   Low Wage","Rossdown Natural Foods Ltd","Abbotsford, BC V4X 1E2","9462-Industrial butchers and meat cutters, poultry preparers and related workers",2
"British Columbia","   Low Wage","Route 5 Coffee Inc","Clearwater, BC V0E 1N0",6332-Bakers,1
"British Columbia","   Low Wage","Royal Rose Tattoo Inc.","New Westminster, BC V3M 4J2","0651-Managers in customer and personal services, n.e.c.",1
"British Columbia","   Low Wage","Royal Zayka Cuisine of India Ltd","Chilliwack, BC V2R 4E1",6322-Cooks,2
"British Columbia","   Low Wage","ROZZINI'S RESTAURANT LTD.","NEW WESTMINSTER, BC V3M 5B3",6322-Cooks,1
"British Columbia","   Low Wage","RV DRYWALL LTD","Surrey, BC V3S 4P7","7611-Construction trades helpers and labourers",2
"British Columbia","   Low Wage","S & K Ng Enterprises (2017) Ltd.","Vancouver, BC V6A 1T3",6332-Bakers,1
"British Columbia","   Low Wage","S Sangha Enterprises Ltd","Vancouver, BC V5Y 1R4","6311-Food service supervisors",1
"British Columbia","   Low Wage","S. P.S Truck Repairs Ltd","Burnaby, BC V5J 1X5","1241-Administrative assistants",1
"British Columbia","   Low Wage","S.C.DHILLON ENTERPRISES LTD.","SURREY, BC V3W 4E2",6322-Cooks,1
"British Columbia","   Low Wage","Saab Prints & Graphics Ltd.","Abbotsford, BC V2T 2Y2","7441-Residential and commercial installers and servicers",1
"British Columbia","   Low Wage","Sabhi Painting Ltd.","Surrey, BC V3W 5X4","7294-Painters and decorators (except interior decorators)",2
"British Columbia","   Low Wage","Saigon Xua Vietnamese Cuisine LTD","Vancouver, BC V6B 6K3","1311-Accounting technicians and bookkeepers",1
"British Columbia","   Low Wage","Saiish Enterprises Inc DBA Husky","Campbell River, BC V9W 2G1","6211-Retail sales supervisors",1
"British Columbia","   Low Wage","Sake Sushi LTD.","UCLUELET, BC V0R 3A0",6322-Cooks,1
"British Columbia","   Low Wage","Salon de Jubilee Hair Ltd.","Coquitlam, BC V3B 0J5","6341-Hairstylists and barbers",1
"British Columbia","   Low Wage","Saman Bakery LTD.","North Vancouver, BC V7P 1R4",6321-Chefs,3
"British Columbia","   Low Wage","Samesun Ventures Inc.","Vancouver, BC V6Z 1L5","6313-Accommodation, travel, tourism and related services supervisors",1
"British Columbia","   Low Wage","Samesun Ventures Inc.","Vancouver, BC V6Z 1L5",6322-Cooks,1
"British Columbia","   Low Wage","Samsoonie Food Ltd","Richmond, BC V6X 1A7",6322-Cooks,1
"British Columbia","   Low Wage","samsung enterprise inc","CRANBROOK, BC V1C 5E3","0651-Managers in customer and personal services, n.e.c.",1
"British Columbia","   Low Wage","Sanantone Hotel Ltd","Abbotsford, BC V2S 3S1",6322-Cooks,2
"British Columbia","   Low Wage","Sandher Roofing Inc","Kelowna, BC V1P 1L8","7611-Construction trades helpers and labourers",1
"British Columbia","   Low Wage","Sandol Enterprises Ltd.","Surrey, BC V3R 5Y5","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
"British Columbia","   Low Wage","Saplings Outdoor Program LTD","West Vancouver, BC V7V 1L9","4214-Early childhood educators and assistants",1
"British Columbia","   Low Wage","Saras Enterprises LTD.","Burnaby, BC V5G 2J1","4214-Early childhood educators and assistants",2
"British Columbia","   Low Wage","Sciue' Pender Holdings Inc","Vanvouver, BC V6C 2V6","6311-Food service supervisors",1
"British Columbia","   Low Wage","Sciue Pendulum Holdings Inc.","Vancouver, BC V6C 3E8","6311-Food service supervisors",1
"British Columbia","   Low Wage","SEA STAR EDUCATION LTD.","New Westminster, BC V3L 3C8","4214-Early childhood educators and assistants",2
"British Columbia","   Low Wage","SEA TO SKY LINENS LTD","Squamish, BC V8B 0K6","1241-Administrative assistants",1
"British Columbia","   Low Wage","Seacastle Enterprises Inc","Victoria, BC V9B 1H9","6311-Food service supervisors",4
"British Columbia","   Low Wage","Seca Gems Ltd","West Vancouver, BC V7T 1A1","6344-Jewellers, jewellery and watch repairers and related occupations",1
"British Columbia","   Low Wage","Secret of Beauty Trading Ltd.","Burnaby, BC V5H 4N2","6211-Retail sales supervisors",1
"British Columbia","   Low Wage","Secure Deal Renovation & Construction Ltd.","Penticton, BC V2A 5J2","7611-Construction trades helpers and labourers",2
"British Columbia","   Low Wage","Selectwood Cabinets Ltd","Richmond, BC V6W 1H7",7272-Cabinetmakers,1
"British Columbia","   Low Wage","Seoin Enterprises Ltd","Vancouver, BC V5R 5L6",6321-Chefs,1
"British Columbia","   Low Wage","Seom Restaurant","UCLUELET, BC V0R 3A0",6322-Cooks,1
"British Columbia","   Low Wage","Seoul Bros. Holdings Inc.","Richmond, BC V6X 3Z9",6322-Cooks,1
"British Columbia","   Low Wage","Shade Sails Canada Inc","Revelstoke, BC V0E 2S0","6342-Tailors, dressmakers, furriers and milliners",1
"British Columbia","   Low Wage","Shamin Enterprises Ltd.","Kamloops, BC V2C 3Z6","6311-Food service supervisors",3
"British Columbia","   Low Wage","Shan Holdings Inc.","Merritt, BC V1K 1C4","6311-Food service supervisors",2
"British Columbia","   Low Wage","SHIKI SUSHI LTD","VICTORIA, BC V8W 2H7",6321-Chefs,1
"British Columbia","   Low Wage","SHIKI SUSHI LTD","VICTORIA, BC V8W 2H7",6322-Cooks,1
"British Columbia","   Low Wage","Shio Japanese Kitchen Ltd.","Coquitlam, BC V3B 0C6",6322-Cooks,1
"British Columbia","   Low Wage","Shogun Productions Canada Inc.","NORTH VANCOUVER, BC V7J 3S5","6742-Other service support occupations, n.e.c.",1
"British Columbia","   Low Wage","SHOWA ENTERPRISES LTD.","Burnaby, BC V5G 2B7",6322-Cooks,1
"British Columbia","   Low Wage","Showshaa Holdings Ltd.","Surrey, BC V4P 3N7",6322-Cooks,1
"British Columbia","   Low Wage","Shun Minato Sushi Ltd.","Powell River, BC V8A 3B7",6322-Cooks,1
"British Columbia","   Low Wage","Shun Minato Sushi Ltd.","Powell River, BC V8A 3B7","6513-Food and beverage servers",1
"British Columbia","   Low Wage","Siber Manufacturing Group Inc.","Kamloops, BC V2B 3C8","9537-Other products assemblers, finishers and inspectors",3
"British Columbia","   Low Wage","Sigcee Holdings Ltd.","Richmond, BC V6V 1Z1",6322-Cooks,1
"British Columbia","   Low Wage","SIlva Timber Products Ltd.","Langley, BC V3A 5E8","9533-Other wood products assemblers and inspectors",1
"British Columbia","   Low Wage","SIMAN FRESH FOODS LTD.","WHISTLER, BC V8E 0N3","6311-Food service supervisors",1
"British Columbia","   Low Wage","Simpe Q Care Inc.","North Vancouver, BC V7M 2H5","3413-Nurse aides, orderlies and patient service associates",9
"British Columbia","   Low Wage","Singh Kitchen Cabinets Ltd.","SURREY, BC V3W 3E9","9532-Furniture and fixture assemblers and inspectors",1
"British Columbia","   Low Wage","Singletrack Sushi Inc.","Whistler, BC V0N 1B7","6311-Food service supervisors",1
"British Columbia","   Low Wage","SIX MILE PUB LTD","VICTORIA, BC V9B 1H5",6322-Cooks,3
"British Columbia","   Low Wage","SIZZLING TANDOOR RESTAURANT LTD","Victoria, BC V8Z 0B9",6322-Cooks,3
"British Columbia","   Low Wage","Sky Nails Spa","Surrey, BC V3S 9A5","6562-Estheticians, electrologists and related occupations",2
"British Columbia","   Low Wage","Skymix Services LTD.","Burnaby, BC V3N 1S5","0651-Managers in customer and personal services, n.e.c.",1
"British Columbia","   Low Wage","Skyway Brands Ventures, INC.","Richmond, BC V7B 1Y7","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
"British Columbia","   Low Wage","Skyway Brands Ventures, INC.","Richmond, BC V7B 1Y7","1241-Administrative assistants",1
"British Columbia","   Low Wage","Skyway Brands Ventures, INC.","Richmond, BC V7B 1Y7","6311-Food service supervisors",2
"British Columbia","   Low Wage","skyyj construction ltd","surrey, BC V3R 8V1","7611-Construction trades helpers and labourers",2
"British Columbia","   Low Wage","Small Victory Bakery (Granville) Ltd.","Delta, BC V4G 1A3","6311-Food service supervisors",1
"British Columbia","   Low Wage","SMG Enterprises Ltd.","Surrey, BC V3S 4R1","9612-Labourers in metal fabrication",1
"British Columbia","   Low Wage","SNC Cycles Ltd.","Nanaimo, BC V9T 1W2","7445-Other repairers and servicers",1
"British Columbia","   Low Wage","SNNR Ventures Ltd","Vancouver, BC V6B 6A3",6322-Cooks,1
"British Columbia","   Low Wage","Sol Lee Family Kimchi Inc.","COQUITLAM, BC V3K 3V8",6322-Cooks,1
"British Columbia","   Low Wage","Solodko Ukrainian Bakery Inc","New Westminster, BC V3L 3B3","6311-Food service supervisors",1
"British Columbia","   Low Wage","Soly’s Pizza","Vancouver, BC V5L 3X8",6322-Cooks,1
"British Columbia","   Low Wage","Somi Drugs Inc.","surrey, BC V3R 3P1","3219-Other medical technologists and technicians (except dental health)",1
"British Columbia","   Low Wage","Sonu Hair Cut & Beauty Salon Ltd.","Surrey, BC V3W 5A2","6341-Hairstylists and barbers",1
"British Columbia","   Low Wage","SOO Management Inc.","Vancouver, BC V5L 4R7",6322-Cooks,1
"British Columbia","   Low Wage","Sopra Sotto Pizza Ltd.","Vancouver, BC V5L 3Y2",6322-Cooks,1
"British Columbia","   Low Wage","SOUTH CENTRAL MONTESSORI CHILD CARE LTD","Richmond, BC V7E 2K8","4214-Early childhood educators and assistants",1
"British Columbia","   Low Wage","Sparkling Hill Wellness Hotel Ltd.","Vernon, BC V1H 2K7","6312-Executive housekeepers",1
"British Columbia","   Low Wage","Sparkling Hill Wellness Hotel Ltd.","Vernon, BC V1H 2K7","6525-Hotel front desk clerks",1
"British Columbia","   Low Wage","Sports Replay Outlet LTD","Langley, BC V3A 6K8","6211-Retail sales supervisors",1
"British Columbia","   Low Wage","SPS FRAMING LTD.","Surrey, BC V3T 3E4","7611-Construction trades helpers and labourers",1
"British Columbia","   Low Wage","SPY CASTLE FOOD SERVICES LTD.","Surrey, BC V4N 3R9","6311-Food service supervisors",1
"British Columbia","   Low Wage","SPY CASTLE FOOD SERVICES LTD.","Surrey, BC V4N 3R9",6322-Cooks,1
"British Columbia","   Low Wage","Squamish sushi inc","Squamish, BC V8B 0G2","6311-Food service supervisors",2
"British Columbia","   Low Wage","ST Restaurant Ltd.","Delta, BC V4L 2A9","6311-Food service supervisors",1
"British Columbia","   Low Wage","STADIUM DISTRICT HOLDINGS LTD","Richmond, BC V6X 3H1",6322-Cooks,2
"British Columbia","   Low Wage","Step Ahead Learning Inc.","Richmond, BC V5X 3R8","1241-Administrative assistants",1
"British Columbia","   Low Wage","Stephos Place Restaurant","VANCOUVER, BC V6E 1C6",6322-Cooks,1
"British Columbia","   Low Wage","Steve's Poke Bar (SFU) Inc.","Burnaby, BC V5A 4Y7","6311-Food service supervisors",1
"British Columbia","   Low Wage","Stripped Wax Bar Inc.","Vancouver, BC V6B 2T4","6316-Other services supervisors",1
"British Columbia","   Low Wage","Sue Ah Enterprises Ltd.","Vancouver, BC V5T 1W5",6322-Cooks,1
"British Columbia","   Low Wage","Suihou Canada Enterprise Ltd.","Vancouver, BC V6E 2B1",6322-Cooks,1
"British Columbia","   Low Wage","Sukh Hair and Beauty Salon Ltd","Surrey, BC V3W 4E1","6341-Hairstylists and barbers",2
"British Columbia","   Low Wage","SUKHMANI FORM REMOVAL LTD.","Surrey, BC V3R 4V1","7611-Construction trades helpers and labourers",1
"British Columbia","   Low Wage","summer slopes holdings ltd","vancouver, BC V6Z 1R3","6311-Food service supervisors",1
"British Columbia","   Low Wage","Sun and Sand Learning Centre Ltd","SURREY, BC V3W 3E9","4214-Early childhood educators and assistants",2
"British Columbia","   Low Wage","Sun Peaks Resort LLP","Sun Peaks, BC V0E 5N0","6211-Retail sales supervisors",1
"British Columbia","   Low Wage","Sunshine Valley Recreation Inc.","Manning Park, BC V0X 1R0","6316-Other services supervisors",2
"British Columbia","   Low Wage","Sura BBQ Ltd.","Richmond, BC V6X 4J7","6311-Food service supervisors",2
"British Columbia","   Low Wage","Surecare Industrial Tech Ltd.","New Westminster, BC V3M 4K6","1241-Administrative assistants",1
"British Columbia","   Low Wage","Sushi 1.99 To Go Enterprises Ltd.","COQUITLAM, BC V3K 3V8",6322-Cooks,1
"British Columbia","   Low Wage","Sushi 990 Ltd","Port Coquitlam, BC V3B 8B2",6322-Cooks,1
"British Columbia","   Low Wage","Sushi Field INC","Victoria, BC V8S 1G1",6322-Cooks,1
"British Columbia","   Low Wage","Sushi Garden HG Restaurant Inc.","Burnaby, BC V5E 1E2",6322-Cooks,1
"British Columbia","   Low Wage","Sushi Garden Restaurant Inc.","Burnaby, BC V5H 2B3",6322-Cooks,1
"British Columbia","   Low Wage","Sushi Heaven Japanese Restaurant Ltd.","Fort St. John, BC V1J 1S3",6322-Cooks,1
"British Columbia","   Low Wage","Sushi Lover Enterprises Ltd.","Burnaby, BC V5B 2Y1",6321-Chefs,1
"British Columbia","   Low Wage","Sushi Mura Entertainment","Vancouver, BC V6M 2W7",6321-Chefs,1
"British Columbia","   Low Wage","Sushi MURA restaurant Ltd","Vancouver, BC V5S 0E3",6322-Cooks,1
"British Columbia","   Low Wage","Sushi Nara","Abbotsford, BC V3G 0C1",6322-Cooks,1
"British Columbia","   Low Wage","SUSHI NOVA RESTAURANT LTD","VANCOUVER, BC V6J 1N3",6322-Cooks,1
"British Columbia","   Low Wage","Sushi Oyama Restaurants Ltd.","Burnaby, BC V5H 2E8",6322-Cooks,3
"British Columbia","   Low Wage","Sushi Story Ltd.","Victoria, BC V9A 5S8",6322-Cooks,1
"British Columbia","   Low Wage","Sushi Town Restaurant (North Van) Ltd.","North Vancouver, BC V7P 1T3",6322-Cooks,2
"British Columbia","   Low Wage","Sushi Yama Cafe","Kelowna, BC V1Y 2K4",6322-Cooks,1
"British Columbia","   Low Wage","Sushiwood Food Ltd.","Fernie, BC V0B 1M0",6322-Cooks,2
"British Columbia","   Low Wage","Sweet Peas Cottage Ltd","North Vancouver, BC V7L 1B3","4214-Early childhood educators and assistants",1
"British Columbia","   Low Wage","SYK Enterprises Ltd.","North Vancouver, BC V7K 1C7",6322-Cooks,1
"British Columbia","   Low Wage","T&J Rise Up Enterprise Ltd.","Langley, BC V1M 2N9",6322-Cooks,1
"British Columbia","   Low Wage","Tacorporation Restaurant Ltd.","Vancouver, BC V5L 3Y4",6322-Cooks,2
"British Columbia","   Low Wage","TAKE R ENTERPRISE INC.","Vancouver, BC V6B 1A6","6311-Food service supervisors",2
"British Columbia","   Low Wage","Takoyaki Enterprises Ltd.","Vancouver, BC V5Z 2V9",6322-Cooks,2
"British Columbia","   Low Wage","Tasty Sweets and Restaurant Ltd","Delta, BC V4C 6R1","6311-Food service supervisors",1
"British Columbia","   Low Wage","Tasty Sweets and Restaurant Ltd","Delta, BC V4C 6R1",6321-Chefs,1
"British Columbia","   Low Wage","Tasty Sweets and Restaurant Ltd","Delta, BC V4C 6R1",6332-Bakers,1
"British Columbia","   Low Wage","TAYMAC ENTERPRISES INC","VICTORIA, BC V9B 3R5","6311-Food service supervisors",5
"British Columbia","   Low Wage","TB Food Services Inc","Merritt, BC V1K 1M5","6311-Food service supervisors",10
"British Columbia","   Low Wage","TBC NORTH FOOD SERVICES INC.","Fort Nelson, BC V0C 1R0","6311-Food service supervisors",2
"British Columbia","   Low Wage","TECHNE Works Inc.","Vancouver, BC V5Y 1B1","0651-Managers in customer and personal services, n.e.c.",1
