Province/Territoire,Volet,Employeur,Adresse,Profession sous CNP 2011,Postes demandes
Alberta,   Bas salaire,Happy Souls Playschool Inc.,"Calgary, AB T2K 1H9",4214-Éducateurs et aides-éducateurs de la petite enfance,1
Alberta,   Bas salaire,Hungkee Holdings Co Ltd,"Calgary, AB T2E 6L1","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
Alberta,   Bas salaire,Images of the North,"Banff, AB T1L 1B1",6421-Vendeurs - commerce de détail,1
Alberta,   Bas salaire,Institute of IT Training Inc,"Calgary, AB T2A 2L5",1221-Agents d'administration,1
Alberta,   Bas salaire,Italian Bakery Edmonton 1989 Ltd.,"Edmonton, AB T5H 2L6","9617-Manoeuvres dans la transformation des aliments, des boissons et des produits connexes",1
Alberta,   Bas salaire,Jacques Cartier Clothier Inc.,"Banff, AB T1L 1A2",6211-Superviseurs des ventes - commerce de détail,1
Alberta,   Bas salaire,K&M Car Carriers ltd,"Calgary, AB T3M 2A5",7622-Manoeuvres dans le transport ferroviaire et routier,1
Alberta,   Bas salaire,KAPSON PIZZA LTD.,"MEDICINE HAT, AB T1B 2X2",6311-Superviseurs des services alimentaires,1
Alberta,   Bas salaire,Kar Klean (2012) Ltd o/a Dr. Kar Klean,"Edmonton, AB T5M 2Z4",6315-Surveillants des services de nettoyage,2
Alberta,   Bas salaire,Kimmer No 10 Ltd,"Didsbury, AB T0M 0W0",6211-Superviseurs des ventes - commerce de détail,1
Alberta,   Bas salaire,Legacy Promise Partners Inc. Tim Hortons #1100,"WETASKIWIN, AB T9A 1V8","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",2
Alberta,   Bas salaire,Libra Entertainment LTD,"EDMONTON, AB T6T 0G2",5133-Musiciens et chanteurs,1
Alberta,   Bas salaire,LITTLE SPICE LTD.,"CALGARY, AB T2J 0P6",6311-Superviseurs des services alimentaires,1
Alberta,   Bas salaire,Lucy's Sweets Ltd.,"Edmonton, AB T6E 0M2",6332-Boulangers-pâtissiers,1
Alberta,   Bas salaire,M &P Renovations Ltd.,"EDMONTON, AB T6L 5W6",7295-Poseurs de revêtements d'intérieur,2
Alberta,   Bas salaire,Master Rim's Taekwondo Calgary Ltd,"CALGARY, AB T3H 0Z1","5254-Animateurs et responsables de programmes de sports, de loisirs et de conditionnement physique",2
Alberta,   Bas salaire,MAYUR PALACE SWEETS & RESTAURANT LTD,"Edmonton, AB T6E 6C7",6322-Cuisiniers,3
Alberta,   Bas salaire,McDonald's,"Vegreville, AB T9C 1C2",6311-Superviseurs des services alimentaires,1
Alberta,   Bas salaire,Melissa's Missteak,"Banff, AB T1L 1A9",6322-Cuisiniers,1
Alberta,   Bas salaire,Mimosa Restaurant Ltd.,"Calgary AB, AB T2Y 3H9",6311-Superviseurs des services alimentaires,1
Alberta,   Bas salaire,Mirdip Ltd,"GRAND PRAIRIE, AB T8V 7X4",6322-Cuisiniers,1
Alberta,   Bas salaire,Naam Fuel Resources LTD,"Edmonton, AB T5Y 3T7",6211-Superviseurs des ventes - commerce de détail,1
Alberta,   Bas salaire,NOAH Trucking Ltd,"WALSH, AB T0J 3L0",6211-Superviseurs des ventes - commerce de détail,1
Alberta,   Bas salaire,NOAH Trucking Ltd,"WALSH, AB T0J 3L0","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",2
Alberta,   Bas salaire,Olds India Cuisine Ltd,"OLDS, AB T4H 1P7",6311-Superviseurs des services alimentaires,1
Alberta,   Bas salaire,PAYLESS HOLIDAYS & TOURS INC O/A TRAVEL WORLD,"CALGARY, AB T3J 3Z5","6313-Superviseurs des services d'hébergement, de voyages, de tourisme et des services connexes",1
Alberta,   Bas salaire,Pegasus Gymnastics Inc,"calgary, AB T2C 0J9",5252-Entraîneurs,1
Alberta,   Bas salaire,Pho 36 Ltd. o/a Pho 36 Vietnamese Restaurant,"CALGARY, AB T1Y 5X1",6322-Cuisiniers,1
Alberta,   Bas salaire,Pincher Creek Co-operative Association Ltd,"Pincher Creek, AB T0K 1W0",6421-Vendeurs - commerce de détail,1
Alberta,   Bas salaire,Poonja Holdings (2006) Inc.,"Calgary, AB T3K 5K9","9619-Autres manoeuvres des services de transformation, de fabrication et d'utilité publique",2
Alberta,   Bas salaire,Prairie Gold Produce Ltd.,"VAUXHALL, AB T0K 2K0","9617-Manoeuvres dans la transformation des aliments, des boissons et des produits connexes",2
Alberta,   Bas salaire,Prairie Pride Construction Ltd.,"CANMORE, AB T1W 3C1",7511-Conducteurs de camions de transport,1
Alberta,   Bas salaire,Pritpal Singh Corporation,"Grande Cache, AB T0E 0Y0","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",2
Alberta,   Bas salaire,PROTECT CARRIER INC,"CALGARY, AB T3N 0X1",1241-Adjoints administratifs,1
Alberta,   Bas salaire,Red Events Design Inc.,"CALGARY, AB T2G 2L2",7452-Manutentionnaires,1
Alberta,   Bas salaire,redstone cribbing corp,"Calgary, AB T3J 4M6","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",2
Alberta,   Bas salaire,RIVERBEND THERAPEUTIC MASSAGE LTD,"EDMONTON, AB T6R 2E3",3236-Massothérapeutes,1
Alberta,   Bas salaire,ROYAL BOUTIQUE LTD,"CALGARY, AB T3J 0L7","6342-Tailleurs, couturiers, fourreurs et modistes",1
Alberta,   Bas salaire,S & M Drywall Ltd,"EDMONTON, AB T5Y 0W7",7611-Aides de soutien des métiers et manoeuvres en construction,2
Alberta,   Bas salaire,Sai Ram Enterprise Ltd,"Sherwood Park, AB T8H 1R4",6311-Superviseurs des services alimentaires,1
Alberta,   Bas salaire,Sandal Translation Services Ltd.,"CALGARY, AB T3J 3W5",1221-Agents d'administration,2
Alberta,   Bas salaire,SANDHU AAA LTD.,"CHESTERMERE, AB T1X 1V2",6311-Superviseurs des services alimentaires,1
Alberta,   Bas salaire,Sateam Corp.,"CALGARY, AB T3G 4J6",6315-Surveillants des services de nettoyage,1
Alberta,   Bas salaire,Singhmar Developments Inc,"Leduc, AB T9E 0H7",6311-Superviseurs des services alimentaires,2
Alberta,   Bas salaire,SMART FIREWOOD PRODUCTS LTD,"LEDUC COUNTY, AB T9E 6L7",1521-Expéditeurs et réceptionnaires,1
Alberta,   Bas salaire,SP Group Inc. o/a Pizza Master Fusion,"CALGARY, AB T3J 0K6",6322-Cuisiniers,1
Alberta,   Bas salaire,Stanford Hotels & Resorts Inc.,"GRAND PRAIRIE, AB T8V 5M6",6741-Personnel de blanchisseries et d'établissements de nettoyage à sec et personnel assimilé,2
Alberta,   Bas salaire,Strongbuilt Homes Ltd.,"LEDUC COUNTY, AB T4X 0X5",1241-Adjoints administratifs,1
Alberta,   Bas salaire,Subway,"Lac La Biche, AB T0A 2C1",6311-Superviseurs des services alimentaires,1
Alberta,   Bas salaire,Sukhmani Medical Corp,"Edmonton, AB T6L 6N5",1243-Adjoints administratifs médicaux,1
Alberta,   Bas salaire,Sungrace Transport Ltd.,"CHESTERMERE, AB T1X 0N3",1221-Agents d'administration,1
Alberta,   Bas salaire,Terralogix Solutions Inc.,"CALGARY, AB T2B 0L1","4161-Recherchistes, experts-conseils et agents de programmes, en sciences naturelles et appliquées",1
Alberta,   Bas salaire,The Malcolm Hotel Inc.,"CANMORE, AB T1W 0K3",6731-Préposés à l'entretien ménager et au nettoyage - travaux légers,4
Alberta,   Bas salaire,The Ski Club of the Canadian Rockies Ltd,"Lake Louise, AB T0L 1E0",6321-Chefs,2
Alberta,   Bas salaire,Tim Hortons,"Fort Saskatchewan, AB T8L 2T1",6311-Superviseurs des services alimentaires,5
Alberta,   Bas salaire,Topline Printing Ltd,"CALGARY, AB T2E 6Y9",9473-Opérateurs de machines à relier et de finition,1
Alberta,   Bas salaire,TRANS-WORLD IMMIGRATION CONSULTANCY INC,"Calgary, AB T3J 4L4",1221-Agents d'administration,1
Alberta,   Bas salaire,Unit Five South 73 Inc (1040),"Edmonton, AB T6R 3W3",6311-Superviseurs des services alimentaires,2
Alberta,   Bas salaire,Unit Five South West 73 Inc.,"EDMONTON, AB T5V 0C8",6311-Superviseurs des services alimentaires,1
Alberta,   Bas salaire,V.E.M. Management Ltd.,"CANMORE, AB T1W 3G1","6313-Superviseurs des services d'hébergement, de voyages, de tourisme et des services connexes",1
Alberta,   Bas salaire,V.H. Fuels Inc.,"Edmonton, AB T6R 3R9",6211-Superviseurs des ventes - commerce de détail,1
Alberta,   Bas salaire,VALLEON Inc,"WHITECOURT, AB T7S 1R9",6311-Superviseurs des services alimentaires,1
Alberta,   Bas salaire,Viking Stables Inc.,"INNISFREE, AB T0B 2G0",6563-Soigneurs d'animaux et travailleurs en soins des animaux,5
Alberta,   Bas salaire,Visual Concrete Inc.,"CALGARY, AB T2E 6S8",1241-Adjoints administratifs,1
Alberta,   Bas salaire,Welcome Inn Ltd,"Swan Hills, AB T0G 2C0",6731-Préposés à l'entretien ménager et au nettoyage - travaux légers,1
Alberta,   Bas salaire,WEST WIND AUTO REPAIRS LTD.,"CALGARY, AB T3J 3Z4","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1
Alberta,  Agriculture primaire,dejong's honeyfarm ltd,"BROOKS, AB T1R 1C3",8431-Ouvriers agricoles,4
Alberta,  Agriculture primaire,Philpott Honey Producers Ltd.,"Brooks, AB T1R 1B5",8431-Ouvriers agricoles,10
Alberta,  Agriculture primaire,Smoky Lake Forest Nursery Ltd.,"Smoky Lake, AB T0A 3C0",8432-Ouvriers de pépinières et de serres,1
Colombie-Britannique,     Haut salaire,0722827 BC Ltd,"VICTORIA, BC V9B 1V3",7313-Mécaniciens en réfrigération et en climatisation,1
Colombie-Britannique,     Haut salaire,0839907 BC Ltd. o/a Tournament Hotels,"LANGLEY, BC V1M 2P8",0632-Directeurs des services d'hébergement,3
Colombie-Britannique,     Haut salaire,0857452 BC Ltd,"SURREY, BC V3V 5Z5",0621-Directeurs - commerce de détail et de gros,1
Colombie-Britannique,     Haut salaire,0923281 BC LTD,"TUMBLER RIDGE, BC V0C 2W0",0621-Directeurs - commerce de détail et de gros,1
Colombie-Britannique,     Haut salaire,0938995 BC Ltd,"Abbotsford, BC V2T 5K8",7511-Conducteurs de camions de transport,5
Colombie-Britannique,     Haut salaire,0952511 BC LTD.,"SURREY, BC V3W 4G3",6411-Représentants des ventes et des comptes - commerce de gros (non-technique),1
Colombie-Britannique,     Haut salaire,0955796 BC Ltd,"ABBOTSFORD, BC V2T 5E5",0631-Directeurs de la restauration et des services alimentaires,1
Colombie-Britannique,     Haut salaire,0956338 B.C. Ltd,"surrey, BC V3X 1A6",5252-Entraîneurs,1
Colombie-Britannique,     Haut salaire,1015573 B.C. LTD.,"Surrey, BC V3W 4G2",1221-Agents d'administration,1
Colombie-Britannique,     Haut salaire,1015747 BC Ltd.,"Chase, BC V0E 1M0",0631-Directeurs de la restauration et des services alimentaires,2
Colombie-Britannique,     Haut salaire,1031551 B.C. LTD,"RICHMOND, BC V6X 2C7","0014-Cadres supérieurs - santé, enseignement, services sociaux et communautaires et associations mutuelles",1
Colombie-Britannique,     Haut salaire,1061563 BC Ltd,"Vancouver, BC V6A 2E5",1521-Expéditeurs et réceptionnaires,1
Colombie-Britannique,     Haut salaire,1085357 B.C. LTD. o/a Chevron Town Pantry,"PRINCE GEORGE, BC V2N 4V8",0621-Directeurs - commerce de détail et de gros,2
Colombie-Britannique,     Haut salaire,1153663 BC Ltd.  o/a Instant Imprints,"VANCOUVER, BC V6A 4L4",0601-Directeurs des ventes corporatives,1
Colombie-Britannique,     Haut salaire,1192134 BC Ltd.,"NELSON, BC V1L 4M4","0651-Directeurs du service à la clientèle et des services personnels, n.c.a.",1
Colombie-Britannique,     Haut salaire,1712318 Ontario Limited,"Victoria, BC V8T 4P7","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",12
Colombie-Britannique,     Haut salaire,21 Century Trading Inc.,"Delta, BC V4G 0A2",0621-Directeurs - commerce de détail et de gros,1
Colombie-Britannique,     Haut salaire,3 Stars Tile & Stone Services Ltd.,"SURREY, BC V3W 4J8",7283-Carreleurs,3
Colombie-Britannique,     Haut salaire,4353587 canada ltd,"Trail, BC V1R 4X1",7322-Débosseleurs et réparateurs de carrosserie,1
Colombie-Britannique,     Haut salaire,655624 B.C. Ltd,"Mission, BC V4S 1A7",6211-Superviseurs des ventes - commerce de détail,1
Colombie-Britannique,     Haut salaire,A Filthy Lot Entertainment Inc.,"North Vancouver, BC V7J 1B5","5226-Autre personnel technique et personnel de coordination du cinéma, de la radiotélédiffusion et des arts de la scène",1
Colombie-Britannique,     Haut salaire,a1 building supplies ltd.,"Surrey, BC V3W 4P1",7514-Chauffeurs-livreurs - services de livraison et de messagerie,4
Colombie-Britannique,     Haut salaire,A1 Sports Limited,"SURREY, BC V3W 3A8",5241-Designers graphiques et illustrateurs,1
Colombie-Britannique,     Haut salaire,Aim-T Management Inc.,"RICHMOND, BC V7A 3Y2",1223-Agents des ressources humaines et de recrutement,1
Colombie-Britannique,     Haut salaire,Aios Enterprises Corporation o/a The Village Groom Dog Spa,"West Vancouver, BC V7T 1B9","0651-Directeurs du service à la clientèle et des services personnels, n.c.a.",1
Colombie-Britannique,     Haut salaire,All Seasons Roofing (2001) LTD,"Surrey, BC V3W 5V8",7205-Entrepreneurs et contremaîtres des autres métiers de la construction et des services de réparation et d'installation,1
Colombie-Britannique,     Haut salaire,Amcco Carrier Ltd.,"Abbotsford, BC V2T 6C7",1241-Adjoints administratifs,1
Colombie-Britannique,     Haut salaire,Apna Concrete Ltd,"WHITE ROCK, BC V4B 3B5",7282-Finisseurs de béton,1
Colombie-Britannique,     Haut salaire,Armour Mountain Restaurant,"Barriere, BC V0E 1E0",6311-Superviseurs des services alimentaires,2
Colombie-Britannique,     Haut salaire,Athwal Truck & Trailer Repair Ltd.,"Surrey, BC V3V 3K5","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1
Colombie-Britannique,     Haut salaire,AUTOMIND GROUP ENTERPRISES LTD,"Vancouver, BC V5T 1Z5",7322-Débosseleurs et réparateurs de carrosserie,1
Colombie-Britannique,     Haut salaire,B Dhaliwal Gardening & Landscaping Ltd,"SURREY, BC V3X 2E2",2225-Techniciens et spécialistes de l'aménagement paysager et de l'horticulture,2
Colombie-Britannique,     Haut salaire,Bayassist Marine Group Ltd.,"VANCOUVER, BC V5Y 3X2",1241-Adjoints administratifs,1
Colombie-Britannique,     Haut salaire,BDS Job Agency Ltd.,"SURREY, BC V3W 1A4",1223-Agents des ressources humaines et de recrutement,1
Colombie-Britannique,     Haut salaire,Best Royal Recruiting & Immigration Ltd.,"Burnaby, BC V5H 2E2",0125-Directeurs d'autres services aux entreprises,1
Colombie-Britannique,     Haut salaire,Black Sage Bistro Ltd,"Oliver, BC V0H 1T1",0631-Directeurs de la restauration et des services alimentaires,1
Colombie-Britannique,     Haut salaire,Black Sage Bistro Ltd,"Oliver, BC V0H 1T1",6321-Chefs,1
Colombie-Britannique,     Haut salaire,Black Sage Bistro Ltd,"Oliver, BC V0H 1T1",6322-Cuisiniers,1
Colombie-Britannique,     Haut salaire,"Bodega Ridge Lodge and Cabins, Ltd.","Galiano Island, BC V0N 1P0",0632-Directeurs des services d'hébergement,1
Colombie-Britannique,     Haut salaire,BRJ Transport LTD,"VANCOUVER, BC V5K 2S3",1241-Adjoints administratifs,1
Colombie-Britannique,     Haut salaire,Bryn Edwards Physiotherapist Corp.  o/a Brickyard Physiotherapy Corp.,"NANAIMO, BC V9V 1S5",3142-Physiothérapeutes,1
Colombie-Britannique,     Haut salaire,BTI Roofing Ltd.,"Abbotsford, BC V4X 2K1",7291-Couvreurs et poseurs de bardeaux,2
Colombie-Britannique,     Haut salaire,Buddys Smoke Shop Ltd.,"Chilliwack, BC V2R 3N5",0621-Directeurs - commerce de détail et de gros,1
Colombie-Britannique,     Haut salaire,Buttar & Buttar87 Corp,"Surrey, BC V4A 2H9",0621-Directeurs - commerce de détail et de gros,1
Colombie-Britannique,     Haut salaire,C. Keay Investments Ltd. operating multiple businesses,"Delta, BC V4G 1B5","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",5
Colombie-Britannique,     Haut salaire,Camo International Trading Ltd.,"BURNABY, BC V5C 6T6",6211-Superviseurs des ventes - commerce de détail,1
Colombie-Britannique,     Haut salaire,Can American Enterprises Ltd,"SURREY, BC V3W 0M8",7237-Soudeurs et opérateurs de machines à souder et à braser,1
Colombie-Britannique,     Haut salaire,Canadian Line Transport LTd,"SURREY, BC V3W 2S2",7511-Conducteurs de camions de transport,5
Colombie-Britannique,     Haut salaire,Canadian Valley Growers Ltd.,"Aldergrove, BC V4W 1E7",1311-Techniciens en comptabilité et teneurs de livres,2
Colombie-Britannique,     Haut salaire,CanBest Education Service Ltd.,"VANCOUVER, BC V6J 1Z3",4033-Conseillers en information scolaire,1
Colombie-Britannique,     Haut salaire,Can-Best Tire Services Ltd.,"ABBOTSFORD, BC V3G 2M1",1241-Adjoints administratifs,1
Colombie-Britannique,     Haut salaire,Cashnow Solutions (Surrey) Inc,"SURREY, BC V3R 8X8",6421-Vendeurs - commerce de détail,1
Colombie-Britannique,     Haut salaire,Chase Subway,"Chase, BC V0E 1M0",0631-Directeurs de la restauration et des services alimentaires,1
Colombie-Britannique,     Haut salaire,Chengdu Spicy Restaurant Inc.,"RICHMOND, BC V6X 3W5",6321-Chefs,1
Colombie-Britannique,     Haut salaire,Chinook Dairy Services Ltd.,"CHILLIWACK, BC V2R 0E6",2242-Électroniciens d'entretien (biens domestiques et commerciaux),1
Colombie-Britannique,     Haut salaire,Cityview Drywall Ltd.,"SURREY, BC V3W 3A8",1311-Techniciens en comptabilité et teneurs de livres,1
Colombie-Britannique,     Haut salaire,Cleancare General Building Services Inc.,"Burnaby, BC V3N 1P9",6315-Surveillants des services de nettoyage,1
Colombie-Britannique,     Haut salaire,CLOVERDALE CONCRETE FORM RENTALS 2015 LTD,"Langely, BC V2Z 2K5","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
Colombie-Britannique,     Haut salaire,Coastal Truck and Equipment Ltd,"Port Coquitlam, BC V3C 5P1","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1
Colombie-Britannique,     Haut salaire,Collingwood Insurance centre Inc,"Vancouver, BC V5R 4L6",1241-Adjoints administratifs,1
Colombie-Britannique,     Haut salaire,COZYSTAY HOLDINGS INC.,"Richmond, BC V6V 2K9","0015-Cadres supérieurs - commerce, radiotélédiffusion et autres services, n.c.a.",1
Colombie-Britannique,     Haut salaire,Crown royal security services ltd,"Surrey, BC V3W 1R1",6316-Surveillants des autres services,1
Colombie-Britannique,     Haut salaire,CTM Hitech Tile Installation Ltd,"Victoria, BC V8X 1G4",7283-Carreleurs,1
Colombie-Britannique,     Haut salaire,Delta Golf Course (2015) Ltd.,"Delta, BC V4K 3N3",7335-Autres réparateurs de petits moteurs et de petits équipements,1
Colombie-Britannique,     Haut salaire,Dhaliwal Bakery Ltd.,"Surrey, BC V3W 8E7",0621-Directeurs - commerce de détail et de gros,1
Colombie-Britannique,     Haut salaire,Di Reggae Cafe Ltd.,"Surrey, BC V3T 2V1",6322-Cuisiniers,1
Colombie-Britannique,     Haut salaire,DULAI PLUMBING HEATING &RENOVATION LTD,"DELTA, BC V4C 4E2",7271-Charpentiers-menuisiers,2
Colombie-Britannique,     Haut salaire,Eknoor Construction Ltd,"Langley, BC V3A 7G3",7271-Charpentiers-menuisiers,2
Colombie-Britannique,     Haut salaire,Enfield  Transport Ltd,"Aldergrove, BC V4W  1R",7237-Soudeurs et opérateurs de machines à souder et à braser,1
Colombie-Britannique,     Haut salaire,Everlasting Stucco & Stone Ltd.,"KELOWNA, BC V1P 1H2","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",4
Colombie-Britannique,     Haut salaire,Falcon security inc,"Vancouver, BC V6P 6G5",1111-Vérificateurs et comptables,1
Colombie-Britannique,     Haut salaire,Finhaven Technology Inc.,"Vancouver, BC V6C 1J9",2175-Concepteurs et développeurs Web,1
Colombie-Britannique,     Haut salaire,Flash Electric Ltd.,"Surrey, BC V3S 0Y8",7241-Électriciens (sauf électriciens industriels et de réseaux électriques),1
Colombie-Britannique,     Haut salaire,Floorica Construction Ltd,"Surrey, BC V3T 2X7",7283-Carreleurs,1
Colombie-Britannique,     Haut salaire,Frind Winery Ltd.,"VANCOUVER, BC V6B 5C6","9461-Opérateurs de machines et de procédés industriels dans la transformation des aliments, des boissons et des produits connexes",1
Colombie-Britannique,     Haut salaire,Full Force Enterprises INC,"Chilliwack, BC V2R 4E5",0113-Directeurs des achats,1
Colombie-Britannique,     Haut salaire,Gavin Painting Ltd,"Surrey, BC V3W 0T8",7294-Peintres et décorateurs (sauf décorateurs d'intérieur),2
Colombie-Britannique,     Haut salaire,Good 2 Go Auto Inc,"Squamish, BC V8B 0A9","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1
Colombie-Britannique,     Haut salaire,Good Friend HR Company Ltd.,"Langley, BC V1M 3K2","1123-Professionnels en publicité, en marketing et en relations publiques",1
Colombie-Britannique,     Haut salaire,Grace Of India Ltd,"Vancouver, BC V5V 3E1",0631-Directeurs de la restauration et des services alimentaires,1
Colombie-Britannique,     Haut salaire,Great Bear Construction Group Inc,"Maple Ridge, BC V2X 3R6",7371-Grutiers,1
Colombie-Britannique,     Haut salaire,Green Flow Nurseries Ltd.,"Mission, BC V2V 4J1",6211-Superviseurs des ventes - commerce de détail,1
Colombie-Britannique,     Haut salaire,Harisar Transportation Ltd.,"Surrey, BC V3S 0P9",7511-Conducteurs de camions de transport,2
Colombie-Britannique,     Haut salaire,Harsharn Ventures Ltd.,"Surrey, BC V3W 1Z9",7511-Conducteurs de camions de transport,2
Colombie-Britannique,     Haut salaire,Heritage Masonry Ltd.,"SOOKE, BC V9Z 0J5",7281-Briqueteurs-maçons,1
Colombie-Britannique,     Haut salaire,Himalaya Indian Cuisine Ltd.,"ABBOTSFORD, BC V3T 2X9",0631-Directeurs de la restauration et des services alimentaires,1
Colombie-Britannique,     Haut salaire,Hi-tech Service Group Ltd,"Vancouver, BC V5P 2R6",1411-Employés de soutien de bureau généraux,1
Colombie-Britannique,     Haut salaire,Hue Graphic Inc.,"NORTH VANCOUVER, BC V7P 1V7",5241-Designers graphiques et illustrateurs,1
Colombie-Britannique,     Haut salaire,HUTCH SYSTEMS INC,"ABBOTSFORD, BC V2S 2E2",1221-Agents d'administration,1
Colombie-Britannique,     Haut salaire,IMAGEPRO CIRCUITS INC.,"Burnaby, BC V5C 4B6",0621-Directeurs - commerce de détail et de gros,1
Colombie-Britannique,     Haut salaire,Immigration Consultants Group Canada Inc.,"NORTH VANCOUVER, BC V7P 1V7",0111-Directeurs financiers,1
Colombie-Britannique,     Haut salaire,Interior Health Authority,"Kelowna, BC V1Y 0C5",3414-Autre personnel de soutien des services de santé,1
Colombie-Britannique,     Haut salaire,Irene & Ian Food Inc. o/a Yanaki Sushi,"Vancouver, BC V5Z 1A6",6321-Chefs,1
Colombie-Britannique,     Haut salaire,Jay-Smart Technologies Inc.,"Delta, BC V4C 3G1",7246-Installateurs et réparateurs de matériel de télécommunications,1
Colombie-Britannique,     Haut salaire,JD Insulation Ltd.,"SURREY, BC V3R 2N8",1221-Agents d'administration,1
Colombie-Britannique,     Haut salaire,Jerry Bangma Construction Ltd.,"CHILLIWACK, BC V4Z 1K7",7271-Charpentiers-menuisiers,1
Colombie-Britannique,     Haut salaire,Jhajj Lumber Corporation,"SURREY, BC V3S 7G7",0621-Directeurs - commerce de détail et de gros,1
Colombie-Britannique,     Haut salaire,Jhajj Lumber Corporation,"SURREY, BC V3S 7G7","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
Colombie-Britannique,     Haut salaire,Jie Xing Garment Ltd,"Richmond, BC V6V 2R5",0911-Directeurs de la fabrication,1
Colombie-Britannique,     Haut salaire,JKD Construction Ltd,"Abbotsford, BC V2T 5L2",7271-Charpentiers-menuisiers,1
Colombie-Britannique,     Haut salaire,Jss Detailz Inc.,"Surrey, BC V3W 4M4",1241-Adjoints administratifs,1
Colombie-Britannique,     Haut salaire,Jss Detailz Inc.,"Surrey, BC V3W 4M4",1311-Techniciens en comptabilité et teneurs de livres,1
Colombie-Britannique,     Haut salaire,KANDOLA WOODWORKING LTD.,"Richmond, BC V6V 3A6",7271-Charpentiers-menuisiers,2
Colombie-Britannique,     Haut salaire,"Keltic Canada Development Co., Ltd.","COQUITLAM, BC V3J 2M8",0111-Directeurs financiers,1
Colombie-Britannique,     Haut salaire,Khosa Construction Ltd.,"Surrey, BC V3W 4M7",1241-Adjoints administratifs,1
Colombie-Britannique,     Haut salaire,KUFA Sports Enterprises Ltd.,"Richmond, BC V6W 1H9",1221-Agents d'administration,1
Colombie-Britannique,     Haut salaire,Kultura Forming Ltd.,"VANCOUVER, BC V5V 4G4",7271-Charpentiers-menuisiers,8
Colombie-Britannique,     Haut salaire,L.J.D. Properties Ltd.,"Langley, BC V2Z 1W9",1222-Adjoints de direction,1
Colombie-Britannique,     Haut salaire,LCL Enterprises Ltd.,"RICHMOND, BC V7A 1N6",6322-Cuisiniers,1
Colombie-Britannique,     Haut salaire,LGD Construction Ltd.,"VANCOUVER, BC V5R 0B3",1221-Agents d'administration,1
Colombie-Britannique,     Haut salaire,Lion Express Ltd,"Surrey, BC V3W 4G2",7511-Conducteurs de camions de transport,5
Colombie-Britannique,     Haut salaire,LI-The Leadership Institute,"Mansons Landing, BC V0P 1K0",4021-Enseignants au niveau collégial et autres instructeurs en formation professionnelle,1
Colombie-Britannique,     Haut salaire,LMT Trucking (2015) Ltd,"SURREY, BC V3W 1E6",1311-Techniciens en comptabilité et teneurs de livres,1
Colombie-Britannique,     Haut salaire,Lotus Desert Enterprises Ltd,"MERRITT, BC V1K 1B8",7241-Électriciens (sauf électriciens industriels et de réseaux électriques),1
Colombie-Britannique,     Haut salaire,Mako Wood Furniture Inc.,"Surrey, BC V3W 2V9",1311-Techniciens en comptabilité et teneurs de livres,1
Colombie-Britannique,     Haut salaire,Manpreet Framing Ltd,"Vancouver, BC V5R 4R5",7271-Charpentiers-menuisiers,1
Colombie-Britannique,     Haut salaire,Maple Leaf Disposal Ltd.,"LANGLEY, BC V3A 5E7",7511-Conducteurs de camions de transport,2
Colombie-Britannique,     Haut salaire,Marcon Construction Ltd,"LANGLEY, BC V3A 1H9","2263-Inspecteurs de la santé publique, de l'environnement et de l'hygiène et de la sécurité au travail",1
Colombie-Britannique,     Haut salaire,Meridian Landscaping,"VANCOUVER, BC V6A 3T9","8255-Entrepreneurs et superviseurs des services de l'aménagement paysager, de l'entretien des terrains et de l'horticulture",1
Colombie-Britannique,     Haut salaire,Metricon Construction Ltd.,"Surrey, BC V3W 4G1",2242-Électroniciens d'entretien (biens domestiques et commerciaux),1
Colombie-Britannique,     Haut salaire,Metro Pizza Factory,"Coquitlam, BC V3J 3X4",1431-Commis à la comptabilité et personnel assimilé,1
Colombie-Britannique,     Haut salaire,MJM Architect Inc.,"Vancouver, BC V8V 3V6",2251-Technologues et techniciens en architecture,1
Colombie-Britannique,     Haut salaire,MJT Management Ltd,"Coquitlam, BC V3J 5G9",3233-Infirmiers auxiliaires,1
Colombie-Britannique,     Haut salaire,Modern Automation Corporation,"RICHMOND, BC V6V 2R3",2174-Programmeurs et développeurs en médias interactifs,1
Colombie-Britannique,     Haut salaire,Motive8 Media Inc. dba Popcorn Media,"VANCOUVER, BC V5X 1C1",1241-Adjoints administratifs,1
