Terre-Neuve-et-Labrador,, 
B & S Dhaliwal Enterprise Inc,"CP 546, Oliver (BC)  V0H 1T0",10
B & T Orchards Ltd,"10055 Chase Road, Winfield (BC)  V4V 1P3",10
B&K Food Enterprise DBA Ki Isu Sushi,"1532 Marine Drive, West Vancouver (BC)  V7V 1H8",1
B&P Farms Ltd.,"4181 152nd Street, Surrey (BC)  V3S 0L2",18
B.N. Dulay's Trux Ltd,"10766 120th Street, Surrey (BC)  V3V 4G6",12
Baba Roofing Ltd,"14114 76th Avenue, Surrey (BC)  V3W 7G8",2
Bacabon Landscape,"1006 East 18th Avenue, Vancouver (BC)  V5V 1H1",1
Bad Angels Productions Ltd,"3500 Cornett Road, édifice N, Vancouver (BC)  V5M 2H5",22
Badhan Banga Orchards,"7211 Edgewater Place, Coldstream (BC)  V1B 4C5",2
Badyal & Bahia Ent. Ltd dba Subway,"6014 Vedder Road, bureau 4, Chilliwack (BC)  V2R 5M4",1
Badyal Farms Ltd,"5131 Interprovincial Highway, Abbotsford (BC)  V3G 2P5",26
Bagry Brothers Orchards Ltd,"4110 15th Avenue, Vernon (BC)  V1T 8H1",25
Bainco Consulting Ltd,"8179, rue Main, Vancouver (BC)  V5X 3L2",2
Bajwa Farms Ltd,"2920 Tolmie Road, Abbotsford (BC)  V3G 2T9",68
Bakshi Holdings Ltd dba An Indian Affair Restaurant,"19653 Willowbrook Drive, bureau 146, Langley (BC)  V2Y 1A5",1
Bali Enterpises Ltd. dba Mix the Bakery,"4430 West 10th Avenue, Vancouver (BC)  V6R 2H9",1
A and J Bhathal Orchard,"2041 Ritchie Drive, Cawston (BC)  V0X 1C2",2
Ballet Victoria Society,"CP 5023, Victoria (BC)  V8R 6N3",1
Balraj Gill Orchard,"243 Miller Road, Oliver (BC)  V0H 1T1",4
Bamboo Beach Fusion Grille,"6415 Bella Vista Road, Vernon (BC)  V1H 1B5",1
Ban Chok Dee Thai Cuisine Limited,"19724 68A Avenue, Langley (BC)  V2Y 3H1",1
BANDAI NAMCO Studios Vancouver Inc.,"577 Great Northern Way, bureau 210, Vancouver (BC)  V5T 1E1",1
Bank Productions Inc,"7505 149A Street, Surrey (BC)  V3S 3H6",1
Bannerman Enterprises Inc. o/a Canadian Tire Store #363,"9820 93rd Avenue, Fort St. John (BC)  V1J 6J8",11
Bardel (CROODS) Production Services Inc.,"548, rue Beatty, Vancouver (BC)  V6B 2L3",3
Bardel (DCG) Production Services Inc,"548, rue Beatty, Vancouver (BC)  V6B 2L3",4
Bardel (DT) Production Services Inc.,"548, rue Beatty, Vancouver (BC)  V6B 2L3",17
Bardel (JNP) Production Services Inc,"548, rue Beatty, Vancouver (BC)  V6B 2L3",4
Bardel (KJ) Production Services Inc.,"548, rue Beatty, Vancouver (BC)  V6B 2L3",19
Bardel (PNB) Production Services Inc.,"548, rue Beatty, Vancouver (BC)  V6B 2L3",18
Bardel (Turtles 4) Production Services,"548, rue Beatty, Vancouver (BC)  V6B 2L3",1
Bardel (VT) Production Services Inc.,"548, rue Beatty, Vancouver (BC)  V6B 2L3",3
Bardel (WRS) Production Services Inc,"548, rue Beatty, Vancouver (BC)  V6B 2L3",1
Bardel Entertainment Inc.,"548, rue Beatty, Vancouver (BC)  V6B 2L3",4
Bargain Street Productions IV Ltd.,"1950, rue Franklin, Vancouver (BC)  V5L 1R2",2
Barjinder Kumar Bhatti,"13830 Berg Road, Surrey (BC)  V3R 5L1",1
Basra Hair & Beauty Salon,"8430 128th Street, bureau 11, Surrey (BC)  V3W 4G3",1
Bassi Farms,"CP 198, Oliver (BC)  V0H 1T0",1
Bathe Farms Ltd,"695 Ross Road, Abbotsford (BC)  V4X 2M6",21
Bay City Productions Ltd,"111, rue Water, bureau 204, Vancouver (BC)  V6B 1A7",8
Bay Road Productions Ltd,"1950, rue Franklin, Vancouver (BC)  V5L 1R2",2
BBQ Canada Enterprises dba Zabu Chicken Restaurant,"1635, rue Robson, Vancouver (BC)  V6G 1C8",2
BC Big Game Adventures Ltd,"CP 4102, Quesnel (BC)  V2J 3J2",1
BC Hydro,"6911 Southpoint Drive, Burnaby (BC)  V3N 4X8",1
BC New Style Kitchen Cabinets Inc.,"9251 138th Street, Surrey (BC)  V3V 0R6",2
BDC (Empress Hotel) Investment Corporation o/a Fairmont Empress,"721, rue Government, Victoria (BC)  V8W 1W5",1
Bean Around The World Coffee House and Bistro,"6308, boulevard Thunder Bird, Vancouver (BC)  V6T 1Z4",1
BeAnywhere Canada Inc.,"1080 Millar Creek Road, bureau 205, Whistler (BC)  V0N 1B1",1
Beazu Wholesale,"60 West 6th Avenue, Vancouver (BC)  V5Y 1K1",1
Bechtel Canada Ltd,"CP 198, Kitmat (BC)  V8C 2G7",12
Beesla Trucking 2003 Ltd,"7314, rue Prince Edward, Vancouver (BC)  V5X 3P7",1
BELFOR Property Restoration,"3300, rue Bridgeway, Vancouver (BC)  V5K 1H9",1
Belita Painting Ltd.,"15938 112th Avenue, Surrey (BC)  V4N 1J1",1
Bell Park Solutions Inc o/a Visser NA/NewLux,"6039 196th Street, bureau 103, Surrey (BC)  V3S 7X4",1
Bella Balloon Childcare Centre Inc. dba Bella Balloon Childcare Centre,"515 West Windsor Road, North Vancouver (BC)  V7N 2N7",1
Bella Coola Heli Sports,"CP 190, Bella Coola (BC)  V0T 1C0",1
Bella Gelateria - Cordova,"1001, rue Cordova Ouest, Vancouver (BC)  V6C 0B7",1
Bel-Tech Construction Ltd.,"1610 Derwent Way, bureau 25, Delta (BC)  V3M 6W1",3
Benjarong Thai Cuisine Ltd dba Benjarong Thai Cuisine,"512A West Keith Road, North Vancouver (BC)  V7M 1M4",1
Bergen Farms Ltd o/a Bergen Farms Produce,"2283 Peardonville Road, Abbotsford (BC)  V2T 6J7",93
Bernie's Lunch & Deli Ltd. dba Bernie's Burek & Restaurant,"5737, rue Battison, Vancouver (BC)  V5R 4M7",1
Berry Haven Farm Ltd,"320 Mount Lehman Road, Abbotsford (BC)  V4X 2L4",29
Best B Holdings Ltd,"1396 Whatcom Road, Abbotsford (BC)  V3G 1Y9",1
Best Quality Sweets Ltd. dba Best Quality Sweets & Restaurant,"7260, rue Main, Vancouver (BC)  V5X 3J4",1
Best Service Transportation Inc.,"33858, avenue Enterprise, Abbotsford (BC)  V2S 7T9",2
Best Tandoori Chicken and Meat Ltd,"4117 No. 5 Road, Richmond (BC)  V6X 2T9",2
Better Office Apps Ltd dba Better Office Apps,"555, rue Hastings Ouest, bureau 1785, Vancouver (BC)  V6B 1X2",1
BGC Engineering Inc,"980, rue Howe, bureau 500, Vancouver (BC)  V6Z 0C8",1
Bhangu Bross Transportation Ltd,"3477 Summit Drive, Abbotsford (BC)  V2T 6S4",4
Bharat Sweets & Restaurant Ltd,"15166 Fraser Highway, Surrey (BC)  V3R 3P1",1
Biacon Construction Corp.,"9131 139A Street, Surrey (BC)  V3V 7A1",2
BIF Productions Inc. dba The Real MVP,"2400 Boundary Road, Burnaby (BC)  V5M 3Z3",1
Big Bang Bagels,"502 2nd Avenue, CP 1423, Fernie (BC)  V0B 1M0",1
Big Chicken Garden Corporation o/a Big Chicken Town Restaurant,"15280 101st Avenue, bureau 130, Surrey (BC)  V3R 8X7",2
Big White Ski Resort Ltd o/a Big White Ski Resort,"5315 Big White Road, Kelowna (BC)  V1P 1P3",11
Bilga Farms,"1350 Horning Road, Kelowna (BC)  V1P 1B1",5
Bill's Trucking Ltd,"CP 2284, SUCC A, Abbotsford (BC)  V2T 4X2",10
Biln Farms Ltd,"12814 232nd Street, Maple Ridge (BC)  V2X 6T9",9
Binary Stream Software Inc.,"4238, avenue Lozells, bureau 201, Burnaby (BC)  V5A 0C4",2
BioWare ULC,"4330 Sanderson Way, Burnaby (BC)  V5G 4X1",11
Birch Haven Farms Ltd,"4170 10th Avenue Southwest, Salmon Arm (BC)  V1E 3B5",1
Biring Bros. Construction Ltd.,"6681, rue Dawson, Vancouver (BC)  V5S 2W2",3
Bizhop Investment Corporation,"9600, rue Cameron, bureau 302, Burnaby (BC)  V3J 7N3",1
BJ Farm,"437 Bradner Road, Abbotsford (BC)  V4X 2J5",3
BJS Korean Restaurant Ltd dba Lee Gar Nei,"15280 101st Avenue, bureau 128, Surrey (BC)  V3R 8X7",1
BK Orchards Ltd,"303 Log Chute Road, CP 1133, Peachland (BC)  V0H 1X0",30
BK Ranch Limited Partnership,"5700 Dhillon Way, Richmond (BC)  V6V 3A2",2
BKS Enterprises Ltd,"737 East 54th Avenue, Vancouver (BC)  V5X 1L8",32
Blackline Construction Ltd.,"324, rue Hoult, New Westminster (BC)  V3L 4X1",1
Blackspears Media Inc,"6081 No. 3 Road, bureau 805, Richmond (BC)  V6Y 2B2",1
Blaeberry Holdings Ltd,"777 Barber Road, Golden (BC)  V0A 1H1",1
Blind Bay Village Grocer Ltd.,"2798 Balmoral Road, Blind Bay (BC)  V0E 1H1",2
Blindcreek Vineyards,"1091, rue Railway, Penticton (BC)  V2A 5X5",6
Blue China Enterprises Ltd. o/a Blue China Restaurant,"2810, rue St. Johns, bureau 1, Port Moody (BC)  V3H 4C6",2
Blue Hair Design Studio,"5648, rue Imperial, Burnaby (BC)  V5J 1E9",2
Blue Ling's Hair Salon,"290, rue Keefer, Vancouver (BC)  V6A 1X5",2
Blue Magic Greenhouses Ltd,"13674 Rippington Road, Pitt Meadows (BC)  V3Y 1Z1",4
Blue Mountain Vineyard,"2385 Allendale Road, Okanagan Falls (BC)  V0H 1R2",12
Blue Trans Logistic Inc dba Blue Trans,"9076 River Road, Richmond (BC)  V4G 1B5",20
Bluebird Travel Inc,"4501 North Road, bureau 319, Burnaby (BC)  V3N 4R7",1
Blueline decorating painting Ltd,"13340 98th Avenue, Surrey (BC)  V3T 5M7",1
Bluetail Restaurant Ltd. dba Bluetail Sushi & Bistro,"1675, avenue Commerce, bureau 102, Kelowna (BC)  V1X 8A9",1
Bluetail Sushi Ltd. dba Bluetail Sushi & Kitchen,"1873 Spall Road, bureau 102, Kelowna (BC)  V1Y 4R2",3
BMB Roofing Ltd,"12985 70B Avenue, Surrey (BC)  V3W 7A6",1
BMS Plumbing & Mechanical Systems Ltd,"1263 Clark Drive, Vancouver (BC)  V5L 3K6",1
BOAS Construction Ltd,"4309 Canada Way, Burnaby (BC)  V5G 1J3",3
Bob Likes Thai Food Inc.,"3755, rue Main, Vancouver (BC)  V5V 3N8",1
Boedl Food Ltd. dba Snug Cove General Store,"471 Trunk Road, CP 160, Bowen Island (BC)  V0N 1G0",1
Bollywood Hungama Dance Academy,"12815 85th Avenue, unité 103, Surrey (BC)  V3W 0K8",1
Bomber Brewing,"1488, rue Adanac, Vancouver (BC)  V5L 2C3",2
Bon Dental Laboratory Ltd,"3993 Henning Drive, bureau 219, Burnaby (BC)  V5C 6N5",2
Bon People's Cuisine Ltd dba Bon Sushi,"4454A West Saanich Road, Victoria (BC)  V8Z 3E9",2
Bonnyville ACM Ltd o/a Domino's Pizza,"1499, rue Pender Ouest, bureau 1502, Vancouver (BC)  V6G 0A7",1
Book Kyung Ban Jeoun Food Enterprises Ltd. o/a Book Kyung Ban Jeoun Restaurant,"1638, rue Robson, Vancouver (BC)  V6G 1C7",4
Bootlegger (a division of Comark Inc.),"4460 Jacombs Road, Richmond (BC)  V6V 2C5",1
Boparai Farm,"390 Hamm Road, Abbotsford (BC)  V2T 6B5",2
Boparai Orchards,"1865 Treetop Road, Kelowna (BC)  V1P 1C5",10
Bordertown Vineyard & Estate Winery Ltd,"8703 100th Avenue, Osoyoos (BC)  V0H 1V2",3
Boston Pizza Central City,"15125 100th Avenue, Surrey (BC)  V3R 9P4",1
BOTD Canada Films Inc. dba Birth of the Dragon,"555, avenue Brooksbank, édifice 10, salle 330 A, North Vancouver (BC)  V7J 3S5",23
Boyal Drywall Services Ltd.,"5869 151A Street, Surrey (BC)  V3S 5H1",1
BPM Electric & Home Renovations,"21708 50th Avenue, Langley (BC)  V3A 3T3",1
Brackhaus Farms Ltd,"600 Kosikar Road, Lindell Beach (BC)  V2R 4X7",3
Bradner BC Organic Feed Ltd.,"28670 58th Avenue, Abbotsford (BC)  V4X 2E8",1
Bramblewood Montessori Child Care Centre Ltd,"2255, avenue Wilson, bureau 201, Port Coquitlam (BC)  V3C 1Z4",1
Brar Brothers Farm Ltd,"3585 184th Street, Surrey (BC)  V3S 0L8",42
Brar Farm,"5681 Dogwood Lane, Oliver (BC)  V0H 1T1",4
Brar Growers Ltd,"33220 Huntingdon Road, Abbotsford (BC)  V2S 7Z5",2
Brar Orchards,"2205 Barcelo Road, Cawston (BC)  V0X 1C2",2
Braun's Flooring & Home Decor Ltd,"10020 96th Avenue, Fort St. John (BC)  V1J 1L3",1
Breed,"555, avenue Brooksbank, bureau 9/330, North Vancouver (BC)  V7J 3S5",8
Breka Bakery & Cafe,"818, rue Bute, Vancouver (BC)  V6E 3Y4",2
Brent Kelly Farms Inc,"4044 96th Street, Delta (BC)  V4K 3N3",3
Brian Jessel Autosport Inc. o/a Brian Jessel BMW,"2311 Boundary Road, Vancouver (BC)  V5M 4W5",6
BridgeportTown Pantry & Triple O's #549,"12011 Bridgeport Road, Richmond (BC)  V6V 1J4",1
Bridges Childcare and Learning Center,"5896 189th Street, Surrey (BC)  V3S 7T2",1
Bridges International Insurance Services,"1030, rue Georgia Ouest, bureau 901, Vancouver (BC)  V6E 2Y3",1
Brilain Enterprises Ltd,"32215 King Road, Abbotsford (BC)  V2T 5Z4",12
Brink Forest Products Ltd,"2023 River Road, Prince George (BC)  V2L 5S8",10
British Columbia Ferry Services Inc o/a BC Ferries,"1321, rue Blanshard, bureau 500, Victoria (BC)  V8W 0B7",1
British Columbia Guide Dog Services o/a BC & Alberta Guide Dogs,"7061 Ladner Trunk Road, Delta (BC)  V4K 3N3",2
Bron & Sons Nursery Co. Ltd,"3315 Carson Road, CP 2643, Grand Forks (BC)  V0H 1H0",55
Bron Animation Inc.,"5542, rue Short, Burnaby (BC)  V5J 1L9",2
"Brown Sugar Productions Inc ""Perfect High""","1002, avenue Pandora, Victoria (BC)  V8V 3P5",3
BTF Nursery & Contracting Ltd.,"38585 North Parallel Road, Abbotsford (BC)  V3G 2K2",2
BTN Nurseries Pacific Inc,"49750 Castleman Road, Chilliwack (BC)  V2P 6H4",6
Budding Children's Garden & Daycare Inc,"950 West Broadway, bureau 203, Vancouver (BC)  V5Z 1K7",1
Budget Mobile Truck Repair Ltd.,"7232 130th Street, Surrey (BC)  V3W 6E8",2
Bugga Trucking Inc.,"13915 89th Avenue, Surrey (BC)  V3V 1A7",7
Builders R Us Framers Inc.,"12867 Carluke Crescent, Surrey (BC)  V3V 6Y9",2
Building Future Construction Corp.,"1285 West Broadway, bureau 600, Vancouver (BC)  V6H 3X8",3
Buk Chang Dong House Of Tofu Soup Corporation,"4563 North Road, bureaux 1-2, Burnaby (BC)  V3N 4J5",1
Bureau Veritas Commodities Canada Ltd. dba Acme Analytical Laboratories,"9050, rue Shaughnessy, Vancouver (BC)  V6P 6E5",1
Burley Boys Tree Service Ltd.,"737 Burley Drive, West Vancouver (BC)  V7T 1Z7",2
Burnaby Heights Sushi Co Ltd o/a Kazu Japanese Restaurant,"4332, rue Hastings, Burnaby (BC)  V5C 2J9",1
Burrard Place Development Management AB Ltd,"111, rue Water, bureau 305, Vancouver (BC)  V6B 1A7",1
Burrowing Owl Vineyards Ltd,"500 Burrowing Owl Place, Oliver (BC)  V0H 1T1",12
Buttazzoni Amusements Inc,"44588 McLaren Drive, Chilliwack (BC)  V2R 0A4",19
Bylands Nurseries Ltd,"1600 Byland Road, West Kelowna (BC)  V1Z 1H6",88
Byoungjin Na o/a Green Leaf Acupuncture and Herb Clinic,"5780, rue Cambie, bureau 205, Vancouver (BC)  V5Z 3A7",1
Byrnes Farms Ltd,"2225 Burtch Road, Kelowna (BC)  V1Y 7Z5",2
Bytruck Transport Corp,"9900 River Drive, Richmond (BC)  V6X 3S3",12
C & I International Food Ltd. dba Okonomi Sushi Restaurant,"26A 4th Street, New Westminster (BC)  V3L 5M4",1
C & J Development Enterprises Ltd. dba Hair Salon Starlet,"774, rue Bidwell, Vancouver (BC)  V6G 2J6",1
C. Keay Investments Ltd. dba Ocean Trailer,"9076 River Road, Delta (BC)  V4G 1B5",20
C.D.S. Transport Services Ltd.,"18351 McCartney Way, Richmond (BC)  V6W 0A1",1
C.E.S. Engineering Ltd,"4601 Canada Way, bureau 402, Burnaby (BC)  V5G 4X7",1
CAC Enterprises Group Inc,"19966, rue Wharf, Maple Ridge (BC)  V2X 1A1",1
Cafe Crepe,"526, rue Granville, bureau 300, Vancouver (BC)  V6C 1W6",1
Cafe Orso Incorporated dba Cafe Orso,"961 Dollarton Highway, North Vancouver (BC)  V7G 1N6",1
Calais Farms Ltd,"CP 2665, SUCC A, Abbotsford (BC)  V2T 6R4",26
Cal-san Enterprises Ltd,"12791 Blundell Road, Richmond (BC)  V6W 1B4",4
Calvan Commercial Constructors Corp/Calvan Commercial Corp,"1763 Upland Drive, Vancouver (BC)  V5P 2C3",2
Can Pacific Farms & Packers Ltd.,"16385 78th Avenue, Surrey (BC)  V4N 0K8",23
Canacon Construction Ltd,"314 East 5th Avenue, Vancouver (BC)  V5T 1H4",1
Canada and I Immigration Services,"890, rue Pender Ouest, bureau 600, Vancouver (BC)  V6C 1J9",1
Canada Limited Partnership,"1199, rue Pender Ouest, bureau 700, Vancouver (BC)  V6E 2R1",1
Canada Scaffold Supply Co. Ltd.,"11331 Twigg Place, Richmond (BC)  V6V 3C9",3
Canada Tour System Inc.,"510, rue Hastings Ouest, bureau 1308, Vancouver (BC)  V6B 1L8",1
Canada West Veterinary Specialists & Critical Care Hospital,"1988, rue Kootenay, Vancouver (BC)  V5M 4Y3",2
Canadaptive Education & Immigration dba Canadaptive Holdings Ltd,"4540 No. 3 Road, bureau 1050, Richmond (BC)  V6X 4E4",2
Canadian Cobalt Productions Corp o/a Cobalt,"8820 Northbrook Court, Burnaby (BC)  V5J 5J1",27
Canadian College Of Shiatsu Therapy,"142, avenue Lonsdale, North Vancouver (BC)  V7M 2E8",2
Canadian Farms Produce Inc o/a Canadian Farms,"16185 48th Avenue, Surrey (BC)  V3Z 1E8",55
Canadian Outback Adventure Company Limited,"332 Esplanade East, North Vancouver (BC)  V7L 1A4",4
Canadian Railing Ltd,"13015 84th Avenue, bureau 12, Surrey (BC)  V3W 1B3",2
Canadian Reformed Church of Cloverdale B.C.,"17473 60th Avenue, Surrey (BC)  V3S 1T9",1
Canadian Sport Institute Pacific Society,"4371 Interurban Road, Victoria (BC)  V9E 2C5",1
Canadian Time Systems Inc.,"1833 Coast Meridian, bureau 16, Port Coquitlam (BC)  V3C 8G5",1
Canadian Valley Growers Ltd,"CP 1330, Aldergrove (BC)  V4W 2V1",53
Canadoo Enterprises Inc-Canadian Housing To Japan,"3855 Henning Drive, bureau 120, Burnaby (BC)  V5C 6N3",1
Canal Farms Ltd,"39973 No. 3 Road, Abbotsford (BC)  V3G 2R6",2
Can-Am West Carriers Inc.,"400 Riverside Road, CP 3200, Abbotsford (BC)  V2S 4P4",10
Cankor BBQ Ltd. dba Sura Korean Cuisine,"1518, rue Robson, Vancouver (BC)  V6G 1C2",2
Cannor Nurseries Ltd,"48291 Chilliwack Central Road, Chilliwack (BC)  V2P 6H3",23
Can-Pacific Express Inc.,"7335 115th Street, Delta (BC)  V4C 5M6",4
Cansel Survey Equipment Inc,"3751, rue Napier, Burnaby (BC)  V5C 3E4",1
CanWest Farms Ltd,"13051 Blundell Road, Richmond (BC)  V6W 1B6",18
Capcom Game Studio Vancouver Inc. dba Capcom Vancouver,"4401 Still Creek Drive, bureau 200, Burnaby (BC)  V5C 6G9",4
Capilano Glass&Screens,"1607 Marine Drive, North Vancouver (BC)  V7P 1V1",1
Capital Cargo Carriers Ltd,"12344 91A Avenue, Surrey (BC)  V3V 6K1",3
Caravan Motel,"9711 Alaska Road, Fort St. John (BC)  V1J 1A4",1
Caribbean Spoon,"6820 188th Street, unité 122, Surrey (BC)  V4N 3G6",4
Cariboo Helicopter Skiing (88) Ltd. dba Mike Wiegele Helicopter Skiing,"CP 159, Blue River (BC)  V0E 1J0",3
Carrington Contracting Inc,"676 Murchie Road, Langley (BC)  V2Z 2X9",20
Cassini Cellars Ltd,"CP 740, Osoyoos (BC)  V0H 1V0",1
CB Island Fisheries Ltd o/a Keystone Merchandising,"4751 Shell Road, bureau 12, Richmond (BC)  V6X 3H4",2
Cedar Cove,"3171 Lake City Way, Burnaby (BC)  V5A 3A3",6
Cedar Rim Nursery Ltd,"7024 Glover Road, CP 175, Milner (BC)  V0X 1T0",8
Cedarwal Farms Ltd.,"5904 Interprovincial Highway, Abbotsford (BC)  V3G 2P6",6
CEFA Early Childhood Learning- Willowbrook,"20510 Langley Bypass, Langley (BC)  V3A 6K8",1
Celayix Inc,"1090, rue Pender Ouest, bureau 400, Vancouver (BC)  V6E 2N7",4
Central City Films,"3500 Cornett Road, Vancouver (BC)  V5M 2H5",49
Centre Forward Productions Inc.,"3500 Cornett Road, édifice K, Vancouver (BC)  V5M 2H5",104
Centurion Trucking Inc,"12921 84th Avenue, unité 109, Surrey (BC)  V3W 1B3",16
Cermaq Canada Ltd. o/a Mainstream Canada,"919 Island Highway, bureau 203, Campbell River (BC)  V9W 2C2",4
CGR (Canada) Project Management Ltd.,"3100 Scott Road, CP 307, Prince Rupert (BC)  V8J 3P4",1
Chad Thai Restaurant,"4010, rue Hastings Est, Burnaby (BC)  V5C 2H9",1
Chambar Restaurant Corp,"568, rue Beatty, Vancouver (BC)  V6B 2L3",1
Change of Phase Consulting Ltd.,"9600, rue Cameron, bureau 304, Burnaby (BC)  V3J 7N3",1
Charn Randhawa Farm,"26324 16th Avenue, Langley (BC)  V4W 2S1",3
Chatters Kamloops Ltd o/a Chatters,"1890 Cooper Road (bureau), bureau 222, Kelowna (BC)  V1Y 8B7",1
Chatters Penticton Ltd o/a Chatters,"1890 Cooper Road, bureau 222, Kelowna (BC)  V1Y 8B7",1
"Chatters Vernon Ltd., o/a Chatters Vernon","1890 Cooper Road, bureau 222, Kelowna (BC)  V1Y 8B7",1
Cheam View Greenhouse,"1501 Johnson Road, Agassiz (BC)  V0M 1A2",4
Chemainus Farms Ltd,"CP 127, Chemainus (BC)  V0R 1K0",1
Chesapeake Shores,"2939, avenue Bainbridge, Burnaby (BC)  V5A 2S9",3
Chetwynd Electric Eels Swim Club,"CP 2365, Chetwynd (BC)  V0C 1J0",1
Chilcotin Abattoir Ltd dba Chilcotin Harvest,"CP 1, Redstone (BC)  V0L 1S0",1
Children's Arts Umbrella Association dba Arts Umbrella,"1286, rue Cartwright, Vancouver (BC)  V6H 3R8",5
Chilliwackmaru Restaurant Ltd dba Maru Sushi,"45540 Market Way, bureau 1, Chilliwack (BC)  V2R 0M5",1
Choi Restaurant Vancouver Ltd. o/a K-Town Korean Bistro Cafe and Catering,"33757 South Fraser Way, Abbotsford (BC)  V3S 2C3",1
Chong Yip Farm Ltd,"4552 46A Street, Delta (BC)  V4K 2M6",8
Christmas Angel Films Inc,"555, avenue Brooksbank, édifice 3, bureau 210, North Vancouver (BC)  V7J 3S5",1
Christmas Truce,"2412, rue Columbia, Vancouver (BC)  V5Y 3E6",1
Christmas Wish Productions Inc,"7505 149A Street, Surrey (BC)  V3S 3H6",1
Chuan Ku BBQ Restaurant (BBQ Skewer),"8291 Westminster Highway, bureau 130, Richmond (BC)  V6X 1A7",1
Chungdam Beauty Salon Burnaby Inc.,"4501 North Road, bureau 102, Burnaby (BC)  V3N 4R7",3
Chungdam Beauty Salon Inc.,"920 West 16th Street, North Vancouver (BC)  V7P 1R3",2
Chunming Mechanics Ltd. dba Vernon Auto Service,"4708 27th Street, Vernon (BC)  V1T 4Y6",1
Chura Investments Limited dba Chura Hair Salon,"571, rue Howe, bureau 2F, Vancouver (BC)  V6C 2C2",2
Church & State Wines,"1445, avenue Benvenuto, Brentwood Bay (BC)  V8M 1J5",5
Chutney Restaurant Ltd. dba Chutney Restaurant,"3011, rue Pandosy, Kelowna (BC)  V1Y 1W3",1
Cinecure Productions Inc.,"212 2nd Street, Gibsons (BC)  V0N 1V5",15
Cioffi's Meat Market & Deli Ltd.,"4158, rue Hastings Est, Burnaby (BC)  V5C 2J4",2
City Ballet Academy Ltd. dba Goh Ballet Academy,"2345, rue Main, Vancouver (BC)  V5T 3C9",1
City Kiosk Network Inc.,"698, rue Seymour, bureau 302, Vancouver (BC)  V6B 3K6",1
City of Penticton,"171, rue Main, Penticton (BC)  V2A 5A9",1
CKS Holdings Ltd. dba Lytton AG Market,"268, rue Main, Lytton (BC)  V0K 1Z0",1
Clearsea Foods Ltd dba Ninja Sushi Japanese Restaurant,"19475 Fraser Highway, bureau 110, Surrey (BC)  V3S 6K7",1
Clintar Landscape Management,"4340 Hermitage Drive, Richmond (BC)  V7E 4N4",1
Cloudburst Cranberry Farm Ltd,"17607 Ford Detour Road, Pitt Meadows (BC)  V3Y 0A7",4
CNS Law Corporation,"5811 Cooney Road, bureau 603, Richmond (BC)  V6X 3M1",1
Coalspur Mines ( Operations ) Ltd.,"543, rue Granville, bureau 600, Vancouver (BC)  V6C 1X8",1
Coast Cranberries Ltd,"21710 Allard Crescent, Langley (BC)  V1M 3W1",24
Coast Range Contracting Ltd.,"141 Mashie Crescent, Vernon (BC)  V1H 1V8",1
Coastal Black,"2186 Endall Road, Black Creek (BC)  V9J 1G8",6
Coastal Contacts Inc.,"2985 Virtual Way, bureau 320, Vancouver (BC)  V5M 4X7",1
Coastal Shellfish Corporation,"100, rue McBride, bureau 206, Prince Rupert (BC)  V8J 3E8",1
Cocoro Enterprises Ltd. dba Haru,"3305 Smith Drive, bureau 7, Armstrong (BC)  V0E 1B1",1
Coho Data,"1110, rue Hamilton, bureau 500, Vancouver (BC)  V6B 2S2",3
Coldfish Seafoods Company Inc.,"2165, rue Commissionar, Vancouver (BC)  V5L 1A4",1
College of Purna Yoga Vancouver,"1233, rue Cordova Ouest, bureau 1002, Vancouver (BC)  V6C 3R1",1
Collin Regehr Farms Ltd,"2130 Mount Lehman Road, Abbotsford (BC)  V4X 2L6",5
Color's International Studios Ltd. dba Antique Hair Studio,"8460, rue Ash, bureau 33, Vancouver (BC)  V6P 3M2",1
Colts Cricket Club Society dba Colts Cricket Club,"785, avenue Claremont, Victoria (BC)  V8Y 1J9",1
Come and Find Me Pictures Inc,"207, rue Hastings Ouest, bureau 915, Vancouver (BC)  V6B 1H7",8
Community Church of Christ (Community Christian Church),"13443 78th Avenue, bureau 101, Surrey (BC)  V3W 0A8",1
Comoxsun Holdings Inc. dba Port Augusta Inn,"2082, avenue Comox, Comox (BC)  V9M 1P8",1
Concol Concrete Service Ltd.,"18777 68A Avenue, bureau 15, Surrey (BC)  V4N 0Z7",1
Concrete K Contractors Ltd.,"13499 92nd Avenue, bureau 30, Surrey (BC)  V3V 8B7",2
Confirmation Productions Inc.,"2400 Boundary Road, Burnaby (BC)  V5M 3Z3",1
Connect Construction Pages Inc.,"12414 82nd Avenue, bureau 110, Surrey (BC)  V3W 3E9",1
Constellation Brands Canada Inc,"7857 Tucelnuit Drive, CP 1650, Oliver (BC)  V0H 1T0",84
Contextual Genomics Inc.,"Édifice Donald Rix, 2389 Health Sciences Mall, bureau 204, Vancouver (BC)  V6T 1Z3",1
Contour Concrete Ltd,"11014 Kitchen Road, Chilliwack (BC)  V2P 6H5",10
Cooledge Lighting Inc.,"13551 Commerce Parkway, bureau 120, Richmond (BC)  V6V 2L1",1
Cooperage Enterprises Inc.,"1062 Euphrates Crescent, Port Coquitlam (BC)  V3B 8B8",3
Coral Beach Farms Ltd,"16351 Carr's Landing Road, Lake Country (BC)  V4V 1A9",340
