",,,,,,,
Province/Territoire,"Volet du programme",Employeur,Adresse,"Profession ","Incorporer le statut","EIMT Approuvés","Postes Approuvés"
Colombie-Britannique,"   Bas salaire","Q10 Quickbeauty Enterprise Inc.","Burnaby, BC V5H 2A9","6341-Coiffeurs et barbiers",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","QE Hospitality Ltd.","Vancouver, BC V6B 2P1",6321-Chefs,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Qualicum Beach Cafe","Qualicum Beach, BC V9K 1G8",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Quality Quick Serve Inc.","Smithers, BC V0J 2N0","6311-Superviseurs des services alimentaires",Inconnu,1,4
Colombie-Britannique,"   Bas salaire","Quantum College Ltd","Richmond, BC V6X 3X9","1241-Adjoints administratifs",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","R.F. Hauser Shows Ltd.","Chilliwack, BC V2R 3Z9","6722-Opérateurs et préposés aux sports, aux loisirs et dans les parcs d'attractions",Inconnu,1,60
Colombie-Britannique,"   Bas salaire","R.S. Siding Ltd.","Surrey, BC V3W 0K3","7611-Aides de soutien des métiers et manoeuvres en construction",Inconnu,1,2
Colombie-Britannique,"   Bas salaire","R.S.D.R ENTERPRISES LTD","Burnaby, BC V5H 1Z5","6311-Superviseurs des services alimentaires",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","R.S.S. Enterprises Ltd.","COQUITLAM, BC V3B 1C2","6311-Superviseurs des services alimentaires",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Rachna Holdings Inc.","Vancouver, BC V6E 1N6",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","RAI BROS. CONSTRUCTION LTD.","Surrey, BC V3R 7K9","7611-Aides de soutien des métiers et manoeuvres en construction",Inconnu,1,2
Colombie-Britannique,"   Bas salaire","Rainbow Kitchen Craft Ltd.","SURREY, BC V3W 3H7","7611-Aides de soutien des métiers et manoeuvres en construction",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Ramsar enterprises ltd","Castlegar, BC V1N 2W8","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","RANGOLI CATERING & SWEETS LTD.","Surrey, BC V3S 2A7",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Rasoi Restaurant Inc.","Surrey, BC V4P 1A5",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Ratana International Ltd.","Vancouver, BC V5X 3A6","9446-Opérateurs de machines à coudre industrielles",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","RDL RECYCLING INC.","Surrey, BC V3R 7S2","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Realistic Drywall and Insulation Ltd.","Surrey, BC V3W 8C5","7611-Aides de soutien des métiers et manoeuvres en construction",Inconnu,1,2
Colombie-Britannique,"   Bas salaire","REBAR MODERN FOOD (2019) LTD.","Victoria, BC V8W 1J2",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","RED BARN COUNTRY MARKET LTD.","Victoria, BC V8Z 3B8","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,3
Colombie-Britannique,"   Bas salaire","Red Fin Sushi Ltd.","Castlegar, BC V1N 2W8","6311-Superviseurs des services alimentaires",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Red Fin Sushi Ltd.","Castlegar, BC V1N 2W8",6322-Cuisiniers,Inconnu,1,2
Colombie-Britannique,"   Bas salaire","Regal Immigration Services Ltd.","Surrey, BC V3S 7J2","1241-Adjoints administratifs",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Renaissance Enterprises Ltd.","Bunaby, BC V5A 4Y6","6311-Superviseurs des services alimentaires",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","RENAISSANCE JUICES LTD","Burnaby, BC V5A 1S6","6311-Superviseurs des services alimentaires",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","RENAISSANCE VENTURES LTD","Burnaby, BC V5A 1S6","6311-Superviseurs des services alimentaires",Inconnu,2,2
Colombie-Britannique,"   Bas salaire","Retroteck Window Mfg Ltd.","Burnaby, BC V3N 0E9","7611-Aides de soutien des métiers et manoeuvres en construction",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Rewind Coffee Company Inc.","Vancouver, BC V6K 2E5","6311-Superviseurs des services alimentaires",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","R-Four Contracting Ltd.","Burnaby, BC V3N 2M5","1241-Adjoints administratifs",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Rhee Ga 0808 Holdings Ltd.","Rosedale, BC V0X 1X1","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","RIGHT TIME CONSTRUCTION LTD.","Surrey, BC V3W 1Z7","7611-Aides de soutien des métiers et manoeuvres en construction",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","RIMMI HAIR AND BEAUTY SALON LTD","SURREY, BC V3W 1P8","6341-Coiffeurs et barbiers",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Rio Brazilian Steakhouse LTD","Coquitlam, BC V3E 1K9",6321-Chefs,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Rising Star Learning (Cambie) Ltd.","Vancouver, BC V5X 4V1","4214-Éducateurs et aides-éducateurs de la petite enfance",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Rising Star Learning (Commercial) Ltd.","Vancouver, BC V5N 4C9","4214-Éducateurs et aides-éducateurs de la petite enfance",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","River Rock Concrete Ltd","Surrey, BC V3R  2N","7611-Aides de soutien des métiers et manoeuvres en construction",Corporation,1,2
Colombie-Britannique,"   Bas salaire","Riverside Forest Products (2018) Inc.","Surrey, BC V3R 2V3","9614-Manoeuvres dans le traitement des pâtes et papiers et la transformation du bois",Inconnu,1,6
Colombie-Britannique,"   Bas salaire","RKG Holdings LTD.","Surrey, BC V3S 3K2","6311-Superviseurs des services alimentaires",Inconnu,1,2
Colombie-Britannique,"   Bas salaire","RMB Enterprises Ltd.","Richmond, BC V7A 4E7",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","RNN FOOD SUPPLY LTD","Coquitlam, BC V3K 6R2",6322-Cuisiniers,Inconnu,1,2
Colombie-Britannique,"   Bas salaire","Robin Enterprises Ltd.","Delta, BC V4E 3G3","6311-Superviseurs des services alimentaires",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Rock Salt Restaurant and Café Ltd.","Salt Spring Island, BC V8K 1X6",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Rocky Mountain Restaurants Inc. o/a Tim Hortons","North Vancouver, BC V7N 2K3","6311-Superviseurs des services alimentaires",Inconnu,4,13
Colombie-Britannique,"   Bas salaire","Romeo's Enterprises Ltd.","Victoria, BC V8W 2J8",6322-Cuisiniers,Inconnu,1,2
Colombie-Britannique,"   Bas salaire","Romeo's(Broadmead) Enterprises Ltd.","Victoria, BC V8X 4V1",6322-Cuisiniers,Inconnu,1,3
Colombie-Britannique,"   Bas salaire","Rosé Ink Parlour Ltd","New Westminster, BC V3M 4J2","6316-Surveillants des autres services",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Rossdown Natural Foods Ltd","Abbotsford, BC V4X 1E2","9462-Bouchers industriels, dépeceurs-découpeurs de viande, préparateurs de volaille et personnel assimilé",Inconnu,1,5
Colombie-Britannique,"   Bas salaire","Route 5 Coffee Inc","Clearwater, BC V0E 1N0",6332-Boulangers-pâtissiers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Royal King Indian Restaurant Ltd","Harrison Hot Springs, BC V0M 1K0",6322-Cuisiniers,Inconnu,1,2
Colombie-Britannique,"   Bas salaire","Royal Rose Tattoo Inc.","New Westminster, BC V3M 4J2","6316-Surveillants des autres services",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Royal Spice Indian Cuisine Ltd.","Victoria, BC V8X 5H9",6322-Cuisiniers,Inconnu,1,2
Colombie-Britannique,"   Bas salaire","RUMPEL INVESTMENTS LTD.","VICTORIA, BC V8W 2B9",6322-Cuisiniers,Inconnu,1,3
Colombie-Britannique,"   Bas salaire","Russell Farms market And garden centre Ltd","Chemainus, BC V0R 1K4","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","RV ABBOTSFORD ENTERPRISES LTD.","Kelowna, BC V1Y 1W2","6311-Superviseurs des services alimentaires",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","RYCHTER P CONSTRUCTION LTD","SURREY BC, BC V3S 3T2","7611-Aides de soutien des métiers et manoeuvres en construction",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","S & A Insulation Ltd.","Surrey, BC V3S 5G6","7611-Aides de soutien des métiers et manoeuvres en construction",Inconnu,1,2
Colombie-Britannique,"   Bas salaire","S & Co Enterprises Corp.","Richmond, BC V7C 5K1","6311-Superviseurs des services alimentaires",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","S & Co Enterprises Corp.","Richmond, BC V7C 5K1",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","S & NJ Construction LTD","Surrey, BC V3V 4X9","7611-Aides de soutien des métiers et manoeuvres en construction",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","S&L Kitchen and Bar Holdings (South Surrey) Ltd.","Surrey, BC V4N 0V7",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","S. P.S Truck Repairs Ltd","Burnaby, BC V5J 1X5","1241-Adjoints administratifs",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Sabterra Holdings Ltd.","SURREY, BC V3W 0E6","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Sachdeva Sweets & Restaurant Ltd","Surrey, BC V3W 3N1",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Saddher's Hair & Beauty Salon Ltd.","Abbotsford, BC V2T 0B1","6341-Coiffeurs et barbiers",Inconnu,2,2
Colombie-Britannique,"   Bas salaire","Sahai Foods Inc.","Burnaby, BC V5H 4P1",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Sahand Bakery LTD","Coquitlam, BC V3B 7K1",6332-Boulangers-pâtissiers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Sai Woo Enterprises Ltd","Coquitlam, BC V3K 2J9",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Sairam Ventures Ltd","Creston, BC V0B 1G0",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Sal y Limon Kingsway Ltd.","Port Moody, BC V3H 4V9",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Salmon Arm Janitorial LTD.","Salmon Arm, BC V1E 1J3","6731-Préposés à l'entretien ménager et au nettoyage - travaux légers",Inconnu,1,4
Colombie-Britannique,"   Bas salaire","Salon de Jubilee Hair Ltd.","Coquitlam, BC V3B 0J5","6341-Coiffeurs et barbiers",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Saltwater Foods Inc","Vancouver, BC V6E 4J6",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Samee's Ventures Ltd","Victoria, BC V8R 6R3","6311-Superviseurs des services alimentaires",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Sandher Roofing Inc","Kelowna, BC V1P 1L8","7611-Aides de soutien des métiers et manoeuvres en construction",Inconnu,1,2
Colombie-Britannique,"   Bas salaire","Sardis Bottle Depot Ltd.","Chilliwack, BC V2R 3N5","6211-Superviseurs des ventes - commerce de détail",Inconnu,2,2
Colombie-Britannique,"   Bas salaire","Sarocemas Inc.","Maple Ridge, BC V2W 0E5","6311-Superviseurs des services alimentaires",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","SAUJANI ENTERPRISES Inc","GOLDEN, BC V0A 1H0","6311-Superviseurs des services alimentaires",Inconnu,1,6
Colombie-Britannique,"   Bas salaire","SAUJANI ENTERPRISES Inc","GOLDEN, BC V0A 1H0","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",Inconnu,1,5
Colombie-Britannique,"   Bas salaire","Scratch Kitchen","North Vancouver, BC V7G 1M9",6322-Cuisiniers,Inconnu,1,2
Colombie-Britannique,"   Bas salaire","SD Furniture & Kitchen Cabinets Inc.","Abbotsford, BC V2T 6K8","9619-Autres manoeuvres des services de transformation, de fabrication et d'utilité publique",Inconnu,1,2
Colombie-Britannique,"   Bas salaire","SE HAIR SALON LTD.","Coquitlam, BC V3B 8A9","6341-Coiffeurs et barbiers",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","SEA STAR EDUCATION LTD.","New Westminster, BC V3L 3C8","4214-Éducateurs et aides-éducateurs de la petite enfance",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Sea to Sky Siding & Gutter Ltd","Abbotsford, BC V2T 4K1","7611-Aides de soutien des métiers et manoeuvres en construction",Inconnu,1,3
Colombie-Britannique,"   Bas salaire","SEACASTLE ENTERPRISES INC","Victoria, BC V9B 1H9","6311-Superviseurs des services alimentaires",Inconnu,5,8
Colombie-Britannique,"   Bas salaire","SEACASTLE ENTERPRISES INC","Victoria, BC V9B 1H9",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Sean's Cleaning 4 U Ltd.","Vancouver, BC V6G 0C4","6731-Préposés à l'entretien ménager et au nettoyage - travaux légers",Inconnu,1,4
Colombie-Britannique,"   Bas salaire","Seaside Restaurant","Salt Spring Island, BC V8K 1L6","6513-Serveurs d'aliments et de boissons",Inconnu,1,2
Colombie-Britannique,"   Bas salaire","Seasons Catering Ltd","Vancouver, BC V5Y 1K6",6322-Cuisiniers,Inconnu,1,2
Colombie-Britannique,"   Bas salaire","Seaville Transport Logistics Ltd","Richmond, BC V6V 1L6",7452-Manutentionnaires,Inconnu,1,2
Colombie-Britannique,"   Bas salaire","SE-AX INVESTMENTS LTD.","North Vancouver, BC V7M  2J","6311-Superviseurs des services alimentaires",Corporation,1,1
Colombie-Britannique,"   Bas salaire","Sechelt Saffron Restaurant Ltd.","Sechelt, BC V0N 3A0",6322-Cuisiniers,Inconnu,2,2
Colombie-Britannique,"   Bas salaire","Second Nature Childcare Centre","Powell River, BC V8A 3A6","4214-Éducateurs et aides-éducateurs de la petite enfance",Inconnu,2,5
Colombie-Britannique,"   Bas salaire","Sejin 1975 Enterprises Ltd.","West Vancouver, BC V7T 2W4",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Sen Thai Cuisine","Vancouver, BC V6H 3R5",6321-Chefs,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Seneca Building Maintenance Ltd.","Surrey, BC V3W 3A7","6733-Concierges et surintendants d'immeubles",Inconnu,1,4
Colombie-Britannique,"   Bas salaire","Seto Sushi Food Inc.","Nanaimo, BC V9T 5K7",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Shan Holdings Inc.","Merritt, BC V1K 1C4",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Shepherd Enterprises Ltd","Surrey, BC V3X 1G1","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","SHIFT KITCHEN TAPAS BAR LTD.","Sechelt, BC V0N 3A0","6513-Serveurs d'aliments et de boissons",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Shinobi Sushi","Maple Ridge, BC V2X 6B1",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Shio Japanese Kitchen Ltd.","Coquitlam, BC V3B 0C6",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Shri Durga Bhamashwari Mandir Society","Surrey, BC V3W 0R6","4217-Autre personnel relié à la religion",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Sigcee Holdings Ltd.","Richmond, BC V6V 1Z1",6332-Boulangers-pâtissiers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Sigma Inn and Suites Ltd","Hudson's Hope, BC V0C 1V0","6311-Superviseurs des services alimentaires",Inconnu,1,2
Colombie-Britannique,"   Bas salaire","Sigma Inn and Suites Ltd","Hudson's Hope, BC V0C 1V0",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Silvester & Associates Immigration Consulting Inc.","Langley, BC V3A 4B6","1241-Adjoints administratifs",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Simpe Q Care Inc.","North Vancouver, BC V7M 2H5","3413-Aides-infirmiers, aides-soignants et préposés aux bénéficiaires",Inconnu,1,2
Colombie-Britannique,"   Bas salaire","Simply Fun Childcare Centers Inc.","Victoria, BC V8T 3V7","4214-Éducateurs et aides-éducateurs de la petite enfance",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","SIX MILE PUB LTD","VICTORIA, BC V9B 1H5",6322-Cuisiniers,Inconnu,1,3
Colombie-Britannique,"   Bas salaire","Siyanda Barbershop Ltd.","Vernon, BC V1T 9V2","6341-Coiffeurs et barbiers",Inconnu,3,11
Colombie-Britannique,"   Bas salaire","SIZZLING TANDOOR RESTAURANT LTD","Victoria, BC V8Z 0B9","6311-Superviseurs des services alimentaires",Inconnu,3,3
Colombie-Britannique,"   Bas salaire","SIZZLING TANDOOR RESTAURANT LTD","Victoria, BC V8Z 0B9",6322-Cuisiniers,Inconnu,4,6
Colombie-Britannique,"   Bas salaire","SKS Roofing Ltd","Surrey, BC V3V 4S8","7611-Aides de soutien des métiers et manoeuvres en construction",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Skye Marketing Ltd.","Surrey, BC V3V 4B9","1241-Adjoints administratifs",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Skylight Construction services LTD.","SURREY, BC V3W 1K6","7611-Aides de soutien des métiers et manoeuvres en construction",Inconnu,1,2
Colombie-Britannique,"   Bas salaire","Skymix Services LTD.","Burnaby, BC V3N 1S5","1241-Adjoints administratifs",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Skys The Limit Holdings Inc.","Osoyoos, BC V0H 1V2","6311-Superviseurs des services alimentaires",Inconnu,1,2
Colombie-Britannique,"   Bas salaire","Skyway Brands Ventures, INC.","Richmond, BC V7B 1Y7","1241-Adjoints administratifs",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Skyway Brands Ventures, INC.","Richmond, BC V7B 1Y7","6311-Superviseurs des services alimentaires",Inconnu,1,2
Colombie-Britannique,"   Bas salaire","Skyway Brands YVR Inc.","RICHMOND, BC V7B 0A5","6311-Superviseurs des services alimentaires",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","skyyj construction ltd","surrey, BC V3R 8V1","7611-Aides de soutien des métiers et manoeuvres en construction",Inconnu,1,2
Colombie-Britannique,"   Bas salaire","Sleek Bazar Inc.","Surrey, BC V3W 4E9","1241-Adjoints administratifs",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Small Victory Bakery (Yaletown) LTD","Vancouver, BC V6B 2W9",6332-Boulangers-pâtissiers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Snowggle Distribution Group Inc.","Vancouver, BC V6C 0C3","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","So, Shin Inc.","Comox, BC V9M 1P8","6311-Superviseurs des services alimentaires",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Solar Nail & Spa","Port Coquitlam, BC V3B 6P2","6562-Esthéticiens, électrolystes et personnel assimilé",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Sonu Hair Cut & Beauty Salon Ltd.","Surrey, BC V3W 5A2","6341-Coiffeurs et barbiers",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Sonu Hair Cut & Beauty Salon Ltd.","Surrey, BC V3W 5A2","6562-Esthéticiens, électrolystes et personnel assimilé",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Sonu Hair Cut Ltd.","Delta, BC V4C 6R8","6341-Coiffeurs et barbiers",Inconnu,1,3
Colombie-Britannique,"   Bas salaire","Sopra Sotto Pizza Ltd.","Vancouver, BC V5L 3Y2",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Sparkling Hill Wellness Hotel Ltd.","Vernon, BC V1H 2K7","6731-Préposés à l'entretien ménager et au nettoyage - travaux légers",Corporation,1,10
Colombie-Britannique,"   Bas salaire","SPICE & GRILL PIZZA & INDIAN CUISINE LTD.","Hope, BC V0X 1L4",6322-Cuisiniers,Inconnu,1,2
Colombie-Britannique,"   Bas salaire","Spicy 6 Indian Restaurant","vancouver, BC V6R 2B7","6311-Superviseurs des services alimentaires",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Spicy 6 Indian Restaurant","vancouver, BC V6R 2B7",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Spicy 6 Indian Restaurant","vancouver, BC V6R 2B7",6332-Boulangers-pâtissiers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Spirit Ridge Owner Association","Osoyoos, BC V0H 1V6","6731-Préposés à l'entretien ménager et au nettoyage - travaux légers",Inconnu,1,6
Colombie-Britannique,"   Bas salaire","Spotless Cleaners Ltd.","Prince George, BC V2M 1T6","6342-Tailleurs, couturiers, fourreurs et modistes",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Squamish sushi inc","Squamish, BC V8B 0G2","6311-Superviseurs des services alimentaires",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","SRJ enterprises Ltd.","Mission, BC V2V 0C8","7535-Autres préposés à la pose et à l'entretien des pièces mécaniques d'automobiles",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","SS9 INVESTMENTS INC","Vancouver, BC V6Z 2W6",6322-Cuisiniers,Inconnu,2,3
Colombie-Britannique,"   Bas salaire","SSH Safari Snack House & Grill","Burnaby, BC V5E 3N1",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","St. Regis Bar & Grill Ltd.","Vancouver, BC V6B 1Y6",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Standard Plumbing & Heating Ltd.","Surrey, BC V3W 0K5",7452-Manutentionnaires,Inconnu,1,3
Colombie-Britannique,"   Bas salaire","STANDING EGG COFFEE LTD.","Burnaby, BC V3N 4R7","6311-Superviseurs des services alimentaires",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","STARLINE INSTALLATIONS LTD.","Surrey, BC V3Z 0P6","9619-Autres manoeuvres des services de transformation, de fabrication et d'utilité publique",Inconnu,1,15
Colombie-Britannique,"   Bas salaire","Steamworks Restaurant Co","Vancouver, BC V6B 1G1",6322-Cuisiniers,Inconnu,1,2
Colombie-Britannique,"   Bas salaire","STERLING HARDWARE LTD.","Surrey, BC V3W 5B9","1241-Adjoints administratifs",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","STM Plumbing and Heating Ltd","Surrey, BC V3T 4T9","7611-Aides de soutien des métiers et manoeuvres en construction",Inconnu,1,2
Colombie-Britannique,"   Bas salaire","STRAIGHT 8 BARBERS LTD","KAMLOOPS, BC V2C 5N8","6341-Coiffeurs et barbiers",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Strathcona Hotel of Victoria Ltd.","Victoria, BC V8W 2C2",6322-Cuisiniers,Inconnu,2,3
Colombie-Britannique,"   Bas salaire","Studio Munto Enterprises Ltd.","Vancouver, BC V5Y 1R4","6311-Superviseurs des services alimentaires",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Suen Consulting Inc.","Coquitlam, BC V3E 0J5","4214-Éducateurs et aides-éducateurs de la petite enfance",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Suihou Canada Enterprise Ltd.","Vancouver, BC V6E 2B1",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Sukh Drywall Ltd.","surrey, BC V3T 3E6","7611-Aides de soutien des métiers et manoeuvres en construction",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Sula Indian Restaurant Ltd.","Vancouver, BC V5L 3X2","6311-Superviseurs des services alimentaires",Inconnu,1,2
Colombie-Britannique,"   Bas salaire","Sula Indian Restaurant Ltd.","Vancouver, BC V5L 3X2",6321-Chefs,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Sula Indian Restaurant Ltd.","Vancouver, BC V5L 3X2",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Sulbing Cafe North Road Ltd.","Burnaby, BC V3N 4R7","6311-Superviseurs des services alimentaires",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Sultan Sweet Shop and Restaurant Ltd","Vancouver, BC V5X 3T5",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Sumi Korean Restaurant Ltd.","Vancouver, BC V5P 3W4",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Sun Farm Produce (2007) Ltd.","Delta, BC V4C 1Y2","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Sunco Foods Inc.","Burnaby, BC V5J 0E3","9617-Manoeuvres dans la transformation des aliments, des boissons et des produits connexes",Inconnu,1,11
Colombie-Britannique,"   Bas salaire","Suncreek Auto Glass Ltd.","Surrey, BC V3W 4Z9","1241-Adjoints administratifs",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","SUNNY CARPET & UPHOLSTERY CLEANING LTD.","Victoria, BC V9A 3L4","6733-Concierges et surintendants d'immeubles",Inconnu,1,2
Colombie-Britannique,"   Bas salaire","Sunny Oakridge Enterprise Ltd.","Vancouver, BC V5S 1M1","4214-Éducateurs et aides-éducateurs de la petite enfance",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Sunshine Valley Recreation Inc.","Manning Park, BC V0X 1R0","6316-Surveillants des autres services",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Supreme Cutz Ltd","Abbotsford, BC V2T 5W8","6341-Coiffeurs et barbiers",Inconnu,1,2
Colombie-Britannique,"   Bas salaire","Supreme Pizza 1985 Ltd","Vancouver, BC V5P 3X8","6311-Superviseurs des services alimentaires",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Surrey City Childcare Ltd","Surrey, BC V3V 2X1","4214-Éducateurs et aides-éducateurs de la petite enfance",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Sushi 1.99 To Go Enterprises Ltd.","Coquitlam, BC V3K 3V8",6322-Cuisiniers,Inconnu,2,3
Colombie-Britannique,"   Bas salaire","Sushi 990 Ltd","Port Coquitlam, BC V3B 8B2","6311-Superviseurs des services alimentaires",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Sushi 990 Ltd","Port Coquitlam, BC V3B 8B2",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Sushi Aria Richmond Ltd.","Richmond, BC V6Y 1K3",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","sushi avenue restaurant LTD","langley, BC V2Y 2B9","6311-Superviseurs des services alimentaires",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Sushi Garden Restaurant Inc.","Burnaby, BC V5H 2B3",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Sushi Giwa","Burnaby, BC V5B 1R5",6322-Cuisiniers,Inconnu,1,1
