Province/Territoire,Volet du programme,Employeur,Adresse,Profession,Postes demandes
Colombie-Britannique,     Haut salaire,DoorDash Technologies Inc,"Vancouver, V6B2M6","4163-Agents de développement économique, recherchistes et experts-conseils en marketing",1
Colombie-Britannique,     Haut salaire,DR. JOYCE SANTOS-GROU INC. TRI-CITY DENTAL CENTRE,"COQUITLAM, V3B7L3",1221-Agents d'administration,1
Colombie-Britannique,     Haut salaire,D-Thind Development Ltd,"Burnaby, V5H1Z6",2251-Technologues et techniciens en architecture,1
Colombie-Britannique,     Haut salaire,Duality foods Ltd.,"Richmond, V6X1A4",0631-Directeurs de la restauration et des services alimentaires,1
Colombie-Britannique,     Haut salaire,Enfield Formwork Ltd.,"Abbotsford, V3G2Y1",7271-Charpentiers-menuisiers,2
Colombie-Britannique,     Haut salaire,Excited Corporate Investments Ltd.,"Surrey, V3X2Y7",7535-Autres préposés à la pose et à l'entretien des pièces mécaniques d'automobiles,1
Colombie-Britannique,     Haut salaire,Express News Tobacconist,"COQUITLAM, V3J7X8",0621-Directeurs - commerce de détail et de gros,1
Colombie-Britannique,     Haut salaire,Fast Track Appliances Ltd,"SURREY, V3W3E9",7332-Réparateurs et préposés à l'entretien d'appareils,1
Colombie-Britannique,     Haut salaire,fifth street bar & woodfired grill ltd,"Victoria, V8T2A3",6321-Chefs,1
Colombie-Britannique,     Haut salaire,Fleetway Trucking Ltd,"Surrey, V3W3N4",7511-Conducteurs de camions de transport,2
Colombie-Britannique,     Haut salaire,Focus Millwork Installation Inc.,"North Vancouver, V7L1T6",7271-Charpentiers-menuisiers,1
Colombie-Britannique,     Haut salaire,FRC ENTERPRISES INC.,"Surrey, V3W4G2",1311-Techniciens en comptabilité et teneurs de livres,1
Colombie-Britannique,     Haut salaire,G&RK Construction Ltd,"Surrey, V3S7Y7",7271-Charpentiers-menuisiers,3
Colombie-Britannique,     Haut salaire,Gongwell Services Incorporated,"Port Coquitlam, V3B1A8","4161-Recherchistes, experts-conseils et agents de programmes, en sciences naturelles et appliquées",1
Colombie-Britannique,     Haut salaire,Grace Hanin Community Church,"Surrey, V3T2V6",5241-Designers graphiques et illustrateurs,1
Colombie-Britannique,     Haut salaire,H&F Trading Inc.,"RICHMOND, V6Y0C2","0015-Cadres supérieurs - commerce, radiotélédiffusion et autres services, n.c.a.",1
Colombie-Britannique,     Haut salaire,He Brew's Ahava Coffee Inc.,"Kamloops, V2C0J4",0631-Directeurs de la restauration et des services alimentaires,2
Colombie-Britannique,     Haut salaire,High Gate Auto Repair Ltd,"Burnaby, V5J4X3","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1
Colombie-Britannique,     Haut salaire,HONEST BUILDING SERVICES LTD,"Burnaby, V5H0G2","0651-Directeurs du service à la clientèle et des services personnels, n.c.a.",1
Colombie-Britannique,     Haut salaire,INTERLOGIX TRANSPORT INC.,"SURREY, V3V1V6",7511-Conducteurs de camions de transport,2
Colombie-Britannique,     Haut salaire,Italian Spirit Design and Landscape Inc,"NORTH VANCOUVER, V7M3J9","0124-Directeurs de la publicité, du marketing et des relations publiques",1
Colombie-Britannique,     Haut salaire,J&K Healthcare Products Inc.,"West Vancouver, V7W2X3",1122-Professionnels des services-conseils en gestion aux entreprises,1
Colombie-Britannique,     Haut salaire,Jas Mann Roofing and Waterproofing Inc,"surrey, V4N1B7",7291-Couvreurs et poseurs de bardeaux,2
Colombie-Britannique,     Haut salaire,Jiva Manufacturing & Distributing Inc.,"Burnaby, V5J5B9","4163-Agents de développement économique, recherchistes et experts-conseils en marketing",1
Colombie-Britannique,     Haut salaire,Joliet Enterprises Ltd.,"Kamploop, V2C3Z9",0632-Directeurs des services d'hébergement,1
Colombie-Britannique,     Haut salaire,K4 Construction Ltd.,"Cloverdale, V3S1K4","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",2
Colombie-Britannique,     Haut salaire,KCH Consulting Services Inc.,"Coquitlam, V3B2P5",1122-Professionnels des services-conseils en gestion aux entreprises,1
Colombie-Britannique,     Haut salaire,Keats Island Construction and Services LTD,"Keats Island, V0N1V0",7271-Charpentiers-menuisiers,1
Colombie-Britannique,     Haut salaire,KHAGHAN RESTAURANT LTD.,"Vancouver, V6G2L9",0631-Directeurs de la restauration et des services alimentaires,2
Colombie-Britannique,     Haut salaire,Kingsway Subowners LTD,"Vancouver, V5N2S5",0631-Directeurs de la restauration et des services alimentaires,1
Colombie-Britannique,     Haut salaire,Kuber Taxi Ltd.,"Surrey, V3W0K8",0731-Directeurs des transports,1
Colombie-Britannique,     Haut salaire,Little Koala Montessori Child Care LTD.,"Richmond, V6Y1K9","1123-Professionnels en publicité, en marketing et en relations publiques",1
Colombie-Britannique,     Haut salaire,Lost Boys Studios Inc.,"Vancouver, V5N2K2",4012-Assistants d'enseignement et de recherche au niveau postsecondaire,1
Colombie-Britannique,     Haut salaire,Lotus Desert Enterprises Ltd,"MERRITT, V1K1B8",1311-Techniciens en comptabilité et teneurs de livres,1
Colombie-Britannique,     Haut salaire,Lundor Enterprises Inc,"Vancouver, V5M1V2","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
Colombie-Britannique,     Haut salaire,Mahiera Properties Ltd,"VANCOUVER, V6B2Z4","0016-Cadres supérieurs - construction, transport, production et services d'utilité publique",1
Colombie-Britannique,     Haut salaire,Major Tom Agency Inc,"Vancouver, V6B2L3","0124-Directeurs de la publicité, du marketing et des relations publiques",1
Colombie-Britannique,     Haut salaire,Manila Holdings Ltd,"Surrey, V3X2G9",0114-Directeurs d'autres services administratifs,1
Colombie-Britannique,     Haut salaire,Matteo Lighting Inc.,"Surrey, V3Z3X2",0113-Directeurs des achats,1
Colombie-Britannique,     Haut salaire,Maxer Holdings Limited,"Richmond, V7A5J9","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",1
Colombie-Britannique,     Haut salaire,Maxiville Transportation Inc,"NANAIMO, V9R5H9","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
Colombie-Britannique,     Haut salaire,Megabox Packaging Solutions Inc.,"Delta, V3M6L2",0621-Directeurs - commerce de détail et de gros,1
Colombie-Britannique,     Haut salaire,MEM Services Ltd.,"Richmond, V6V0A8","7384-Autre personnel des métiers et personnel assimilé, n.c.a.",1
Colombie-Britannique,     Haut salaire,Miracle Prescriptions LTD.,"North Vancouver, V7P1T2",3219-Autres technologues et techniciens des sciences de la santé (sauf soins dentaires),1
Colombie-Britannique,     Haut salaire,MJ WINDOW LTD.,"Surrey, V3W7X4",1241-Adjoints administratifs,1
Colombie-Britannique,     Haut salaire,Moonlight Stucco Plaster Ltd.,"Surrey, V3W4J4","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",1
Colombie-Britannique,     Haut salaire,NANAK SIDING LTD.,"Surrey, V3W3C1",7271-Charpentiers-menuisiers,3
Colombie-Britannique,     Haut salaire,NCC Construction Ltd,"surrey, V3W3H2",7271-Charpentiers-menuisiers,1
Colombie-Britannique,     Haut salaire,O Canada Drywall Ltd,"Delta, V4E3M9","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",2
Colombie-Britannique,     Haut salaire,Oasis Windows (Canada) Inc.,"SURREY, V3W9E9",0911-Directeurs de la fabrication,1
Colombie-Britannique,     Haut salaire,Olson Projects Ltd,"Golden, V0A1H2",7204-Entrepreneurs et contremaîtres en charpenterie,1
Colombie-Britannique,     Haut salaire,Oxford Barber Shop And Hair Salon Inc.,"Surrey, V3T0E6",6341-Coiffeurs et barbiers,1
Colombie-Britannique,     Haut salaire,Pandher Building Maintenance Ltd,"Surrey, V3X3R1",7611-Aides de soutien des métiers et manoeuvres en construction,2
Colombie-Britannique,     Haut salaire,PBF Pita Bread Factory Ltd,"Burnaby, V5A2H5",7242-Électriciens industriels,2
Colombie-Britannique,     Haut salaire,Pizza Knight Ltd,"Surrey, V3S9L9",0631-Directeurs de la restauration et des services alimentaires,1
Colombie-Britannique,     Haut salaire,Power Pros Electrical Ltd,"Abbotsford, V2T6W3",7241-Électriciens (sauf électriciens industriels et de réseaux électriques),1
Colombie-Britannique,     Haut salaire,Punjabi Patrika Media Ltd.,"Abbotsford, V2T6G4",1241-Adjoints administratifs,1
Colombie-Britannique,     Haut salaire,Pythagoras Academy,"Richmond, V6X1G1",4032-Enseignants aux niveaux primaire et préscolaire,1
Colombie-Britannique,     Haut salaire,Rainbow Kitchen Craft Ltd.,"SURREY, V3W3H7",0621-Directeurs - commerce de détail et de gros,1
Colombie-Britannique,     Haut salaire,Raiwal Agro Tech Foods Ltd,"SURREY, V3S0L5",0714-Directeurs de l'exploitation et de l'entretien d'immeubles,1
Colombie-Britannique,     Haut salaire,Raiwal Agro Tech Foods Ltd,"SURREY, V3S0L5","1123-Professionnels en publicité, en marketing et en relations publiques",1
Colombie-Britannique,     Haut salaire,Raiwal Agro Tech Foods Ltd,"SURREY, V3S0L5","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
Colombie-Britannique,     Haut salaire,RB Gill Contracting Ltd,"Surrey, V3V5G2",7241-Électriciens (sauf électriciens industriels et de réseaux électriques),2
Colombie-Britannique,     Haut salaire,Reason Investment Advisors Ltd,"Richmond, V6X2C9","0121-Directeurs des assurances, de l'immobilier et du courtage financier",1
Colombie-Britannique,     Haut salaire,Robert Laurin Holdings Ltd.,"Kelowna, V1Y8P8",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,     Haut salaire,Royal Pacific Institute Ltd.,"Victoria, V8X1W8",3232-Praticiens des médecines douces,1
Colombie-Britannique,     Haut salaire,S B TRUCKING LTD.,"Surrey, V3W0A6",7511-Conducteurs de camions de transport,10
Colombie-Britannique,     Haut salaire,SACHIN CAPITAL CORP,"RICHMOND, V6V3B7","0121-Directeurs des assurances, de l'immobilier et du courtage financier",1
Colombie-Britannique,     Haut salaire,Sai Construction Ltd.,"Surrey, V3R3R8","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",2
Colombie-Britannique,     Haut salaire,Sam's Labour Ltd.,"Surrey, V3W7J6","1123-Professionnels en publicité, en marketing et en relations publiques",1
Colombie-Britannique,     Haut salaire,Sandhu Interstate Logistics Ltd,"Surrey, V3S7G1",7511-Conducteurs de camions de transport,2
Colombie-Britannique,     Haut salaire,"School District 33, Chilliwack","Chilliwack, V2P7K4",4031-Enseignants au niveau secondaire,1
Colombie-Britannique,     Haut salaire,Sea To Sky Armor Deck Ltd.,"Squamish, V8B0V5",0711-Directeurs de la construction,1
Colombie-Britannique,     Haut salaire,Seung Oh ltd.,"Burnaby, V3N4R7",1311-Techniciens en comptabilité et teneurs de livres,1
Colombie-Britannique,     Haut salaire,Shahbaz Overseas Trading,"SURREY, V3T4H5",0621-Directeurs - commerce de détail et de gros,1
Colombie-Britannique,     Haut salaire,Shield Masonry Ltd,"Vancouver, V6P6R9",7281-Briqueteurs-maçons,4
Colombie-Britannique,     Haut salaire,SHL Construction Ltd.,"Vancouver, V5X2C8",7271-Charpentiers-menuisiers,1
Colombie-Britannique,     Haut salaire,Shoreside  Workforce Inc,"Richmond, V6V2H1",1241-Adjoints administratifs,1
Colombie-Britannique,     Haut salaire,SICOM INDUSTRIES LTD.,"LANGLEY, V4W3Z8",7231-Machinistes et vérificateurs d'usinage et d'outillage,3
Colombie-Britannique,     Haut salaire,Sky Infotech Ltd.,"North Vancouver, V7P1V7",0213-Gestionnaires des systèmes informatiques,1
Colombie-Britannique,     Haut salaire,Skyline Projects Ltd,"Surrey, V3W0K3",7294-Peintres et décorateurs (sauf décorateurs d'intérieur),1
Colombie-Britannique,     Haut salaire,Skyline Projects Ltd,"Surrey, V3W0K3",7611-Aides de soutien des métiers et manoeuvres en construction,3
Colombie-Britannique,     Haut salaire,Smart Fencing Ltd,"Abbotsford, V2T2W7","0651-Directeurs du service à la clientèle et des services personnels, n.c.a.",1
Colombie-Britannique,     Haut salaire,Solunar Productions Corporation,"NORTH VANCOUVER, V7G1C3","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",1
Colombie-Britannique,     Haut salaire,Source Display Inc.,"Richmond, V6V1J8",7237-Soudeurs et opérateurs de machines à souder et à braser,1
Colombie-Britannique,     Haut salaire,SPEEDHAUL TRUCKING INC.,"Abbotsford, V4X1L3",7511-Conducteurs de camions de transport,4
Colombie-Britannique,     Haut salaire,SR Winery & Distillery Ltd.,"Surrey, V3R7P6","9213-Surveillants dans la transformation des aliments, des boissons et des produits connexes",1
Colombie-Britannique,     Haut salaire,SSB Trucking Ltd.,"SURREY, V3W3A5",7511-Conducteurs de camions de transport,2
Colombie-Britannique,     Haut salaire,St.George International College,"Vancouver, V6B5J3",1221-Agents d'administration,1
Colombie-Britannique,     Haut salaire,STARLINES INSTALLATION LTD.,"Surrey, V3Z0P6",7205-Entrepreneurs et contremaîtres des autres métiers de la construction et des services de réparation et d'installation,1
Colombie-Britannique,     Haut salaire,Sunshine Coast Logistics Inc.,"Delta, V4C1G1",7511-Conducteurs de camions de transport,4
Colombie-Britannique,     Haut salaire,T&E TRUCKING LTD,"Surrey, V3S0Z4",7511-Conducteurs de camions de transport,1
Colombie-Britannique,     Haut salaire,Takhar Drywall Ltd.,"Surrey, V3S3T1",7271-Charpentiers-menuisiers,1
Colombie-Britannique,     Haut salaire,Technicolor Canada Inc,"Vancouver, V6B2S2",5241-Designers graphiques et illustrateurs,1
Colombie-Britannique,     Haut salaire,Thakur Financial Consultancy Inc,"Surrey, V3T4H4",0125-Directeurs d'autres services aux entreprises,1
Colombie-Britannique,     Haut salaire,The Capital Media Company Inc.,"Vancouver, V5Y1L4","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
Colombie-Britannique,     Haut salaire,THE VERY GOOD BUTCHERS INC.,"VICTORIA, V8W0C1",2211-Technologues et techniciens en chimie,1
Colombie-Britannique,     Haut salaire,TMG LOGISTICS INC,"SURREY, V3W3B2",1241-Adjoints administratifs,1
Colombie-Britannique,     Haut salaire,TPLUSA TRANSFORMATION ENTERPRISES INCORPORATED,"Vancouver, V5T3E2","0014-Cadres supérieurs - santé, enseignement, services sociaux et communautaires et associations mutuelles",1
Colombie-Britannique,     Haut salaire,Trident Railing Awnings & Metal Work LTD.,"SURREY, V3W9G2",7237-Soudeurs et opérateurs de machines à souder et à braser,2
Colombie-Britannique,     Haut salaire,VANTAA ENTERPRISE LTD.,"Richmond, V6X3V7",1221-Agents d'administration,1
Colombie-Britannique,     Haut salaire,Venue West Conference Services Ltd.,"Vancouver, V6B2R9",1226-Planificateurs de congrès et d'événements,1
Colombie-Britannique,     Haut salaire,Wai Chun Lau dba Come-to-Us Educational Services,"Coquitlam, V3B2P5","0014-Cadres supérieurs - santé, enseignement, services sociaux et communautaires et associations mutuelles",1
Colombie-Britannique,     Haut salaire,Walltopia Canada Inc.,"North Vancouver, V7M2T5","7441-Personnel d'installation, d'entretien et de réparation d'équipement résidentiel et commercial",7
Colombie-Britannique,     Haut salaire,Westcoast Transport Advisor Ltd.,"Surrey, V3W1R1",7205-Entrepreneurs et contremaîtres des autres métiers de la construction et des services de réparation et d'installation,1
Colombie-Britannique,     Haut salaire,White Knight Painting Ltd,"Victoria, V8N2H9",7294-Peintres et décorateurs (sauf décorateurs d'intérieur),1
Colombie-Britannique,     Haut salaire,Xpro Transport Ltd,"DELTA, V4C5M8",7511-Conducteurs de camions de transport,5
Colombie-Britannique,     Haut salaire,Yuanheng Holdings Ltd.,"Vancouver, V6H1G6","1123-Professionnels en publicité, en marketing et en relations publiques",1
Colombie-Britannique,     Haut salaire,Zeek Tech Inc.,"Vancouver, V6C3P6",0213-Gestionnaires des systèmes informatiques,1
Colombie-Britannique,   Bas salaire,0733244 BC LTD,"Prince Rupert, V8J1A8",6541-Agents de sécurité et personnel assimilé des services de sécurité,2
Colombie-Britannique,   Bas salaire,0834758 B.C. Ltd.,"Burnaby, V3N1B6",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,0882941 B.C. LTD.,"dawson Creek, V1G0A4",6731-Préposés à l'entretien ménager et au nettoyage - travaux légers,3
Colombie-Britannique,   Bas salaire,0966748 B.C. LTD,"Vancouver, V6E1A7",6211-Superviseurs des ventes - commerce de détail,1
Colombie-Britannique,   Bas salaire,0991476 B.C. LTD.,"PRINCE GEORGE, V2M2M2",0631-Directeurs de la restauration et des services alimentaires,1
Colombie-Britannique,   Bas salaire,1013898 BC LTD. DBA,"SURREY, V3S3X1",6211-Superviseurs des ventes - commerce de détail,2
Colombie-Britannique,   Bas salaire,1066969 B.C. Ltd.,"North Saanich, V8L5V5",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,1093902 BC LTD.,"Victoria, V8P2A5",6511-Maîtres d'hôtel et hôtes,1
Colombie-Britannique,   Bas salaire,1099657 B.C LTD.,"Coquitlam, V3K3J2",4214-Éducateurs et aides-éducateurs de la petite enfance,1
Colombie-Britannique,   Bas salaire,1124171 BC LTD,"VANCOUVER, V5W3A4",6211-Superviseurs des ventes - commerce de détail,1
Colombie-Britannique,   Bas salaire,1132657 BC Ltd,"Surrey, V3W1Z1",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,1153231 BC Ltd.,"Richmond, V6X3A5",6321-Chefs,1
Colombie-Britannique,   Bas salaire,1191570 B.C. Ltd.,"STEWART, V0T1W0",0631-Directeurs de la restauration et des services alimentaires,1
Colombie-Britannique,   Bas salaire,1888307 Alberta Inc.,"Port Moody, V3H0H6",7332-Réparateurs et préposés à l'entretien d'appareils,1
Colombie-Britannique,   Bas salaire,441070 B.C. LTD,"Ladner, V4K2T7",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,49th Parallel Roasters Inc. dba 49th Parallel Coffee Roasters,"Burnaby, V3N4A3",6322-Cuisiniers,3
Colombie-Britannique,   Bas salaire,636809 BC LTD,"Whistler, V8E0X1",6211-Superviseurs des ventes - commerce de détail,1
Colombie-Britannique,   Bas salaire,641823 B.C. Ltd,"Burnaby, V5H1Z5",6322-Cuisiniers,2
Colombie-Britannique,   Bas salaire,9573895 Canada Inc,"Vancouver, V5Z2V9",6341-Coiffeurs et barbiers,1
Colombie-Britannique,   Bas salaire,A’Group Beauty Ltd.,"Vancouver, V6B2M6",6341-Coiffeurs et barbiers,2
Colombie-Britannique,   Bas salaire,A1 College Ltd.,"N. Vancouver, V7L2P7",1221-Agents d'administration,1
Colombie-Britannique,   Bas salaire,AAA Property Management Services Ltd.,"Burnaby, V5E1Z1",1311-Techniciens en comptabilité et teneurs de livres,1
Colombie-Britannique,   Bas salaire,Adagio Rhythmic Academy,"Vancouver, V6S0K5",5252-Entraîneurs,2
Colombie-Britannique,   Bas salaire,ALM Construction Ltd.,"Surrey, V3S3J1",7294-Peintres et décorateurs (sauf décorateurs d'intérieur),6
Colombie-Britannique,   Bas salaire,Angel Foods Ltd,"Coquitlam, V3J2S7",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Angel Foods Ltd,"Coquitlam, V3J2S7","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",3
Colombie-Britannique,   Bas salaire,Badyal Farms Ltd,"Abbotsford, V3G2P5",1241-Adjoints administratifs,1
Colombie-Britannique,   Bas salaire,Baho fast food inc.,"Surrey, V3T2W1","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
Colombie-Britannique,   Bas salaire,Baltic (Glenmore) Inc. dba Glenmore GLENM,"Kelowna, V1V1P5",3237-Autre personnel technique en thérapie et en diagnostic,1
Colombie-Britannique,   Bas salaire,Batoli Enterprises Inc.,"Surrey, V3S2W9",6211-Superviseurs des ventes - commerce de détail,1
Colombie-Britannique,   Bas salaire,BC Ltd 0696488,"Victoria, V8W2L3",6321-Chefs,1
Colombie-Britannique,   Bas salaire,Bhatt Enterprise Ltd. o/a Curry & Kabab Indian Cuisine,"Surrey, V3W3N1","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",2
Colombie-Britannique,   Bas salaire,Breakfast Table Eatery Group Ltd.,"Vancouver, V6H3J8",6322-Cuisiniers,2
Colombie-Britannique,   Bas salaire,Caffe Artigiano INC.,"Burnaby, V5A3C2",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,CANADA FOCUS TRADING INC.,"Richmond, V6X1A1",4214-Éducateurs et aides-éducateurs de la petite enfance,1
Colombie-Britannique,   Bas salaire,CB&MH Enterprise,"Vancouver, V6E1N2",6511-Maîtres d'hôtel et hôtes,1
Colombie-Britannique,   Bas salaire,Chandni Chowk Square Ltd.,"Surrey, V3W4E9","6342-Tailleurs, couturiers, fourreurs et modistes",2
Colombie-Britannique,   Bas salaire,CHI MODERN VIETNAMESE KITCHEN,"Burnaby, V5A4R6",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,ChopValue Manufacturing Ltd.,"Vancouver, V6J0E5",2252-Designers industriels,1
Colombie-Britannique,   Bas salaire,CLC Centre,"Coquitlam, V3K3N9",1311-Techniciens en comptabilité et teneurs de livres,1
Colombie-Britannique,   Bas salaire,Columbia Motor Inn Ltd.,"Kamloops, V2C1K7","6313-Superviseurs des services d'hébergement, de voyages, de tourisme et des services connexes",2
Colombie-Britannique,   Bas salaire,DELTA BOYS CONSTRUCTION LTD.,"DELTA, V4C2E6",7611-Aides de soutien des métiers et manoeuvres en construction,2
Colombie-Britannique,   Bas salaire,Dhaliwal Ventures Inc,"Surrey, V3S1Z9","9217-Surveillants dans la transformation et la fabrication de produits textiles, de tissus, de fourrure et de cuir",1
Colombie-Britannique,   Bas salaire,Distinctive Detailing Ltd,"North Vancouver, V7P1E6",6732-Nettoyeurs spécialisés,1
Colombie-Britannique,   Bas salaire,DIYUG INVESTMENTS INC.,"FERNIE, V0B1M1",6315-Surveillants des services de nettoyage,1
Colombie-Britannique,   Bas salaire,Doc's Restaurant & Pub Ltd,"BOWEN ISLAND, V0N1G0",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,EAGLE FENCING LTD.,"CHILLIWACK, V2R0M7",6316-Surveillants des autres services,1
Colombie-Britannique,   Bas salaire,Enchanted Wood Preschool Ltd.,"Richmond, V6Y2L2",4214-Éducateurs et aides-éducateurs de la petite enfance,1
Colombie-Britannique,   Bas salaire,EXCEL DRIVING ACADEMY LTD,"Port Coquitlam, V3B3R8",4216-Autres instructeurs,2
Colombie-Britannique,   Bas salaire,Exotic Stone Ltd.,"Victoria, V8X1J6",0712-Gestionnaires et rénovateurs en construction domiciliaire,1
Colombie-Britannique,   Bas salaire,Faye's Spa Ltd.,"Victoria, V8W3M9",3236-Massothérapeutes,2
Colombie-Britannique,   Bas salaire,Fernie Pizza & Pasta,"Fernie, V0B1M0",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Fernie Pizza & Pasta,"Fernie, V0B1M0",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Fineex Couriers & Logistics Inc,"Surrey, V3W5B9",1241-Adjoints administratifs,1
Colombie-Britannique,   Bas salaire,Fraser Valley Renewables Ltd.,"Abbotsford, V2S7M6",7452-Manutentionnaires,2
Colombie-Britannique,   Bas salaire,Gaba Auto Detailing & Tires Ltd,"Abbotsford, V2T6K8",6732-Nettoyeurs spécialisés,1
Colombie-Britannique,   Bas salaire,Global Carpets & Hardwood Ltd.,"Vancouver, V6P3T1",6211-Superviseurs des ventes - commerce de détail,1
Colombie-Britannique,   Bas salaire,GNR Entertainment Inc.,"Squamish, V8B0P3",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,GREEN CUISINE INC,"Victoria, V8W3C6",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,highend ceder fencing and landscaping ltd.,"surrey, V3W5E9",8612-Manoeuvres en aménagement paysager et en entretien des terrains,1
Colombie-Britannique,   Bas salaire,J & K CONSTRUCTION LTD.,"Surrey, V3X1V4",7611-Aides de soutien des métiers et manoeuvres en construction,1
Colombie-Britannique,   Bas salaire,J. Diem Hair and Nails Salon Ltd.,"Burnaby, V5C2J7",6341-Coiffeurs et barbiers,2
Colombie-Britannique,   Bas salaire,Jai Pur Unique Boutique & Fabrics Ltd,"SURREY, V3W4G3","6342-Tailleurs, couturiers, fourreurs et modistes",2
Colombie-Britannique,   Bas salaire,Jambo Grill and Goodmorning Paan Ltd,"Vancouver, V5R5K3",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Jiya's Hair Salon,"Surrey, V3W3M8",6341-Coiffeurs et barbiers,1
Colombie-Britannique,   Bas salaire,Joey Tomato's (Kelowna) Inc.,"Kelowna, V1X4J2",6321-Chefs,1
Colombie-Britannique,   Bas salaire,Just Delicious Bistro Ltd.,"SUMMERLAND, V0H1Z0",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,KHAGHAN RESTAURANT LTD.,"Vancouver, V6G2L9",6322-Cuisiniers,2
Colombie-Britannique,   Bas salaire,Kiddocare Infant/Toddler Centre,"Burnaby, V3N2S1",4214-Éducateurs et aides-éducateurs de la petite enfance,1
Colombie-Britannique,   Bas salaire,Kiki's Restaurant Ltd.,"Surrey, V4A9E3",6332-Boulangers-pâtissiers,2
Colombie-Britannique,   Bas salaire,Laugh and Learn Children Centre Branch,"Chilliwack, V2R3M4",4214-Éducateurs et aides-éducateurs de la petite enfance,1
Colombie-Britannique,   Bas salaire,Legend House Chinese Restaurant LNC.,"Coquitlam, V3B0J1",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,LEVI REIMER INC.,"Abbotsford, V2S3T5","6562-Esthéticiens, électrolystes et personnel assimilé",1
Colombie-Britannique,   Bas salaire,Lil Bloomers Childcare Centre,"North Vancouver, V7N1J9",4214-Éducateurs et aides-éducateurs de la petite enfance,1
Colombie-Britannique,   Bas salaire,M.C.Y.L Enterprise Inc.,"Delta, V4L2A6","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
Colombie-Britannique,   Bas salaire,Madras spice ltd,"Vancouver, V5W3A1",6322-Cuisiniers,2
Colombie-Britannique,   Bas salaire,Matoi Sushi LTD.,"Coquitlam, V3B6S2",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Meadow Ridge Centre for Child Care,"Maple Ridge, V2X2R8",4214-Éducateurs et aides-éducateurs de la petite enfance,1
Colombie-Britannique,   Bas salaire,Mega Dental Lab (1993) Ltd.,"VANCOUVER, V5K1Z5",3223-Technologues et techniciens dentaires et auxiliaires dans les laboratoires dentaires,1
Colombie-Britannique,   Bas salaire,MK & YOO Food Services Inc.,"Kelowna, V1Y6H2",6332-Boulangers-pâtissiers,1
Colombie-Britannique,   Bas salaire,MULTISERVICES VANCOUVER HOUSEHOLD MAINTENANCE LTD,"Vancouver, V6G1P4",6315-Surveillants des services de nettoyage,1
Colombie-Britannique,   Bas salaire,Nagomi Sushi Take Out,"Golden, V0A1H2",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Nelson's Mechanical Insulation Services Ltd,"Coquitlam, V3B5Y5",7293-Calorifugeurs,1
Colombie-Britannique,   Bas salaire,Nibbana Holdings Inc,"Delta, V3M6K7",1221-Agents d'administration,1
Colombie-Britannique,   Bas salaire,North Fleetwood Montessori School,"Surrey, V4N0V6",4214-Éducateurs et aides-éducateurs de la petite enfance,1
Colombie-Britannique,   Bas salaire,Northern Gold Foods Ltd,"Port Coquitlam, V3C3T7",2233-Technologues et techniciens en génie industriel et en génie de fabrication,1
Colombie-Britannique,   Bas salaire,Original Energy Sales Inc.,"Kamloops, V1S1J2",6211-Superviseurs des ventes - commerce de détail,1
Colombie-Britannique,   Bas salaire,Original Energy Sales Inc.,"Kamloops, V1S1J2",6421-Vendeurs - commerce de détail,1
