Province/Territory,Program Stream,Employer,Address,Occupation,Incorporate Status,Requested LMIAs,Requested Positions,Postal Code,Latitude,Longitude
British Columbia ,High Wage ,BLACKWALLS CUSTOMS EXTERIORS LTD,"Victoria, BC V8N 5R5",73110-Roofers and shinglers,Unknown,1,3,V8N 5R5,48.4907513,-123.3249791
British Columbia ,High Wage ,BLUE BIRD CUSTOM DESIGN LTD.,"NANAIMO, BC V9T 0K5",72310-Carpenters,Unknown,1,1,V9T 0K5,49.2243424,-124.0199184
British Columbia ,High Wage ,BLUECON CONTRACTING LTD.,"New Westminster, BC V3L 3C5","00015-Senior managers - construction, transportation, production and utilities",Unknown,1,1,V3L 3C5,49.2145848,-122.9226863
British Columbia ,High Wage ,Bon Chic Skin & Laser Clinic Ltd.,"Port Coquitlam, BC V3C 6C7","63211-Estheticians, electrologists and related occupations",Unknown,1,1,V3C 6C7,49.2698394,-122.7902007
British Columbia ,High Wage ,Bravo Drywall Ltd.,"Surrey, BC V3W 2R7",75110-Construction trades helpers and labourers,Unknown,2,3,V3W 2R7,49.1362191,-122.8590418
British Columbia ,High Wage ,Brown Social House Sweet and Chat Ltd.,"Coquitlam, BC V3K 3P5",62020-Food service supervisors,Unknown,1,1,V3K 3P5,49.2487755,-122.8570733
British Columbia ,High Wage ,Browns Chartered Professional Accountants Inc.,"Surrey, BC V4C 6R2",12200-Accounting technicians and bookkeepers,Unknown,1,1,V4C 6R2,49.1575967,-122.8907027
British Columbia ,High Wage ,Brushup painting ltd,"Delta, BC V4C 6P6","72014-Contractors and supervisors, other construction trades, installers, repairers and servicers",Unknown,1,1,V4C 6P6,49.1452058,-122.8907027
British Columbia ,High Wage ,BSB GLASS & SHOWER DOOR LTD.,"SURREY, BC V3W 3B1",73200-Residential and commercial installers and servicers,Unknown,1,1,V3W 3B1,49.1487721,-122.8601804
British Columbia ,High Wage ,Budget Homes Ltd.,"Surrey, BC V3S 5X7","72021-Contractors and supervisors, heavy equipment operator crews",Unknown,1,1,V3S 5X7,49.0996916,-122.8067476
British Columbia ,High Wage ,Build it better home services ltd,"SURREY, BC V3W 0P4",72310-Carpenters,Unknown,1,2,V3W 0P4,49.12995189999999,-122.8266051
British Columbia ,High Wage ,Burning Hormone Fitness Ltd,"Richmond, BC V6X 2C3","54100-Program leaders and instructors in recreation, sport and fitness",Unknown,1,1,V6X 2C3,49.1806867,-123.1381052
British Columbia ,High Wage ,BZSFS CONSTRUCTION LTD.,"SURREY, BC V3V 4P9",75110-Construction trades helpers and labourers,Unknown,1,2,V3V 4P9,49.18188869999999,-122.8800776
British Columbia ,High Wage ,C Company Franchising Corp,"Vancouver, BC V6E 1N1",12200-Accounting technicians and bookkeepers,Unknown,1,1,V6E 1N1,49.2809321,-123.1326158
British Columbia ,High Wage ,C Company Franchising Corp,"Vancouver, BC V6E 1N1",60030-Restaurant and food service managers,Unknown,1,1,V6E 1N1,49.2809321,-123.1326158
British Columbia ,High Wage ,Cambridge Immigration Solutions Inc,"Surrey, BC V3W 3N4",13100-Administrative officers,Unknown,1,1,V3W 3N4,49.1540073,-122.8897489
British Columbia ,High Wage ,Canadian Battery Store Limited,"Delta, BC V3M 6M1","94202-Assemblers and inspectors, electrical appliance, apparatus and equipment manufacturing",Unknown,1,1,V3M 6M1,49.1659262,-122.9708228
British Columbia ,High Wage ,Canbuild Development Ltd,"Abbotsford, BC V2T 5H9","72014-Contractors and supervisors, other construction trades, installers, repairers and servicers",Unknown,1,2,V2T 5H9,49.0545729,-122.3667666
British Columbia ,High Wage ,Can-Nor Electric Ltd,"Kelowna, BC V1W 2E5",22311-Electronic service technicians (household and business equipment),Unknown,1,1,V1W 2E5,49.860074,-119.4580995
British Columbia ,High Wage ,CAN-PACIFIC EXPRESS INC.,"Surrey, BC V3Z 1C8",73300-Transport truck drivers,Unknown,1,10,V3Z 1C8,49.0756508,-122.7469243
British Columbia ,High Wage ,CANTRUST UNIVERSAL TRADE LTD,"RICHMOND, BC V6X 2P4",10029-Other business services managers,Unknown,1,1,V6X 2P4,49.1817052,-123.1003155
British Columbia ,High Wage ,Carecorp Senior Services,"Vancouver, BC, BC V6G 1C3","33102-Nurse aides, orderlies and patient service associates",Unknown,1,5,V6G 1C3,49.28924139999999,-123.1316548
British Columbia ,High Wage ,Castella Manufacturing Ltd,"Vancouver, BC V5X 4P3","00014-Senior managers - trade, broadcasting and other services, n.e.c.",Unknown,1,1,V5X 4P3,49.2083465,-123.0947271
British Columbia ,High Wage ,Centura immigration Service Inc.,"Surrey, BC V3W 1E6",13100-Administrative officers,Unknown,1,1,V3W 1E6,49.14218779999999,-122.8652785
British Columbia ,High Wage ,Chaggar Immigration Services Inc.,"Surrey, BC V3W 4E9",13110-Administrative assistants,Unknown,1,1,V3W 4E9,49.1483906,-122.8674641
British Columbia ,High Wage ,Chandni Chowk Square Ltd.,"Surrey, BC V3W 4E9","00014-Senior managers - trade, broadcasting and other services, n.e.c.",Unknown,1,1,V3W 4E9,49.1483906,-122.8674641
British Columbia ,High Wage ,CHANDTRANSPORT LTD,"MISSION, BC V4S 0B1",13100-Administrative officers,Unknown,1,1,V4S 0B1,49.1575966,-122.325269
British Columbia ,High Wage ,Cheam Sushi Inc.,"Agassiz, BC V0M 1A0",63200-Cooks,Unknown,1,1,V0M 1A0,49.5265745,-121.768337
British Columbia ,High Wage ,CHECKINGIN SOFTWARE LTD,"Nanaimo, BC V9T 0J6",21234-Web developers and programmers,Unknown,1,1,V9T 0J6,49.2239638,-124.0280127
British Columbia ,High Wage ,CLPN Transport Ltd.,"Surrey, BC V3W 6X6",73300-Transport truck drivers,Unknown,1,2,V3W 6X6,49.1227057,-122.8426515
British Columbia ,High Wage ,COGNITIA Healthcare Technologies Ltd.,"New Westminster, BC V3M 6B9",13110-Administrative assistants,Unknown,1,1,V3M 6B9,49.1983806,-122.9088125
British Columbia ,High Wage ,CoinSite,"VANCOUVER, BC V5P 3V","00012-Senior managers - financial, communications and other business services",Corporation,1,1,,,
British Columbia ,High Wage ,Colyvan Pacific Real Estate Management,"Vancouver, BC V6E 4A6",13101-Property administrators,Unknown,1,1,V6E 4A6,49.2866821,-123.1227828
British Columbia ,High Wage ,CONNECTING SOLUTION & APPLICATIONS LTD.,"Surrey, BC V3T 4H4","00013-Senior managers - health, education, social and community services and membership organizations",Unknown,1,1,V3T 4H4,49.1899883,-122.8414293
British Columbia ,High Wage ,Core Drywall Ltd.,"Surrey, BC V3X 0E6","72014-Contractors and supervisors, other construction trades, installers, repairers and servicers",Unknown,1,3,V3X 0E6,49.11228790000001,-122.8578213
British Columbia ,High Wage ,Core Drywall Ltd.,"Surrey, BC V3X 0E6",72310-Carpenters,Unknown,2,5,V3X 0E6,49.11228790000001,-122.8578213
British Columbia ,High Wage ,Core Drywall Ltd.,"Surrey, BC V3X 0E6","73102-Plasterers, drywall installers and finishers and lathers",Unknown,1,6,V3X 0E6,49.11228790000001,-122.8578213
British Columbia ,High Wage ,Coreng Enterprises Corporation,"Vancouver, BC V6A 2T4",60020-Retail and wholesale trade managers,Unknown,1,1,V6A 2T4,49.2805326,-123.0991375
British Columbia ,High Wage ,CREATIVE SECURITY SOLUTIONS LTD.,"Delta, BC V4E 1Y8",72200-Electricians (except industrial and power system),Unknown,1,2,V4E 1Y8,49.1335961,-122.9047191
British Columbia ,High Wage ,CREATIVE SECURITY SOLUTIONS LTD.,"Delta, BC V4E 1Y8",75110-Construction trades helpers and labourers,Unknown,1,2,V4E 1Y8,49.1335961,-122.9047191
British Columbia ,High Wage ,Creche Skin Care Canada Ltd,"Burnaby, BC V3N 0G6",13110-Administrative assistants,Unknown,1,1,V3N 0G6,49.2225556,-122.9315621
British Columbia ,High Wage ,Crescent Creek Homes Inc.,"Surrey, BC V3S 0S8",12200-Accounting technicians and bookkeepers,Unknown,1,1,V3S 0S8,49.0494682,-122.7883717
British Columbia ,High Wage ,Crossover Bollywood Se Enterprises Inc.,"SURREY, BC V3W 1R1","64200-Tailors, dressmakers, furriers and milliners",Unknown,1,1,V3W 1R1,49.1507077,-122.865198
British Columbia ,High Wage ,CSC Cleaning Inc.,"Parksville, BC V9P 0C7",65310-Light duty cleaners,Unknown,1,1,V9P 0C7,49.3343827,-124.3437316
British Columbia ,High Wage ,CWPC Property Consultants Ltd.,"Surrey, BC V3Z 0Z5","12203-Assessors, business valuators and appraisers",Unknown,1,1,V3Z 0Z5,49.0597475,-122.7984949
British Columbia ,High Wage ,DEEKAY CONTRACTING LTD.,"Surrey, BC V3W 3A8",13100-Administrative officers,Unknown,1,1,V3W 3A8,49.1475868,-122.8661033
British Columbia ,High Wage ,Delight Street Eats Ltd.,"Delta, BC V4C 6R6",63200-Cooks,Unknown,1,2,V4C 6R6,49.1646985,-122.8906398
British Columbia ,High Wage ,Delight Street Eats Ltd.,"Delta, BC V4C 6R6",63201-Butchers - retail and wholesale,Unknown,1,1,V4C 6R6,49.1646985,-122.8906398
British Columbia ,High Wage ,DENSE CONSTRUCTION LIMITED,"Vancouver, BC V5P 3V6",75110-Construction trades helpers and labourers,Unknown,1,1,V5P 3V6,49.2356922,-123.0657654
British Columbia ,High Wage ,DESH PANJAB TILES LTD,"SURREY, BC V3W 7R2",75110-Construction trades helpers and labourers,Unknown,1,1,V3W 7R2,49.1356932,-122.8631782
British Columbia ,High Wage ,DIGIPRO IT SOLUTIONS LTD.,"Chilliwack, BC V2P 3Y6",22221-User support technicians,Unknown,1,1,V2P 3Y6,49.1723502,-121.9654307
British Columbia ,High Wage ,DIVINE HVAC LTD,"SURREY, BC V3V 2P9","72402-Heating, refrigeration and air conditioning mechanics",Unknown,1,2,V3V 2P9,49.1837908,-122.8962784
British Columbia ,High Wage ,DKR AUTO SALES INC.,"Surrey, BC V3T 2S9","00014-Senior managers - trade, broadcasting and other services, n.e.c.",Unknown,1,1,V3T 2S9,49.2056985,-122.8659907
British Columbia ,High Wage ,Dr. Gordon N S Davidson Inc,"Vernon, BC V1T 5H9",13100-Administrative officers,Unknown,1,1,V1T 5H9,50.26514659999999,-119.2720868
British Columbia ,High Wage ,DR. ODINAKACHUKWU SANDRA OKEZUE INC.,"Clearwater, BC V0E 1N0",13100-Administrative officers,Unknown,1,1,V0E 1N0,52.2078239,-119.9936428
British Columbia ,High Wage ,DREAM MAKERZ CONSTRUCTION LTD.,"Surrey, BC V3R 2G3","72013-Contractors and supervisors, carpentry trades",Unknown,1,1,V3R 2G3,49.20612329999999,-122.8419238
British Columbia ,High Wage ,Drive Co Freight Systems Ltd,"Surrey, BC V4N 3J2",13110-Administrative assistants,Unknown,1,1,V4N 3J2,49.1958827,-122.7818687
British Columbia ,High Wage ,Dryland Excavating Ltd.,"SURREY, BC V3S 1T6",73400-Heavy equipment operators,Unknown,1,2,V3S 1T6,49.11125999999999,-122.7432632
British Columbia ,High Wage ,DSP PLUMBING LTD.,"SURREY, BC V3R 2C8",72300-Plumbers,Unknown,1,2,V3R 2C8,49.2054828,-122.841711
British Columbia ,High Wage ,DUST DETAILS LTD,"Surrey, BC V3R 3G2",13110-Administrative assistants,Unknown,1,1,V3R 3G2,49.1998719,-122.8337669
British Columbia ,High Wage ,Dynamic After School Care Inc.,"Kelowna, BC V1X 6G3",42202-Early childhood educators and assistants,Unknown,1,2,V1X 6G3,49.88445129999999,-119.4255229
British Columbia ,High Wage ,Eagle Roofing Ltd,"Surrey, BC V4N 2P3",73110-Roofers and shinglers,Unknown,1,1,V4N 2P3,49.1739364,-122.7763183
British Columbia ,High Wage ,Eagle21 Construction Ltd,"Surrey, BC V3V 5P2",12200-Accounting technicians and bookkeepers,Unknown,1,1,V3V 5P2,49.1634851,-122.8565075
British Columbia ,High Wage ,Earth Works Survey and Drafting Inc,"Victoria, BC V9B 3V4",22213-Land survey technologists and technicians,Unknown,1,1,V9B 3V4,48.4485628,-123.5015208
British Columbia ,High Wage ,Eclat Skin Care Aesthetics Inc.,"Vancouver, BC V6M 0C1","11202-Professional occupations in advertising, marketing and public relations",Unknown,1,1,V6M 0C1,49.22846699999999,-123.1562942
British Columbia ,High Wage ,EcoSafe Zero Waste Inc.,"Surrey, BC V3Z 3S6","12011-Supervisors, finance and insurance office workers",Unknown,1,1,V3Z 3S6,49.0426818,-122.6929813
British Columbia ,High Wage ,Electra Fix Appliance Repair LTD,"Coquitlam, BC V3K 6V2",72421-Appliance servicers and repairers,Unknown,1,1,V3K 6V2,49.22462729999999,-122.8333466
British Columbia ,High Wage ,ELITE BROTHERS TRANSPORTATION LTD,"SURREY, BC V3S 2Y3",73300-Transport truck drivers,Unknown,1,3,V3S 2Y3,49.1359506,-122.8202784
British Columbia ,High Wage ,Endoma Restoration Inc.,"Vancouver, BC V5R 2P5",75110-Construction trades helpers and labourers,Unknown,1,1,V5R 2P5,49.23637429999999,-123.0250273
British Columbia ,High Wage ,ENOCH WEALTH INC.,"Vancouver, BC V6P 6G5",10029-Other business services managers,Unknown,1,1,V6P 6G5,49.20400739999999,-123.1334836
British Columbia ,High Wage ,ESHIKA IMPORTS PVT LTD.,"Surrey, BC V3W 0A6",60020-Retail and wholesale trade managers,Unknown,1,1,V3W 0A6,49.153548,-122.8651711
British Columbia ,High Wage ,Ethereal Painters,"Vancouver, BC V6E 1C6",75110-Construction trades helpers and labourers,Unknown,1,1,V6E 1C6,49.2877896,-123.1292675
British Columbia ,High Wage ,EVEREST EXTERIORS LTD.,"SURREY, BC V3S 2A4",72310-Carpenters,Unknown,2,3,V3S 2A4,49.1235294,-122.8037825
British Columbia ,High Wage ,Evergreen Dhillon Drywall Inc.,"Surrey, BC V3W 3N1",75110-Construction trades helpers and labourers,Unknown,1,2,V3W 3N1,49.1399479,-122.8894355
British Columbia ,High Wage ,EVERSHINE PROFESSIONAL PAINTING LTD.,"SURREY, BC V3V 1V8",75110-Construction trades helpers and labourers,Unknown,1,2,V3V 1V8,49.1765514,-122.9039567
British Columbia ,High Wage ,EVERSTONE MASONRY LTD,"SURREY, BC V3V 2C9",75110-Construction trades helpers and labourers,Unknown,1,2,V3V 2C9,49.1784534,-122.8830673
British Columbia ,High Wage ,EXCEL DREAM CONSTRUCTION LTD,"SURREY, BC V3X 0G1",72310-Carpenters,Unknown,1,1,V3X 0G1,49.1125784,-122.8300657
British Columbia ,High Wage ,F16 Logistics Ltd.,"Surrey, BC V3W 0A6",75201-Delivery service drivers and door-to-door distributors,Unknown,1,4,V3W 0A6,49.153548,-122.8651711
British Columbia ,High Wage ,Factory Edge Construction Ltd,"Vancouver, BC V6G 1P4",72310-Carpenters,Unknown,1,1,V6G 1P4,49.2873403,-123.1369947
British Columbia ,High Wage ,Farid Roofing Ltd.,"Delta, BC V4C 4Y4",73110-Roofers and shinglers,Unknown,1,2,V4C 4Y4,49.14727080000001,-122.9116245
British Columbia ,High Wage ,Fateh Merchandising Inc.,"CAMPBELL RIVER, BC V9W 1C6",60020-Retail and wholesale trade managers,Unknown,1,1,V9W 1C6,49.96714069999999,-125.2096687
British Columbia ,High Wage ,Fateh Merchandising Inc.,"CAMPBELL RIVER, BC V9W 1C6",65101-Service station attendants,Unknown,1,1,V9W 1C6,49.96714069999999,-125.2096687
British Columbia ,High Wage ,Father And Son Masonry And Curbing Ltd.,"Surrey, BC V3W 0L5",72106-Welders and related machine operators,Unknown,1,1,V3W 0L5,49.1537276,-122.8806629
British Columbia ,High Wage ,Filmgroup,"Vancouver, BC V5T 1A7","51120-Producers, directors, choreographers and related occupations",Corporation,5,5,V5T 1A7,49.2682446,-123.0956415
British Columbia ,High Wage ,Finish Touch Construction Ltd.,"DELTA, BC V4C 3H6",75110-Construction trades helpers and labourers,Unknown,1,2,V4C 3H6,49.1662826,-122.8917759
British Columbia ,High Wage ,First Choice Foods Inc.,"Burnaby, BC V5J 5M8","12013-Supervisors, supply chain, tracking and scheduling coordination occupations",Unknown,1,1,V5J 5M8,49.1854683,-122.9811571
British Columbia ,High Wage ,FIXMAN AUTO GLASS REPAIR LANGLEY LTD.,"Langley, BC V3A 8C4","72411-Auto body collision, refinishing and glass technicians and damage repair estimators",Unknown,1,2,V3A 8C4,49.1092175,-122.6535046
British Columbia ,High Wage ,Flying Carpet & Furnace Cleaning Ltd.,"Surrey, BC V3S 8R6",62024-Cleaning supervisors,Unknown,1,1,V3S 8R6,49.1074969,-122.7989003
British Columbia ,High Wage ,FONNY BUSINESS SERVICES INC.,"VANCOUVER, BC V5R 1Z4","10022-Advertising, marketing and public relations managers",Unknown,1,1,V5R 1Z4,49.246692,-123.0492389
British Columbia ,High Wage ,Force Canada Logistics Ltd.,"Surrey, BC V3W 1N6",13110-Administrative assistants,Unknown,1,1,V3W 1N6,49.13761969999999,-122.8446916
British Columbia ,High Wage ,Friends Gutters & Siding Ltd.,"Surrey, BC V3V 7P5",72310-Carpenters,Unknown,1,1,V3V 7P5,49.1680714,-122.8260718
British Columbia ,High Wage ,FRIENDSZONE CONSTRUCTION LTD,"DELTA, BC V4C 6B1",73112-Painters and decorators (except interior decorators),Unknown,1,3,V4C 6B1,49.1492181,-122.8989066
British Columbia ,High Wage ,Future Illuminators Corporation,"Chilliwack, BC V2P 4H7",13110-Administrative assistants,Unknown,1,1,V2P 4H7,49.1686497,-121.9606103
British Columbia ,High Wage ,G & G DREAM CLEAN LTD.,"ABBOTSFORD, BC V2S 7A4",62024-Cleaning supervisors,Unknown,1,1,V2S 7A4,49.0719426,-122.3130275
British Columbia ,High Wage ,G S LAKHA RENOVATIONS LTD,"ABBOTSFORD, BC V2T 5M7",75110-Construction trades helpers and labourers,Unknown,1,2,V2T 5M7,49.0676123,-122.3397777
British Columbia ,High Wage ,GAGANANT SYSTEMS LTD.,"Surrey, BC V3W 1E6",22310-Electrical and electronics engineering technologists and technicians,Unknown,1,1,V3W 1E6,49.14218779999999,-122.8652785
British Columbia ,High Wage ,Genarch & Francis Enterprises Ltd,"Surrey, BC V4N 4Z5",13100-Administrative officers,Unknown,1,1,V4N 4Z5,49.1617516,-122.7834665
British Columbia ,High Wage ,Genuine Investment Ltd,"Vancouver, BC V6R 2J2",60020-Retail and wholesale trade managers,Unknown,1,1,V6R 2J2,49.2642392,-123.210115
British Columbia ,High Wage ,Ghumaan Construction Limited,"Nanaimo, BC V9V 1P7",72310-Carpenters,Unknown,1,2,V9V 1P7,49.244832,-124.0517307
British Columbia ,High Wage ,Gia Foods Ltd.,"Burnaby, BC V3N 0E9","00014-Senior managers - trade, broadcasting and other services, n.e.c.",Unknown,1,1,V3N 0E9,49.1933012,-122.9733195
British Columbia ,High Wage ,Gill Sidings Ltd.,"Surrey, BC V3W 1G4",75110-Construction trades helpers and labourers,Unknown,1,2,V3W 1G4,49.12640409999999,-122.870652
British Columbia ,High Wage ,Gill's Photography ltd.,"DELTA, BC V4C 3S3",52110-Film and video camera operators,Unknown,1,1,V4C 3S3,49.1740043,-122.8989112
British Columbia ,High Wage ,Glacon Glazing and Construction INC.,"Langley, BC V2Y 3J8",73111-Glaziers,Unknown,1,1,V2Y 3J8,49.14449920000001,-122.6466743
British Columbia ,High Wage ,Gold Stone Painting Ltd.,"Abbotsford, BC V2T 2S6",13110-Administrative assistants,Unknown,1,1,V2T 2S6,49.0539165,-122.3433224
British Columbia ,High Wage ,Gold Stone Painting Ltd.,"Abbotsford, BC V2T 2S6",73112-Painters and decorators (except interior decorators),Unknown,1,2,V2T 2S6,49.0539165,-122.3433224
British Columbia ,High Wage ,GOOD TO GO PLUMBING & HEATING LTD.,"Surrey, BC V3X 2A8",72300-Plumbers,Unknown,1,1,V3X 2A8,49.11427339999999,-122.8845203
British Columbia ,High Wage ,Good2Go Transport Ltd.,"Abbotsford, BC V2S 3Z3",73300-Transport truck drivers,Unknown,1,1,V2S 3Z3,49.0340316,-122.2784423
British Columbia ,High Wage ,Grandt Contracting LTD,"Kelowna, BC V1X 5Z3",72310-Carpenters,Unknown,1,1,V1X 5Z3,49.9141175,-119.3994059
British Columbia ,High Wage ,Green Sprout Childcare Ltd.,"Richmond, BC V7A 4N2",42202-Early childhood educators and assistants,Unknown,1,1,V7A 4N2,49.1475775,-123.127759
British Columbia ,High Wage ,Greenlight Immigration Consulting Inc.,"Vancouver, BC V6B 2P6",13100-Administrative officers,Unknown,1,1,V6B 2P6,49.277469,-123.1158051
British Columbia ,High Wage ,grewal physiotherapy corp & Banyan Tree Solutions Corp,"surrey, BC V3X 1G1",32109-Other technical occupations in therapy and assessment,Unknown,1,2,V3X 1G1,49.1174663,-122.8457664
British Columbia ,High Wage ,Gurbaring Contracting Ltd.,"Langley, BC V3A 4X1",85121-Landscaping and grounds maintenance labourers,Unknown,1,1,V3A 4X1,49.0722904,-122.6600176
British Columbia ,High Wage ,Guru International Holding Inc.,"Delta, BC V4C 6R4",62010-Retail sales supervisors,Unknown,1,1,V4C 6R4,49.1621073,-122.8909914
British Columbia ,High Wage ,Guru Nanak Drywall Ltd.,"Surrey, BC V3W 3X3",13110-Administrative assistants,Unknown,1,1,V3W 3X3,49.1402572,-122.8787874
British Columbia ,High Wage ,Hadson Immigration Corporation,"North Vancouver, BC V7J 1C8",13100-Administrative officers,Unknown,1,1,V7J 1C8,49.30565439999999,-123.0329589
British Columbia ,High Wage ,Haiyun Investment Ltd.,"Vancouver, BC V5Z 3K5",32201-Massage therapists,Unknown,2,2,V5Z 3K5,49.2562686,-123.1198358
British Columbia ,High Wage ,HAP TRUCKING LTD.,"Delta, BC V4G 1G6",73300-Transport truck drivers,Unknown,1,15,V4G 1G6,49.1488148,-122.9948737
British Columbia ,High Wage ,Happy Drywall Ltd,"Abbotsford, BC V2T 6R6","73102-Plasterers, drywall installers and finishers and lathers",Unknown,1,1,V2T 6R6,49.0689628,-122.3719638
British Columbia ,High Wage ,HARLE HOLDINGS LTD.,"Surrey, BC V4A 4H1",62010-Retail sales supervisors,Unknown,1,1,V4A 4H1,49.0329359,-122.8349143
British Columbia ,High Wage ,Harrow House Academy Inc.,"Richmond, BC V6X 2A4","00013-Senior managers - health, education, social and community services and membership organizations",Unknown,1,1,V6X 2A4,49.1772779,-123.1398698
British Columbia ,High Wage ,HARSAH HOLDINGS LTD.,"RICHMOND, BC V7A 1N6",60030-Restaurant and food service managers,Unknown,1,2,V7A 1N6,49.1319271,-123.0945447
British Columbia ,High Wage ,HARSAH HOLDINGS LTD.,"RICHMOND, BC V7A 1N6",63200-Cooks,Unknown,1,1,V7A 1N6,49.1319271,-123.0945447
British Columbia ,High Wage ,HARSAH HOLDINGS LTD.,"RICHMOND, BC V7A 1N6",65200-Food and beverage servers,Unknown,1,2,V7A 1N6,49.1319271,-123.0945447
British Columbia ,High Wage ,HARSAH HOLDINGS LTD.,"RICHMOND, BC V7A 1N6","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1,V7A 1N6,49.1319271,-123.0945447
British Columbia ,High Wage ,Hawari Contracting LTD,"New Westminster, BC V3M 6X2",73101-Tilesetters,Unknown,1,3,V3M 6X2,49.1817363,-122.9519151
British Columbia ,High Wage ,HelloChat Technology Ltd.,"Richmond, BC V7A 5J7","00014-Senior managers - trade, broadcasting and other services, n.e.c.",Unknown,1,1,V7A 5J7,49.1303223,-123.0914153
British Columbia ,High Wage ,Herald Education Vancouver Inc.,"Vancouver, BC V6C 2H1",60040-Managers in customer and personal services,Unknown,1,1,V6C 2H1,,
British Columbia ,High Wage ,HHH SMARTECH SOLUTIONS LTD,"SURREY, BC V3V 1R6",75110-Construction trades helpers and labourers,Unknown,1,1,V3V 1R6,49.1668971,-122.8668792
British Columbia ,High Wage ,High Hill Construction Corp,"Surrey, BC V3S 7B3",72310-Carpenters,Unknown,1,1,V3S 7B3,49.1118858,-122.8025972
British Columbia ,High Wage ,Highlife Construction Ltd.,"Abbotsford, BC V2T 4Y7",72310-Carpenters,Unknown,1,2,V2T 4Y7,49.06223989999999,-122.3215313
British Columbia ,High Wage ,Homeland Auto Repairs Ltd.,"Vancouver, BC V5P 3T8","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,1,V5P 3T8,49.2385537,-123.0651479
British Columbia ,High Wage ,Icey Entertainments Ltd.,"Surrey, BC V3R 0C8","11202-Professional occupations in advertising, marketing and public relations",Unknown,1,1,V3R 0C8,49.1954031,-122.7997611
British Columbia ,High Wage ,Ignite Technical Resources,"Vancouver, BC V6B 5A1",21233-Web designers,Unknown,1,1,V6B 5A1,49.2813288,-123.1143071
British Columbia ,High Wage ,IGS Trucking LTD,"Langley, BC V2Z 1L3",13100-Administrative officers,Unknown,1,1,V2Z 1L3,49.029475,-122.6078763
British Columbia ,High Wage ,Inner-City Demolition Ltd.,"Richmond, BC V6V 2K7",73300-Transport truck drivers,Unknown,1,5,V6V 2K7,49.2028904,-123.0934868
British Columbia ,High Wage ,INNOBEAUTY SOLUTIONS INC.,"Richmond, BC V7A 5C9","00014-Senior managers - trade, broadcasting and other services, n.e.c.",Unknown,1,1,V7A 5C9,49.1272441,-123.0998611
British Columbia ,High Wage ,Integral Engineering Inc,"North Vancouver, BC V7L 1B3",21300-Civil engineers,Unknown,1,1,V7L 1B3,49.3102007,-123.0740733
British Columbia ,High Wage ,Integrated ProAction Corp,"Kamloops, BC V1S 1J3",21203-Land surveyors,Unknown,1,1,V1S 1J3,50.6512074,-120.377887
British Columbia ,High Wage ,International Camouflage Ltd,"Vancouver, BC V6Z 1K3","12013-Supervisors, supply chain, tracking and scheduling coordination occupations",Unknown,1,1,V6Z 1K3,49.2806394,-123.1203018
British Columbia ,High Wage ,IP Auto Services Ltd.,"Surrey, BC V3W 2W1","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,1,V3W 2W1,49.1397676,-122.8540279
British Columbia ,High Wage ,Isherwood Body and Fender Ltd.,"Duncan, BC V9L 6W4","92020-Supervisors, motor vehicle assembling",Unknown,1,1,V9L 6W4,48.7693107,-123.7020298
British Columbia ,High Wage ,Ivy League Education Group Inc.,"Coquitlam, BC V3B 8A9","10022-Advertising, marketing and public relations managers",Unknown,1,1,V3B 8A9,49.2789692,-122.7807362
British Columbia ,High Wage ,J & S Insulation and Rebar Ltd,"Surrey, BC V3W 6V3",72321-Insulators,Unknown,1,2,V3W 6V3,49.1624489,-122.847839
British Columbia ,High Wage ,Janasi Industries Ltd.,"VICTORIA, BC V8Y 1S1",21310-Electrical and electronics engineers,Unknown,1,1,V8Y 1S1,48.5099728,-123.3803101
British Columbia ,High Wage ,Javce Management Ltd,"Vancouver, BC V6B 0E7",63200-Cooks,Unknown,1,1,V6B 0E7,49.2786967,-123.1158557
British Columbia ,High Wage ,Jazz Finishing & Carpentry Inc,"Surrey, BC V3W 0P7",72310-Carpenters,Unknown,1,1,V3W 0P7,49.1326322,-122.8780086
British Columbia ,High Wage ,JFU Consultants (Canada) Limited,"Richmond, BC V7A 5G7",10029-Other business services managers,Unknown,1,1,V7A 5G7,49.1311076,-123.0955747
British Columbia ,High Wage ,JIM'S TOWING,"Vancouver, BC V6A 1K1",73300-Transport truck drivers,Unknown,1,1,V6A 1K1,49.2820937,-123.0782975
British Columbia ,High Wage ,JS Bros.Renovation Group Ltd,"Surrey, BC V3V 2P4",72310-Carpenters,Unknown,1,1,V3V 2P4,49.1826815,-122.87566
British Columbia ,High Wage ,JS Bros.Renovation Group Ltd,"Surrey, BC V3V 2P4","73102-Plasterers, drywall installers and finishers and lathers",Unknown,1,1,V3V 2P4,49.1826815,-122.87566
British Columbia ,High Wage ,JS Delivery Services Ltd,"Surrey, BC V3W 0J8",75201-Delivery service drivers and door-to-door distributors,Unknown,1,1,V3W 0J8,49.1322142,-122.8353076
British Columbia ,High Wage ,JSC Health Care Ltd,"Burnaby, BC V5H 4N2","44101-Home support workers, caregivers and related occupations",Unknown,1,1,V5H 4N2,49.22590520000001,-123.0008723
