"Employers Who Were Issued a Positive Labour Market Impact Assessment (LMIA) by Program Stream, National Occupational Classification (NOC) 2011 and Business Location, January to March 2024",b,c,d,e,f,g,h
Alberta,Low Wage,STAR EDMONTON BANQUET AND CONFERENCE CENTRE LTD.,"EDMONTON, AB T6B 2X2",6322-Cooks,Unknown,1,3
Alberta,Low Wage,Star Light Buffet Restaurant Ltd.,"Airdrie, AB T4A 2E4","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta,Low Wage,Star Union Construction Ltd,"Edmonton, AB T6J 2A7",7611-Construction trades helpers and labourers,Unknown,2,2
Alberta,Low Wage,Stellar Logistical and Marketing Services Ltd,"Edmonton, AB T6E 5K8",1241-Administrative assistants,Unknown,1,1
Alberta,Low Wage,Stone Gallery Ltd,"calgary, AB T2E 8W7","9619-Other labourers in processing, manufacturing and utilities",Unknown,1,2
Alberta,Low Wage,Stoned Inc,"CALGARY, AB T2E 2K9",6211-Retail sales supervisors,Unknown,1,1
Alberta,Low Wage,Stoney Landscaping Inc,"Calgary, AB T2J 0A4",7611-Construction trades helpers and labourers,Unknown,1,1
Alberta,Low Wage,Stony Plain Bottle Depot Ltd.,"Stony Plain, AB T7Z 2J7",6611-Cashiers,Unknown,1,1
Alberta,Low Wage,Stony Plain Bottle Depot Ltd.,"Stony Plain, AB T7Z 2J7","9619-Other labourers in processing, manufacturing and utilities",Unknown,1,1
Alberta,Low Wage,Streamline Technical Solutions Inc,"Calgary, AB T3H 5W7",1241-Administrative assistants,Unknown,1,1
Alberta,Low Wage,STREETSOUNDS ENTERPRISES LTD,"Edmonton, AB T5Y 1Y7",6311-Food service supervisors,Unknown,1,1
Alberta,Low Wage,STRIDE SPORTS & PHYSIOTHERAPY - BRINTNELL INC.,"Edmonton, AB T5Y 3Y2",3237-Other technical occupations in therapy and assessment,Unknown,1,1
Alberta,Low Wage,STRIP JOINT CHICKEN LTD.,"Calgary, AB T2G 0S3",6322-Cooks,Unknown,1,1
Alberta,Low Wage,Student Express Inc.,"Edmonton, AB T5T 4T5",7511-Transport truck drivers,Unknown,1,2
Alberta,Low Wage,Studio Roberto Elite Hair Salon and Spa Ltd.,"Red Deer, AB T4R 2H2","6562-Estheticians, electrologists and related occupations",Unknown,1,1
Alberta,Low Wage,STYLISH DOORS LTD.,"Calgary, AB T1Y 5L3",7452-Material handlers,Unknown,1,2
Alberta,Low Wage,Sucre Patisserie Ltd.,"calgary, AB T2R 0Z6",6311-Food service supervisors,Unknown,1,1
Alberta,Low Wage,Sugar E Creations Inc.,"Calgary, AB T3K 5Z6",6311-Food service supervisors,Unknown,1,1
Alberta,Low Wage,SUGHRA ENTERPRISES LTD.,"CALGARY, AB T2A 0T9",6211-Retail sales supervisors,Unknown,1,1
Alberta,Low Wage,Sukhi Da Dhaba Restaurant & Sweet Shop Ltd.,"Calgary, AB T3J 4J1","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2
Alberta,Low Wage,Sukhvir Karan Enterprises Ltd.,"LETHBRIDGE, AB T1J 0K8","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta,Low Wage,Summit Resort MPM Inc-o/a Falcon Crest Lodge,"Canmore, AB T1W 3K5","6313-Accommodation, travel, tourism and related services supervisors",Unknown,1,1
Alberta,Low Wage,"Sumwa Trading Co., Ltd.","Calgary, AB T2A 4V4","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,1,1
Alberta,Low Wage,Sun Gro Horticulture Canada Ltd.,"Seba Beach, AB T0E 2B0","9461-Process control and machine operators, food, beverage and associated products processing",Unknown,2,8
Alberta,Low Wage,Sun of a Beach Ltd.,"Sylvan Lake, AB T4S 1C3","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,2,2
Alberta,Low Wage,SUN RENO & FLOORING LTD.,"EDMONTON, AB T6T 1R7",7611-Construction trades helpers and labourers,Unknown,1,2
Alberta,Low Wage,Sun Shine Enterprises Inc.,"Calgary, AB T2C 1B6",6211-Retail sales supervisors,Unknown,1,1
Alberta,Low Wage,Sungrace Transport Ltd.,"Calgary, AB T2C 3X6",1241-Administrative assistants,Unknown,1,1
Alberta,Low Wage,Sungrace Transport Ltd.,"Calgary, AB T2C 3X6",1414-Receptionists,Unknown,1,1
Alberta,Low Wage,Sungrace Transport Ltd.,"Calgary, AB T2C 3X6",7511-Transport truck drivers,Unknown,1,4
Alberta,Low Wage,Sungrace Transport Ltd.,"Calgary, AB T2C 3X6",7612-Other trades helpers and labourers,Unknown,1,1
Alberta,Low Wage,Sunmax Professional Services Ltd,"Calgary, AB T3R 0J2",6731-Light duty cleaners,Unknown,1,1
Alberta,Low Wage,SUNNY SIDE UP LTD,"cochrane, AB T4C 1X3",6311-Food service supervisors,Unknown,1,1
Alberta,Low Wage,Sunnybrook Sausages Inc.,"La Crete, AB T0H 2H0","9617-Labourers in food, beverage and associated products processing",Unknown,2,3
Alberta,Low Wage,Sunny's Salon & Spa Ltd.,"Fort McMurray, AB T9H 1L2",6341-Hairstylists and barbers,Unknown,1,2
Alberta,Low Wage,Sunnyside Natural Market Ltd,"Calgary, AB T2N 1V8",6211-Retail sales supervisors,Unknown,1,1
Alberta,Low Wage,Sunnyside Natural Market Ltd,"Calgary, AB T2N 1V8",6322-Cooks,Unknown,1,2
Alberta,Low Wage,Sunridge Farmers Market Ltd.,"CALGARY, AB T1Y 5T4",1521-Shippers and receivers,Unknown,1,3
Alberta,Low Wage,Sunridge Farmers Market Ltd.,"CALGARY, AB T1Y 5T4",6611-Cashiers,Unknown,1,3
Alberta,Low Wage,Sunridge Ltd.,"Calgary, AB T3J 4W1",7611-Construction trades helpers and labourers,Unknown,1,1
Alberta,Low Wage,Sunrise Bakery Ltd.,"Edmonton, AB T5L 2P2",6332-Bakers,Unknown,1,2
Alberta,Low Wage,SUNRISE WETASKIWIN DAYCARE INC.,"WETASKIWIN, AB T9A 0P2",4214-Early childhood educators and assistants,Unknown,1,1
Alberta,Low Wage,Sunshine Village Corporation,"Banff, AB T1L 1J5",1311-Accounting technicians and bookkeepers,Unknown,1,1
Alberta,Low Wage,Sunteck Industries Inc,"Edmonton, AB T6E 4Z1",6421-Retail salespersons,Unknown,1,2
Alberta,Low Wage,Sunterra Quality Food Markets Inc.,"Calgary, AB T3H 4R5",6311-Food service supervisors,Unknown,1,1
Alberta,Low Wage,Super Singh Fitness Inc,"Edmonton, AB T6X 2E9",6731-Light duty cleaners,Unknown,1,1
Alberta,Low Wage,Superasia wholesale distributors ltd.,"Calgary, AB T2C 5N7","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,1,1
Alberta,Low Wage,Superior Railing ltd,"edmonton, AB T5Y 3S4",7611-Construction trades helpers and labourers,Unknown,1,3
Alberta,Low Wage,Superior Roofing Ltd.,"Calgary, AB T2E 4R9",1241-Administrative assistants,Unknown,1,1
Alberta,Low Wage,SUPREME LED LIMITED,"Calgary, AB T2E 6S8",6211-Retail sales supervisors,Unknown,1,1
Alberta,Low Wage,Supreme Truck & Trailer Repair Ltd,"Calgary, AB T3S 0A2",7612-Other trades helpers and labourers,Unknown,1,2
Alberta,Low Wage,Surplus Company Ltd,"Calgary, AB T2P 4K1",6311-Food service supervisors,Unknown,1,1
Alberta,Low Wage,Sushi BBQ Inn Inc.,"CALGARY, AB T2M 0K9","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta,Low Wage,Sushi Ginza Japanese Restaurant Inc.,"Calgary, AB T2J 5N8","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta,Low Wage,Sushi Party Inc.,"Calgary, AB T2P 0R3","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,2,3
Alberta,Low Wage,SUVI GLOBAL CORP,"Sherwood Park, AB T8H 2G8",6421-Retail salespersons,Unknown,1,1
Alberta,Low Wage,Suvnj Hospitality Inc. o/a A&W,"Drayton Valley, AB T7A 1S8","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta,Low Wage,Svemy Construction Ltd.,"Calgary, AB T2H 0T2",7271-Carpenters,Unknown,1,1
Alberta,Low Wage,SVP Cleaning Services Ltd.,"Grande Prairie, AB T8W 0B8",6731-Light duty cleaners,Unknown,1,1
Alberta,Low Wage,Swan River Grocery Corp.,"Kinuso, AB T0G 1K0","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta,Low Wage,Sweet Layers Ltd,"Fort McMurray, AB T9H 2K5",6322-Cooks,Unknown,1,3
Alberta,Low Wage,SWEET MANGO,"Edmonton, AB T6C 0Z5",6322-Cooks,Unknown,1,1
Alberta,Low Wage,SYLVIA & CO. SALON SERVICES LTD.,"Sherwood Park, AB T8A 4E3",1414-Receptionists,Unknown,1,5
Alberta,Low Wage,T&X Fashion Group Inc,"Calgary, AB T2P 4K8",1241-Administrative assistants,Unknown,1,1
Alberta,Low Wage,T.B.Multiservice LTd,"Edmonton, AB T6L 1L8",7611-Construction trades helpers and labourers,Unknown,1,3
Alberta,Low Wage,Taaz Construction Ltd.,"Edmonton, AB T6T 1X8",7441-Residential and commercial installers and servicers,Unknown,1,1
Alberta,Low Wage,TAEKWON MADANG INC.,"Calgary, AB T2Z 3V6","5254-Program leaders and instructors in recreation, sport and fitness",Unknown,1,1
Alberta,Low Wage,Tamarack Physiotherapy and Massage Ltd,"Edmonton, AB T6T 0X2",3237-Other technical occupations in therapy and assessment,Unknown,1,1
Alberta,Low Wage,Tamarack Physiotherapy and Massage Ltd,"Edmonton, AB T6T 0X2",3414-Other assisting occupations in support of health services,Unknown,1,1
Alberta,Low Wage,Tan Ky T&T Ltd,"Calgary, AB T2A 0R1",6611-Cashiers,Unknown,1,1
Alberta,Low Wage,TANDOORI GRILL LTD.,"calgary, AB T2P 0J7","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta,Low Wage,Tang's Wholesale Food Business,"Edmonton, AB T5H 2L6","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2
Alberta,Low Wage,TAO YUEN RESTAURANT LTD.,"Calgary, AB T2E 2R8","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2
Alberta,Low Wage,TAP Entertainment Ltd,"calgary, AB T2C 1B9","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta,Low Wage,Tapit Canada Inc,"Edmonton, AB T5S 1S7",1411-General office support workers,Unknown,1,1
Alberta,Low Wage,Tapit Canada Inc,"Edmonton, AB T5S 1S7",1414-Receptionists,Unknown,1,1
Alberta,Low Wage,Tara's Daycare Ltd.,"Edmonton, AB T5L 1R9","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta,Low Wage,Tarrabain Motor Products Ltd,"Lac La Biche, AB T0A 2C0",7535-Other automotive mechanical installers and servicers,Unknown,1,2
Alberta,Low Wage,Tartan Hospitality Inc,"Edmonton, AB T5E 2T2","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,9
Alberta,Low Wage,Ta's Family Ventures Ltd.,"Whitecourt, AB T7S 1N5",6322-Cooks,Unknown,1,1
Alberta,Low Wage,Tasty Foods Ltd.,"Calgary, AB T2C 4N1","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta,Low Wage,Teagoal Inc,"Calgary, AB T2P 0M6",0631-Restaurant and food service managers,Unknown,1,1
Alberta,Low Wage,Team Evolve Ltd,"Edmonton, AB T6X 0J4",1241-Administrative assistants,Unknown,1,1
Alberta,Low Wage,Temix Contracting Ltd,"Edmonton, AB T6X 0A9",1241-Administrative assistants,Unknown,1,1
Alberta,Low Wage,TGOB (Spruce Grove) Ltd,"Spruce Grove, AB T7X 0C8",6341-Hairstylists and barbers,Unknown,1,4
Alberta,Low Wage,THE ALPHA THERAPY CARE INC.,"CALGARY, AB T3E 3A4",3237-Other technical occupations in therapy and assessment,Unknown,1,2
Alberta,Low Wage,The Boxcar Grill Ltd.,"Eckville, AB T0M 0X0",6311-Food service supervisors,Unknown,1,2
Alberta,Low Wage,The Canadian Bar code Corporation,"Edmonton, AB T6M 0T9",6322-Cooks,Unknown,1,1
Alberta,Low Wage,The Canadian Brew House (Grande Prairie) Ltd.,"Grande Prairie, AB T8V 8J6",6322-Cooks,Unknown,1,2
Alberta,Low Wage,The Canadian Brew House (Spruce Grove) Ltd.,"Spruce Grove, AB T7X 4B8",6322-Cooks,Unknown,1,1
Alberta,Low Wage,THE CANADIAN FOOD GROUP INC.,"OKOTOKS, AB T1S 2E1",6311-Food service supervisors,Unknown,1,1
Alberta,Low Wage,The Colors Bar Painting Ltd.,"Calgary, AB T3J 0M7",7611-Construction trades helpers and labourers,Unknown,1,2
Alberta,Low Wage,The Crisp Apple Ltd.,"Calgary, AB T2Z 3E9","6622-Store shelf stockers, clerks and order fillers",Unknown,1,1
Alberta,Low Wage,The DERRICK Gin Mill & Kitchen,"Calgary, AB T2P 1G4",6311-Food service supervisors,Corporation,1,1
Alberta,Low Wage,The Duck Inn Society,"Edmonton, AB T5H 2Z4",4214-Early childhood educators and assistants,Unknown,1,1
Alberta,Low Wage,THE GEORGE TRADITIONAL HOUSE INC,"OKOTOKS, AB T1S 2N3",6322-Cooks,Unknown,1,1
Alberta,Low Wage,THE HOME CLEANING COMPANY LTD.,"SW CALGARY, AB T3H 2L4",6315-Cleaning supervisors,Unknown,1,1
Alberta,Low Wage,THE KIDS PLANET INC.,"AIRDRIE, AB T4B 3G5",4214-Early childhood educators and assistants,Unknown,1,3
Alberta,Low Wage,The Lovely Pizzeria Ltd,"Edmonton, AB T6T 0G9",6311-Food service supervisors,Unknown,1,2
Alberta,Low Wage,The NT Patel & Company Ltd.,"Desert Blume, AB T1B 0A4","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,8,14
Alberta,Low Wage,The Owners:Condominium Plan No. 8722879,"Edmonton, AB T5N 3R2",6731-Light duty cleaners,Unknown,1,1
Alberta,Low Wage,THE PIZZA PLACE (LA CRETE) LTD,"La Crete, AB T0H 2H0",6322-Cooks,Unknown,1,1
Alberta,Low Wage,The Red Wallet Services Ltd.,"Edmonton, AB T6T 0A6",6315-Cleaning supervisors,Unknown,1,1
Alberta,Low Wage,The Ridge Social Eatery Ltd.,"St. Albert, AB T8N 7V1",6322-Cooks,Unknown,1,3
Alberta,Low Wage,The Root of Beirut Inc.,"Edmonton, AB T5E 0B8","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta,Low Wage,The Rose and Crown of Banff,"Banff, AB T1L 1B5",6311-Food service supervisors,Unknown,1,1
Alberta,Low Wage,The Rose and Crown of Banff,"Banff, AB T1L 1B5",6322-Cooks,Unknown,1,1
Alberta,Low Wage,The Royal Palace Ab Inc.,"edmonton, AB T6B 2L6","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta,Low Wage,The Royal Palace Ab Inc.,"edmonton, AB T6B 2L6",6731-Light duty cleaners,Unknown,1,1
Alberta,Low Wage,THE SAMOSA HOUSE & TIFFIN LTD.,"CALGARY, AB T3N 1W2",6311-Food service supervisors,Unknown,1,2
Alberta,Low Wage,The Sawridge Hotels Limited Partnership by its general partner Sawridge Management Corporation,"Edmonton, AB T5S 0A2",6311-Food service supervisors,Unknown,1,1
Alberta,Low Wage,the siding squad ltd.,"Edmonton, AB T5S 1W2",7611-Construction trades helpers and labourers,Unknown,1,1
Alberta,Low Wage,The Ski Club of the Canadian Rockies Ltd,"Lake Louise, AB T0L 1E0","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2
Alberta,Low Wage,The Ski Club of the Canadian Rockies Ltd,"Lake Louise, AB T0L 1E0","6733-Janitors, caretakers and building superintendents",Unknown,1,1
Alberta,Low Wage,The Synergy of Critical Planning Aspiration Inc.,"Calgary, AB T2G 5J5",1241-Administrative assistants,Unknown,1,1
Alberta,Low Wage,The Uprising Craft Bakery Ltd,"Canmore, AB T1W 2A3",6322-Cooks,Unknown,1,1
Alberta,Low Wage,The Vanakkam Marina Inc.,"Calgary, AB T1Y 6Z1",6322-Cooks,Unknown,1,1
Alberta,Low Wage,THREE R INVESTMENTS LTD,"Edmonton, AB T5Y 0W7",7611-Construction trades helpers and labourers,Unknown,1,2
Alberta,Low Wage,THRIFTWAY PHARMACY (1988) LTD,"LETHBRIDGE, AB T1H 2T1",6611-Cashiers,Unknown,1,2
Alberta,Low Wage,Tiffany Nails & Spa Studio Ltd,"Calgary, AB T2R 1A8","6562-Estheticians, electrologists and related occupations",Unknown,1,1
Alberta,Low Wage,Timber Ridge Construction Ltd,"Cochrane, AB T4C 1A4",7611-Construction trades helpers and labourers,Unknown,1,3
Alberta,Low Wage,Timber Ridge Liquor Store Ltd.,"Red Deer, AB T4P 0N5",6211-Retail sales supervisors,Unknown,2,2
Alberta,Low Wage,Timcourt Enterprises Ltd.,"Whitecourt, AB T7S 1P5",6311-Food service supervisors,Unknown,2,3
Alberta,Low Wage,Tip-Top Foods Ltd.,"Edmonton, AB T5A 4H2",6311-Food service supervisors,Unknown,1,1
Alberta,Low Wage,Tip-Top Foods Ltd.,"Edmonton, AB T5A 4H2","6331-Butchers, meat cutters and fishmongers - retail and wholesale",Unknown,1,1
Alberta,Low Wage,Tisya Hospitality Ltd.,"Edmonton, AB T6E 4E3","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,3
Alberta,Low Wage,TITO'S RESTAURANT INC.,"Grand Prairie, AB T8V 0Y1","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta,Low Wage,TLA EXPRESS INC,"Calgary, AB T3M 2S9",7514-Delivery and courier service drivers,Unknown,1,5
Alberta,Low Wage,TMG Mount Royal Village Ltd.,"Calgary, AB T2R 1J9",6322-Cooks,Unknown,3,3
Alberta,Low Wage,TOAST BREAKFAST & LUNCH INC,"ST ALBERT, AB T8N 5C9",6322-Cooks,Unknown,1,2
Alberta,Low Wage,Tocher Inns and restaurants ltd,"Hinton, AB T7V 1N1",6322-Cooks,Unknown,1,1
Alberta,Low Wage,Tofield IDA Pharmacy Ltd.,"Tofield, AB T0B 4J0",6211-Retail sales supervisors,Unknown,1,1
Alberta,Low Wage,Tokyo Japan Street Market Ltd.,"Calgary, AB T2E 2P7",6321-Chefs,Unknown,1,2
Alberta,Low Wage,Toltec Foods (1997) Ltd,"St Albert, AB T5E 6R9","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,2,2
Alberta,Low Wage,Tommy Gun's Grande Prairie Limited,"Grande Prairie, AB T8W 0C7",6341-Hairstylists and barbers,Unknown,1,4
Alberta,Low Wage,Tom's House of Pizza Ltd.,"Calgary, AB T2H 0L9","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,3
Alberta,Low Wage,Top Class Roofing & Renovation Ltd.,"Edmonton, AB T6L 6H8",7611-Construction trades helpers and labourers,Unknown,2,4
Alberta,Low Wage,Top Donair & Pizza Ltd.,"Edmonton, AB T5E 2H4","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2
Alberta,Low Wage,TOP FINISHING CARPENTRY LTD.,"Edmonton, AB T6T 0M2",7611-Construction trades helpers and labourers,Unknown,1,1
Alberta,Low Wage,Top Glaze Roofing Ltd,"Edmonton, AB T6T 0W9",7611-Construction trades helpers and labourers,Unknown,1,1
Alberta,Low Wage,Top Kitchen Design Ltd.,"Calgary, AB T2K 5X2",6552-Other customer and information services representatives,Unknown,1,1
Alberta,Low Wage,Top one concrete ltd,"Edmonton, AB T6T 2C5",7611-Construction trades helpers and labourers,Unknown,1,2
Alberta,Low Wage,Top One Electrical Services Ltd,"EDMONTON, AB T6T 0R6","9619-Other labourers in processing, manufacturing and utilities",Unknown,1,2
Alberta,Low Wage,Topline Sanitation Inc.,"Edmonton, AB T6E 0C5",7452-Material handlers,Unknown,1,1
Alberta,Low Wage,TOPRATED TILES LTD.,"Edmonton, AB T6L 6N1",7283-Tilesetters,Unknown,1,2
Alberta,Low Wage,TOPWAY ROOFING INC,"CALGARY, AB T3N 1Z8",7611-Construction trades helpers and labourers,Unknown,1,2
Alberta,Low Wage,Torax Drilling Technologies,"Leduc, AB T9E 8M7","9536-Industrial painters, coaters and metal finishing process operators",Unknown,1,1
Alberta,Low Wage,Tower Services and Contracting Ltd,"Sexsmith, AB T0H 3C0",7611-Construction trades helpers and labourers,Unknown,1,1
Alberta,Low Wage,Trail Bottle Exchange Inc.,"Calgary, AB T2V 5J3","9619-Other labourers in processing, manufacturing and utilities",Unknown,1,2
Alberta,Low Wage,Transformer Exteriors Inc.,"Calgary, AB T3N 0V8",7611-Construction trades helpers and labourers,Unknown,1,2
Alberta,Low Wage,treatza self ltd.,"Sherwood Park, AB T8B 1K5",6611-Cashiers,Unknown,1,1
Alberta,Low Wage,Tredwin Construction 2004 Ltd,"Hinton, AB T7V 1H1","7284-Plasterers, drywall installers and finishers and lathers",Unknown,1,1
Alberta,Low Wage,Tri Pac Restaurants Ltd.,"St. Paul, AB T0A 3A1",6322-Cooks,Unknown,1,1
Alberta,Low Wage,TRI-AN ENTERPRISE LTD,"Calgary, AB T3K 1M5",6311-Food service supervisors,Unknown,1,1
Alberta,Low Wage,TRI-AN ENTERPRISE LTD,"Calgary, AB T3K 1M5",6322-Cooks,Unknown,1,1
Alberta,Low Wage,Triple A&C General Services Ltd.,"Edmonton, AB T5T 7H3",6731-Light duty cleaners,Unknown,1,2
Alberta,Low Wage,Triple Angel Enterprises Ltd.,"Medicine Hat, AB T1B 4E9",6322-Cooks,Unknown,1,1
Alberta,Low Wage,Triple C's Foods Group Inc.,"Cold Lake, AB T9M 0G1",6311-Food service supervisors,Unknown,2,3
Alberta,Low Wage,Trochu Meat Processors Ltd.,"Trochu, AB T0M 2C0","9462-Industrial butchers and meat cutters, poultry preparers and related workers",Unknown,1,10
Alberta,Low Wage,Truck Parts Pro Ltd.,"Edmonton, AB T6H 2H3",7535-Other automotive mechanical installers and servicers,Unknown,1,1
Alberta,Low Wage,True North Delivery Corp,"Rocky Mountain House, AB T4T 0B1",6311-Food service supervisors,Unknown,1,1
Alberta,Low Wage,TRUONGPATEL RX LTD,"HIGH PRAIRE, AB T0G 1E0",3414-Other assisting occupations in support of health services,Unknown,1,1
Alberta,Low Wage,Trust Convenience Store Ltd.,"Calgary, AB T3J 0Z7",6211-Retail sales supervisors,Unknown,1,1
Alberta,Low Wage,TRUST DRYWALL INC.,"CALGARY, AB T3J 0Z9",7611-Construction trades helpers and labourers,Unknown,1,2
Alberta,Low Wage,Trusted Touch Esthetics Ltd.,"Edmonton, AB T6E 5P4","6562-Estheticians, electrologists and related occupations",Unknown,2,2
Alberta,Low Wage,TSP ENTERPRISES INC.,"CALGARY, AB T3K 6K7",6311-Food service supervisors,Unknown,1,2
Alberta,Low Wage,TSP ENTERPRISES INC.,"CALGARY, AB T3K 6K7","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta,Low Wage,Turkish Kebab House Inc,"Calgary, AB T2A 0V6","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2
Alberta,Low Wage,Twenty First Century Homes LTD,"Calgary, AB T3J 4H6","6733-Janitors, caretakers and building superintendents",Unknown,1,2
Alberta,Low Wage,Twisted Rock Terrascape & Design Incorperated,"Okotoks, AB T1S 0L9",8612-Landscaping and grounds maintenance labourers,Unknown,1,3
Alberta,Low Wage,Two Friends construction ltd,"Edmonton, AB T6R 3S8",6731-Light duty cleaners,Unknown,1,3
Alberta,Low Wage,Tysha beauty inc,"Calgary, AB T3G 3A9",6341-Hairstylists and barbers,Unknown,1,2
Alberta,Low Wage,Tziachris Enterprises Ltd.,"Whitecourt, AB T7S 1N3",6421-Retail salespersons,Unknown,1,1
Alberta,Low Wage,U & ME RESTAURANT Ltd.,"CALGARY, AB T2G 2B7","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,3,7
Alberta,Low Wage,Unice Dental Art Ltd.,"Calgary, AB T2G 1H5","3223-Dental technologists, technicians and laboratory assistants",Unknown,1,2
Alberta,Low Wage,Unique Drywall Ltd,"EDMONTON, AB T6X 1V8",1241-Administrative assistants,Unknown,1,1
Alberta,Low Wage,UNISIDE CANADA INC.,"EDMONTON, AB T5Y 0S5","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2
Alberta,Low Wage,Unit C-Eight South 73 Inc (1047),"Edmonton, AB T5V 0C8",6311-Food service supervisors,Unknown,1,1
Alberta,Low Wage,Unit C-Five East 73 Inc (1072),"Edmonton, AB T5V 0C8",6311-Food service supervisors,Unknown,1,1
Alberta,Low Wage,Unit C-One 73 Inc (1011),"Edmonton, AB T5V 0C8",6311-Food service supervisors,Unknown,1,1
Alberta,Low Wage,Unit C-One 73 Inc (1011),"Edmonton, AB T5V 0C8","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta,Low Wage,Unit C-Three 73 Inc.,"Calgary, AB T3E 0A8","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta,Low Wage,Unit Four North East 73 Inc (1078),"Edmonton, AB T5V 0C8",6311-Food service supervisors,Unknown,1,1
Alberta,Low Wage,Unit One East 73 Inc (1035),"Edmonton, AB T5V 0C8",6311-Food service supervisors,Unknown,1,1
Alberta,Low Wage,Unit Six 73 Inc (1006),"Edmonton, AB T5V 0C8","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta,Low Wage,Unit Two East 73 Inc (1025),"Edmonton, AB T5V 0C8","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta,Low Wage,Unit Two West 73 Inc (1053),"Edmonton, AB T5V 0C8",6311-Food service supervisors,Unknown,1,1
Alberta,Low Wage,United Group Of Companies Inc,"Edmonton, AB T5S 2R6",7611-Construction trades helpers and labourers,Unknown,1,2
Alberta,Low Wage,United Health Centres,"Edmonton, AB T6G 1C3",3237-Other technical occupations in therapy and assessment,Unknown,1,1
Alberta,Low Wage,UNIVERSAL FREIGHTWAY LTD.,"CALGARY, AB T3J 5H3",1241-Administrative assistants,Unknown,1,1
Alberta,Low Wage,Universal Metal Supply Ltd,"Calgary, AB T2C 4P9","9619-Other labourers in processing, manufacturing and utilities",Unknown,1,1
Alberta,Low Wage,Unlimited Canadian Liquor Inc,"Calgary, AB T2K 3K2",6211-Retail sales supervisors,Unknown,1,2
Alberta,Low Wage,URBAN EARTHWORKS LIMITED,"Edmonton, AB T5T 5L4",7611-Construction trades helpers and labourers,Unknown,1,2
Alberta,Low Wage,Utsav Sweets & Restaurants Inc,"CALGARY, AB T3J 5H3","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta,Low Wage,V Haul Trucking Ltd.,"Calgary, AB T3N 1L8",1411-General office support workers,Unknown,1,1
Alberta,Low Wage,V.H. Fuels Inc.,"Edmonton, AB T6X 0N5",6211-Retail sales supervisors,Unknown,1,1
Alberta,Low Wage,V.H. Fuels Inc.,"Edmonton, AB T6X 0N5",6311-Food service supervisors,Unknown,1,1
Alberta,Low Wage,Vaikunth Enterprise Limited,"Sherwood Park, AB T8H 2A7","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta,Low Wage,Vaish pharmaceutical services ltd.,"Sherwood Park, AB T8A 2G2",6311-Food service supervisors,Unknown,1,1
Alberta,Low Wage,Vaish pharmaceutical services ltd.,"Sherwood Park, AB T8A 2G2",6322-Cooks,Unknown,1,1
Alberta,Low Wage,Valleyview Eats and Treats Inc.,"Valleyview, AB T0H 3N0",6311-Food service supervisors,Unknown,1,1
Alberta,Low Wage,Vape Avenue Corp.,"Calgary, AB T2M 0L1",6611-Cashiers,Unknown,1,2
