"Employers Who Were Issued a Positive Labour Market Impact Assessment (LMIA) by Program Stream, National Occupational Classification (NOC) 2021 and Business Location, July to September 2024",b,c,d,e,f,g,h
British Columbia                                                           ,Low Wage            ,Jambo Grill and Goodmorning Paan Ltd,"Vancouver, BC V5R 5K3",62020-Food service supervisors,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Jandu Kitchen Cabinets Ltd.,"Surrey, BC V3W 3E9",75110-Construction trades helpers and labourers,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Janicorp Building Maintenance Ltd.,"Burnaby, BC V5J 2C8",65310-Light duty cleaners,Unknown,1,2
British Columbia                                                           ,Low Wage            ,JAPADOG EXPRESS INC.,"Vancouver, BC V5X 3E3",63200-Cooks,Unknown,1,1
British Columbia                                                           ,Low Wage            ,JAPAN DIRECT SERVICE LTD.,"Richmond, BC V6X 0J8",63210-Hairstylists and barbers,Unknown,1,2
British Columbia                                                           ,Low Wage            ,Japan Foodtech Inc,"Vancouver, BC V5Y 1N9",63200-Cooks,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Jas Sewing Centre Inc.,"Surrey, BC V3W 3A6","95109-Other labourers in processing, manufacturing and utilities",Unknown,1,1
British Columbia                                                           ,Low Wage            ,JASON SHANG PERSONAL REAL ESTATE CORPORATION,"VANCOUVER, BC V6P 5V9",13110-Administrative assistants,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Jasper the Yoga Ninja Inc,"White Rock, BC V4B 3Z2","54100-Program leaders and instructors in recreation, sport and fitness",Unknown,1,1
British Columbia                                                           ,Low Wage            ,Jasper the Yoga Ninja Inc,"White Rock, BC V4B 3Z2",65310-Light duty cleaners,Unknown,1,1
British Columbia                                                           ,Low Wage            ,JASRUM HOMES LTD.,"Surrey, BC V4N 6A1",75110-Construction trades helpers and labourers,Unknown,1,2
British Columbia                                                           ,Low Wage            ,Jay & James Pare Restaurants Group Ltd.,"Whistler, BC V8E 1B1",62200-Chefs,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Jay Kang CPA Ltd.,"Langley, BC V2Y 5K8",12200-Accounting technicians and bookkeepers,Unknown,1,1
British Columbia                                                           ,Low Wage            ,JCOR Enterprises Inc.,"Okanagan Falls, BC V0H 1R3",63202-Bakers,Unknown,1,2
British Columbia                                                           ,Low Wage            ,JD’s Kitchen & Catering Ltd.,"Prince George, BC V2N 1V8",62020-Food service supervisors,Unknown,1,1
British Columbia                                                           ,Low Wage            ,JDPC Operations Inc,"Vancouver, BC V7Y 1K8",63200-Cooks,Unknown,1,1
British Columbia                                                           ,Low Wage            ,JEJU & GOOIGA CUISINE LTD.,"Burnaby, BC V3N 4N4","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2
British Columbia                                                           ,Low Wage            ,Jendar Enterprises Ltd.,"Abbotsford, BC V2S 2C9",62020-Food service supervisors,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Jenize Holdings Ltd. o/a Dairy Queen,"Creston, BC V0B 1G5",62020-Food service supervisors,Unknown,2,3
British Columbia                                                           ,Low Wage            ,Jenize Holdings Ltd. o/a Dairy Queen,"Creston, BC V0B 1G5","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
British Columbia                                                           ,Low Wage            ,JEN'S INTERIOR PAINTING INC.,"Oliver, BC V0H 1T1",75110-Construction trades helpers and labourers,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Jerrys Fashion and Fabric Ltd,"Surrey, BC V3W 1R1","64200-Tailors, dressmakers, furriers and milliners",Unknown,1,1
British Columbia                                                           ,Low Wage            ,JHC RESTAURANT LTD.,"NORTH VANCOUVER, BC V7L 3V9",63200-Cooks,Unknown,2,3
British Columbia                                                           ,Low Wage            ,Jinmi Foods Ltd.,"Burnaby, BC V5J 1K1",95106-Labourers in food and beverage processing,Unknown,1,1
British Columbia                                                           ,Low Wage            ,JJ Cunningham Sales Ltd,"North Saanich, BC V8L 5X7",74203-Automotive and heavy truck and equipment parts installers and servicers,Unknown,1,1
British Columbia                                                           ,Low Wage            ,JJ Dosai Inc.,"Vancouver, BC V5V 4G3","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
British Columbia                                                           ,Low Wage            ,JJ Harmony Enterprises Inc.,"chilliwack, BC V2P 2R8",63200-Cooks,Unknown,2,3
British Columbia                                                           ,Low Wage            ,JJ SPAPLUS FAMILY SPA LTD,"Coquitlam, BC V3C 2M2",62029-Other services supervisors,Unknown,1,1
British Columbia                                                           ,Low Wage            ,JJW FOODVILLE INC.,"Richmond, BC V6X 0M5",63200-Cooks,Unknown,1,1
British Columbia                                                           ,Low Wage            ,JK FIRST ENTERPRISE INC.,"PENTICTON, BC V2A 1H1",63200-Cooks,Unknown,1,1
British Columbia                                                           ,Low Wage            ,JLT Food Services LTD,"Victoria, BC V8T 4C1",62020-Food service supervisors,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Joe Fortes Seafood & Chop House Ltd.,"Vancouver, BC V6E 3V5",63200-Cooks,Unknown,3,4
British Columbia                                                           ,Low Wage            ,John Paul Industries Ltd.,"West Kelowna, BC V4T 2J6","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,3
British Columbia                                                           ,Low Wage            ,Jones Bar-B-Que Inc.,"Victoria, BC V8T 3P4",63200-Cooks,Unknown,1,3
British Columbia                                                           ,Low Wage            ,Jose L. Riquelme Inc.,"Burnaby, BC V5J 1G1",13110-Administrative assistants,Unknown,1,1
British Columbia                                                           ,Low Wage            ,JO-WEST ENTERPRISES LTD,"Kelowna, BC V1W 5B2","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,3,6
British Columbia                                                           ,Low Wage            ,JP Sidhu Trucking Services Ltd,"Surrey, BC V3V 4H3",75119-Other trades helpers and labourers,Unknown,1,1
British Columbia                                                           ,Low Wage            ,JRG SP BREWING & PUB LTD.,"Vancouver, BC V6G 3E2",63200-Cooks,Unknown,4,5
British Columbia                                                           ,Low Wage            ,JSB Monami corporation,"Chilliwack, BC V2R 0P9",62020-Food service supervisors,Unknown,1,1
British Columbia                                                           ,Low Wage            ,JSF Grocery Corporation Ltd.,"Port Coquitlam, BC V3C 0E1",63201-Butchers - retail and wholesale,Unknown,1,1
British Columbia                                                           ,Low Wage            ,JSG Wood Working Ltd,"Surrey, BC V3V 5X1",75110-Construction trades helpers and labourers,Unknown,1,1
British Columbia                                                           ,Low Wage            ,JSJ Investments Ltd.,"Courtenay, BC V9N 9E5",62020-Food service supervisors,Unknown,1,1
British Columbia                                                           ,Low Wage            ,JTO Enterprises Ltd.,"Burnaby, BC V5H 2E6",95106-Labourers in food and beverage processing,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Judge trucking and imports inc,"ABBOTSFORD, BC V4X 1G8",75119-Other trades helpers and labourers,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Jun Yuan Restaurant Ltd.,"Vancouver, BC V5P 3W6","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
British Columbia                                                           ,Low Wage            ,Junda Restaurant Inc.,"Kelowna, BC V1Y 8S4","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2
British Columbia                                                           ,Low Wage            ,Junior Einstein's Academy Ltd.,"Surrey, BC V3T 3A2",42202-Early childhood educators and assistants,Unknown,1,1
British Columbia                                                           ,Low Wage            ,JURAJ DADO DBA SAINT ST GRILL,"Port Moody, BC V3H 2B4",63200-Cooks,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Just Delicious Bistro Ltd.,"SUMMERLAND, BC V0H 1Z0",63200-Cooks,Unknown,1,1
British Columbia                                                           ,Low Wage            ,JY Restaurant Ltd,"Delta, BC V4C 2L7",63200-Cooks,Unknown,1,1
British Columbia                                                           ,Low Wage            ,JY SHINWOO CONSTRUCTION LTD.,"Victoria, BC V9B 0X3",73101-Tilesetters,Unknown,3,3
British Columbia                                                           ,Low Wage            ,JYH Immigration  Limited,"Surrey, BC V3R 7K1",13110-Administrative assistants,Unknown,1,1
British Columbia                                                           ,Low Wage            ,K.R.C Perfume Club Ltd.,"Surrey, BC V3S 8N4",62010-Retail sales supervisors,Unknown,1,2
British Columbia                                                           ,Low Wage            ,Ka Ka Foods Ltd.,"Richmond, BC V6X 2C4",65202-Meat cutters and fishmongers - retail and wholesale,Unknown,1,2
British Columbia                                                           ,Low Wage            ,Kabumbe Canafric Cultural Fashions Inc.,"Surrey, BC V3R 1V9","64200-Tailors, dressmakers, furriers and milliners",Unknown,1,2
British Columbia                                                           ,Low Wage            ,Kai Japanese Restaurant Ltd.,"Port Coquitlam, BC V3B 0G9",63200-Cooks,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Kaintura Indian Cuisine Ltd.,"Surrey, BC V4N 2L6","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
British Columbia                                                           ,Low Wage            ,KALAMALKA CLOUDS INTERNATIONAL FASHION INC.,"Victoria, BC V8T 2W4","64200-Tailors, dressmakers, furriers and milliners",Unknown,1,1
British Columbia                                                           ,Low Wage            ,Kamal Sweets & Tandoori Hut Ltd.,"Surrey, BC V3W 4E1",62020-Food service supervisors,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Kami160 Investment Ltd,"Nanaimo, BC V9R 4T7","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
British Columbia                                                           ,Low Wage            ,KAMLOOPS HALAL FOOD INC.,"Kamloops, BC V2C 1Y3",63200-Cooks,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Kamome Restaurant Ltd,"Tsawwassen, BC V4M 0B2",62020-Food service supervisors,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Kamome Restaurant Ltd,"Tsawwassen, BC V4M 0B2",63200-Cooks,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Kang & Choi Enterprises Ltd.,"Richmond, BC V7A 1W6",63200-Cooks,Unknown,4,5
British Columbia                                                           ,Low Wage            ,Kaptron Services Ltd.,"Abbotsford, BC V2T 5H9",75119-Other trades helpers and labourers,Unknown,1,2
British Columbia                                                           ,Low Wage            ,Karam and Sons Holding Ltd,"Abbotsford, BC V3G 0B6",13110-Administrative assistants,Unknown,1,1
British Columbia                                                           ,Low Wage            ,KBK RESTAURANT LTD.,"Abbotsford, BC V2T 0H5",62020-Food service supervisors,Unknown,1,1
British Columbia                                                           ,Low Wage            ,K-DDUK,"VALEMOUNT, BC V0E 2Z0","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
British Columbia                                                           ,Low Wage            ,Kelowna Pizza Factory Ltd.,"Kelowna, BC V1X 3S9","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
British Columbia                                                           ,Low Wage            ,Ken's Auto Parts Ltd.,"Surrey, BC V3V 4G5",14101-Receptionists,Unknown,1,1
British Columbia                                                           ,Low Wage            ,KETTLE VALLEY CONVENIENCE STORE LTD.,"KELOWNA, BC V1W 4V3",62010-Retail sales supervisors,Unknown,1,1
British Columbia                                                           ,Low Wage            ,KG Timber Mart Ltd.,"Prince George, BC V2K 3B8",65100-Cashiers,Unknown,2,2
British Columbia                                                           ,Low Wage            ,KHAGHAN RESTAURANT LTD.,"Vancouver, BC V6G 2L9",63200-Cooks,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Khalsa Rasoyee and Sweets Ltd,"surrey, BC V4N 0G2","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
British Columbia                                                           ,Low Wage            ,KHAMS HOLDINGS LTD,"GOLDEN, BC V0A 1H0",64314-Hotel front desk clerks,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Khatra Enterprises Ltd.,"Prince George, BC V2M 3C8",62020-Food service supervisors,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Kids Zone Child Care Centre Ltd.,"Surrey, BC V3V 4S2",42202-Early childhood educators and assistants,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Kidz R Kidz Learning Center Inc.,"Coquitlam, BC V3B 0L8",42202-Early childhood educators and assistants,Unknown,1,1
British Columbia                                                           ,Low Wage            ,KIJOSA INVESTMENT CORP.,"LADYSMITH, BC V9G 1K3",63200-Cooks,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Kiki's Restaurant Ltd.,"Surrey, BC V4A 9E3",63200-Cooks,Unknown,1,2
British Columbia                                                           ,Low Wage            ,KIMBROS153&INVESTMENT LTD,"North Vancouver, BC V7M 2K3","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
British Columbia                                                           ,Low Wage            ,Kin Kao Investment Group Inc.,"Vancouver, BC V5T 1W5",62200-Chefs,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Kindale Developmental Association,"Armstrong, BC V0E 1B0",42201-Social and community service workers,Unknown,1,1
British Columbia                                                           ,Low Wage            ,King & Queen Spa Salon Studio Inc.,"Vancouver, BC V6H 1E2",62029-Other services supervisors,Unknown,1,1
British Columbia                                                           ,Low Wage            ,KINGDOM BEAUTY SUPPLIES (1990) LTD.,"VANCOUVER, BC V5M 3Y7",12200-Accounting technicians and bookkeepers,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Kingfisher Oceanside Resort & Spa Ltd.,"Courtenay, BC V9N 9R9",63200-Cooks,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Kingfisher Oceanside Resort & Spa Ltd.,"Courtenay, BC V9N 9R9",65329-Other service support occupations,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Kings and Queen child care Centre Inc,"Surrey, BC V3T 2C5",42202-Early childhood educators and assistants,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Kingston Hotel LTD,"Vancouver, BC V6B 3A6","62022-Accommodation, travel, tourism and related services supervisors",Unknown,1,1
British Columbia                                                           ,Low Wage            ,Kingsway Drive Thru Ltd.,"Burnaby, BC V5J 1H3",13110-Administrative assistants,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Kitanoya Marketing Corporation,"Vancouver, BC V6G 1C7",62020-Food service supervisors,Unknown,2,2
British Columbia                                                           ,Low Wage            ,Kitasoo Seafoods LP,"Klemtu, BC V0T 1L0",13110-Administrative assistants,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Kitasoo Seafoods LP,"Klemtu, BC V0T 1L0",75119-Other trades helpers and labourers,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Kitsilano Tire Ltd.,"Vancouver, BC V6K 2H1",74203-Automotive and heavy truck and equipment parts installers and servicers,Unknown,1,2
British Columbia                                                           ,Low Wage            ,KJE Investments Ltd,"Nanaimo, BC V9S 5W3",62020-Food service supervisors,Unknown,1,1
British Columbia                                                           ,Low Wage            ,KJH Langley sushimori Restaurant Ltd,"Langley, BC V2Y 1A5",63200-Cooks,Unknown,2,2
British Columbia                                                           ,Low Wage            ,KKKS DRYWALL LTD,"Surrey, BC V3W 4S1","73102-Plasterers, drywall installers and finishers and lathers",Unknown,1,2
British Columbia                                                           ,Low Wage            ,KnG Builders Inc,"Kelowna, BC V1X 7C5",75110-Construction trades helpers and labourers,Unknown,1,2
British Columbia                                                           ,Low Wage            ,KOKKO Made Enterprise Inc.,"Vancouver, BC V6B 2W7",62101-Retail and wholesale buyers,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Kokoro Foods Inc.,"Vancouver, BC V5P 3W2",63200-Cooks,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Kosoo Restaurant Ltd.,"Vancouver, BC V6G 2G5",63200-Cooks,Unknown,1,1
British Columbia                                                           ,Low Wage            ,KP Lube (BC) Inc.,"Salmon Arm, BC V1E 0C3",64100-Retail salespersons and visual merchandisers,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Krave Supplements Inc,"Surrey, BC V4B 3Z4",62020-Food service supervisors,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Krave Supplements Inc,"Surrey, BC V4B 3Z4","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2
British Columbia                                                           ,Low Wage            ,Krish Construction Ltd.,"Surrey, BC V3V 2V6",75110-Construction trades helpers and labourers,Unknown,1,2
British Columbia                                                           ,Low Wage            ,Krishmohan Holdings Ltd,"Victoria, BC V8W 3M9","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
British Columbia                                                           ,Low Wage            ,Kriyaansh Enterprises Inc.,"Langley, BC V3A 0M3",13110-Administrative assistants,Unknown,1,1
British Columbia                                                           ,Low Wage            ,K'S SALT & PEPPER FOOD LTD.,"Peachland, BC V0H 1X7",63200-Cooks,Unknown,1,1
British Columbia                                                           ,Low Wage            ,KSD MOBILE TRUCK & TRAILER REPAIR LTD.,"Surrey, BC V3W 3E9",13110-Administrative assistants,Unknown,1,1
British Columbia                                                           ,Low Wage            ,KSNG Enterprises Ltd.,"Vancouver, BC V5R 4G8",62020-Food service supervisors,Unknown,2,2
British Columbia                                                           ,Low Wage            ,KSP Shahi Catering & Sweets LTD,"Surrey, BC V3W 0K8","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
British Columbia                                                           ,Low Wage            ,KTL Transport Inc,"Richmond, BC V6W 0A2",13110-Administrative assistants,Unknown,1,1
British Columbia                                                           ,Low Wage            ,KTT Holdings Ltd,"VERNON, BC V1B 4A2",73300-Transport truck drivers,Unknown,1,1
British Columbia                                                           ,Low Wage            ,KTX Transport Ltd,"Port Coquitlam, BC V3C 0H1",13201-Production and transportation logistics coordinators,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Kumsheen Raft Adventures LTD,"Lytton, BC V0K 1Z0",64322-Outdoor sport and recreational guides,Unknown,1,1
British Columbia                                                           ,Low Wage            ,kungkwan holdings,"Vancouver, BC V5L 3Y3",62010-Retail sales supervisors,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Kyoto Sushi Japanese Restaurant 2018 Ltd,"Surrey, BC V3W 2P2",63200-Cooks,Unknown,1,1
British Columbia                                                           ,Low Wage            ,L & K Creative Innovation Ltd,"Vancouver, BC V5T 1R9",62020-Food service supervisors,Unknown,1,1
British Columbia                                                           ,Low Wage            ,La Baguette Catering ltd,"Revelstoke, BC V0E 2S0",65310-Light duty cleaners,Unknown,1,1
British Columbia                                                           ,Low Wage            ,La Casita Del Marino Mexican Restaurants Ltd.,"Vancouver, BC V6B 1E1",63200-Cooks,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Lalaji's Indian Cuisine Ltd.,"Penticton, BC V2A 6E9",63200-Cooks,Unknown,1,2
British Columbia                                                           ,Low Wage            ,Lally Framing Ltd.,"Delta, BC V4E 1N7",75110-Construction trades helpers and labourers,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Lan Ngoc Thi Le,"Vancouver, BC V6G 2M7",63210-Hairstylists and barbers,Unknown,1,1
British Columbia                                                           ,Low Wage            ,landesign landscape construction ltd.,"Langley, BC V3A 4G2",75110-Construction trades helpers and labourers,Corporation,1,2
British Columbia                                                           ,Low Wage            ,Landlubber Pub,"Nanaimo, BC V9S 1H9",63200-Cooks,Unknown,1,1
British Columbia                                                           ,Low Wage            ,LANDMARK BUILDING MAINTENANCE CORPORATION,"Delta, BC V4C 5T1",65310-Light duty cleaners,Unknown,1,4
British Columbia                                                           ,Low Wage            ,Langford Lanes Bowling Alley Inc.,"Victoria, BC V9B 0A5",62020-Food service supervisors,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Langford Lanes Bowling Alley Inc.,"Victoria, BC V9B 0A5",63200-Cooks,Unknown,1,2
British Columbia                                                           ,Low Wage            ,LANGLEY FOOD STOP,"Langley, BC V2Y 1A5",62010-Retail sales supervisors,Corporation,1,1
British Columbia                                                           ,Low Wage            ,Langley Pizza Factory Ltd.,"Langley, BC V3A 3Y6","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
British Columbia                                                           ,Low Wage            ,Laugh and Learn Children Centre Branch,"Chilliwack, BC V2R 3M4",42202-Early childhood educators and assistants,Unknown,1,1
British Columbia                                                           ,Low Wage            ,LAUGHING SEAL DREAMS WORLDWIDE ENTERPRISES INC.,"Vancouver, BC V6A 1T6",63200-Cooks,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Launchpad Early Learning Centre Ltd.,"Coquitlam, BC V3B 2P6",13110-Administrative assistants,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Launchpad Early Learning Centre Ltd.,"Coquitlam, BC V3B 2P6",42202-Early childhood educators and assistants,Unknown,1,2
British Columbia                                                           ,Low Wage            ,Lawrence Meat Packing Co. Ltd.,"Dawson Creek, BC V1G 4H8","94141-Industrial butchers and meat cutters, poultry preparers and related workers",Unknown,1,5
British Columbia                                                           ,Low Wage            ,LCR Roofing Manufacturing Ltd.,"Vancouver, BC V5S 1G6",75110-Construction trades helpers and labourers,Unknown,1,2
British Columbia                                                           ,Low Wage            ,LE - JACKSON HOLDINGS LTD.,"North Vancouver, BC V7M 1H4",62020-Food service supervisors,Unknown,1,1
British Columbia                                                           ,Low Wage            ,LE - JACKSON HOLDINGS LTD.,"North Vancouver, BC V7M 1H4",63200-Cooks,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Le Marche Gourmet ltd,"Revelstoke, BC V0E 2S0",63200-Cooks,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Lee & Seo Holdings Ltd.,"Surrey, BC V3W 1P6",62020-Food service supervisors,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Lee & Seo Holdings Ltd.,"Surrey, BC V3W 1P6",63200-Cooks,Unknown,3,4
British Columbia                                                           ,Low Wage            ,Lee's Movement & Arts Ltd.,"Coquitlam, BC V3E 0M2","54100-Program leaders and instructors in recreation, sport and fitness",Unknown,1,1
British Columbia                                                           ,Low Wage            ,Leeson Engineering Inc.,"Vancouver, BC V6P 6Z7",13110-Administrative assistants,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Lekker Food Distributors Ltd.,"Victoria, BC V9B 5Z3","92012-Supervisors, food and beverage processing",Unknown,1,1
British Columbia                                                           ,Low Wage            ,Lenmark Industries LTD.,"Langley, BC V4W 4A9",14403-Purchasing and inventory control workers,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Leverage Restaurant Investment Corporation,"Burnaby, BC V5A 4Y6",63200-Cooks,Unknown,1,1
British Columbia                                                           ,Low Wage            ,LFC CONTRACTING LTD.,"SURREY, BC V3Z 9R9",75110-Construction trades helpers and labourers,Unknown,1,2
British Columbia                                                           ,Low Wage            ,LG Plumbing & Heating Ltd.,"Surrey, BC V3X 1M8",75110-Construction trades helpers and labourers,Unknown,1,1
British Columbia                                                           ,Low Wage            ,LHJH holdings LTD.,"Nanaimo, BC V9T 6M8",63200-Cooks,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Lick Sing Metal Manufacturing Ltd.,"Richmond, BC V6V 2K2",13201-Production and transportation logistics coordinators,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Liping Gourmet Ltd,"Tsawwassen, BC V4M 0B3",62020-Food service supervisors,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Liping Gourmet Ltd,"Tsawwassen, BC V4M 0B3",63200-Cooks,Unknown,1,1
British Columbia                                                           ,Low Wage            ,LITTLE PEAK CHILDCARE INC.,"Brackendale, BC V0N 1H0",42202-Early childhood educators and assistants,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Little Steps Learning Centre Inc.,"Burnaby, BC V5C 3B5",42202-Early childhood educators and assistants,Unknown,1,1
British Columbia                                                           ,Low Wage            ,LIVEGA SURREY BBQ LTD.,"Surrey, BC V3R 0J8",63200-Cooks,Unknown,2,2
British Columbia                                                           ,Low Wage            ,LJB Maintenance Ltd.,"Surrey, BC V3S 5A5",65310-Light duty cleaners,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Lloyd Moulton Ltd.,"Duncan, BC V9L 3R2",62020-Food service supervisors,Unknown,2,5
British Columbia                                                           ,Low Wage            ,Lloyd Moulton Ltd.,"Duncan, BC V9L 3R2",63200-Cooks,Unknown,2,3
British Columbia                                                           ,Low Wage            ,Lloyd Moulton Ltd.,"Duncan, BC V9L 3R2","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,2,3
British Columbia                                                           ,Low Wage            ,Lloyds Travel & Cruises Ltd,"Delta, BC V4M 3G3",12200-Accounting technicians and bookkeepers,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Logic Corp Business Development Inc.,"Cache Creek, BC V0K 1H0",65310-Light duty cleaners,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Logos Holdings Ltd,"Vancouver, BC V5Y 3C3",62010-Retail sales supervisors,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Lonsdale Quay Hotel Inc.,"North Vancouver, BC V7M 3K7",13110-Administrative assistants,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Lonsdale Quay Hotel Inc.,"North Vancouver, BC V7M 3K7",60031-Accommodation service managers,Unknown,1,1
British Columbia                                                           ,Low Wage            ,LOPEZ FLOORING,"BURNABY, BC V5J 0H2",73113-Floor covering installers,Unknown,1,1
British Columbia                                                           ,Low Wage            ,LOUGHEED RETURN-IT DEPOT INC.,"Coquitlam, BC V3K 6N5",65100-Cashiers,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Love Meats Ltd.,"Surrey, BC V3W 5A5",63201-Butchers - retail and wholesale,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Lovey's little angels day care,"Vancouver, BC V5W 3B4",42202-Early childhood educators and assistants,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Lower Mainland Society for Community Living,"Vancouver, BC V5X 3E8",73201-General building maintenance workers and building superintendents,Unknown,1,1
British Columbia                                                           ,Low Wage            ,LU LU KITCHEN (2022) LTD,"Coquitlam, BC V5E 3J7","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
British Columbia                                                           ,Low Wage            ,Lu Lu Kitchen Ltd.,"Burnaby, BC V5C 2K8","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
British Columbia                                                           ,Low Wage            ,Ludu & Walia Diners Ltd DBA Barcelos Flame Grilled Chicken,"Surrey, BC V3R 8X7",62020-Food service supervisors,Unknown,1,2
British Columbia                                                           ,Low Wage            ,Luminous Foods Inc.,"Vancouver, BC V5T 1C7",63202-Bakers,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Lush Nail Lounge,"Surrey, BC V3X 3K1","63211-Estheticians, electrologists and related occupations",Unknown,1,2
British Columbia                                                           ,Low Wage            ,Luso Concrete (2007) Ltd,"Maple Ridge, BC V2X 9J8",75110-Construction trades helpers and labourers,Unknown,1,2
British Columbia                                                           ,Low Wage            ,LVLS Hair and Beauty Studio Ltd.,"Delta, BC V4C 0A5",63210-Hairstylists and barbers,Unknown,1,2
British Columbia                                                           ,Low Wage            ,LVLS Hair and Beauty Studio Ltd.,"Delta, BC V4C 0A5","63211-Estheticians, electrologists and related occupations",Unknown,1,2
British Columbia                                                           ,Low Wage            ,M & P Plumbing & Heating Ltd,"Surrey, BC V3S 5L7",75110-Construction trades helpers and labourers,Unknown,1,2
British Columbia                                                           ,Low Wage            ,M & R Deol Holdings Ltd,"Kelowna, BC V1Y 6H2",60030-Restaurant and food service managers,Unknown,1,1
British Columbia                                                           ,Low Wage            ,M & R Deol Holdings Ltd,"Kelowna, BC V1Y 6H2",62020-Food service supervisors,Unknown,1,1
British Columbia                                                           ,Low Wage            ,M K REBAR & LANDSCAPING LTD.,"Surrey, BC V3S 7H5",75110-Construction trades helpers and labourers,Unknown,1,2
British Columbia                                                           ,Low Wage            ,M Sidhu Drywall,"surrey, BC V3V 7L4",75110-Construction trades helpers and labourers,Unknown,1,2
British Columbia                                                           ,Low Wage            ,M&J Mobile Rentals Inc.,"DELTA, BC V4G 1C6",13110-Administrative assistants,Unknown,1,1
