"Employers Who Were Issued a Positive Labour Market Impact Assessment (LMIA) by Program Stream, National Occupational Classification (NOC) 2011 and Business Location, October to December 2021",b,c,d,e,f,g,h
British Columbia,   Low Wage,Body Energy Club Ltd.,"Vancouver, BC V5T 1C3",6211-Retail sales supervisors,Unknown,1,1
British Columbia,   Low Wage,Boedl Food Ltd.,"Bowen Island, BC V0N 1G0","6331-Butchers, meat cutters and fishmongers - retail and wholesale",Unknown,1,1
British Columbia,   Low Wage,Boston Pizza,"Fort Nelson, BC V0C 1R0",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,Boyal Enterprises Ltd.,"Abbotsford, BC V2T 1T7",7611-Construction trades helpers and labourers,Unknown,1,1
British Columbia,   Low Wage,Breka Downtown Bakery & Cafe,"Vancouver, BC V6R 1P3",6311-Food service supervisors,Unknown,2,2
British Columbia,   Low Wage,Bremer Canada Enterprises Ltd.,"Bella Coola, BC V0T 1C0",6513-Food and beverage servers,Unknown,1,1
British Columbia,   Low Wage,Brick Environmental Consulting Ltd.,"Surrey, BC V3W 4G2",7611-Construction trades helpers and labourers,Unknown,1,2
British Columbia,   Low Wage,Brickworks Hospitality Group Ltd,"Whistler, BC V8E 1A9",6322-Cooks,Unknown,1,3
British Columbia,   Low Wage,BrightStart Children's Academy Ltd.,"Port Coquitlam, BC V3C 5Z2",4214-Early childhood educators and assistants,Unknown,1,2
British Columbia,   Low Wage,Brookswood Nail Salon Ltd,"Langley, BC V3A 1K7","0651-Managers in customer and personal services, n.e.c.",Unknown,1,1
British Columbia,   Low Wage,BUK CHANG DONG HOUSE OF TOFU SOUP CORPORATION,"Burnaby, BC V3N 4J5",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,Bukchigo Jangguchigo Korean Restaurant Ltd.,"Coquitlam, BC V3K 3V8",6322-Cooks,Unknown,2,2
British Columbia,   Low Wage,BULLDOG STONE LTD.,"SURREY, BC V3W 1Z9",1241-Administrative assistants,Unknown,1,1
British Columbia,   Low Wage,Bunkhouse Desi Junction Ltd.,"Kelowna, BC V1W 4A5",6513-Food and beverage servers,Unknown,1,1
British Columbia,   Low Wage,Burrowing Owl Vineyards Ltd,"OLIVER, BC V0H 1T1",6321-Chefs,Corporation,1,4
British Columbia,   Low Wage,C&I International Food Ltd,"New Westminster, BC V3L 3C3",6321-Chefs,Unknown,1,1
British Columbia,   Low Wage,C.N.C. Channel Sign Ltd.,"Burnaby, BC V3N 4A3",1241-Administrative assistants,Unknown,1,1
British Columbia,   Low Wage,Cafe 106,"Burnaby, BC V5H 2E6",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,Cafe Amore Restaurant Ltd,"Burnaby, BC V5C 4C1",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,CAFÉ ROSEMARY,"VANCOUVER, BC V5L 1P1",6322-Cooks,Unknown,1,2
British Columbia,   Low Wage,CALIFORNIA DRYWALL LTD.,"SURREY, BC V3S 1J3",7611-Construction trades helpers and labourers,Unknown,1,1
British Columbia,   Low Wage,Camarillo-Burnett Specialty Foods Ltd,"Kelowna, BC V1Y 2A3",6321-Chefs,Unknown,1,1
British Columbia,   Low Wage,CANADA NEST IMMIGRATION CONSULTING LTD.,"Vancouver, BC V6E 2Y3",1241-Administrative assistants,Unknown,1,2
British Columbia,   Low Wage,Canada Orient Shipping Ltd,"BURNABY, BC V3N 4R7",1241-Administrative assistants,Unknown,1,1
British Columbia,   Low Wage,Canex Electric Ltd.,"Surrey, BC V3W 3B5",7611-Construction trades helpers and labourers,Unknown,1,1
British Columbia,   Low Wage,CAPSTONE IMMIGRATION SERVICES LTD.,"Surrey, BC V3W 1R1",1241-Administrative assistants,Unknown,2,2
British Columbia,   Low Wage,Captains Oven Pizza Inc,"Surrey, BC V3V 0C6",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,Car Match Auto Group Inc.,"Burnaby, BC V5J 3G8",1241-Administrative assistants,Unknown,1,1
British Columbia,   Low Wage,CARPENTER ENTERPRISES (B.C.) INC,"VICTORIA, BC V9B 1H8",6211-Retail sales supervisors,Unknown,1,4
British Columbia,   Low Wage,CARPENTER ENTERPRISES (B.C.) INC,"VICTORIA, BC V9B 1H8",6311-Food service supervisors,Unknown,5,20
British Columbia,   Low Wage,Cartiz Childcare Ltd,"Port Coquitlam, BC V3B 3N9",4214-Early childhood educators and assistants,Unknown,1,1
British Columbia,   Low Wage,Cawston Cold Storage Ltd.,"Cawston, BC V0X 1C1","9617-Labourers in food, beverage and associated products processing",Unknown,1,10
British Columbia,   Low Wage,CEFA SYSTEMS INC.,"VANCOUVER, BC V5M 2E4",4214-Early childhood educators and assistants,Unknown,1,1
British Columbia,   Low Wage,CEYLAN HOLDINGS LTD,"Salmon Arm, BC V1E 2S3",6211-Retail sales supervisors,Unknown,1,1
British Columbia,   Low Wage,Chancho Enterprises ltd,"Vancouver, BC V6B 2G4",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,Chaska Restaurant,"Surrey, BC V3S 4C9",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,Chaska Restaurant,"Surrey, BC V3S 4C9",6322-Cooks,Unknown,1,2
British Columbia,   Low Wage,Chef Hung Noodle Shop Ltd.,"Richmond, BC V6X 4J7",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,Chef's Kebab Ltd,"Surrey, BC V4N 0G1",6322-Cooks,Unknown,1,2
British Columbia,   Low Wage,Chilliwackmaru Restaurant Ltd.,"Chilliwack, BC V2R 0M5",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,Choys Holding Incorporated,"Richmond, BC V6X 3H4","9462-Industrial butchers and meat cutters, poultry preparers and related workers",Unknown,1,2
British Columbia,   Low Wage,CHUTNEY RESTAURANT LTD,"KELOWNA, BC V1Y 1W3",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,CJ Coquitlam Sushi mori Restaurant Ltd,"Coquitlam, BC V3H 4E2",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,CKJ Enterprise Ltd.,"Richmond, BC V6X 3A6",6321-Chefs,Unknown,1,1
British Columbia,   Low Wage,Clearbrook Produce Ltd.,"North Vancouver, BC V7J 0A1",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,CLEVER CUB CHILD CARE LTD.,"North Vancouver, BC V7N 4H9",4214-Early childhood educators and assistants,Unknown,1,1
British Columbia,   Low Wage,CNK HOLDINGS LTD.,"Duncan, BC V9L 3P9",6322-Cooks,Unknown,1,2
British Columbia,   Low Wage,Coal Harbour Restaurant Inc.,"Vancouver, BC V6G 3E7",6322-Cooks,Unknown,2,2
British Columbia,   Low Wage,Coast Restaurant Ltd,"Vancouver, BC V6E 1A3",6322-Cooks,Unknown,4,4
British Columbia,   Low Wage,Colin Shandler Op Holdings (No.1) Inc,"Vancouver, BC V5N 2T3",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,Comfort Inn & Suites,"Terrace, BC V8G 5S6",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,Comfort Inn & Suites,"Terrace, BC V8G 5S6",6312-Executive housekeepers,Unknown,1,1
British Columbia,   Low Wage,Commercial Pizza Ltd,"Vancouver, BC V5N 1V9",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,Commons Pizza Ltd,"Vancouver, BC V6T 1Z4",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,Continental Sausage Co. Ltd.,"Surrey, BC V3Z 1A1","6331-Butchers, meat cutters and fishmongers - retail and wholesale",Unknown,1,2
British Columbia,   Low Wage,COOK N CLEAN SERVICES LTD.,"SURREY, BC V3S 5A5",6731-Light duty cleaners,Unknown,1,2
British Columbia,   Low Wage,Copper Resort Inc,"Invermere, BC V0A 1K2",6312-Executive housekeepers,Unknown,1,3
British Columbia,   Low Wage,Coppersmith Enterprises Ltd,"Richmond, BC V7A 5J5",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,Crest Management Ltd,"Prince Rupert, BC V8J 1A8",6311-Food service supervisors,Unknown,1,3
British Columbia,   Low Wage,CRISPY FALAFEL INC,"Surrey, BC V4P 1H5",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,Crossover Bollywood Se Enterprises Inc.,"Surrey, BC V3W 1R1",6211-Retail sales supervisors,Unknown,1,1
British Columbia,   Low Wage,Curry Sensation Restaurant Inc,"Surrey, BC V3Z 0R5",6322-Cooks,Unknown,1,3
British Columbia,   Low Wage,Cuscor Global Holdings Inc.,"Whistler, BC V8E 1B1",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,CYSP SUSHI ENTERPRISES LTD,"Delta, BC V4K 1V9",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,Dacheng Services Inc.,"Coquitlam, BC V3J 1N8",1411-General office support workers,Unknown,1,1
British Columbia,   Low Wage,Dae-Ji Food Group Inc.,"Burnaby, BC V5H 4T6",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,Dagru Framing Ltd.,"Surrey, BC V3V 1T6",7611-Construction trades helpers and labourers,Unknown,1,2
British Columbia,   Low Wage,Damar Enterprises Ltd. dba Subway,"Princeton, BC V0X 1W0",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,Danlan Enterprises Inc.,"Nanaimo, BC V9T 4T7",6311-Food service supervisors,Unknown,1,2
British Columbia,   Low Wage,Dawat Restaurant Ltd. dba Palki Restaurant,"North Vancouver, BC V7L 2P9",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,DEGA Holdings Ltd o/a Tim Hortons,"Squamish, BC V8B 0K5",6311-Food service supervisors,Unknown,5,8
British Columbia,   Low Wage,Deserving Health International Corp,"Richmond, BC V6V 2J2",1311-Accounting technicians and bookkeepers,Unknown,1,1
British Columbia,   Low Wage,Desh Punjab Sweets & Restaurant Ltd.,"Surrey, BC V3W 1H8",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,Desh Punjab Sweets & Restaurant Ltd.,"Surrey, BC V3W 1H8",6513-Food and beverage servers,Unknown,1,1
British Columbia,   Low Wage,Dinosaur Daycare Ltd,"North Vancouver, BC V7J 2L5",4214-Early childhood educators and assistants,Unknown,1,1
British Columbia,   Low Wage,DJBC Holdings Ltd.,"Chetwynd, BC V0C 1J0",6322-Cooks,Unknown,1,4
British Columbia,   Low Wage,Do Chay Restaurant LTD.,"Vancouver, BC V5V 3E4",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,Do Chay Restaurant LTD.,"Vancouver, BC V5V 3E4",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,Domb Enterprises Inc.,"Vancouver, BC V6B 2G5",6322-Cooks,Unknown,1,2
British Columbia,   Low Wage,Don Don Restaurant Ltd.,"Coquitlam, BC V3K 6T5",6322-Cooks,Unknown,2,2
British Columbia,   Low Wage,Dose Coffee Company Inc,"Revelstoke, BC V0E 2S0",6321-Chefs,Unknown,1,1
British Columbia,   Low Wage,DPZ Kootenays Ltd.,"Cranbrook, BC V1C 3S5",0631-Restaurant and food service managers,Unknown,1,1
British Columbia,   Low Wage,DR. N RANDHAWA INC.,"Surrey, BC V3W 1R1",1241-Administrative assistants,Unknown,1,1
British Columbia,   Low Wage,Durali Enterprises Ltd,"Castlegar, BC V1N 2N1",6312-Executive housekeepers,Unknown,1,1
British Columbia,   Low Wage,Eaglekids Learning Centre – Squamish Ltd,"Squamish, BC V8B 0E4",4214-Early childhood educators and assistants,Unknown,2,2
British Columbia,   Low Wage,EARAN JANITORIAL SERVICES LTD,"Surrey, BC V3W 0N4",6731-Light duty cleaners,Unknown,1,2
British Columbia,   Low Wage,Earls Restaurant (Whistler) Ltd,"Whistler, BC V8E 0X2",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,EBENEZER INVESTMENT LTD.,"Vancouver, BC V6E 1C1",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,Eco Planet Cleaning & Building Maintenance Corporation,"Burnaby, BC V5J 5H8",6731-Light duty cleaners,Unknown,1,1
British Columbia,   Low Wage,ECONOWISE FOOD PRODUCTS LTD.,"Burnaby, BC V5H 2A9","6331-Butchers, meat cutters and fishmongers - retail and wholesale",Unknown,1,2
British Columbia,   Low Wage,Ecotex Healthcare Laundry Services Inc.,"Abbotsford, BC V2T 6L6","6741-Dry cleaning, laundry and related occupations",Unknown,2,16
British Columbia,   Low Wage,EGG BOMB CAFE,"Langley, BC V3A 4E6",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,EJJ Investments Ltd.,"Powell River, BC V8A 3B6",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,Elegance Nails Ltd,"Victoria, BC V9B 5E3","6562-Estheticians, electrologists and related occupations",Unknown,1,1
British Columbia,   Low Wage,Elimin8 Enterprises Inc.,"Tsawwassen, BC V4M 0A8",6311-Food service supervisors,Unknown,1,2
British Columbia,   Low Wage,Emm Tee Construction Ltd.,"Surrey, BC V3R 4K9",7611-Construction trades helpers and labourers,Unknown,1,2
British Columbia,   Low Wage,Endress Sales and Distribution Ltd.,"Sechelt, BC V0N 3A1",6211-Retail sales supervisors,Unknown,2,6
British Columbia,   Low Wage,EUN & JU SUSHI LTD.,"Port Coquitlam, BC V3C 3B2",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,Everfresh Processing Ltd.,"Delta, BC V4G 0A2","6331-Butchers, meat cutters and fishmongers - retail and wholesale",Unknown,1,1
British Columbia,   Low Wage,Evershine Landscaping Ltd,"Delta, BC V4C 1H6",8612-Landscaping and grounds maintenance labourers,Unknown,1,2
British Columbia,   Low Wage,Eye Immigration Inc.,"Surrey, BC V3T 5V3",1241-Administrative assistants,Unknown,1,1
British Columbia,   Low Wage,Fairdeal Services Ltd,"Surrey, BC V3T 1E7",7611-Construction trades helpers and labourers,Unknown,1,1
British Columbia,   Low Wage,FAST WAY PLUMBING & HEATING LTD,"Delta, BC V4C 2C9",7611-Construction trades helpers and labourers,Unknown,1,2
British Columbia,   Low Wage,FESTAL CAFE LTD.,"vancouver, BC V6C 1T1",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,Fincorp Holdings Ltd,"BRENTWOOD BAY, BC V8M 1A4",6311-Food service supervisors,Unknown,3,9
British Columbia,   Low Wage,First Step Kids Education Inc.,"Victoria, BC V9B 0X1",4214-Early childhood educators and assistants,Unknown,1,1
British Columbia,   Low Wage,Flexi Nail Salon,"New Westminster, BC V3L 3C6","6562-Estheticians, electrologists and related occupations",Unknown,1,1
British Columbia,   Low Wage,Flying Pig Holdings Ltd,"Vancouver, BC V6B 2S2",6321-Chefs,Unknown,1,1
British Columbia,   Low Wage,Four Olives Restaurant Ltd,"Vancouver, BC V6R 2J1",6322-Cooks,Unknown,1,2
British Columbia,   Low Wage,Four Season Framing Ltd.,"Surrey, BC V3V 2S8",7441-Residential and commercial installers and servicers,Unknown,1,2
British Columbia,   Low Wage,FOX STAR CONSTRUCTION LTD.,"SURREY, BC V3W 0X4",7611-Construction trades helpers and labourers,Unknown,2,2
British Columbia,   Low Wage,Frankie Feast Inc,"Vancouver, BC V6E 4A4",6322-Cooks,Unknown,1,2
British Columbia,   Low Wage,Frankie's Italian Kitchen & Bar Chilliwack Ltd.,"Chilliwack, BC V2R 1A1",6322-Cooks,Unknown,1,2
British Columbia,   Low Wage,Fraser Foods Ltd,"Surrey, BC V3W 1H8","6331-Butchers, meat cutters and fishmongers - retail and wholesale",Unknown,1,1
British Columbia,   Low Wage,FRASER GATE SMOOTHIES ENTERPRISES INC,"Abbotsford, BC V2T 0B5",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,Freedom Dental Studio Inc.,"Nanaimo, BC V9R 2X5","3223-Dental technologists, technicians and laboratory assistants",Unknown,1,1
British Columbia,   Low Wage,Fresh Value Food Distributors Ltd,"SURREY, BC V3W 3B1","6331-Butchers, meat cutters and fishmongers - retail and wholesale",Unknown,1,2
British Columbia,   Low Wage,FreshTap Pour System Inc.,"Vancouver, BC V6A 3A3",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,Friendly Time Daycare Ltd.,"Port Coquitlam, BC V3B 1A8",4214-Early childhood educators and assistants,Unknown,2,2
British Columbia,   Low Wage,Frobisher International Enterprise Ltd.,"Detla, BC V3M 6C7",9618-Labourers in fish and seafood processing,Unknown,1,1
British Columbia,   Low Wage,FRUITICANA PRODUCE LTD.,"Surrey, BC V3W 4H7","9617-Labourers in food, beverage and associated products processing",Unknown,1,4
British Columbia,   Low Wage,FU HAI ENTERPRISES LTD.,"Richmond, BC V6X 1C3",6321-Chefs,Unknown,1,2
British Columbia,   Low Wage,FUTURE TECH GLASS & CLOSET ORGANIZERS LTD,"Surrey, BC V3R 2S2",7452-Material handlers,Unknown,1,1
British Columbia,   Low Wage,G and F Entertainment Inc,"Victoria, BC V8W 1N1",4214-Early childhood educators and assistants,Unknown,1,1
British Columbia,   Low Wage,Galaxy IDP Construction Ltd.,"Delta, BC V4C 3H5",7294-Painters and decorators (except interior decorators),Unknown,1,1
British Columbia,   Low Wage,Gangnam B.B.Q. Restaurant Ltd,"Richmond, BC V6X 4E8",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,GARCHA BROS. MEAT SHOP LTD.,"Surrey, BC V3W 1B3","6331-Butchers, meat cutters and fishmongers - retail and wholesale",Unknown,1,2
British Columbia,   Low Wage,Gaya Holdings Ltd,"Burnaby, BC V5A 2S8",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,Genji enterprises Ltd.,"North Vancouver, BC V7H 2Y5",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,Georgia Pizza Inc,"Whistler, BC V0N 1B4",6311-Food service supervisors,Unknown,2,2
British Columbia,   Low Wage,Gibson Nail Spa,"Gibsons, BC V0N 1V7","6562-Estheticians, electrologists and related occupations",Unknown,1,2
British Columbia,   Low Wage,GKL Enterprises Inc.,"Nanaimo, BC V9R 5E2",6311-Food service supervisors,Unknown,2,2
British Columbia,   Low Wage,GKL HBAY Enterprises Inc.,"Nanaimo, BC V9T 5Y1",6311-Food service supervisors,Unknown,2,2
British Columbia,   Low Wage,Glitter and Spice Accessories Inc.,"surrey, BC V3S 7A4",7452-Material handlers,Unknown,1,1
British Columbia,   Low Wage,Glory Food Ltd.,"Surrey, BC V3T 1Y3","6331-Butchers, meat cutters and fishmongers - retail and wholesale",Unknown,1,1
British Columbia,   Low Wage,Glory Food Ltd.,"Surrey, BC V3T 1Y3","9462-Industrial butchers and meat cutters, poultry preparers and related workers",Unknown,1,1
British Columbia,   Low Wage,Glowbal Georgia Restaurant Ltd,"Vancouver, BC V6B 2A3",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,Glowbal Georgia Restaurant Ltd,"Vancouver, BC V6B 2A3",6322-Cooks,Unknown,2,2
British Columbia,   Low Wage,Glyco Drywall Ltd.,"Delta, BC V4C 2H4",7611-Construction trades helpers and labourers,Unknown,1,1
British Columbia,   Low Wage,Go-Ebisu Enterprise Ltd.,"Abbotsford, BC V3G 1C4",6322-Cooks,Unknown,1,2
British Columbia,   Low Wage,Golden Glass & Shower Doors Ltd,"Surrey, BC V3W 4G1","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,1,1
British Columbia,   Low Wage,Golden Goose Holdings Ltd.,"Whistler, BC V8E 1A6",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,Golden Star Daycare Inc,"North Vancouver, BC V7L 2Z2",4214-Early childhood educators and assistants,Unknown,1,1
British Columbia,   Low Wage,Good Friend HR Company Ltd.,"Langley, BC V1M 3K2","6331-Butchers, meat cutters and fishmongers - retail and wholesale",Unknown,2,3
British Columbia,   Low Wage,Good Friends Food Ltd.,"Penticton, BC V2A 5C7",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,Gota Mandi Fashions Ltd.,"Surrey, BC V3W 1R1","6342-Tailors, dressmakers, furriers and milliners",Unknown,1,2
British Columbia,   Low Wage,Gota Mandi Fashions Ltd.,"Surrey, BC V3W 1R1","6344-Jewellers, jewellery and watch repairers and related occupations",Unknown,1,1
British Columbia,   Low Wage,GREAT MANN CONSTRUCTION LTD,"Delta, BC V4C 4E9",7611-Construction trades helpers and labourers,Unknown,1,2
British Columbia,   Low Wage,Greatwest Landscaping Ltd.,"Surrey, BC V3S 3L6",8612-Landscaping and grounds maintenance labourers,Unknown,1,2
British Columbia,   Low Wage,Green Family International Development Inc.,"Vancouver, BC V6M 2A3",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,Green Indian Cuisine Pizza and Sweets Ltd,"Surrey, BC V3S 9Y4",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,GRG Ventures Ltd,"Vancouver, BC V6B 1B6",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,GRIMACE &CO RESTAURANT LTD,"CAMPBELL RIVER, BC V9W 4J3",6311-Food service supervisors,Unknown,1,5
British Columbia,   Low Wage,Guildford Chicken Foods Inc.,"Surrey, BC V3R 7B7",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,H & K FAST FOODS LTD,"MAPLE RIDGE, BC V2X 2P8",6311-Food service supervisors,Unknown,1,2
British Columbia,   Low Wage,H & S Insulation Ltd.,"Surrey, BC V3W 6X5",7611-Construction trades helpers and labourers,Unknown,2,3
British Columbia,   Low Wage,Hack Enterprises Inc.,"Vancouver, BC V6P 4A8",6341-Hairstylists and barbers,Unknown,1,1
British Columbia,   Low Wage,Hallmark Poultry Processors Ltd,"Vancouver, BC V5L 1M1","9617-Labourers in food, beverage and associated products processing",Unknown,1,50
British Columbia,   Low Wage,Hamraj Construction Ltd,"Surrey, BC V3V 7P1",7611-Construction trades helpers and labourers,Unknown,1,1
British Columbia,   Low Wage,Han Kook Meat Trading Ltd,"Burnaby, BC V5C 5E3","6331-Butchers, meat cutters and fishmongers - retail and wholesale",Unknown,2,3
British Columbia,   Low Wage,Hana Foods Inc.,"Port Coquitlam, BC V3C 1K5",6332-Bakers,Unknown,1,1
British Columbia,   Low Wage,Hanayuki Restaurant Inc.,"Port Moody, BC V3H 4H2",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,Happy Children Learning Childcare,"New Westminster, BC V3M 2T9",4214-Early childhood educators and assistants,Unknown,1,1
British Columbia,   Low Wage,Happy Kids World ChildCare Inc.,"Port Moody, BC V3H 2B5",4214-Early childhood educators and assistants,Unknown,1,1
British Columbia,   Low Wage,Hari Enterprises Ltd.,"Victoria, BC V9B 2X3",6322-Cooks,Unknown,1,2
British Columbia,   Low Wage,Harman Elite Construction Ltd,"Surrey,, BC V3X 3M6",7611-Construction trades helpers and labourers,Unknown,1,2
British Columbia,   Low Wage,Harrison Spa Motel,"Harrison Hot Springs, BC V0M 1K0",6312-Executive housekeepers,Unknown,1,1
British Columbia,   Low Wage,Haru fusion cuisine,"Squamish, BC V8B 0H7",6513-Food and beverage servers,Unknown,1,2
British Columbia,   Low Wage,Hattori Sushi Inc.,"West Vancouver, BC V7W 3C7",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,HD Foods Inc,"Nanaimo, BC V9T 4T7",0631-Restaurant and food service managers,Unknown,1,1
British Columbia,   Low Wage,Highlife Construction Ltd.,"Abbotsford, BC V2T 4Y7",7611-Construction trades helpers and labourers,Unknown,1,2
British Columbia,   Low Wage,Himalayan Spice Bistro Ltd.,"Fernie, BC V0B 1M0",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,Himalayan Spice Bistro Ltd.,"Fernie, BC V0B 1M0",6322-Cooks,Unknown,1,2
British Columbia,   Low Wage,Hitori Enterprises Ltd.,"Langley, BC V3A 8T1",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,HNG Holdings Ltd.,"Port Coquitlam, BC V3C 1T5",1241-Administrative assistants,Unknown,1,1
British Columbia,   Low Wage,Hobin Food Ltd.,"Victoria, BC V8W 3M9",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,HOMELAND PAINTING LTD,"Surrey, BC V3W 1R1",7611-Construction trades helpers and labourers,Unknown,1,2
British Columbia,   Low Wage,Hong Ma No Korean Restaurant Ltd.,"Surrey, BC V3R 4G8",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,Hta Products Inc.,"Richmond, BC V6X 1T4",6211-Retail sales supervisors,Unknown,1,1
British Columbia,   Low Wage,Huaxiong International Industries Corp,"Vancouver, BC V5R 5L7",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,Huber Developments Ltd. Prestige In Vernon,"Vernon, BC V1T 9G8",6525-Hotel front desk clerks,Unknown,1,2
British Columbia,   Low Wage,Hudson Brew Corp,"Victoria, BC V8T 0C3",6311-Food service supervisors,Unknown,1,2
British Columbia,   Low Wage,Hurricane Rebar & Waterproofing Ltd,"Surrey, BC V3W 3R3",7611-Construction trades helpers and labourers,Unknown,1,1
British Columbia,   Low Wage,HUSKY TEAM PAINTING LTD.,"Vancouver, BC V5P 3T5",7294-Painters and decorators (except interior decorators),Unknown,1,1
British Columbia,   Low Wage,HY'S AMERICAN STEAKHOUSE LTD. GOTHAM STEAKHOUSE & COCKTAIL B,"Vancouver, BC V6B 3K3",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,HY'S OF CANADA LTD. HY'S Whistler,"Whistler, BC V0N 1B4",6332-Bakers,Unknown,1,1
British Columbia,   Low Wage,IKON PLUMBING & HEATING LTD.,"Surrey, BC V3W 2H4",7611-Construction trades helpers and labourers,Unknown,1,2
British Columbia,   Low Wage,Image Fencing Inc.,"Abbotsford, BC V2T 5B7",8612-Landscaping and grounds maintenance labourers,Unknown,1,2
British Columbia,   Low Wage,Incomax Enterprises Ltd.,"Surrey, BC V3T 2W1",6322-Cooks,Unknown,1,2
British Columbia,   Low Wage,Indian Accent Restaurant Ltd.,"Langley, BC V3A 3Y6",6322-Cooks,Unknown,1,2
British Columbia,   Low Wage,Indian Masala Restaurants Ltd.,"Whistler, BC V8E 1B8","6331-Butchers, meat cutters and fishmongers - retail and wholesale",Unknown,1,1
British Columbia,   Low Wage,Indican Enterprises Ltd,"Mission, BC V2V 6B2",6311-Food service supervisors,Unknown,1,2
British Columbia,   Low Wage,Inno Foods Inc.,"Langley, BC V4W 0B8","9617-Labourers in food, beverage and associated products processing",Unknown,1,1
British Columbia,   Low Wage,ISHWAR PLUMBING & HEATING LTD.,"SURREY, BC V3W 2E6",7611-Construction trades helpers and labourers,Unknown,1,1
British Columbia,   Low Wage,Island Burgers Inc,"Vernon, BC V1T 5C6",6311-Food service supervisors,Unknown,4,14
British Columbia,   Low Wage,Island Independent Buying Group,"Chemanius, BC V0R 1K4","6331-Butchers, meat cutters and fishmongers - retail and wholesale",Corporation,1,1
British Columbia,   Low Wage,J&M Restaurant Ltd.,"delta, BC V4C 6P5",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,J&M Restaurant Ltd.,"delta, BC V4C 6P5",6322-Cooks,Unknown,2,2
British Columbia,   Low Wage,J. & S. Young Merchants Ltd.,"Victoria, BC V8T 2C5","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,1,2
British Columbia,   Low Wage,Jambo Grill and Goodmorning Paan Ltd,"Vancouver, BC V5R 5K3",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,Jaskiran Pizza Place Ltd.,"Surrey, BC V3S 1E9",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,Jay & Jen Foods Ltd.,"Abbotsford, BC V2T 0H5",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,JAY KALI CONSTRUCTION LTD,"SURREY, BC V3W 2Y8",7611-Construction trades helpers and labourers,Unknown,1,1
