"Employers Who Were Issued a Positive Labour Market Impact Assessment (LMIA) by Program Stream, National Occupational Classification (NOC) 2021 and Business Location, October to December 2024",b,c,d,e,f,g,h
British Columbia                                                           ,High Wage,QUICK SOLUTION DIESEL REPAIR LTD,"abbotsford, BC V2T 6C7",75119-Other trades helpers and labourers,Unknown,1,2
British Columbia                                                           ,High Wage,Quik Fire Protection Ltd.,"Surrey, BC V3X 2R1","72301-Steamfitters, pipefitters and sprinkler system installers",Unknown,1,1
British Columbia                                                           ,High Wage,R J Siding And Sundeck Ltd.,"Surrey, BC V3R 3W6",73200-Residential and commercial installers and servicers,Unknown,1,1
British Columbia                                                           ,High Wage,R&L Truck Repairs Ltd,"Surrey, BC V3R 0R8",72106-Welders and related machine operators,Unknown,1,1
British Columbia                                                           ,High Wage,R&L Truck Repairs Ltd,"Surrey, BC V3R 0R8",72401-Heavy-duty equipment mechanics,Unknown,1,1
British Columbia                                                           ,High Wage,R&L Truck Repairs Ltd,"Surrey, BC V3R 0R8","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,2
British Columbia                                                           ,High Wage,R&L Truck Repairs Ltd,"Surrey, BC V3R 0R8",75119-Other trades helpers and labourers,Unknown,1,1
British Columbia                                                           ,High Wage,RA1 CONTRACTING & ENVIRONMENTAL LTD.,"VICTORIA, BC V8Z 3V8",75110-Construction trades helpers and labourers,Unknown,1,2
British Columbia                                                           ,High Wage,Rahelu Plumbing & Heating Ltd.,"Surrey, BC V3W 0A6","00014-Senior managers - trade, broadcasting and other services, n.e.c.",Unknown,1,1
British Columbia                                                           ,High Wage,Rahelu Plumbing & Heating Ltd.,"Surrey, BC V3W 0A6","12013-Supervisors, supply chain, tracking and scheduling coordination occupations",Unknown,1,1
British Columbia                                                           ,High Wage,Rahelu Plumbing & Heating Ltd.,"Surrey, BC V3W 0A6",72300-Plumbers,Unknown,1,1
British Columbia                                                           ,High Wage,Rai Plumbing Ltd,"surrey, BC V3S 2J7",72300-Plumbers,Unknown,1,5
British Columbia                                                           ,High Wage,Rai Star Custom Homes Ltd,"Delta, BC V4C 5N2",72310-Carpenters,Unknown,1,1
British Columbia                                                           ,High Wage,Rai Star Custom Homes Ltd,"Delta, BC V4C 5N2",75110-Construction trades helpers and labourers,Unknown,1,3
British Columbia                                                           ,High Wage,Raisen Pacific Wealth Management Inc,"Richmond, BC V7B 1C3",13110-Administrative assistants,Unknown,1,1
British Columbia                                                           ,High Wage,Raiwal Agro Tech Foods Ltd,"Surrey, BC V3Z 1C3",72401-Heavy-duty equipment mechanics,Unknown,1,1
British Columbia                                                           ,High Wage,Raj Uptown Salon & Spa Ltd.,"SURREY, BC V4A 2J4",60040-Managers in customer and personal services,Unknown,1,1
British Columbia                                                           ,High Wage,RAJA ROAD RAIL SERVICES LTD.,"Richmond, BC V6W 1C7",73300-Transport truck drivers,Unknown,1,5
British Columbia                                                           ,High Wage,RAMA SWEETS AND RESTAURANT LTD,"SURREY, BC V3W 3M8",62020-Food service supervisors,Unknown,1,1
British Columbia                                                           ,High Wage,Ramiro Construction Ltd,"Surrey, BC V3W 2R2",73200-Residential and commercial installers and servicers,Unknown,1,2
British Columbia                                                           ,High Wage,Range Autos Ltd,"Richmond, BC V6V 2X5",12200-Accounting technicians and bookkeepers,Unknown,1,1
British Columbia                                                           ,High Wage,RANGE FREIGHTWAYS LTD.,"Delta, BC V3M 6H9",13110-Administrative assistants,Unknown,1,1
British Columbia                                                           ,High Wage,Rapidcrete Construction Ltd,"COQUITLAM, BC V3C 5V2",13100-Administrative officers,Unknown,1,1
British Columbia                                                           ,High Wage,Rapidcrete Construction Ltd,"COQUITLAM, BC V3C 5V2","72014-Contractors and supervisors, other construction trades, installers, repairers and servicers",Unknown,1,1
British Columbia                                                           ,High Wage,Rapidcrete Construction Ltd,"COQUITLAM, BC V3C 5V2",75110-Construction trades helpers and labourers,Unknown,1,2
British Columbia                                                           ,High Wage,Raven Force Couriers Inc.,"Delta, BC V4G 1L3","11202-Professional occupations in advertising, marketing and public relations",Unknown,1,1
British Columbia                                                           ,High Wage,Raven Force Couriers Inc.,"Delta, BC V4G 1L3",13110-Administrative assistants,Unknown,1,1
British Columbia                                                           ,High Wage,Ravens Edu Services INC.,"Vancouver, BC V5W 3A4",13100-Administrative officers,Unknown,1,1
British Columbia                                                           ,High Wage,RB FRONTLINE SECURITY LTD.,"BURNABY, BC V5G 4L7",13100-Administrative officers,Unknown,1,1
British Columbia                                                           ,High Wage,RBS Sons Truck and Trailer Works Ltd.,"Surrey, BC V3V 2V9","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,1
British Columbia                                                           ,High Wage,Rcom Communication Ltd,"Surrey, BC V3W 1H8",22311-Electronic service technicians (household and business equipment),Unknown,2,2
British Columbia                                                           ,High Wage,Ready to go moving Services Inc,"Vancouver, BC V6B 3C1",73300-Transport truck drivers,Unknown,1,1
British Columbia                                                           ,High Wage,Ready to Haul Transportation Ltd.,"Surrey, BC V3W 3M4",73300-Transport truck drivers,Unknown,2,9
British Columbia                                                           ,High Wage,Real American Hero Productions Ltd,"Vancouver, BC V5X  2V","52119-Other technical and coordinating occupations in motion pictures, broadcasting and the performing arts",Corporation,1,1
British Columbia                                                           ,High Wage,Realistic Drywall and Insulation Ltd.,"Surrey, BC V3W 8C5",22303-Construction estimators,Unknown,1,1
British Columbia                                                           ,High Wage,Rebel Drywall Ltd,"Abbotsford, BC V2T 6S6","73102-Plasterers, drywall installers and finishers and lathers",Unknown,1,4
British Columbia                                                           ,High Wage,Red Roofing Ltd.,"Surrey, BC V3W 9J2",73110-Roofers and shinglers,Unknown,1,3
British Columbia                                                           ,High Wage,Reflections Truck Body Repair,"Chilliwack, BC V2R 0W3","72411-Auto body collision, refinishing and glass technicians and damage repair estimators",Unknown,1,2
British Columbia                                                           ,High Wage,Reliance Immigration Inc,"surrey, BC V3V 0E8",13111-Legal administrative assistants,Unknown,1,1
British Columbia                                                           ,High Wage,RENAULT CONSTRUCTION LTD.,"SURREY, BC V3S 8M6",75110-Construction trades helpers and labourers,Unknown,1,3
British Columbia                                                           ,High Wage,Renova General Renovations Corporation,"Burnaby, BC V5H 0B2",72310-Carpenters,Unknown,1,1
British Columbia                                                           ,High Wage,Renu Bio Health Ltd.,"Vancouver, BC V5K 4Y3",62010-Retail sales supervisors,Unknown,1,1
British Columbia                                                           ,High Wage,RH Radiant Home Ltd.,"North Vancouver, BC V7J 3V8",72200-Electricians (except industrial and power system),Unknown,1,1
British Columbia                                                           ,High Wage,Rhine River Luxury Homes Ltd,"Richmond, BC V6X 1X5",22212-Drafting technologists and technicians,Unknown,1,1
British Columbia                                                           ,High Wage,Right Away Tent And Party Rental Ltd.,"Surrey, BC V3W 4E9",13100-Administrative officers,Unknown,1,1
British Columbia                                                           ,High Wage,RIVERSTONE LASER AND SKIN CARE INC.,"Abbotsford, BC V2T 5J8","63211-Estheticians, electrologists and related occupations",Unknown,1,1
British Columbia                                                           ,High Wage,RMJ Holdings Ltd.,"aldergrove, BC V4W 3P8",65202-Meat cutters and fishmongers - retail and wholesale,Unknown,1,3
British Columbia                                                           ,High Wage,RMS Enterprises Ltd.,"Surrey, BC V3W 3X6",12200-Accounting technicians and bookkeepers,Unknown,1,1
British Columbia                                                           ,High Wage,RNK Drywall Ltd.,"Surrey, BC V3R 5Y9","72014-Contractors and supervisors, other construction trades, installers, repairers and servicers",Unknown,1,2
British Columbia                                                           ,High Wage,RNK Drywall Ltd.,"Surrey, BC V3R 5Y9","73102-Plasterers, drywall installers and finishers and lathers",Unknown,1,3
British Columbia                                                           ,High Wage,Robert Allan Ltd.,"Vancouver, BC V6C 3R8",22301-Mechanical engineering technologists and technicians,Unknown,1,1
British Columbia                                                           ,High Wage,RobotHouse Automation Inc,"Vernon, BC V1T 6B2",13110-Administrative assistants,Unknown,1,1
British Columbia                                                           ,High Wage,Rocket Trucking Inc.,"Abbotsford, BC V2T 0E4",73300-Transport truck drivers,Unknown,1,6
British Columbia                                                           ,High Wage,Rocky Mountain Financial Academy Inc.,"GIBSONS, BC V0N 1V6",41210-College and other vocational instructors,Unknown,1,1
British Columbia                                                           ,High Wage,Rooster Construction,"Surrey, BC V3W 1L6",72310-Carpenters,Unknown,1,3
British Columbia                                                           ,High Wage,Royalino Construction LTD.,"Surrey, BC V3X 1T9",72310-Carpenters,Unknown,1,2
British Columbia                                                           ,High Wage,RP BUILDING MAINTENANCE LTD,"Surrey, BC V3V 6G2",62024-Cleaning supervisors,Unknown,1,3
British Columbia                                                           ,High Wage,RTC Financial Group Inc,"Burnaby, BC V5J 5J3",13100-Administrative officers,Unknown,1,1
British Columbia                                                           ,High Wage,RTCT TRANSPORT LTD,"Surrey, BC V3W 1R1",13110-Administrative assistants,Unknown,1,1
British Columbia                                                           ,High Wage,RTCT TRANSPORT LTD,"Surrey, BC V3W 1R1","72024-Supervisors, motor transport and other ground transit operators",Unknown,1,2
British Columbia                                                           ,High Wage,rvc forming ltd,"kelowna, BC V1W 0B2",72310-Carpenters,Unknown,1,3
British Columbia                                                           ,High Wage,S & D Concrete and Pumping Ltd,"Langley, BC V4W 1Y6","72014-Contractors and supervisors, other construction trades, installers, repairers and servicers",Unknown,1,1
British Columbia                                                           ,High Wage,S & G Drywall 2002 LTD.,"Surrey, BC V3W 0L8","73102-Plasterers, drywall installers and finishers and lathers",Unknown,1,1
British Columbia                                                           ,High Wage,S.G.L Trucking Ltd.,"Delta, BC V4C 0E1","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,2
British Columbia                                                           ,High Wage,S.S. SEKHON LOGISTICS INC,"Abbotsford, BC V3G 1S4",73300-Transport truck drivers,Unknown,1,2
British Columbia                                                           ,High Wage,Saab Prints & Graphics Ltd.,"Abbotsford, BC V2T 2Y2",60020-Retail and wholesale trade managers,Unknown,1,1
British Columbia                                                           ,High Wage,Sabterra Holdings Ltd.,"SURREY, BC V3W 0E6",13110-Administrative assistants,Unknown,1,1
British Columbia                                                           ,High Wage,Sabterra Holdings Ltd.,"SURREY, BC V3W 0E6",63200-Cooks,Unknown,1,1
British Columbia                                                           ,High Wage,Safeway tire depot Ltd,"Delta, BC V4G 1C5","12013-Supervisors, supply chain, tracking and scheduling coordination occupations",Unknown,1,1
British Columbia                                                           ,High Wage,Sagal Trucking Ltd.,"Delta, BC V4C 2N8",73300-Transport truck drivers,Unknown,1,1
British Columbia                                                           ,High Wage,Sage Logistics Ltd.,"Mission, BC V2V 2V6","12013-Supervisors, supply chain, tracking and scheduling coordination occupations",Unknown,1,1
British Columbia                                                           ,High Wage,Saiish Enterprises Inc DBA Husky,"Campbell River, BC V9W 2G1",13100-Administrative officers,Unknown,1,1
British Columbia                                                           ,High Wage,SALFORD&CO CLEANING LTD.,"Burnaby, BC V5H 2Z2",62024-Cleaning supervisors,Unknown,1,1
British Columbia                                                           ,High Wage,Salmon Arm Janitorial LTD.,"Salmon Arm, BC V1E 1J3",65310-Light duty cleaners,Unknown,1,4
British Columbia                                                           ,High Wage,Salve Health Care Services Inc.,"Vancouver, BC V5T 1T3","44101-Home support workers, caregivers and related occupations",Unknown,1,1
British Columbia                                                           ,High Wage,SAMO ENGINEERING LTD.,"LANGLEY, BC V1M 3W6",22212-Drafting technologists and technicians,Unknown,1,1
British Columbia                                                           ,High Wage,Samreet Electrical Services Ltd,"Vancouver, BC V5X 1T4",73100-Concrete finishers,Unknown,1,1
British Columbia                                                           ,High Wage,SANDHER TRUCK & TRAILER REPAIR LTD,"Delta,, BC V4G 1G1",75119-Other trades helpers and labourers,Unknown,1,3
British Columbia                                                           ,High Wage,Sandhu & Sran Mortgages Inc.,"Abbotsford, BC V2T 2X5","00012-Senior managers - financial, communications and other business services",Unknown,1,1
British Columbia                                                           ,High Wage,Sangam Sweets & Curry Express Inc.,"Mission, BC V2V 1A4",63200-Cooks,Unknown,1,2
British Columbia                                                           ,High Wage,Sarak Holdings Ltd.,"Valemount, BC V0E 2Z0",60010-Corporate sales managers,Unknown,1,1
British Columbia                                                           ,High Wage,Sardaar G Construction LTD,"DELTA, BC V4C 0E2",72310-Carpenters,Unknown,1,2
British Columbia                                                           ,High Wage,Sarkar Indian Bistro Ltd,"Surrey, BC V3R 1J8",60030-Restaurant and food service managers,Unknown,1,1
British Columbia                                                           ,High Wage,SAV Enterprises Ltd,"Surrey, BC V4N 1M9",65202-Meat cutters and fishmongers - retail and wholesale,Unknown,1,1
British Columbia                                                           ,High Wage,SB GARDENING & LANDSCAPING SERVICES,"DELTA, BC V4K 2R8","82031-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",Unknown,1,1
British Columbia                                                           ,High Wage,Scientek Technology Corporation,"Delta, BC V4G 1J5",72106-Welders and related machine operators,Unknown,1,1
British Columbia                                                           ,High Wage,Scorpio Masonry BC Inc.,"Richmond, BC V6V 1H9",72320-Bricklayers,Unknown,1,13
British Columbia                                                           ,High Wage,Scott 75 Pharmacy Ltd.,"Surrey, BC V3W 3N1",33103-Pharmacy technical assistants and pharmacy assistants,Unknown,1,1
British Columbia                                                           ,High Wage,Scottech Innovation Limited,"Richmond, BC V6V 0A5",22211-Industrial designers,Unknown,1,1
British Columbia                                                           ,High Wage,SEA TO SKY PRECISION CONSTRUCTION LTD,"Burnaby, BC V5A 4W2",75110-Construction trades helpers and labourers,Unknown,1,4
British Columbia                                                           ,High Wage,"Searay Foods, Inc.","Richmond, BC V6W 1H3",62023-Customer and information services supervisors,Unknown,1,1
British Columbia                                                           ,High Wage,Seaspan ULC,"North Vancouver, BC V7P 2R1",21301-Mechanical engineers,Unknown,1,1
British Columbia                                                           ,High Wage,Seaspan ULC,"North Vancouver, BC V7P 2R1",22302-Industrial engineering and manufacturing technologists and technicians,Unknown,1,1
British Columbia                                                           ,High Wage,Seaville Transport Logistics Ltd,"Richmond, BC V6V 1L6","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,3
British Columbia                                                           ,High Wage,Seaville Transport Logistics Ltd,"Richmond, BC V6V 1L6",73300-Transport truck drivers,Unknown,1,7
British Columbia                                                           ,High Wage,Securiforce Security Services Ltd.,"SURREY, BC V3S 8E5",62029-Other services supervisors,Unknown,1,3
British Columbia                                                           ,High Wage,Securisquad Services Ltd.,"Vancouver, BC V5P 2X5",10011-Human resources managers,Unknown,1,1
British Columbia                                                           ,High Wage,Seeran Foods Inc,"Vancouver, BC V6B 6L4",65202-Meat cutters and fishmongers - retail and wholesale,Unknown,1,1
British Columbia                                                           ,High Wage,SenPokChin Education Society,"Oliver, BC V0H 1T8","41405-Education policy researchers, consultants and program officers",Unknown,1,1
British Columbia                                                           ,High Wage,Setters Neighbourhood Pub Ltd.,"Salmon Arm, BC V1E 2S3",13100-Administrative officers,Unknown,1,1
British Columbia                                                           ,High Wage,Seven Horses Transport Ltd.,"Surrey, BC V3Z 9V2",73300-Transport truck drivers,Unknown,1,5
British Columbia                                                           ,High Wage,SEVENTH-DAY ADVENTIST CHURCH (BRITISH COLUMBIA CONFERENCE),"ABBOTSFORD, BC V2S 4P5",41220-Secondary school teachers,Unknown,2,4
British Columbia                                                           ,High Wage,SEVENTH-DAY ADVENTIST CHURCH (BRITISH COLUMBIA CONFERENCE),"ABBOTSFORD, BC V2S 4P5",41221-Elementary school and kindergarten teachers,Unknown,1,2
British Columbia                                                           ,High Wage,SG bros construction ltd,"Prince George, BC V2M 4R1",72310-Carpenters,Unknown,1,4
British Columbia                                                           ,High Wage,SHAHNAWAZ ENTERPRISES INC,"Vancouver, BC V5L 1T5","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,2
British Columbia                                                           ,High Wage,Sharks Innovations Ltd.,"SURREY, BC V4A 4N3",62020-Food service supervisors,Unknown,1,1
British Columbia                                                           ,High Wage,Shine Construction Ltd,"Surrey, BC V3R 7K9",72310-Carpenters,Unknown,1,1
British Columbia                                                           ,High Wage,SHINE DRYWALL LTD.,"Surrey, BC V3S 6W2","73102-Plasterers, drywall installers and finishers and lathers",Unknown,1,2
British Columbia                                                           ,High Wage,SHINE DRYWALL LTD.,"Surrey, BC V3S 6W2",75110-Construction trades helpers and labourers,Unknown,1,3
British Columbia                                                           ,High Wage,SHINE KITCHEN CABINETS LTD.,"Surrey, BC V3W 1B3",73200-Residential and commercial installers and servicers,Unknown,1,2
British Columbia                                                           ,High Wage,SHIVAJI CONSTRUCTION LTD,"Surrey, BC V3V 5C1","72014-Contractors and supervisors, other construction trades, installers, repairers and servicers",Unknown,1,1
British Columbia                                                           ,High Wage,SHIVAJI CONSTRUCTION LTD,"Surrey, BC V3V 5C1",72310-Carpenters,Unknown,1,2
British Columbia                                                           ,High Wage,SHREEJI FOOD INC.,"Penticton, BC V2A 5H3","00014-Senior managers - trade, broadcasting and other services, n.e.c.",Unknown,1,1
British Columbia                                                           ,High Wage,shuwei trading ltd.,"Richmond, BC V6V 3E2",13110-Administrative assistants,Unknown,1,1
British Columbia                                                           ,High Wage,Siaana Development Inc.,"Campbell River, BC V9W 2C4",13100-Administrative officers,Unknown,1,1
British Columbia                                                           ,High Wage,Siaana Development Inc.,"Campbell River, BC V9W 2C4",62010-Retail sales supervisors,Unknown,1,1
British Columbia                                                           ,High Wage,Sicamous Super 8 Motel,"Sicamous, BC V0E 2V0",60031-Accommodation service managers,Unknown,1,1
British Columbia                                                           ,High Wage,Sidh Siding Ltd.,"Surrey, BC V3W 7H2",72310-Carpenters,Unknown,1,1
British Columbia                                                           ,High Wage,Silver Star Ski Resort Ltd,"Silver Star Mountain, BC V1B 3M1","54100-Program leaders and instructors in recreation, sport and fitness",Unknown,1,4
British Columbia                                                           ,High Wage,Silverspine Contracting Inc.,"Burnaby, BC V5G 1T1",73101-Tilesetters,Unknown,2,2
British Columbia                                                           ,High Wage,Simon Transportation Ltd,"ALDERGROVE, BC V4W 3R6",73300-Transport truck drivers,Unknown,1,6
British Columbia                                                           ,High Wage,Simplex Mechanical Ltd.,"Surrey, BC V3W 3L7","72402-Heating, refrigeration and air conditioning mechanics",Unknown,1,1
British Columbia                                                           ,High Wage,Sioux Service 1981 Ltd,"Surrey, BC V3T 2T8",13110-Administrative assistants,Unknown,1,2
British Columbia                                                           ,High Wage,Sistema Transport Ltd.,"Surrey, BC V3W 1E6","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,1
British Columbia                                                           ,High Wage,Sistema Transport Ltd.,"Surrey, BC V3W 1E6",73300-Transport truck drivers,Unknown,1,10
British Columbia                                                           ,High Wage,SK Basra Furniture LTD,"Surrey, BC V3W 1L4",72311-Cabinetmakers,Unknown,1,2
British Columbia                                                           ,High Wage,SKEENA TRADING COMPANY LTD.,"Terrace, BC V8G 2N6",60020-Retail and wholesale trade managers,Unknown,1,1
British Columbia                                                           ,High Wage,SKILL WORK CEILINGS AND SERVICES INC.,"Coquitlam, BC V3K 1P2",22220-Computer network and web technicians,Unknown,1,1
British Columbia                                                           ,High Wage,Skookum Scaffolding Ltd.,"Delta, BC V3M 6M4","72013-Contractors and supervisors, carpentry trades",Unknown,1,1
British Columbia                                                           ,High Wage,Skookum Scaffolding Ltd.,"Delta, BC V3M 6M4",72310-Carpenters,Unknown,2,2
British Columbia                                                           ,High Wage,Sky Windows Ltd,"Surrey, BC V3S 3M2",73200-Residential and commercial installers and servicers,Unknown,1,2
British Columbia                                                           ,High Wage,SKYLINE MOTORS LTD.,"Surrey, BC V3W 5A7","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,1
British Columbia                                                           ,High Wage,Skymix Services LTD.,"Burnaby, BC V3N 1S5",60040-Managers in customer and personal services,Unknown,1,1
British Columbia                                                           ,High Wage,Skyway Plumbing & Gas Ltd.,"Delta, BC V4C 1K2",73200-Residential and commercial installers and servicers,Unknown,1,2
British Columbia                                                           ,High Wage,skyyj construction ltd,"surrey, BC V3R 8V1",73110-Roofers and shinglers,Unknown,1,2
British Columbia                                                           ,High Wage,Slatch Construction Ltd,"Surrey, BC V3V 6Z5",72310-Carpenters,Unknown,1,3
British Columbia                                                           ,High Wage,Slim Pictures Inc,"Port Coquitlam, BC V3B 8B8","52119-Other technical and coordinating occupations in motion pictures, broadcasting and the performing arts",Unknown,4,4
British Columbia                                                           ,High Wage,Slim Pictures Inc,"Port Coquitlam, BC V3B 8B8","53123-Theatre, fashion, exhibit and other creative designers",Unknown,1,1
British Columbia                                                           ,High Wage,Smart CPD Solutions Ltd,"Surrey, BC V3W 0A6",13110-Administrative assistants,Unknown,1,1
British Columbia                                                           ,High Wage,SmartPEP (Canada) Biological Technology Research Ltd.,"Richmond, BC V7A 4E8",21233-Web designers,Unknown,1,1
British Columbia                                                           ,High Wage,SME NETWORK GROUP LTD,"VANCOUVER, BC V5W 3A3",21222-Information systems specialists,Unknown,1,1
British Columbia                                                           ,High Wage,SMG Enterprises Ltd.,"Surrey, BC V3S 4R1",22312-Industrial instrument technicians and mechanics,Unknown,1,1
British Columbia                                                           ,High Wage,SMILE AUTO INC.,"Surrey, BC V3W 0K8",22311-Electronic service technicians (household and business equipment),Unknown,1,2
British Columbia                                                           ,High Wage,Smooth Construction Group Ltd.,"Surrey, BC V3V 1V6",72310-Carpenters,Unknown,1,3
British Columbia                                                           ,High Wage,SNG developments Inc,"Surrey, BC V3W 1V3",13110-Administrative assistants,Unknown,1,1
British Columbia                                                           ,High Wage,Solid State Community Society,"Surrey, BC V3T 4H4","11202-Professional occupations in advertising, marketing and public relations",Unknown,1,1
British Columbia                                                           ,High Wage,Solid State Community Society,"Surrey, BC V3T 4H4",52120-Graphic designers and illustrators,Unknown,1,1
British Columbia                                                           ,High Wage,SOLTRACK TECHNOLOGY LTD.,"MAPLE RIDGE, BC V2X 9L3",21234-Web developers and programmers,Unknown,1,1
British Columbia                                                           ,High Wage,Soma Interiors Ltd.,"Burnaby, BC V3N 4T7",72310-Carpenters,Unknown,1,1
British Columbia                                                           ,High Wage,Soma Interiors Ltd.,"Burnaby, BC V3N 4T7","73102-Plasterers, drywall installers and finishers and lathers",Unknown,1,1
British Columbia                                                           ,High Wage,Sonu Hair Cut Ltd.,"Delta, BC V4C 6R8","00012-Senior managers - financial, communications and other business services",Unknown,1,1
British Columbia                                                           ,High Wage,Sony Pictures Imageworks Canada Inc.,"Vancouver, BC V7Y 1K4",52120-Graphic designers and illustrators,Unknown,1,1
British Columbia                                                           ,High Wage,Source Concrete Pumping and Placing Ltd.,"Surrey, BC V3Z 1B7",73100-Concrete finishers,Unknown,1,1
British Columbia                                                           ,High Wage,Source One Excavating Ltd.,"Surrey, BC V3R 2M6",73200-Residential and commercial installers and servicers,Unknown,1,1
British Columbia                                                           ,High Wage,South Asian Broadcasting Corporation Inc.,"Surrey, BC V3W 4G1",51113-Journalists,Unknown,1,1
British Columbia                                                           ,High Wage,South Asian Broadcasting Corporation Inc.,"Surrey, BC V3W 4G1",52114-Announcers and other broadcasters,Unknown,1,1
British Columbia                                                           ,High Wage,Southvan Pharmacy Ltd.,"Vancouver, BC V5V 4E9",33103-Pharmacy technical assistants and pharmacy assistants,Unknown,1,2
British Columbia                                                           ,High Wage,Spa A'lita Esthetics Inc.,"Victoria, BC V9B 2X4",32209-Other practitioners of natural healing,Unknown,1,3
British Columbia                                                           ,High Wage,Sparkling Hill Wellness Hotel Ltd.,"Vernon, BC V1H 2K7","62022-Accommodation, travel, tourism and related services supervisors",Unknown,1,1
British Columbia                                                           ,High Wage,SPEEDHAUL TRUCKING INC.,"Abbotsford, BC V4X 1L3","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,1
British Columbia                                                           ,High Wage,SPEEDHAUL TRUCKING INC.,"Abbotsford, BC V4X 1L3",73300-Transport truck drivers,Unknown,1,5
British Columbia                                                           ,High Wage,SPRING JANITORIAL SERVICES LTD.,"Surrey, BC V3V 2J8",62024-Cleaning supervisors,Unknown,1,1
British Columbia                                                           ,High Wage,SPS ROOFING LTD.,"Surrey, BC V3T 1E6",73110-Roofers and shinglers,Unknown,1,1
British Columbia                                                           ,High Wage,Squamish sushi inc,"Squamish, BC V8B 0G2",60030-Restaurant and food service managers,Unknown,1,1
British Columbia                                                           ,High Wage,SRS Drywall Ltd,"Burnaby, BC V5J 1X4","73102-Plasterers, drywall installers and finishers and lathers",Unknown,1,1
British Columbia                                                           ,High Wage,SSA Recruitment Ltd,"Vancouver, BC V6B 2Y5",12101-Human resources and recruitment officers,Unknown,2,2
British Columbia                                                           ,High Wage,Stage One Academy Inc.,"Richmond, BC V6X 2B1",51122-Musicians and singers,Unknown,1,1
British Columbia                                                           ,High Wage,Stage5 Powder  Coating Inc.,"Surrey, BC V3W 5B9","94213-Industrial painters, coaters and metal finishing process operators",Unknown,1,1
British Columbia                                                           ,High Wage,Stallions Cricket Centre Inc.,"Surrey, BC V3W 8E7",13100-Administrative officers,Unknown,1,1
British Columbia                                                           ,High Wage,Standard Truck & Crane Ltd.,"Surrey, BC V4N 0C7",72500-Crane operators,Unknown,1,2
British Columbia                                                           ,High Wage,Standard Truck & Crane Ltd.,"Surrey, BC V4N 0C7",73300-Transport truck drivers,Unknown,1,3
British Columbia                                                           ,High Wage,Stanley Walls Ltd.,"Vancouver, BC V5X 1S1",75110-Construction trades helpers and labourers,Unknown,1,2
British Columbia                                                           ,High Wage,Star Delta Electric Ltd.,"Surrey, BC V4N 2X2",72200-Electricians (except industrial and power system),Unknown,1,1
British Columbia                                                           ,High Wage,Star Image Gutter & Siding Ltd.,"Surrey, BC V3W 3W2",72310-Carpenters,Unknown,1,1
British Columbia                                                           ,High Wage,Star Ring Education Inc.,"Richmond, BC V6X 3P7",60010-Corporate sales managers,Unknown,1,1
British Columbia                                                           ,High Wage,Starbit Construction ltd,"Surrey, BC V3T 1E1",75110-Construction trades helpers and labourers,Unknown,1,2
British Columbia                                                           ,High Wage,Starium Development Inc,"Powell River, BC V8A 1W6",72200-Electricians (except industrial and power system),Unknown,1,2
British Columbia                                                           ,High Wage,STARLINE INSTALLATIONS LTD.,"Surrey, BC V3Z 0P6",73111-Glaziers,Unknown,1,10
British Columbia                                                           ,High Wage,SteelPro Contracting Ltd.,"Surrey, BC V3W 3A9",13100-Administrative officers,Unknown,1,1
British Columbia                                                           ,High Wage,SteelPro Contracting Ltd.,"Surrey, BC V3W 3A9",72310-Carpenters,Unknown,1,1
British Columbia                                                           ,High Wage,Steve Marshall Motors 1996 ltd,"Campbell River, BC V9W 2G8","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,3
British Columbia                                                           ,High Wage,Stint Construction Ltd,"Nanaimo, BC V9S 3B5",72310-Carpenters,Unknown,1,3
British Columbia                                                           ,High Wage,Stint Construction Ltd,"Nanaimo, BC V9S 3B5",75110-Construction trades helpers and labourers,Unknown,1,1
British Columbia                                                           ,High Wage,Stitches Creation Inc.,"Burnaby, BC V5J 5A4","11202-Professional occupations in advertising, marketing and public relations",Unknown,1,1
British Columbia                                                           ,High Wage,STM Plumbing and Heating Ltd,"Surrey, BC V3T 4T9",13110-Administrative assistants,Unknown,1,1
British Columbia                                                           ,High Wage,STM Plumbing and Heating Ltd,"Surrey, BC V3T 4T9",72300-Plumbers,Unknown,1,2
British Columbia                                                           ,High Wage,STM Plumbing and Heating Ltd,"Surrey, BC V3T 4T9",75110-Construction trades helpers and labourers,Unknown,1,1
British Columbia                                                           ,High Wage,Stocco Construction Company Ltd.,"Port Coquitlam, BC V3C 2J9","73102-Plasterers, drywall installers and finishers and lathers",Unknown,1,1
British Columbia                                                           ,High Wage,straightedge Contractors inc.,"Surrey, BC V3W 0R6",72310-Carpenters,Unknown,1,2
