"Employers Who Were Issued a Positive Labour Market Impact Assessment (LMIA) by Program Stream, National Occupational Classification (NOC) 2011 and Business Location, April to June 2022",b,c,d,e,f,g,h
British Columbia,   Low Wage,1064500 B.C LTD,"FRASER LAKE, BC V0J 1S0",6421-Retail salespersons,Unknown,1,1
British Columbia,   Low Wage,1065982 B.C. Ltd.,"Coquitlam, BC V3K 6R9",6311-Food service supervisors,Unknown,5,5
British Columbia,   Low Wage,1069095 BC LTD,"COURTENAY, BC V9N 7R6",6322-Cooks,Unknown,1,2
British Columbia,   Low Wage,1071414 bc ltd,"Vancouver, BC V6K 1C4",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,1071669 B.C. LTD.,"Tsawwassen First Nation, BC V4M 0B3",6311-Food service supervisors,Unknown,1,2
British Columbia,   Low Wage,1072417 B.C. Ltd.,"Whistler, BC V0N 1B9",6211-Retail sales supervisors,Unknown,5,11
British Columbia,   Low Wage,1072417 B.C. Ltd.,"Whistler, BC V0N 1B9","6331-Butchers, meat cutters and fishmongers - retail and wholesale",Unknown,1,2
British Columbia,   Low Wage,1072417 B.C. Ltd.,"Whistler, BC V0N 1B9",6332-Bakers,Unknown,1,3
British Columbia,   Low Wage,1073337 BC Ltd.,"Salmon Arm, BC V1E 4R5",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,1074141 BC Ltd,"Maple Ridge, BC V2X 3E3",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,1081495 B.C. LTD,"Tsawwassen, BC V4M 0B3",6311-Food service supervisors,Unknown,1,2
British Columbia,   Low Wage,1085557 B.C. LTD,"VANCOUVER, BC V6K 2H5",6322-Cooks,Unknown,1,2
British Columbia,   Low Wage,1086324 B.C Ltd,"Abbotsford, BC V2T 5E5",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,1088187 BC Ltd.,"Langley Twp, BC V4W 0C2","6562-Estheticians, electrologists and related occupations",Unknown,1,1
British Columbia,   Low Wage,1089074 BC Ltd o/a 49th Parallel Coffee Roasters,"Burnaby, BC V3N 4A3",6332-Bakers,Corporation,1,1
British Columbia,   Low Wage,1092541 B.C. LTD.,"Coquitlam, BC V3J 7R4",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,1092858 BC Ltd.,"Barriere,, BC V0E 1E0",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,1093902 BC LTD.,"Victoria, BC V8P 2A5",6322-Cooks,Unknown,1,2
British Columbia,   Low Wage,10940372 Canada Ltd,"Kimberley, BC V1A 1Z8",6211-Retail sales supervisors,Unknown,1,1
British Columbia,   Low Wage,1100923 BC LTD,"Thornhill, BC V8G 3N5","6313-Accommodation, travel, tourism and related services supervisors",Unknown,1,1
British Columbia,   Low Wage,1101192 B.C Ltd,"Surrey, BC V3W 1R1",6322-Cooks,Unknown,1,2
British Columbia,   Low Wage,1104767 B.C. Ltd. dba Dairy Queen,"Armstrong, BC V0E 1B1",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,1106557 BC Ltd,"Vancouver, BC V5Y 0H8",6211-Retail sales supervisors,Unknown,1,1
British Columbia,   Low Wage,1110163 B. C. LTD.,"KELOWNA, BC V1W 4H3",6621-Service station attendants,Unknown,1,1
British Columbia,   Low Wage,1113297 BC LTD,"Kelowna, BC V1Y 6G5","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2
British Columbia,   Low Wage,1113318 BC LTD,"Kelowna, BC V1V 2J9","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2
British Columbia,   Low Wage,1116087 B.C. LTD.,"Langley, BC V2Y 1J2",6211-Retail sales supervisors,Unknown,1,1
British Columbia,   Low Wage,1117619 B.C. LTD.,"Kelowna, BC V1V 3E7",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,1121239 BC Ltd,"Golden, BC V0A 1H3",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,1123189 B.C. Ltd.,"Grand Forks, BC V0H 1H0",6322-Cooks,Unknown,1,2
British Columbia,   Low Wage,1124750 BC Ltd,"Abbotsford, BC V2S 2B4",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,1125352 BC LTD,"Vancouver, BC V5T 3E6",6322-Cooks,Unknown,1,3
British Columbia,   Low Wage,1125890 BC Ltd,"Vancouver, BC V5V 4E4",6322-Cooks,Unknown,2,2
British Columbia,   Low Wage,1126377 BC LTD,"Vancouver, BC V6G 1T2",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,1127132 BC Ltd.,"Richmond, BC V6Y 2B6",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,1127132 BC Ltd.,"Richmond, BC V6Y 2B6",6322-Cooks,Unknown,2,2
British Columbia,   Low Wage,112792 canada inc,"Delta, BC V4G 1B5",1241-Administrative assistants,Unknown,1,1
British Columbia,   Low Wage,1130051 B.C. Ltd.,"Langley, BC V2Y 0A3",6332-Bakers,Unknown,1,1
British Columbia,   Low Wage,1133774 B.C. Ltd.,"Vancouver, BC V6Z 3G8",1243-Medical administrative assistants,Unknown,1,1
British Columbia,   Low Wage,1133851 B.C. LTD.,"VANCOUVER, BC V5N 4P3",6211-Retail sales supervisors,Unknown,1,1
British Columbia,   Low Wage,1134065 BC LTD,"Vancouver, BC V6B 0C9",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,1134218 B.C. LTD.,"Mill Bay, BC V0R 2P1",0631-Restaurant and food service managers,Unknown,1,1
British Columbia,   Low Wage,1139343 B.C. LTD.,"Richmond, BC V7C 5T7",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,1140411 BC Ltd,"Kamloops, BC V2H 1N4",6322-Cooks,Unknown,1,2
British Columbia,   Low Wage,11434551 Canada Inc.,"Coquitlam, BC V3J 3X4",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,1152151 BC Ltd.,"Nanaimo, BC V9T 4T7",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,1154919 B.C. LTD,"Burnaby, BC V3N 4N3",6341-Hairstylists and barbers,Unknown,2,2
British Columbia,   Low Wage,1155185 BC Ltd,"White Rock, BC V4B 1C3",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,1156348 BC. Ltd.,"Vancouver, BC V6T 0C7",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,1156669 B.C. LTD.,"Victoria, BC V8W 0C1",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,1159021 B.C. LTD.,"Coquitlam, BC V3B 5R5",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,1159448 BC Ltd.,"Richmond, BC V7E 3A5",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,1159577 BC. Ltd,"Richmond, BC V7E 1S6",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,1159943 BC Ltd.,"New Westminster, BC V3M 0G3",6311-Food service supervisors,Unknown,2,4
British Columbia,   Low Wage,1159943 BC Ltd.,"New Westminster, BC V3M 0G3",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,1160890 BC LTD,"Burnaby, BC V3N 3M5",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,1161208 B.C Ltd,"BURNABY, BC V3N 2S9",6311-Food service supervisors,Unknown,2,2
British Columbia,   Low Wage,1162036 B.C. LTD.,"Gibsons, BC V0N 1V8",6513-Food and beverage servers,Unknown,1,2
British Columbia,   Low Wage,1162938 B.C. Ltd.,"Valemount, BC V0E 2Z0",1241-Administrative assistants,Unknown,1,1
British Columbia,   Low Wage,1162938 B.C. Ltd.,"Valemount, BC V0E 2Z0",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,1164330 BC LTD.,"Merritt, BC V1K 1B8",6211-Retail sales supervisors,Unknown,1,1
British Columbia,   Low Wage,1164881 B.C. LTD.,"Fort St John, BC V1J 4J6",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,1166885 BC LTD.,"Whistler, BC V8E 1A6",6211-Retail sales supervisors,Unknown,1,1
British Columbia,   Low Wage,1167123 B.C. Ltd.,"Powell River, BC V8A 2M6",6321-Chefs,Unknown,1,1
British Columbia,   Low Wage,1168394 B.C. LTD.,"North Vancouver, BC V7P 1T4",4214-Early childhood educators and assistants,Unknown,1,1
British Columbia,   Low Wage,1171261 BC Ltd.,"North Vancouver, BC V7L 0G5",6322-Cooks,Unknown,1,2
British Columbia,   Low Wage,1175838 BC Ltd,"Vancouver, BC V5X 0C4",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,1175855 BC Ltd.,"Kelowna, BC V1Y 6H2",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,1176121 BC Ltd,"Victoria, BC V9B 0X1",6311-Food service supervisors,Unknown,1,2
British Columbia,   Low Wage,1176666 BC Ltd,"Vancouver, BC V6M 1Z2",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,1177256 BC Ltd,"Kelowna, BC V1X 3B1",6311-Food service supervisors,Unknown,1,2
British Columbia,   Low Wage,1178616 B.C. Ltd.,"Nanaimo, BC V9T 4T7",0631-Restaurant and food service managers,Unknown,1,1
British Columbia,   Low Wage,1179094 BC LTD.,"Victoria, BC V9B 3S6",4214-Early childhood educators and assistants,Unknown,3,3
British Columbia,   Low Wage,1179828 B.C. Ltd,"Richmond, BC V6X 1Z7",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,1182511 B.C. LTD.,"Surrey, BC V3S 2X6",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,1182511 B.C. LTD.,"Surrey, BC V3S 2X6",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,1182888 BC LTD,"Duncan, BC V9L 3R4",6211-Retail sales supervisors,Unknown,1,1
British Columbia,   Low Wage,1183524 B.C. Ltd.,"Victoria, BC V8W 1S6",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,1184181 BC Ltd.,"Delta, BC V4K 2T9",6322-Cooks,Unknown,2,2
British Columbia,   Low Wage,1186235 BC LTD.,"Duncan, BC V9L 2X5",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,1186727 B.C Ltd,"Kelowna, BC V1V 2Y4",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,1187367 B.C. LTD,"Vancouver, BC V6G 1W5",6512-Bartenders,Unknown,1,1
British Columbia,   Low Wage,1188054 B.C. LTD.,"Pitt Meadows, BC V3Y 2W1",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,1188175 BC LTD,"Vancouver, BC V6Z 1Z5",6311-Food service supervisors,Unknown,1,5
British Columbia,   Low Wage,1191058 B.C. LTD.,"Vancouver, BC V6E 4A6",6322-Cooks,Unknown,2,2
British Columbia,   Low Wage,1191218 B.C. Ltd.,"Chilliwack, BC V2R 4B7",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,1191408 B.C. LTD.,"Golden, BC V0A 1H1",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,1191408 B.C. LTD.,"Golden, BC V0A 1H1",6322-Cooks,Unknown,1,2
British Columbia,   Low Wage,1191408 B.C. LTD.,"Golden, BC V0A 1H1","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
British Columbia,   Low Wage,1194277 B.C Ltd,"Victoria, BC V8Z 6E3",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,1194870 BC Ltd.,"Vancouver, BC V6P 5A2",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,1194870 BC Ltd.,"Vancouver, BC V6P 5A2","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
British Columbia,   Low Wage,1195678 B.C. Ltd.,"Sparwood, BC V0B 2G0",6513-Food and beverage servers,Unknown,1,1
British Columbia,   Low Wage,1196601 BC LTD,"Langley, BC V2Y 0L7",6322-Cooks,Unknown,2,2
British Columbia,   Low Wage,1196778 B.C. LTD.,"Surrey, BC V3W 5A2",6611-Cashiers,Unknown,1,1
British Columbia,   Low Wage,1197647 BC LTD,"Golden, BC V0A 1H1",6211-Retail sales supervisors,Unknown,2,2
British Columbia,   Low Wage,1198677 BC Ltd,"kelowna, BC V1X 7G5",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,1198677 BC Ltd,"kelowna, BC V1X 7G5","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
British Columbia,   Low Wage,1200307 B.C Ltd.,"Vancouver, BC V6G 2L7",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,1200676 BC LTD.,"Delta, BC V4K 1W3",6322-Cooks,Unknown,1,2
British Columbia,   Low Wage,1200856 BC Ltd,"Delta, BC V4M 0B2","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2
British Columbia,   Low Wage,1201201 BC Ltd.,"Vancouver, BC V6A 1Y6",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,1203142 BC Ltd.,"Kelowna, BC V1W 0A7",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,1204077 BC LTD,"BURNS LAKE, BC V0J 1E0",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,1204077 BC LTD,"BURNS LAKE, BC V0J 1E0",6322-Cooks,Unknown,1,2
British Columbia,   Low Wage,1204077 BC LTD.,"KITIMAT, BC V8C 2E2",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,1204077 BC LTD.,"KITIMAT, BC V8C 2E2",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,1204790 BC Ltd,"Abbotsford, BC V2S 1L8","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
British Columbia,   Low Wage,1206052 BC Ltd,"VANCOUVER, BC V6Z 1A8",6211-Retail sales supervisors,Unknown,1,1
British Columbia,   Low Wage,1206783 bc ltd DBA Dairy queen,"North Vancouver, BC V7J 2A3",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,12069342 Canada Inc.,"Langley, BC V3A 4E6",6341-Hairstylists and barbers,Unknown,1,1
British Columbia,   Low Wage,1207940 B.C. LTD.,"Burnaby, BC V5H 4T2",7611-Construction trades helpers and labourers,Unknown,1,1
British Columbia,   Low Wage,1208401 BC LTD,"Squamish, BC V8B 0R5",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,1210878 B.C. Ltd.,"Vancouver, BC V5V 3C7",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,1210912 B.C. LTD.,"Vancouver, BC V6G 1C3",6341-Hairstylists and barbers,Unknown,1,1
British Columbia,   Low Wage,1211558 B.C. LTD.,"Surrey, BC V3S 1E9",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,1213614 BC Ltd,"Abbotsford, BC V2T 3S5",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,1216291 BC ltd,"Surrey, BC V3W 0R6",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,1220015 BC Ltd,"Kelowna, BC V1Y 8R4",6341-Hairstylists and barbers,Unknown,1,2
British Columbia,   Low Wage,1222098 BC LTD,"Surrey, BC V3V 6A8",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,1222792 Alberta Ltd.,"Summerland, BC V0H 1Z0",6312-Executive housekeepers,Unknown,1,1
British Columbia,   Low Wage,1224315 B.C. LTD.,"West Vancouver, BC V7S 2J7",4214-Early childhood educators and assistants,Unknown,1,1
British Columbia,   Low Wage,1225432 B.C. LTD.,"Parksville, BC V9P 1T5",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,1229487 B.C. LTD.,"Richmond, BC V6X 4K8",9463-Fish and seafood plant workers,Unknown,1,1
British Columbia,   Low Wage,1231081 BC Ltd dba Ryuu Japanese Kitchen,"Vancouver, BC V6T 1Z3",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,1233077 B.C. Ltd.,"Delta, BC V4E 2A6",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,1233077 B.C. Ltd.,"Delta, BC V4E 2A6",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,1234034 BC Ltd,"Burnaby, BC V5H 1Z9",6311-Food service supervisors,Unknown,1,2
British Columbia,   Low Wage,1234335 B.C. LTD.,"Valemount, BC V0E 2Z0",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,1236918 BC LTD,"Vancouver, BC V6T 2A1",6211-Retail sales supervisors,Unknown,1,1
British Columbia,   Low Wage,1237023 B.C. LTD.,"Surrey, BC V3S 1Z2",6322-Cooks,Unknown,1,2
British Columbia,   Low Wage,1237023 B.C. LTD.,"Surrey, BC V3S 1Z2","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2
British Columbia,   Low Wage,1237917 B.C. LTD.,"North Vancouver, BC V7J 2L1",4214-Early childhood educators and assistants,Unknown,2,2
British Columbia,   Low Wage,1238769 B.C. LTD.,"Surrey, BC V4N 0V6",4214-Early childhood educators and assistants,Unknown,1,1
British Columbia,   Low Wage,1239634 B.C. LTD.,"VANCOUVER, BC V6J 1M9",6322-Cooks,Unknown,1,2
British Columbia,   Low Wage,1241544 BC Ltd.,"Vancouver, BC V5N 4B9",6311-Food service supervisors,Unknown,2,3
British Columbia,   Low Wage,1250597 B.C. LTD.,"CHILLIWACK, BC V2R 0P9",6211-Retail sales supervisors,Unknown,1,1
British Columbia,   Low Wage,1251769 BC LTD,"Vancouver, BC V6R 2B8",6322-Cooks,Unknown,2,2
British Columbia,   Low Wage,1252098 BC Ltd o/a Subway,"New Hazelton, BC V0J 2J0",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,1254533 B.C. Ltd,"Thornhill, BC V8G 3V1",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,1255 Lynn Valley Hospitality Ltd.,"North Vancouver, BC V7J 0A1",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,1255615 B.C. Ltd.,"Victoria, BC V9B 2S2","6562-Estheticians, electrologists and related occupations",Unknown,1,2
British Columbia,   Low Wage,1255648 B.C. Ltd.,"Vancouver, BC V5T 1W5",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,1255798 BC Ltd.,"Kamloops, BC V2C 6M1","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
British Columbia,   Low Wage,1255902 B.C. Ltd.,"Nanaimo, BC V9V 1K8",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,1256216 B.C. LTD.,"Dawson Creek, BC V1G 4K6",6341-Hairstylists and barbers,Unknown,1,2
British Columbia,   Low Wage,1256216 B.C. LTD.,"Dawson Creek, BC V1G 4K6","6562-Estheticians, electrologists and related occupations",Unknown,1,2
British Columbia,   Low Wage,1256325 BC Ltd.,"Maple Ridge, BC V4R 1M7",6311-Food service supervisors,Unknown,1,2
British Columbia,   Low Wage,1256325 BC Ltd.,"Maple Ridge, BC V4R 1M7",6513-Food and beverage servers,Unknown,1,1
British Columbia,   Low Wage,1256325 BC Ltd.,"Maple Ridge, BC V4R 1M7","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
British Columbia,   Low Wage,1257283 B.C. LTD.,"New Westminster, BC V3L 3B5",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,1264318 B.C. Ltd.,"Kamloops, BC V2E 2J7",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,1266666 B.C. Ltd,"North Vancouver, BC V7M 2J8",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,1267994 B.C. LTD.,"Surrey, BC V4N 1M9",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,1268443 B.C. LTD.,"Abbotsford, BC V2S 3T6",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,1271873 B.C. LTD.,"Coquitlam, BC V3B 8A9",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,1272327 BC LTD.,"Vancouver, BC V5V 3C6",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,1279110 BC Ltd,"Vancouver, BC V5M 1Y9",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,1279110 BC Ltd,"Vancouver, BC V5M 1Y9",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,1279110 BC Ltd,"Vancouver, BC V5M 1Y9","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
British Columbia,   Low Wage,1279982 BC Ltd.,"Fernie, BC V0B 1M0",6332-Bakers,Unknown,1,2
British Columbia,   Low Wage,1280221 BC LTD.,"Victoria, BC V9A 2P8",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,1283743 B.C. Ltd.,"Surrey, BC V3Z 9N6",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,1283904 B.C. LTD.,"SMITHERS, BC V0J 2N0",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,1284705 BC Ltd.,"Salt Spring, BC V8K 2T9",6211-Retail sales supervisors,Unknown,1,1
British Columbia,   Low Wage,1287908 B.C Ltd,"Kamloops, BC V2B 3L9",6311-Food service supervisors,Unknown,1,2
British Columbia,   Low Wage,1288223 BC Ltd,"Prince George, BC V2L 2K5",6311-Food service supervisors,Unknown,4,5
British Columbia,   Low Wage,1288223 BC Ltd,"Prince George, BC V2L 2K5","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,3,3
British Columbia,   Low Wage,1289301 B.C. Ltd.,"Langford, BC V9B 0X1",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,1289929 BC. LTD.,"Surrey, BC V3S 0X9",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,1289929 BC. LTD.,"Surrey, BC V3S 0X9",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,1303349 B.C. LTD.,"Victoria, BC V9A 2P8",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,1312849 BC Ltd,"Westbank, BC V4T 3E6",6311-Food service supervisors,Unknown,1,2
British Columbia,   Low Wage,1320970B.C. Ltd,"Surrey, BC V4A 4N3",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,1327435 BC Ltd,"Nanaimo, BC V9R 6L1",0631-Restaurant and food service managers,Unknown,1,1
British Columbia,   Low Wage,1327435 BC Ltd,"Nanaimo, BC V9R 6L1",6513-Food and beverage servers,Unknown,1,2
British Columbia,   Low Wage,1332373 BC Ltd,"Comox, BC V9M 1P8",6322-Cooks,Unknown,2,3
British Columbia,   Low Wage,1341488 BC LTD,"Richmond, BC V7E 2Y4",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,1763945 Alberta Ltd. o/a Edo Japan Hillside Victoria,"Victoria, BC V8T 2C5",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,1763945 Alberta Ltd. o/a Edo Japan Hillside Victoria,"Victoria, BC V8T 2C5",6322-Cooks,Unknown,1,2
British Columbia,   Low Wage,1796340 Alberta Ltd. o/a KFC Island Hwy Nanaimo,"Nanaimo, BC V9T 4T7",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,18 Wheels Logistics Ltd,"Burnaby, BC V3N 2M5","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,1,1
British Columbia,   Low Wage,1M Branches Trading Ltd.,"Richmond, BC V6V 0B7","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,1,1
British Columbia,   Low Wage,1st Step Montessori Inc.,"Delta, BC V4C 2L1",4214-Early childhood educators and assistants,Unknown,1,2
British Columbia,   Low Wage,2 Scoops Cafe Ltd.,"Abbotsford, BC V2S 2B9",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,2 Sisters Poultry & Meat Ltd,"Surrey, BC V3S 0L2","6331-Butchers, meat cutters and fishmongers - retail and wholesale",Unknown,2,3
British Columbia,   Low Wage,21 Century Trading Inc.,"Delta, BC V4G 0A2","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,1,1
British Columbia,   Low Wage,22 Enterprises Ltd.,"Surrey, BC V4P 1H7",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,2367860 ALBERTA LTD.,"Radium Hot Springs, BC V0A 1M0","6313-Accommodation, travel, tourism and related services supervisors",Unknown,1,1
British Columbia,   Low Wage,3388998 Enterprises Ltd,"Vancouver, BC V6G 1C8",6322-Cooks,Unknown,1,2
British Columbia,   Low Wage,3D SOLAR NAILS LTD.,"Langley, BC V3A 4E6","6562-Estheticians, electrologists and related occupations",Unknown,1,1
British Columbia,   Low Wage,3K Construction & Framing Inc.,"Surrey, BC V3W 6H3",7441-Residential and commercial installers and servicers,Unknown,1,2
British Columbia,   Low Wage,408781 BC Ltd,"Delta, BC V4K 2K6",6322-Cooks,Unknown,1,3
British Columbia,   Low Wage,423906 BC Ltd,"Port Moody, BC V3H 2C1",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,428922 B.C. Limited,"Prince George, BC V2L 3P7",6341-Hairstylists and barbers,Unknown,1,1
British Columbia,   Low Wage,438050 British Columbia Ltd,"Langley, BC V1M 2Y5","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2
British Columbia,   Low Wage,451996 BC Ltd,"Vancouver, BC V6K 2H2",6211-Retail sales supervisors,Unknown,1,1
British Columbia,   Low Wage,471442 B.C. Ltd.,"Kelowna, BC V1V 1Z6",6322-Cooks,Unknown,1,2
British Columbia,   Low Wage,472631 BC Ltd.,"Salmon Arm, BC V1E 4M2","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,3
British Columbia,   Low Wage,482631 BC Ltd,"Surrey, BC V3W 4E9","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2
British Columbia,   Low Wage,488862 BC Ltd. o/a Tim Hortons,"Vernon, BC V1T 5P2",6311-Food service supervisors,Unknown,1,8
British Columbia,   Low Wage,496467 BRITISH COLUMBIA LTD.,"Dawson Creek, BC V1G 4Y5",6322-Cooks,Unknown,1,5
British Columbia,   Low Wage,4-D Warner Enterprises Ltd.,"Mackenzie, BC V0J 2C0",6322-Cooks,Unknown,1,3
British Columbia,   Low Wage,506088 BC Ltd,"Richmond, BC V6V 1J4",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,526898 B.C. Ltd,"Dawson Creek, BC V1G 3R1",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,526898 B.C. Ltd,"Dawson Creek, BC V1G 3R1",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,54 Reman INC.,"Surrey, BC V3S 8E5","9614-Labourers in wood, pulp and paper processing",Unknown,1,6
British Columbia,   Low Wage,546501 B.C Ltd,"White Rock, BC V4B 1E6",6321-Chefs,Unknown,1,1
British Columbia,   Low Wage,552781BC LTD,"Sicamous, BC V0E 2V0",6311-Food service supervisors,Unknown,1,3
British Columbia,   Low Wage,596353 BC Ltd.,"Vancouver, BC V6Z 1L8",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,5ukhman Janitorial Ltd,"Prince George, BC V2N 1H8",1311-Accounting technicians and bookkeepers,Unknown,1,1
British Columbia,   Low Wage,608940 BC LTD,"SALMON ARM, BC V1E 2S7",6311-Food service supervisors,Unknown,1,4
British Columbia,   Low Wage,608940 BC LTD,"SALMON ARM, BC V1E 2S7","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,2,40
British Columbia,   Low Wage,611017 BC LTD.,"GOLDEN, BC V0A 1H0","6313-Accommodation, travel, tourism and related services supervisors",Unknown,1,1
British Columbia,   Low Wage,615485 B.C. Ltd.,"New Westminster, BC V3L 5V1",6311-Food service supervisors,Unknown,1,2
British Columbia,   Low Wage,615485 B.C. Ltd.,"New Westminster, BC V3L 5V1",6322-Cooks,Unknown,1,2
British Columbia,   Low Wage,634440 BC LTD,"Richmond, BC V7A 1G3",6311-Food service supervisors,Unknown,1,1
